"EarlyLowestRound_RANKTHISWEEK_2009","EarlyLowestRound_RANKLASTWEEK_2009","EarlyLowestRound_PLAYERNAME_2009","EarlyLowestRound__2009","EarlyLowestRound_LOWRND_2009","stat_name","year"
1,1,"Troy Matteson",NA,61,"EarlyLowestRound",2009
1,1,"Jesper Parnevik",NA,61,"EarlyLowestRound",2009
1,1,"Steve Stricker",NA,61,"EarlyLowestRound",2009
1,1,"Mike Weir",NA,61,"EarlyLowestRound",2009
1,1,"Charlie Wi",NA,61,"EarlyLowestRound",2009
6,6,"Brad Adamonis",NA,62,"EarlyLowestRound",2009
6,6,"Kris Blanks",NA,62,"EarlyLowestRound",2009
6,6,"Jason Bohn",NA,62,"EarlyLowestRound",2009
6,6,"James Driscoll",NA,62,"EarlyLowestRound",2009
6,6,"Tadd Fujikawa",NA,62,"EarlyLowestRound",2009
6,6,"Jim Furyk",NA,62,"EarlyLowestRound",2009
6,6,"Mathew Goggin",NA,62,"EarlyLowestRound",2009
6,6,"JP Hayes",NA,62,"EarlyLowestRound",2009
6,6,"Dustin Johnson",NA,62,"EarlyLowestRound",2009
6,6,"Anthony Kim",NA,62,"EarlyLowestRound",2009
6,6,"Marc Leishman",NA,62,"EarlyLowestRound",2009
6,6,"Bill Lunde",NA,62,"EarlyLowestRound",2009
6,6,"James Nitties",NA,62,"EarlyLowestRound",2009
6,6,"Joe Ogilvie",NA,62,"EarlyLowestRound",2009
6,6,"Tom Pernice Jr",NA,62,"EarlyLowestRound",2009
6,6,"John Rollins",NA,62,"EarlyLowestRound",2009
22,22,"Stephen Ames",NA,63,"EarlyLowestRound",2009
22,22,"Woody Austin",NA,63,"EarlyLowestRound",2009
22,22,"Briny Baird",NA,63,"EarlyLowestRound",2009
22,22,"David Berganio Jr",NA,63,"EarlyLowestRound",2009
22,22,"Tim Clark",NA,63,"EarlyLowestRound",2009
22,22,"Chris Couch",NA,63,"EarlyLowestRound",2009
22,22,"Ben Crane",NA,63,"EarlyLowestRound",2009
22,22,"Brian Gay",NA,63,"EarlyLowestRound",2009
22,22,"Paul Goydos",NA,63,"EarlyLowestRound",2009
22,22,"Bob Heintz",NA,63,"EarlyLowestRound",2009
22,22,"JJ Henry",NA,63,"EarlyLowestRound",2009
22,22,"Charley Hoffman",NA,63,"EarlyLowestRound",2009
22,22,"Lee Janzen",NA,63,"EarlyLowestRound",2009
22,22,"Matt Jones",NA,63,"EarlyLowestRound",2009
22,22,"Jonathan Kaye",NA,63,"EarlyLowestRound",2009
22,22,"Cliff Kresge",NA,63,"EarlyLowestRound",2009
22,22,"Martin Laird",NA,63,"EarlyLowestRound",2009
22,22,"Justin Leonard",NA,63,"EarlyLowestRound",2009
22,22,"Spencer Levin",NA,63,"EarlyLowestRound",2009
22,22,"Peter Lonard",NA,63,"EarlyLowestRound",2009
22,22,"Steve Lowery",NA,63,"EarlyLowestRound",2009
22,22,"Jarrod Lyle",NA,63,"EarlyLowestRound",2009
22,22,"Hunter Mahan",NA,63,"EarlyLowestRound",2009
22,22,"Steve Marino",NA,63,"EarlyLowestRound",2009
22,22,"Scott McCarron",NA,63,"EarlyLowestRound",2009
22,22,"Graeme McDowell",NA,63,"EarlyLowestRound",2009
22,22,"George McNeill",NA,63,"EarlyLowestRound",2009
22,22,"John Merrick",NA,63,"EarlyLowestRound",2009
22,22,"Shaun Micheel",NA,63,"EarlyLowestRound",2009
22,22,"Phil Mickelson",NA,63,"EarlyLowestRound",2009
22,22,"Bryce Molder",NA,63,"EarlyLowestRound",2009
22,22,"Kevin Na",NA,63,"EarlyLowestRound",2009
22,22,"Geoff Ogilvy",NA,63,"EarlyLowestRound",2009
22,22,"Ryan Palmer",NA,63,"EarlyLowestRound",2009
22,22,"Pat Perez",NA,63,"EarlyLowestRound",2009
22,22,"Kenny Perry",NA,63,"EarlyLowestRound",2009
22,22,"Tim Petrovic",NA,63,"EarlyLowestRound",2009
22,22,"Dicky Pride",NA,63,"EarlyLowestRound",2009
22,22,"Chris Riley",NA,63,"EarlyLowestRound",2009
22,22,"Andres Romero",NA,63,"EarlyLowestRound",2009
22,22,"Heath Slocum",NA,63,"EarlyLowestRound",2009
22,22,"Kevin Stadler",NA,63,"EarlyLowestRound",2009
22,22,"Chris Stroud",NA,63,"EarlyLowestRound",2009
22,22,"Vaughn Taylor",NA,63,"EarlyLowestRound",2009
22,22,"Charles Warren",NA,63,"EarlyLowestRound",2009
22,22,"Nick Watney",NA,63,"EarlyLowestRound",2009
22,22,"Bubba Watson",NA,63,"EarlyLowestRound",2009
22,22,"Gary Woodland",NA,63,"EarlyLowestRound",2009
22,22,"Tiger Woods",NA,63,"EarlyLowestRound",2009
71,71,"Tommy Armour III",NA,64,"EarlyLowestRound",2009
71,71,"Cameron Beckman",NA,64,"EarlyLowestRound",2009
71,71,"Rich Beem",NA,64,"EarlyLowestRound",2009
71,71,"Bart Bryant",NA,64,"EarlyLowestRound",2009
71,71,"Mark Calcavecchia",NA,64,"EarlyLowestRound",2009
71,71,"Chad Campbell",NA,64,"EarlyLowestRound",2009
71,71,"Alex Cejka",NA,64,"EarlyLowestRound",2009
