"Front9Round4ScoringAverage_RANKTHISWEEK_2014","Front9Round4ScoringAverage_RANKLASTWEEK_2014","Front9Round4ScoringAverage_PLAYERNAME_2014","Front9Round4ScoringAverage__2014","Front9Round4ScoringAverage_AVG_2014","Front9Round4ScoringAverage_TOTALSTROKES_2014","Front9Round4ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Charl Schwartzel",NA,33.71,472,14,"Front9Round4ScoringAverage",2014
2,2,"Sergio Garcia",NA,34,476,14,"Front9Round4ScoringAverage",2014
2,2,"Johnson Wagner",NA,34,306,9,"Front9Round4ScoringAverage",2014
4,4,"Bubba Watson",NA,34.06,579,17,"Front9Round4ScoringAverage",2014
5,5,"Henrik Stenson",NA,34.08,443,13,"Front9Round4ScoringAverage",2014
6,6,"Hudson Swafford",NA,34.1,341,10,"Front9Round4ScoringAverage",2014
7,7,"Roberto Castro",NA,34.18,376,11,"Front9Round4ScoringAverage",2014
8,8,"Erik Compton",NA,34.19,547,16,"Front9Round4ScoringAverage",2014
8,8,"Ernie Els",NA,34.19,547,16,"Front9Round4ScoringAverage",2014
8,8,"George McNeill",NA,34.19,547,16,"Front9Round4ScoringAverage",2014
11,11,"Brooks Koepka",NA,34.25,411,12,"Front9Round4ScoringAverage",2014
12,12,"Jason Day",NA,34.3,343,10,"Front9Round4ScoringAverage",2014
13,13,"Jimmy Walker",NA,34.32,755,22,"Front9Round4ScoringAverage",2014
14,14,"Angel Cabrera",NA,34.33,412,12,"Front9Round4ScoringAverage",2014
14,14,"Chris Stroud",NA,34.33,618,18,"Front9Round4ScoringAverage",2014
16,16,"Adam Scott",NA,34.35,584,17,"Front9Round4ScoringAverage",2014
17,17,"David Toms",NA,34.36,378,11,"Front9Round4ScoringAverage",2014
18,18,"Graham DeLaet",NA,34.38,550,16,"Front9Round4ScoringAverage",2014
19,19,"Jason Bohn",NA,34.4,516,15,"Front9Round4ScoringAverage",2014
19,19,"Graeme McDowell",NA,34.4,516,15,"Front9Round4ScoringAverage",2014
21,21,"Ian Poulter",NA,34.42,413,12,"Front9Round4ScoringAverage",2014
22,22,"Luke Guthrie",NA,34.47,517,15,"Front9Round4ScoringAverage",2014
22,22,"Brian Stuard",NA,34.47,517,15,"Front9Round4ScoringAverage",2014
24,24,"Jonas Blixt",NA,34.5,345,10,"Front9Round4ScoringAverage",2014
25,25,"Matt Kuchar",NA,34.52,725,21,"Front9Round4ScoringAverage",2014
26,26,"James Hahn",NA,34.54,449,13,"Front9Round4ScoringAverage",2014
27,27,"Charlie Beljan",NA,34.55,380,11,"Front9Round4ScoringAverage",2014
28,28,"Rickie Fowler",NA,34.59,588,17,"Front9Round4ScoringAverage",2014
29,29,"Jim Furyk",NA,34.6,692,20,"Front9Round4ScoringAverage",2014
29,29,"Russell Knox",NA,34.6,692,20,"Front9Round4ScoringAverage",2014
29,29,"Wes Roach",NA,34.6,346,10,"Front9Round4ScoringAverage",2014
32,32,"William McGirt",NA,34.61,623,18,"Front9Round4ScoringAverage",2014
33,33,"Kevin Chappell",NA,34.62,727,21,"Front9Round4ScoringAverage",2014
33,33,"Dustin Johnson",NA,34.62,450,13,"Front9Round4ScoringAverage",2014
35,35,"Harris English",NA,34.63,658,19,"Front9Round4ScoringAverage",2014
35,35,"Kevin Kisner",NA,34.63,554,16,"Front9Round4ScoringAverage",2014
35,35,"Justin Rose",NA,34.63,554,16,"Front9Round4ScoringAverage",2014
38,38,"Charley Hoffman",NA,34.67,728,21,"Front9Round4ScoringAverage",2014
39,39,"Ben Curtis",NA,34.69,451,13,"Front9Round4ScoringAverage",2014
39,39,"David Lingmerth",NA,34.69,451,13,"Front9Round4ScoringAverage",2014
39,39,"Rory McIlroy",NA,34.69,555,16,"Front9Round4ScoringAverage",2014
42,42,"Will Ma Kenzie",NA,34.71,486,14,"Front9Round4ScoringAverage",2014
43,43,"Scott Brown",NA,34.72,625,18,"Front9Round4ScoringAverage",2014
44,44,"Keegan Bradley",NA,34.74,660,19,"Front9Round4ScoringAverage",2014
45,45,"Danny Lee",NA,34.75,417,12,"Front9Round4ScoringAverage",2014
46,46,"Ben Martin",NA,34.77,452,13,"Front9Round4ScoringAverage",2014
46,46,"Geoff Ogilvy",NA,34.77,452,13,"Front9Round4ScoringAverage",2014
46,46,"Shawn Stefani",NA,34.77,452,13,"Front9Round4ScoringAverage",2014
49,49,"Andrew Loupe",NA,34.78,313,9,"Front9Round4ScoringAverage",2014
50,50,"Charles Howell III",NA,34.79,835,24,"Front9Round4ScoringAverage",2014
51,51,"Troy Merritt",NA,34.8,348,10,"Front9Round4ScoringAverage",2014
51,51,"Kevin Na",NA,34.8,696,20,"Front9Round4ScoringAverage",2014
53,53,"Paul Casey",NA,34.83,418,12,"Front9Round4ScoringAverage",2014
53,53,"Webb Simpson",NA,34.83,627,18,"Front9Round4ScoringAverage",2014
53,53,"Camilo Villegas",NA,34.83,627,18,"Front9Round4ScoringAverage",2014
56,56,"Jason Kokrak",NA,34.85,453,13,"Front9Round4ScoringAverage",2014
57,57,"Zach Johnson",NA,34.87,802,23,"Front9Round4ScoringAverage",2014
57,57,"Jeff Overton",NA,34.87,523,15,"Front9Round4ScoringAverage",2014
57,57,"Jordan Spieth",NA,34.87,802,23,"Front9Round4ScoringAverage",2014
60,60,"Marc Leishman",NA,34.88,593,17,"Front9Round4ScoringAverage",2014
61,61,"Bud Cauley",NA,34.89,314,9,"Front9Round4ScoringAverage",2014
61,61,"Hunter Mahan",NA,34.89,628,18,"Front9Round4ScoringAverage",2014
61,61,"Louis Oosthuizen",NA,34.89,314,9,"Front9Round4ScoringAverage",2014
64,64,"Tim Clark",NA,34.91,384,11,"Front9Round4ScoringAverage",2014
64,64,"Heath Slocum",NA,34.91,384,11,"Front9Round4ScoringAverage",2014
64,64,"Scott Stallings",NA,34.91,384,11,"Front9Round4ScoringAverage",2014
64,64,"Lee Westwood",NA,34.91,384,11,"Front9Round4ScoringAverage",2014
68,68,"Ryo Ishikawa",NA,34.92,454,13,"Front9Round4ScoringAverage",2014
69,69,"Stuart Appleby",NA,34.94,594,17,"Front9Round4ScoringAverage",2014
69,69,"Ricky Barnes",NA,34.94,594,17,"Front9Round4ScoringAverage",2014
69,69,"Vijay Singh",NA,34.94,559,16,"Front9Round4ScoringAverage",2014
69,69,"Brendan Steele",NA,34.94,559,16,"Front9Round4ScoringAverage",2014
73,73,"Daniel Summerhays",NA,34.95,769,22,"Front9Round4ScoringAverage",2014
74,74,"Bill Haas",NA,34.96,909,26,"Front9Round4ScoringAverage",2014
74,74,"Cameron Tringale",NA,34.96,839,24,"Front9Round4ScoringAverage",2014
76,76,"JJ Henry",NA,35,595,17,"Front9Round4ScoringAverage",2014
76,76,"Richard Lee",NA,35,455,13,"Front9Round4ScoringAverage",2014
76,76,"Phil Mickelson",NA,35,490,14,"Front9Round4ScoringAverage",2014
76,76,"Ryan Moore",NA,35,665,19,"Front9Round4ScoringAverage",2014
76,76,"Carl Pettersson",NA,35,595,17,"Front9Round4ScoringAverage",2014
76,76,"Patrick Reed",NA,35,630,18,"Front9Round4ScoringAverage",2014
76,76,"Brendon Todd",NA,35,875,25,"Front9Round4ScoringAverage",2014
76,76,"Tyrone Van Aswegen",NA,35,490,14,"Front9Round4ScoringAverage",2014
84,84,"Justin Hicks",NA,35.05,701,20,"Front9Round4ScoringAverage",2014
84,84,"Seung Yul Noh",NA,35.05,666,19,"Front9Round4ScoringAverage",2014
86,86,"Brian Davis",NA,35.06,631,18,"Front9Round4ScoringAverage",2014
87,87,"David Hearn",NA,35.1,702,20,"Front9Round4ScoringAverage",2014
88,88,"Matt Every",NA,35.13,562,16,"Front9Round4ScoringAverage",2014
89,89,"Jason Dufner",NA,35.17,422,12,"Front9Round4ScoringAverage",2014
89,89,"Brian Harman",NA,35.17,809,23,"Front9Round4ScoringAverage",2014
91,91,"James Driscoll",NA,35.18,387,11,"Front9Round4ScoringAverage",2014
91,91,"Nicholas Thompson",NA,35.18,387,11,"Front9Round4ScoringAverage",2014
93,93,"Billy Hurley III",NA,35.19,563,16,"Front9Round4ScoringAverage",2014
94,94,"Robert Streb",NA,35.2,528,15,"Front9Round4ScoringAverage",2014
95,95,"John Huh",NA,35.23,458,13,"Front9Round4ScoringAverage",2014
96,96,"Steven Bowditch",NA,35.25,564,16,"Front9Round4ScoringAverage",2014
96,96,"Ben Crane",NA,35.25,564,16,"Front9Round4ScoringAverage",2014
96,96,"Luke Donald",NA,35.25,423,12,"Front9Round4ScoringAverage",2014
