"AllAroundRanking_RANKTHISWEEK_2016","AllAroundRanking_RANKLASTWEEK_2016","AllAroundRanking_PLAYERNAME_2016","AllAroundRanking_EVENTS_2016","AllAroundRanking_TOTAL_2016","stat_name","year"
40,39,"Lucas Glover",16,588,"AllAroundRanking",2016
41,47,"Zach Johnson",12,600,"AllAroundRanking",2016
42,32,"Justin Thomas",15,606,"AllAroundRanking",2016
43,33,"Jason Bohn",11,609,"AllAroundRanking",2016
43,36,"Patrick Rodgers",16,609,"AllAroundRanking",2016
45,54,"Daniel Berger",15,614,"AllAroundRanking",2016
46,52,"Matt Kuchar",12,624,"AllAroundRanking",2016
47,58,"Hudson Swafford",17,625,"AllAroundRanking",2016
48,60,"Daniel Summerhays",15,627,"AllAroundRanking",2016
49,55,"Louis Oosthuizen",6,632,"AllAroundRanking",2016
50,49,"JB Holmes",10,639,"AllAroundRanking",2016
51,47,"Jim Herman",17,645,"AllAroundRanking",2016
52,59,"Russell Knox",14,646,"AllAroundRanking",2016
53,60,"Charley Hoffman",14,649,"AllAroundRanking",2016
54,82,"Roberto Castro",16,651,"AllAroundRanking",2016
55,42,"Gary Woodland",12,654,"AllAroundRanking",2016
56,41,"Adam Hadwin",16,659,"AllAroundRanking",2016
57,68,"Aaron Baddeley",15,660,"AllAroundRanking",2016
58,53,"Ben Martin",14,661,"AllAroundRanking",2016
59,50,"Graham DeLaet",14,668,"AllAroundRanking",2016
60,45,"Byeong Hun An",7,683,"AllAroundRanking",2016
61,93,"Fabian Gomez",15,692,"AllAroundRanking",2016
62,64,"David Hearn",18,697,"AllAroundRanking",2016
63,76,"Charl Schwartzel",8,698,"AllAroundRanking",2016
64,63,"Jason Gore",15,701,"AllAroundRanking",2016
65,72,"David Lingmerth",15,703,"AllAroundRanking",2016
66,56,"Emiliano Grillo",13,705,"AllAroundRanking",2016
67,62,"Tim Wilkinson",11,707,"AllAroundRanking",2016
68,46,"Webb Simpson",10,709,"AllAroundRanking",2016
69,57,"Spencer Levin",19,710,"AllAroundRanking",2016
70,65,"Ryan Moore",11,714,"AllAroundRanking",2016
71,85,"Freddie Jacobson",16,717,"AllAroundRanking",2016
72,66,"Padraig Harrington",11,719,"AllAroundRanking",2016
72,70,"Luke List",17,719,"AllAroundRanking",2016
74,89,"Billy Horschel",12,721,"AllAroundRanking",2016
75,73,"Jonas Blixt",16,722,"AllAroundRanking",2016
76,74,"Jason Kokrak",17,729,"AllAroundRanking",2016
77,71,"Patton Kizzire",16,731,"AllAroundRanking",2016
78,77,"Colt Knost",15,733,"AllAroundRanking",2016
79,91,"Steve Stricker",8,738,"AllAroundRanking",2016
80,78,"Kevin Streelman",15,740,"AllAroundRanking",2016
81,66,"Michael Thompson",14,750,"AllAroundRanking",2016
82,90,"Harold Varner III",18,753,"AllAroundRanking",2016
83,96,"Seung Yul Noh",17,758,"AllAroundRanking",2016
84,75,"Johnson Wagner",14,760,"AllAroundRanking",2016
85,97,"Graeme McDowell",11,762,"AllAroundRanking",2016
86,84,"Tony Finau",15,763,"AllAroundRanking",2016
86,98,"Matthew Fitzpatrick",7,763,"AllAroundRanking",2016
88,85,"Bill Haas",12,765,"AllAroundRanking",2016
89,80,"Will Wilcox",16,767,"AllAroundRanking",2016
90,88,"Nick Taylor",17,768,"AllAroundRanking",2016
91,91,"Scott Brown",17,776,"AllAroundRanking",2016
92,95,"Sung Kang",16,777,"AllAroundRanking",2016
93,69,"Martin Laird",13,779,"AllAroundRanking",2016
93,80,"Cameron Tringale",14,779,"AllAroundRanking",2016
95,101,"Mark Hubbard",20,780,"AllAroundRanking",2016
96,78,"Si Woo Kim",19,782,"AllAroundRanking",2016
97,100,"Stewart Cink",14,783,"AllAroundRanking",2016
98,102,"Bryce Molder",16,789,"AllAroundRanking",2016
99,83,"Morgan Hoffmann",15,790,"AllAroundRanking",2016
100,87,"Vaughn Taylor",11,801,"AllAroundRanking",2016
101,111,"Brian Harman",18,803,"AllAroundRanking",2016
102,94,"Chad Campbell",18,806,"AllAroundRanking",2016
103,106,"Tom Hoge",15,825,"AllAroundRanking",2016
104,109,"Jerry Kelly",12,828,"AllAroundRanking",2016
105,104,"Ricky Barnes",18,836,"AllAroundRanking",2016
106,99,"John Senden",15,839,"AllAroundRanking",2016
107,110,"KJ Choi",14,843,"AllAroundRanking",2016
107,118,"DJ Trahan",7,843,"AllAroundRanking",2016
109,120,"Troy Merritt",14,846,"AllAroundRanking",2016
110,107,"Ben Crane",17,848,"AllAroundRanking",2016
111,115,"Kyle Stanley",17,855,"AllAroundRanking",2016
112,115,"Greg Owen",18,861,"AllAroundRanking",2016
113,121,"Cameron Percy",7,866,"AllAroundRanking",2016
114,123,"Blayne Barber",16,875,"AllAroundRanking",2016
115,105,"Shane Lowry",10,877,"AllAroundRanking",2016
116,125,"Keegan Bradley",14,884,"AllAroundRanking",2016
117,113,"Scott Pinckney",18,889,"AllAroundRanking",2016
118,112,"Peter Malnati",19,890,"AllAroundRanking",2016
119,118,"Thomas Aiken",13,892,"AllAroundRanking",2016
120,107,"Harris English",15,894,"AllAroundRanking",2016
120,129,"Boo Weekley",17,894,"AllAroundRanking",2016
122,164,"James Hahn",15,895,"AllAroundRanking",2016
123,126,"Francesco Molinari",10,901,"AllAroundRanking",2016
124,132,"Shane Bertsch",9,903,"AllAroundRanking",2016
125,141,"Dawie van der Walt",16,904,"AllAroundRanking",2016
126,103,"Brian Stuard",8,905,"AllAroundRanking",2016
127,122,"Matt Jones",15,907,"AllAroundRanking",2016
127,117,"David Toms",11,907,"AllAroundRanking",2016
129,114,"Anirban Lahiri",13,912,"AllAroundRanking",2016
130,130,"Brice Garnett",9,919,"AllAroundRanking",2016
131,136,"Luke Guthrie",11,928,"AllAroundRanking",2016
131,123,"Hunter Mahan",14,928,"AllAroundRanking",2016
133,148,"Pat Perez",11,934,"AllAroundRanking",2016
134,138,"Jon Curran",18,939,"AllAroundRanking",2016
135,144,"Chris Stroud",17,941,"AllAroundRanking",2016
136,127,"Brett Stegmaier",19,942,"AllAroundRanking",2016
137,146,"Chris Kirk",15,943,"AllAroundRanking",2016
138,133,"Scott Stallings",17,945,"AllAroundRanking",2016
139,138,"Tyrone Van Aswegen",20,950,"AllAroundRanking",2016
140,153,"Retief Goosen",10,953,"AllAroundRanking",2016
141,140,"Bronson Burgoon",17,957,"AllAroundRanking",2016
142,143,"Carlos Ortiz",17,975,"AllAroundRanking",2016
143,130,"Martin Piller",12,978,"AllAroundRanking",2016
144,137,"Hiroshi Iwata",18,981,"AllAroundRanking",2016
145,128,"Henrik Norlander",13,982,"AllAroundRanking",2016
146,155,"Rory Sabbatini",14,992,"AllAroundRanking",2016
147,144,"Michael Kim",18,994,"AllAroundRanking",2016
147,151,"Justin Leonard",8,994,"AllAroundRanking",2016
149,134,"Jamie Donaldson",8,999,"AllAroundRanking",2016
150,160,"Miguel Angel Carballo",11,1002,"AllAroundRanking",2016
151,149,"Cameron Smith",14,1004,"AllAroundRanking",2016
152,157,"Dicky Pride",13,1006,"AllAroundRanking",2016
153,142,"Tyler Aldridge",18,1007,"AllAroundRanking",2016
154,151,"Will Ma Kenzie",17,1009,"AllAroundRanking",2016
155,135,"Davis Love III",11,1024,"AllAroundRanking",2016
156,158,"Stuart Appleby",13,1038,"AllAroundRanking",2016
156,162,"Robert Streb",16,1038,"AllAroundRanking",2016
158,158,"Zac Blair",18,1040,"AllAroundRanking",2016
158,163,"Derek Ernst",12,1040,"AllAroundRanking",2016
160,165,"Brendon de Jonge",19,1048,"AllAroundRanking",2016
160,156,"Mark Wilson",13,1048,"AllAroundRanking",2016
162,181,"Ernie Els",10,1061,"AllAroundRanking",2016
163,172,"Chesson Hadley",16,1062,"AllAroundRanking",2016
164,147,"Kelly Kraft",12,1066,"AllAroundRanking",2016
165,167,"Robert Garrigus",11,1068,"AllAroundRanking",2016
166,160,"Derek Fathauer",18,1070,"AllAroundRanking",2016
167,154,"Luke Donald",13,1073,"AllAroundRanking",2016
167,171,"Scott Langley",13,1073,"AllAroundRanking",2016
169,172,"Wes Roach",12,1078,"AllAroundRanking",2016
170,150,"Justin Hicks",10,1079,"AllAroundRanking",2016
171,175,"Ollie Schniederjans",7,1087,"AllAroundRanking",2016
172,184,"Steve Wheatcroft",16,1089,"AllAroundRanking",2016
173,174,"Sam Saunders",15,1099,"AllAroundRanking",2016
174,176,"Bernd Wiesberger",7,1104,"AllAroundRanking",2016
175,182,"DA Points",11,1107,"AllAroundRanking",2016
176,183,"JJ Henry",14,1113,"AllAroundRanking",2016
177,180,"George McNeill",13,1120,"AllAroundRanking",2016
178,168,"Jeff Overton",17,1121,"AllAroundRanking",2016
179,176,"Vijay Singh",13,1138,"AllAroundRanking",2016
180,170,"Shawn Stefani",16,1139,"AllAroundRanking",2016
181,178,"Camilo Villegas",16,1141,"AllAroundRanking",2016
182,185,"Andrew Landry",9,1142,"AllAroundRanking",2016
183,166,"Ian Poulter",10,1147,"AllAroundRanking",2016
184,169,"Rob Oppenheim",11,1158,"AllAroundRanking",2016
185,179,"Geoff Ogilvy",14,1160,"AllAroundRanking",2016
186,186,"Brendon Todd",18,1167,"AllAroundRanking",2016
187,192,"Andres Romero",8,1173,"AllAroundRanking",2016
188,188,"Steve Marino",14,1180,"AllAroundRanking",2016
189,194,"DH Lee",13,1192,"AllAroundRanking",2016
190,193,"Angel Cabrera",13,1193,"AllAroundRanking",2016
190,189,"Chad Collins",16,1193,"AllAroundRanking",2016
192,186,"Whee Kim",18,1198,"AllAroundRanking",2016
193,194,"Darron Stiles",10,1200,"AllAroundRanking",2016
194,191,"Matt Every",14,1201,"AllAroundRanking",2016
195,199,"Andy Sullivan",7,1205,"AllAroundRanking",2016
196,197,"Brian Gay",8,1211,"AllAroundRanking",2016
196,201,"Rhein Gibson",13,1211,"AllAroundRanking",2016
198,198,"Billy Hurley III",8,1223,"AllAroundRanking",2016
199,194,"Erik Compton",16,1224,"AllAroundRanking",2016
200,202,"Steven Bowditch",14,1234,"AllAroundRanking",2016
201,200,"Andres Gonzales",17,1260,"AllAroundRanking",2016
202,203,"Ken Duke",9,1275,"AllAroundRanking",2016
203,204,"Robert Allenby",16,1302,"AllAroundRanking",2016
204,206,"Abraham Ancer",11,1307,"AllAroundRanking",2016
205,205,"Carl Pettersson",14,1323,"AllAroundRanking",2016
206,207,"Lucas Lee",9,1400,"AllAroundRanking",2016
207,208,"Charlie Beljan",13,1433,"AllAroundRanking",2016
