"ProximitytoHoleARG_RANKTHISWEEK_2013","ProximitytoHoleARG_RANKLASTWEEK_2013","ProximitytoHoleARG_PLAYERNAME_2013","ProximitytoHoleARG_ROUNDS_2013","ProximitytoHoleARG_AVGDTP_2013","ProximitytoHoleARG_TOTALDISTANCEFEET_2013","ProximitytoHoleARG_OFSHOTS_2013","ProximitytoHoleARG_SCRAMBLINGRANK_2013","stat_name","year"
1,NA,"Bob Estes",66,NA,2324.917,410,1,"ProximitytoHoleARG",2013
2,NA,"Luke Donald",60,NA,1923.75,321,22,"ProximitytoHoleARG",2013
2,NA,"Jim Furyk",80,NA,2313.417,385,57,"ProximitytoHoleARG",2013
2,NA,"Steve Stricker",51,NA,1297.083,215,2,"ProximitytoHoleARG",2013
5,NA,"Justin Leonard",86,NA,3166.333,523,72,"ProximitytoHoleARG",2013
5,NA,"Lee Williams",62,NA,2203.75,363,7,"ProximitytoHoleARG",2013
7,NA,"Robert Karlsson",56,NA,1611.417,262,100,"ProximitytoHoleARG",2013
7,NA,"Darron Stiles",51,NA,1862.25,300,29,"ProximitytoHoleARG",2013
7,NA,"Mike Weir",60,NA,2257.75,368,70,"ProximitytoHoleARG",2013
7,NA,"Casey Wittenberg",72,NA,2681.917,432,37,"ProximitytoHoleARG",2013
11,NA,"Stuart Appleby",88,NA,3272.667,526,4,"ProximitytoHoleARG",2013
11,NA,"Roberto Castro",97,NA,3444.417,552,26,"ProximitytoHoleARG",2013
11,NA,"Ian Poulter",59,NA,1751.167,282,25,"ProximitytoHoleARG",2013
14,NA,"Matt Kuchar",93,NA,2946.75,466,12,"ProximitytoHoleARG",2013
14,NA,"Camilo Villegas",79,NA,2665.75,422,123,"ProximitytoHoleARG",2013
16,NA,"Jonas Blixt",76,NA,3334.667,517,24,"ProximitytoHoleARG",2013
16,NA,"Steven Bowditch",67,NA,2891.417,452,17,"ProximitytoHoleARG",2013
16,NA,"Jason Day",86,NA,2861.75,444,27,"ProximitytoHoleARG",2013
16,NA,"Brian Gay",79,NA,3559.167,556,10,"ProximitytoHoleARG",2013
16,NA,"Charles Howell III",87,NA,3581.333,557,5,"ProximitytoHoleARG",2013
16,NA,"Chris Stroud",88,NA,3565.417,559,6,"ProximitytoHoleARG",2013
22,NA,"Tim Clark",64,NA,2065.5,318,45,"ProximitytoHoleARG",2013
22,NA,"Peter Hanson",45,NA,1608.75,246,82,"ProximitytoHoleARG",2013
22,NA,"Freddie Jacobson",63,NA,2147.167,332,54,"ProximitytoHoleARG",2013
22,NA,"Zach Johnson",84,NA,2728.417,421,54,"ProximitytoHoleARG",2013
22,NA,"DH Lee",65,NA,2572.833,397,89,"ProximitytoHoleARG",2013
22,NA,"Brandt Snedeker",79,NA,2493.5,382,33,"ProximitytoHoleARG",2013
28,NA,"Scott Brown",65,NA,2691.833,409,130,"ProximitytoHoleARG",2013
28,NA,"Martin Flores",83,NA,3500.417,530,15,"ProximitytoHoleARG",2013
28,NA,"Tim Herron",45,NA,2222.917,336,117,"ProximitytoHoleARG",2013
28,NA,"Morgan Hoffmann",64,NA,2466.333,374,85,"ProximitytoHoleARG",2013
28,NA,"Jerry Kelly",75,NA,2885.333,439,14,"ProximitytoHoleARG",2013
28,NA,"Phil Mickelson",78,NA,2650.5,403,78,"ProximitytoHoleARG",2013
28,NA,"Carl Pettersson",82,NA,2977.667,451,147,"ProximitytoHoleARG",2013
28,NA,"Justin Rose",62,NA,1914.25,292,35,"ProximitytoHoleARG",2013
28,NA,"Josh Teater",86,NA,2838.25,433,157,"ProximitytoHoleARG",2013
28,NA,"Mark Wilson",56,NA,2168,328,27,"ProximitytoHoleARG",2013
38,NA,"Rickie Fowler",75,NA,2863.917,431,56,"ProximitytoHoleARG",2013
38,NA,"Sergio Garcia",65,NA,2141.25,322,99,"ProximitytoHoleARG",2013
38,NA,"Tom Gillis",69,NA,2917.917,438,44,"ProximitytoHoleARG",2013
38,NA,"Luke Guthrie",82,NA,3105.583,464,75,"ProximitytoHoleARG",2013
38,NA,"James Hahn",78,NA,3156.583,474,128,"ProximitytoHoleARG",2013
38,NA,"Matt Jones",83,NA,3322.583,497,8,"ProximitytoHoleARG",2013
38,NA,"Chris Kirk",89,NA,3648.667,549,3,"ProximitytoHoleARG",2013
38,NA,"David Lynn",70,NA,2622.5,393,38,"ProximitytoHoleARG",2013
