"FairwayBunkerTendency_RANKTHISWEEK_2013","FairwayBunkerTendency_RANKLASTWEEK_2013","FairwayBunkerTendency_PLAYERNAME_2013","FairwayBunkerTendency_ROUNDS_2013","FairwayBunkerTendency_Pct_2013","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2013","FairwayBunkerTendency_POSSIBLEFWYS_2013","FairwayBunkerTendency_RELATIVETOPAR_2013","stat_name","year"
49,49,"Nicholas Thompson",99,5.9,70,1191,0.057,"FairwayBunkerTendency",2013
49,49,"Michael Thompson",66,5.9,43,730,0.233,"FairwayBunkerTendency",2013
56,56,"Angel Cabrera",73,6,47,781,0.298,"FairwayBunkerTendency",2013
56,56,"Brendon de Jonge",110,6,80,1339,0.338,"FairwayBunkerTendency",2013
56,56,"Ben Kohles",75,6,51,856,0.353,"FairwayBunkerTendency",2013
56,56,"Jeff Maggert",63,6,48,796,0.313,"FairwayBunkerTendency",2013
56,56,"Vaughn Taylor",50,6,33,553,0.121,"FairwayBunkerTendency",2013
56,56,"Josh Teater",86,6,50,835,0.2,"FairwayBunkerTendency",2013
62,62,"Brad Fritsch",81,6.1,57,937,0.175,"FairwayBunkerTendency",2013
62,62,"Sergio Garcia",65,6.1,39,644,0.231,"FairwayBunkerTendency",2013
62,62,"Lucas Glover",65,6.1,44,717,0.25,"FairwayBunkerTendency",2013
62,62,"Steve LeBrun",66,6.1,45,734,0.267,"FairwayBunkerTendency",2013
62,62,"Charl Schwartzel",69,6.1,45,738,0.2,"FairwayBunkerTendency",2013
62,62,"Adam Scott",61,6.1,37,608,0.297,"FairwayBunkerTendency",2013
68,68,"Tim Clark",64,6.2,37,598,0.054,"FairwayBunkerTendency",2013
68,68,"Dicky Pride",71,6.2,51,819,0.294,"FairwayBunkerTendency",2013
68,68,"Webb Simpson",92,6.2,60,975,0.233,"FairwayBunkerTendency",2013
71,71,"Will Claxton",67,6.3,49,775,0.265,"FairwayBunkerTendency",2013
71,71,"Ben Crane",62,6.3,48,763,0.167,"FairwayBunkerTendency",2013
71,71,"Ben Curtis",59,6.3,40,638,0.2,"FairwayBunkerTendency",2013
71,71,"Brandt Jobe",62,6.3,46,733,0.196,"FairwayBunkerTendency",2013
71,71,"DH Lee",65,6.3,50,800,0.24,"FairwayBunkerTendency",2013
71,71,"Justin Leonard",86,6.3,65,1038,0.185,"FairwayBunkerTendency",2013
71,71,"George McNeill",68,6.3,56,889,0.161,"FairwayBunkerTendency",2013
71,71,"John Rollins",77,6.3,59,931,0.136,"FairwayBunkerTendency",2013
71,71,"Cameron Tringale",80,6.3,65,1037,0.015,"FairwayBunkerTendency",2013
80,80,"Kevin Chappell",80,6.4,59,928,0.136,"FairwayBunkerTendency",2013
80,80,"James Driscoll",76,6.4,55,860,0.218,"FairwayBunkerTendency",2013
80,80,"Scott Gardiner",61,6.4,46,716,0.391,"FairwayBunkerTendency",2013
80,80,"Bill Haas",85,6.4,61,960,0.164,"FairwayBunkerTendency",2013
80,80,"Trevor Immelman",73,6.4,55,853,0.055,"FairwayBunkerTendency",2013
80,80,"Kevin Streelman",86,6.4,60,943,0.217,"FairwayBunkerTendency",2013
86,86,"Nicolas Colsaerts",50,6.5,32,495,0.219,"FairwayBunkerTendency",2013
86,86,"Jason Day",86,6.5,55,841,0.164,"FairwayBunkerTendency",2013
86,86,"Jason Dufner",78,6.5,55,852,0.218,"FairwayBunkerTendency",2013
86,86,"Colt Knost",69,6.5,52,801,0.346,"FairwayBunkerTendency",2013
86,86,"Greg Owen",73,6.5,59,913,0.339,"FairwayBunkerTendency",2013
86,86,"Cameron Percy",68,6.5,51,786,0.216,"FairwayBunkerTendency",2013
86,86,"DA Points",87,6.5,61,942,0.197,"FairwayBunkerTendency",2013
86,86,"Mike Weir",60,6.5,42,645,0.024,"FairwayBunkerTendency",2013
86,86,"Casey Wittenberg",72,6.5,54,836,0.074,"FairwayBunkerTendency",2013
95,95,"Aaron Baddeley",68,6.6,53,801,0.264,"FairwayBunkerTendency",2013
95,95,"Scott Brown",65,6.6,50,761,0.1,"FairwayBunkerTendency",2013
95,95,"Seung Yul Noh",71,6.6,56,845,0.321,"FairwayBunkerTendency",2013
95,95,"Rod Pampling",46,6.6,32,488,0.125,"FairwayBunkerTendency",2013
95,95,"John Senden",79,6.6,56,845,0.036,"FairwayBunkerTendency",2013
95,95,"Andrew Svoboda",46,6.6,32,486,0.031,"FairwayBunkerTendency",2013
95,95,"Camilo Villegas",79,6.6,59,888,0.169,"FairwayBunkerTendency",2013
102,102,"Roberto Castro",97,6.7,78,1163,0.231,"FairwayBunkerTendency",2013
102,102,"Rickie Fowler",75,6.7,55,820,0.127,"FairwayBunkerTendency",2013
102,102,"Justin Rose",62,6.7,43,640,0,"FairwayBunkerTendency",2013
105,105,"Stephen Ames",49,6.8,41,604,0.073,"FairwayBunkerTendency",2013
105,105,"Jason Bohn",70,6.8,62,913,0.226,"FairwayBunkerTendency",2013
105,105,"Greg Chalmers",77,6.8,65,958,0.077,"FairwayBunkerTendency",2013
105,105,"Rory McIlroy",56,6.8,38,562,0.158,"FairwayBunkerTendency",2013
105,105,"Ryan Palmer",79,6.8,65,951,0.154,"FairwayBunkerTendency",2013
105,105,"Tag Ridings",69,6.8,54,793,0.167,"FairwayBunkerTendency",2013
105,105,"Rory Sabbatini",86,6.8,68,994,0.162,"FairwayBunkerTendency",2013
112,112,"Tom Gillis",69,6.9,57,832,0.316,"FairwayBunkerTendency",2013
112,112,"Jason Kokrak",78,6.9,68,985,0.118,"FairwayBunkerTendency",2013
112,112,"Martin Laird",68,6.9,50,729,0.28,"FairwayBunkerTendency",2013
115,115,"Stewart Cink",71,7,54,768,0.056,"FairwayBunkerTendency",2013
115,115,"Dustin Johnson",71,7,49,701,0.122,"FairwayBunkerTendency",2013
115,115,"Scott Piercy",78,7,60,857,0.267,"FairwayBunkerTendency",2013
115,115,"Aaron Watkins",46,7,34,486,0.294,"FairwayBunkerTendency",2013
115,115,"Gary Woodland",94,7,80,1144,0.25,"FairwayBunkerTendency",2013
115,115,"YE Yang",56,7,40,570,0.325,"FairwayBunkerTendency",2013
121,121,"Stuart Appleby",88,7.1,77,1083,0.078,"FairwayBunkerTendency",2013
121,121,"Ricky Barnes",74,7.1,64,901,0.094,"FairwayBunkerTendency",2013
121,121,"Luke Guthrie",82,7.1,64,901,0.047,"FairwayBunkerTendency",2013
121,121,"James Hahn",78,7.1,66,925,0.182,"FairwayBunkerTendency",2013
121,121,"Robert Karlsson",56,7.1,36,510,0.222,"FairwayBunkerTendency",2013
121,121,"Troy Matteson",68,7.1,57,802,0.07,"FairwayBunkerTendency",2013
121,121,"Graeme McDowell",53,7.1,37,518,0.243,"FairwayBunkerTendency",2013
121,121,"Brian Stuard",78,7.1,62,873,0.339,"FairwayBunkerTendency",2013
121,121,"Lee Williams",62,7.1,50,708,0.22,"FairwayBunkerTendency",2013
130,130,"Sangmoon Bae",83,7.2,72,998,0.319,"FairwayBunkerTendency",2013
130,130,"Justin Bolli",59,7.2,46,636,0.13,"FairwayBunkerTendency",2013
130,130,"Steven Bowditch",67,7.2,57,790,0.088,"FairwayBunkerTendency",2013
130,130,"Matt Every",89,7.2,80,1110,0.088,"FairwayBunkerTendency",2013
130,130,"Tommy Gainey",84,7.2,75,1038,0.12,"FairwayBunkerTendency",2013
130,130,"Geoff Ogilvy",57,7.2,41,573,0.146,"FairwayBunkerTendency",2013
130,130,"Chris Stroud",88,7.2,78,1076,0.167,"FairwayBunkerTendency",2013
130,130,"David Toms",49,7.2,32,444,0.125,"FairwayBunkerTendency",2013
138,138,"Jonas Blixt",76,7.3,68,926,0.132,"FairwayBunkerTendency",2013
138,138,"Bud Cauley",67,7.3,56,772,0.339,"FairwayBunkerTendency",2013
138,138,"Martin Flores",83,7.3,76,1046,0.224,"FairwayBunkerTendency",2013
138,138,"Alistair Presnell",59,7.3,46,627,0.413,"FairwayBunkerTendency",2013
138,138,"Andres Romero",63,7.3,52,712,0.192,"FairwayBunkerTendency",2013
138,138,"Nick Watney",88,7.3,74,1011,0.257,"FairwayBunkerTendency",2013
138,138,"Boo Weekley",100,7.3,84,1154,0.262,"FairwayBunkerTendency",2013
138,138,"Tiger Woods",61,7.3,43,593,0.256,"FairwayBunkerTendency",2013
146,146,"Luke Donald",60,7.4,47,636,0.128,"FairwayBunkerTendency",2013
146,146,"Harris English",95,7.4,83,1129,0.12,"FairwayBunkerTendency",2013
146,146,"Billy Horschel",96,7.4,85,1147,0.024,"FairwayBunkerTendency",2013
146,146,"Chris Kirk",89,7.4,83,1116,0.108,"FairwayBunkerTendency",2013
146,146,"Matt Kuchar",93,7.4,71,958,0.085,"FairwayBunkerTendency",2013
146,146,"Bo Van Pelt",72,7.4,55,748,0.218,"FairwayBunkerTendency",2013
152,152,"Charley Hoffman",84,7.5,75,1005,0.147,"FairwayBunkerTendency",2013
152,152,"Freddie Jacobson",63,7.5,48,636,0.063,"FairwayBunkerTendency",2013
152,152,"Daniel Summerhays",83,7.5,81,1075,0.247,"FairwayBunkerTendency",2013
155,155,"Robert Allenby",58,7.6,54,710,0.13,"FairwayBunkerTendency",2013
156,156,"John Merrick",79,7.7,73,948,0.205,"FairwayBunkerTendency",2013
156,156,"Phil Mickelson",78,7.7,60,777,0.017,"FairwayBunkerTendency",2013
156,156,"Kyle Stanley",71,7.7,64,832,0.188,"FairwayBunkerTendency",2013
159,159,"Derek Ernst",58,7.8,53,681,0.245,"FairwayBunkerTendency",2013
159,159,"David Hearn",88,7.8,79,1013,0.215,"FairwayBunkerTendency",2013
161,161,"Chad Campbell",78,7.9,79,999,0.152,"FairwayBunkerTendency",2013
161,161,"Scott Langley",79,7.9,70,890,0.314,"FairwayBunkerTendency",2013
161,161,"Sean OHair",56,7.9,55,696,0.164,"FairwayBunkerTendency",2013
161,161,"Jeff Overton",78,7.9,81,1020,0.21,"FairwayBunkerTendency",2013
161,161,"Lee Westwood",70,7.9,56,708,0.161,"FairwayBunkerTendency",2013
166,166,"Michael Bradley",56,8,47,587,0.213,"FairwayBunkerTendency",2013
166,166,"Patrick Reed",83,8,81,1017,0.284,"FairwayBunkerTendency",2013
168,168,"Bobby Gates",49,8.2,42,515,0.167,"FairwayBunkerTendency",2013
169,169,"Luke List",65,8.4,58,693,0.103,"FairwayBunkerTendency",2013
169,169,"Jimmy Walker",84,8.4,86,1025,0.012,"FairwayBunkerTendency",2013
171,171,"Fabian Gomez",65,8.5,66,773,0.152,"FairwayBunkerTendency",2013
171,171,"Tim Herron",45,8.5,51,601,0.118,"FairwayBunkerTendency",2013
173,173,"Ryo Ishikawa",72,8.6,65,758,0.2,"FairwayBunkerTendency",2013
173,173,"Carl Pettersson",82,8.6,76,883,0.224,"FairwayBunkerTendency",2013
175,175,"William McGirt",75,8.7,85,982,0.188,"FairwayBunkerTendency",2013
175,175,"Vijay Singh",61,8.7,58,663,0.19,"FairwayBunkerTendency",2013
175,175,"Shawn Stefani",63,8.7,59,680,0.305,"FairwayBunkerTendency",2013
178,178,"Erik Compton",74,8.9,79,890,0.139,"FairwayBunkerTendency",2013
178,178,"Ernie Els",63,8.9,59,663,0.186,"FairwayBunkerTendency",2013
180,180,"Charles Howell III",87,9.8,108,1104,0.157,"FairwayBunkerTendency",2013
