"Approachesfrom200yards_RANKTHISWEEK_2009","Approachesfrom200yards_RANKLASTWEEK_2009","Approachesfrom200yards_PLAYERNAME_2009","Approachesfrom200yards_ROUNDS_2009","Approachesfrom200yards_AVG_2009","Approachesfrom200yards_TOTALDISTANCEFEET_2009","Approachesfrom200yards_OFATTEMPTS_2009","Approachesfrom200yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Dustin Johnson",85,NA,7372.083,170,-38,"Approachesfrom200yards",2009
2,2,"Jason Bohn",88,NA,10526.833,242,-20,"Approachesfrom200yards",2009
3,3,"Tim Clark",81,NA,7738.5,177,-31,"Approachesfrom200yards",2009
4,4,"Zach Johnson",94,NA,11568.167,264,-57,"Approachesfrom200yards",2009
5,5,"Robert Allenby",71,NA,7720.667,175,-25,"Approachesfrom200yards",2009
6,6,"Tom Lehman",55,NA,4153.417,94,-5,"Approachesfrom200yards",2009
7,7,"Sergio Garcia",59,NA,6104,138,-17,"Approachesfrom200yards",2009
8,8,"Sean OHair",80,NA,9183.5,206,-45,"Approachesfrom200yards",2009
9,9,"Tiger Woods",64,NA,7633.083,171,-54,"Approachesfrom200yards",2009
10,10,"Mathew Goggin",76,NA,8722.917,194,-35,"Approachesfrom200yards",2009
11,11,"Angel Cabrera",55,NA,5181.083,115,-9,"Approachesfrom200yards",2009
12,12,"Fred Couples",54,NA,5073.417,112,-10,"Approachesfrom200yards",2009
12,12,"Retief Goosen",74,NA,8031.083,177,-38,"Approachesfrom200yards",2009
14,14,"Davis Love III",89,NA,10610.75,232,-56,"Approachesfrom200yards",2009
15,15,"Jim Furyk",86,NA,9708.333,212,-34,"Approachesfrom200yards",2009
16,16,"Bubba Watson",73,NA,7667.333,167,-28,"Approachesfrom200yards",2009
17,17,"Hunter Mahan",94,NA,12137.5,262,-40,"Approachesfrom200yards",2009
18,18,"Padraig Harrington",66,NA,7984.583,171,-25,"Approachesfrom200yards",2009
19,19,"Kenny Perry",92,NA,11947.917,255,-49,"Approachesfrom200yards",2009
20,20,"Scott Sterling",51,NA,4353.25,92,-16,"Approachesfrom200yards",2009
21,21,"Lucas Glover",93,NA,11932.917,251,-36,"Approachesfrom200yards",2009
22,22,"Steve Stricker",81,NA,9344.667,196,-30,"Approachesfrom200yards",2009
23,23,"Camilo Villegas",76,NA,7787.583,163,-33,"Approachesfrom200yards",2009
23,23,"Nick Watney",86,NA,10746.333,225,-58,"Approachesfrom200yards",2009
25,25,"Cameron Beckman",87,NA,10799.667,225,-28,"Approachesfrom200yards",2009
25,25,"Kevin Na",91,NA,11510.833,240,-46,"Approachesfrom200yards",2009
25,25,"John Senden",100,NA,14644.417,305,-63,"Approachesfrom200yards",2009
25,25,"Jay Williamson",69,NA,7291.083,152,-28,"Approachesfrom200yards",2009
29,29,"Bryce Molder",69,NA,6736.083,140,-20,"Approachesfrom200yards",2009
30,30,"JB Holmes",74,NA,8432.5,175,-13,"Approachesfrom200yards",2009
31,31,"Stewart Cink",79,NA,7774.917,161,-11,"Approachesfrom200yards",2009
32,32,"Todd Hamilton",83,NA,8703.167,180,-20,"Approachesfrom200yards",2009
33,33,"Rocco Mediate",79,NA,8815.167,182,-27,"Approachesfrom200yards",2009
33,33,"Chris Stroud",88,NA,10554.167,218,-33,"Approachesfrom200yards",2009
35,35,"Bart Bryant",58,NA,8010.167,165,-3,"Approachesfrom200yards",2009
35,35,"Phil Mickelson",66,NA,7136.667,147,-34,"Approachesfrom200yards",2009
35,35,"Justin Rose",71,NA,8834.75,182,-32,"Approachesfrom200yards",2009
35,35,"YE Yang",83,NA,10740.583,221,-46,"Approachesfrom200yards",2009
39,39,"Robert Garrigus",83,NA,8748,179,-25,"Approachesfrom200yards",2009
39,39,"Brian Gay",96,NA,13421.333,275,-10,"Approachesfrom200yards",2009
39,39,"Rod Pampling",72,NA,9768.5,200,-57,"Approachesfrom200yards",2009
42,42,"Ernie Els",70,NA,8329.417,170,-29,"Approachesfrom200yards",2009
42,42,"Jerry Kelly",90,NA,12058.583,246,-41,"Approachesfrom200yards",2009
42,42,"Pat Perez",74,NA,9606.083,196,-34,"Approachesfrom200yards",2009
45,45,"George McNeill",82,NA,11095.917,226,-49,"Approachesfrom200yards",2009
45,45,"Nicholas Thompson",96,NA,12230.833,249,-55,"Approachesfrom200yards",2009
47,47,"Lee Janzen",74,NA,7872.25,160,-18,"Approachesfrom200yards",2009
47,47,"John Merrick",91,NA,8014.583,163,-15,"Approachesfrom200yards",2009
49,49,"Tommy Armour III",58,NA,6848.25,139,-7,"Approachesfrom200yards",2009
50,50,"Chad Campbell",90,NA,10263.5,208,-23,"Approachesfrom200yards",2009
50,50,"Kevin Streelman",97,NA,11978,243,-20,"Approachesfrom200yards",2009
52,52,"Mark Calcavecchia",72,NA,8596.5,174,-16,"Approachesfrom200yards",2009
52,52,"Marc Leishman",91,NA,10968.5,222,-31,"Approachesfrom200yards",2009
52,52,"Boo Weekley",79,NA,11216.167,227,-20,"Approachesfrom200yards",2009
55,55,"Bill Haas",91,NA,11396.5,230,-41,"Approachesfrom200yards",2009
55,55,"Nick OHern",90,NA,12053.917,243,-19,"Approachesfrom200yards",2009
57,57,"Woody Austin",84,NA,11964.667,241,-26,"Approachesfrom200yards",2009
57,57,"Brian Bateman",55,NA,5708.25,115,-15,"Approachesfrom200yards",2009
57,57,"Alex Cejka",82,NA,10779.5,217,-21,"Approachesfrom200yards",2009
57,57,"Troy Matteson",95,NA,11124.833,224,-41,"Approachesfrom200yards",2009
57,57,"Ian Poulter",59,NA,7306.417,147,-18,"Approachesfrom200yards",2009
57,57,"Ted Purdy",101,NA,12715.333,256,-34,"Approachesfrom200yards",2009
