"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2010","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2010","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2010","AveragePuttingDistanceGIR3Putts_ROUNDS_2010","AveragePuttingDistanceGIR3Putts_AVG_2010","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2010","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2010","stat_name","year"
1,1,"Carl Pettersson",99,NA,13.01,20,"AveragePuttingDistanceGIR3Putts",2010
2,2,"Jason Bohn",84,NA,13.294,21,"AveragePuttingDistanceGIR3Putts",2010
3,3,"Dean Wilson",54,NA,9.697,16,"AveragePuttingDistanceGIR3Putts",2010
4,4,"Retief Goosen",75,NA,5.97,10,"AveragePuttingDistanceGIR3Putts",2010
4,4,"Skip Kendall",58,NA,11.94,20,"AveragePuttingDistanceGIR3Putts",2010
6,6,"Paul Stankowski",62,NA,13.554,23,"AveragePuttingDistanceGIR3Putts",2010
7,7,"Scott McCarron",90,NA,22.112,38,"AveragePuttingDistanceGIR3Putts",2010
8,8,"Angel Cabrera",64,NA,16.038,28,"AveragePuttingDistanceGIR3Putts",2010
9,9,"Chris Tidland",77,NA,21.152,37,"AveragePuttingDistanceGIR3Putts",2010
10,10,"Ryuji Imada",90,NA,17.089,30,"AveragePuttingDistanceGIR3Putts",2010
11,11,"Chris DiMarco",88,NA,15.34,27,"AveragePuttingDistanceGIR3Putts",2010
11,11,"Marc Leishman",87,NA,18.162,32,"AveragePuttingDistanceGIR3Putts",2010
11,11,"Andrew McLardy",52,NA,11.918,21,"AveragePuttingDistanceGIR3Putts",2010
14,14,"Jim Furyk",76,NA,10.773,19,"AveragePuttingDistanceGIR3Putts",2010
15,15,"Greg Kraft",52,NA,11.305,20,"AveragePuttingDistanceGIR3Putts",2010
15,15,"Scott Verplank",74,NA,11.867,21,"AveragePuttingDistanceGIR3Putts",2010
17,17,"JJ Henry",92,NA,15.24,27,"AveragePuttingDistanceGIR3Putts",2010
18,18,"Jeff Overton",89,NA,15.204,27,"AveragePuttingDistanceGIR3Putts",2010
19,19,"Kevin Na",94,NA,14.624,26,"AveragePuttingDistanceGIR3Putts",2010
20,20,"Henrik Bjornstad",72,NA,19.029,34,"AveragePuttingDistanceGIR3Putts",2010
21,21,"Steve Elkington",74,NA,11.717,21,"AveragePuttingDistanceGIR3Putts",2010
22,22,"Robert Allenby",76,NA,16.719,30,"AveragePuttingDistanceGIR3Putts",2010
23,23,"Bryce Molder",84,NA,18.303,33,"AveragePuttingDistanceGIR3Putts",2010
24,24,"Derek Lamely",81,NA,16.609,30,"AveragePuttingDistanceGIR3Putts",2010
24,24,"Webb Simpson",98,NA,19.385,35,"AveragePuttingDistanceGIR3Putts",2010
26,26,"Roger Tambellini",77,NA,21.925,40,"AveragePuttingDistanceGIR3Putts",2010
27,27,"Charles Howell III",103,NA,9.852,18,"AveragePuttingDistanceGIR3Putts",2010
28,28,"Blake Adams",84,NA,19.018,35,"AveragePuttingDistanceGIR3Putts",2010
29,29,"James Driscoll",78,NA,15.67,29,"AveragePuttingDistanceGIR3Putts",2010
29,29,"Spencer Levin",110,NA,21.072,39,"AveragePuttingDistanceGIR3Putts",2010
31,31,"Stuart Appleby",101,NA,18.853,35,"AveragePuttingDistanceGIR3Putts",2010
32,32,"John Senden",103,NA,26.917,50,"AveragePuttingDistanceGIR3Putts",2010
32,32,"Jerod Turner",54,NA,9.138,17,"AveragePuttingDistanceGIR3Putts",2010
34,34,"Luke Donald",71,NA,5.911,11,"AveragePuttingDistanceGIR3Putts",2010
35,35,"David Duval",71,NA,8.037,15,"AveragePuttingDistanceGIR3Putts",2010
35,35,"Jarrod Lyle",54,NA,12.869,24,"AveragePuttingDistanceGIR3Putts",2010
35,35,"Kevin Sutherland",86,NA,18.207,34,"AveragePuttingDistanceGIR3Putts",2010
35,35,"Johnson Wagner",85,NA,24.14,45,"AveragePuttingDistanceGIR3Putts",2010
39,39,"Joe Ogilvie",99,NA,21.872,41,"AveragePuttingDistanceGIR3Putts",2010
40,40,"Michael Sim",64,NA,9.05,17,"AveragePuttingDistanceGIR3Putts",2010
40,40,"YE Yang",72,NA,9.044,17,"AveragePuttingDistanceGIR3Putts",2010
42,42,"Mathew Goggin",85,NA,19.581,37,"AveragePuttingDistanceGIR3Putts",2010
42,42,"Mark Wilson",87,NA,22.2,42,"AveragePuttingDistanceGIR3Putts",2010
44,44,"Ernie Els",72,NA,11.625,22,"AveragePuttingDistanceGIR3Putts",2010
