"Back9Par5ScoringAverage_RANKTHISWEEK_2013","Back9Par5ScoringAverage_RANKLASTWEEK_2013","Back9Par5ScoringAverage_PLAYERNAME_2013","Back9Par5ScoringAverage_ROUNDS_2013","Back9Par5ScoringAverage_AVG_2013","Back9Par5ScoringAverage_TOTALSTROKES_2013","Back9Par5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,4.3,301,70,"Back9Par5ScoringAverage",2013
2,2,"Matt Kuchar",93,4.52,597,132,"Back9Par5ScoringAverage",2013
2,2,"Vaughn Taylor",50,4.52,339,75,"Back9Par5ScoringAverage",2013
4,4,"Brendon de Jonge",110,4.56,803,176,"Back9Par5ScoringAverage",2013
4,4,"Dustin Johnson",71,4.56,479,105,"Back9Par5ScoringAverage",2013
4,4,"Adam Scott",61,4.56,383,84,"Back9Par5ScoringAverage",2013
7,7,"Keegan Bradley",88,4.57,594,130,"Back9Par5ScoringAverage",2013
7,7,"Graham DeLaet",94,4.57,686,150,"Back9Par5ScoringAverage",2013
7,7,"Billy Horschel",96,4.57,695,152,"Back9Par5ScoringAverage",2013
7,7,"Kyle Stanley",71,4.57,526,115,"Back9Par5ScoringAverage",2013
11,11,"Steven Bowditch",67,4.58,495,108,"Back9Par5ScoringAverage",2013
11,11,"Rory Sabbatini",86,4.58,600,131,"Back9Par5ScoringAverage",2013
11,11,"Gary Woodland",94,4.58,682,149,"Back9Par5ScoringAverage",2013
14,14,"Henrik Norlander",70,4.59,510,111,"Back9Par5ScoringAverage",2013
14,14,"Patrick Reed",83,4.59,611,133,"Back9Par5ScoringAverage",2013
14,14,"Jordan Spieth",82,4.59,560,122,"Back9Par5ScoringAverage",2013
17,17,"Aaron Baddeley",68,4.6,534,116,"Back9Par5ScoringAverage",2013
17,17,"Roberto Castro",97,4.6,745,162,"Back9Par5ScoringAverage",2013
17,17,"Jason Day",86,4.6,534,116,"Back9Par5ScoringAverage",2013
17,17,"Peter Hanson",45,4.6,290,63,"Back9Par5ScoringAverage",2013
17,17,"Cameron Tringale",80,4.6,635,138,"Back9Par5ScoringAverage",2013
22,22,"Harris English",95,4.61,683,148,"Back9Par5ScoringAverage",2013
22,22,"Sergio Garcia",65,4.61,415,90,"Back9Par5ScoringAverage",2013
22,22,"Lucas Glover",65,4.61,503,109,"Back9Par5ScoringAverage",2013
22,22,"William McGirt",75,4.61,595,129,"Back9Par5ScoringAverage",2013
22,22,"Phil Mickelson",78,4.61,562,122,"Back9Par5ScoringAverage",2013
22,22,"Henrik Stenson",65,4.61,415,90,"Back9Par5ScoringAverage",2013
22,22,"Camilo Villegas",79,4.61,535,116,"Back9Par5ScoringAverage",2013
29,29,"Ernie Els",63,4.62,434,94,"Back9Par5ScoringAverage",2013
29,29,"Matt Jones",83,4.62,619,134,"Back9Par5ScoringAverage",2013
29,29,"Jason Kokrak",78,4.62,605,131,"Back9Par5ScoringAverage",2013
29,29,"Sean OHair",56,4.62,430,93,"Back9Par5ScoringAverage",2013
29,29,"Boo Weekley",100,4.62,693,150,"Back9Par5ScoringAverage",2013
34,34,"James Hahn",78,4.63,620,134,"Back9Par5ScoringAverage",2013
34,34,"Luke List",65,4.63,518,112,"Back9Par5ScoringAverage",2013
34,34,"Scott Piercy",78,4.63,556,120,"Back9Par5ScoringAverage",2013
34,34,"John Rollins",77,4.63,551,119,"Back9Par5ScoringAverage",2013
34,34,"Brendan Steele",86,4.63,648,140,"Back9Par5ScoringAverage",2013
34,34,"Jimmy Walker",84,4.63,676,146,"Back9Par5ScoringAverage",2013
40,40,"Will Claxton",67,4.64,506,109,"Back9Par5ScoringAverage",2013
40,40,"Charley Hoffman",84,4.64,622,134,"Back9Par5ScoringAverage",2013
40,40,"Scott Langley",79,4.64,552,119,"Back9Par5ScoringAverage",2013
40,40,"DA Points",87,4.64,659,142,"Back9Par5ScoringAverage",2013
40,40,"Charl Schwartzel",69,4.64,464,100,"Back9Par5ScoringAverage",2013
40,40,"Mark Wilson",56,4.64,394,85,"Back9Par5ScoringAverage",2013
46,46,"Bud Cauley",67,4.65,493,106,"Back9Par5ScoringAverage",2013
46,46,"Luke Guthrie",82,4.65,623,134,"Back9Par5ScoringAverage",2013
46,46,"Justin Leonard",86,4.65,661,142,"Back9Par5ScoringAverage",2013
46,46,"Hunter Mahan",91,4.65,609,131,"Back9Par5ScoringAverage",2013
46,46,"Ryan Palmer",79,4.65,567,122,"Back9Par5ScoringAverage",2013
46,46,"Webb Simpson",92,4.65,600,129,"Back9Par5ScoringAverage",2013
46,46,"Brandt Snedeker",79,4.65,567,122,"Back9Par5ScoringAverage",2013
46,46,"Scott Stallings",79,4.65,576,124,"Back9Par5ScoringAverage",2013
46,46,"Josh Teater",86,4.65,595,128,"Back9Par5ScoringAverage",2013
55,55,"Kevin Chappell",80,4.66,624,134,"Back9Par5ScoringAverage",2013
55,55,"KJ Choi",85,4.66,596,128,"Back9Par5ScoringAverage",2013
55,55,"Luke Donald",60,4.66,401,86,"Back9Par5ScoringAverage",2013
55,55,"Martin Flores",83,4.66,639,137,"Back9Par5ScoringAverage",2013
55,55,"Jim Herman",59,4.66,410,88,"Back9Par5ScoringAverage",2013
55,55,"Kevin Stadler",83,4.66,606,130,"Back9Par5ScoringAverage",2013
55,55,"Darron Stiles",51,4.66,382,82,"Back9Par5ScoringAverage",2013
55,55,"Kevin Streelman",86,4.66,606,130,"Back9Par5ScoringAverage",2013
63,63,"Jason Bohn",70,4.67,551,118,"Back9Par5ScoringAverage",2013
63,63,"Brian Davis",91,4.67,700,150,"Back9Par5ScoringAverage",2013
63,63,"Charles Howell III",87,4.67,659,141,"Back9Par5ScoringAverage",2013
63,63,"Robert Karlsson",56,4.67,388,83,"Back9Par5ScoringAverage",2013
63,63,"Justin Rose",62,4.67,383,82,"Back9Par5ScoringAverage",2013
63,63,"Shawn Stefani",63,4.67,448,96,"Back9Par5ScoringAverage",2013
63,63,"Daniel Summerhays",83,4.67,672,144,"Back9Par5ScoringAverage",2013
70,70,"Chad Campbell",78,4.68,609,130,"Back9Par5ScoringAverage",2013
70,70,"Stewart Cink",71,4.68,491,105,"Back9Par5ScoringAverage",2013
70,70,"Bob Estes",66,4.68,496,106,"Back9Par5ScoringAverage",2013
70,70,"Fabian Gomez",65,4.68,529,113,"Back9Par5ScoringAverage",2013
70,70,"Russell Henley",80,4.68,552,118,"Back9Par5ScoringAverage",2013
70,70,"Martin Kaymer",61,4.68,337,72,"Back9Par5ScoringAverage",2013
70,70,"David Lingmerth",68,4.68,519,111,"Back9Par5ScoringAverage",2013
70,70,"John Senden",79,4.68,590,126,"Back9Par5ScoringAverage",2013
70,70,"Andrew Svoboda",46,4.68,351,75,"Back9Par5ScoringAverage",2013
70,70,"Tiger Woods",61,4.68,393,84,"Back9Par5ScoringAverage",2013
80,80,"Jonas Blixt",76,4.69,539,115,"Back9Par5ScoringAverage",2013
80,80,"Scott Brown",65,4.69,525,112,"Back9Par5ScoringAverage",2013
80,80,"Matt Every",89,4.69,713,152,"Back9Par5ScoringAverage",2013
80,80,"Rickie Fowler",75,4.69,506,108,"Back9Par5ScoringAverage",2013
80,80,"John Huh",88,4.69,624,133,"Back9Par5ScoringAverage",2013
80,80,"DH Lee",65,4.69,497,106,"Back9Par5ScoringAverage",2013
80,80,"Rory McIlroy",56,4.69,389,83,"Back9Par5ScoringAverage",2013
80,80,"John Merrick",79,4.69,615,131,"Back9Par5ScoringAverage",2013
80,80,"Pat Perez",69,4.69,553,118,"Back9Par5ScoringAverage",2013
80,80,"Brian Stuard",78,4.69,554,118,"Back9Par5ScoringAverage",2013
80,80,"Aaron Watkins",46,4.69,352,75,"Back9Par5ScoringAverage",2013
91,91,"Greg Chalmers",77,4.7,597,127,"Back9Par5ScoringAverage",2013
91,91,"Doug LaBelle II",72,4.7,526,112,"Back9Par5ScoringAverage",2013
91,91,"Steve LeBrun",66,4.7,512,109,"Back9Par5ScoringAverage",2013
91,91,"George McNeill",68,4.7,517,110,"Back9Par5ScoringAverage",2013
91,91,"Nicholas Thompson",99,4.7,733,156,"Back9Par5ScoringAverage",2013
91,91,"Michael Thompson",66,4.7,461,98,"Back9Par5ScoringAverage",2013
97,97,"Morgan Hoffmann",64,4.71,466,99,"Back9Par5ScoringAverage",2013
97,97,"Jerry Kelly",75,4.71,537,114,"Back9Par5ScoringAverage",2013
97,97,"Ben Kohles",75,4.71,556,118,"Back9Par5ScoringAverage",2013
97,97,"Alistair Presnell",59,4.71,452,96,"Back9Par5ScoringAverage",2013
97,97,"DJ Trahan",48,4.71,377,80,"Back9Par5ScoringAverage",2013
97,97,"Bo Van Pelt",72,4.71,499,106,"Back9Par5ScoringAverage",2013
97,97,"Nick Watney",88,4.71,669,142,"Back9Par5ScoringAverage",2013
97,97,"Bubba Watson",76,4.71,565,120,"Back9Par5ScoringAverage",2013
105,105,"JJ Henry",83,4.72,652,138,"Back9Par5ScoringAverage",2013
105,105,"Jeff Maggert",63,4.72,491,104,"Back9Par5ScoringAverage",2013
105,105,"David Mathis",71,4.72,538,114,"Back9Par5ScoringAverage",2013
105,105,"Ryan Moore",72,4.72,519,110,"Back9Par5ScoringAverage",2013
105,105,"Greg Owen",73,4.72,581,123,"Back9Par5ScoringAverage",2013
105,105,"Cameron Percy",68,4.72,524,111,"Back9Par5ScoringAverage",2013
105,105,"Dicky Pride",71,4.72,515,109,"Back9Par5ScoringAverage",2013
112,112,"David Hearn",88,4.73,671,142,"Back9Par5ScoringAverage",2013
112,112,"Bryce Molder",82,4.73,624,132,"Back9Par5ScoringAverage",2013
112,112,"Jeff Overton",78,4.73,625,132,"Back9Par5ScoringAverage",2013
112,112,"Andres Romero",63,4.73,501,106,"Back9Par5ScoringAverage",2013
112,112,"Chris Stroud",88,4.73,676,143,"Back9Par5ScoringAverage",2013
117,117,"Ben Crane",62,4.74,431,91,"Back9Par5ScoringAverage",2013
117,117,"Brad Fritsch",81,4.74,612,129,"Back9Par5ScoringAverage",2013
117,117,"Robert Garrigus",69,4.74,502,106,"Back9Par5ScoringAverage",2013
117,117,"Bill Haas",85,4.74,631,133,"Back9Par5ScoringAverage",2013
117,117,"Brian Harman",89,4.74,687,145,"Back9Par5ScoringAverage",2013
117,117,"Brandt Jobe",62,4.74,417,88,"Back9Par5ScoringAverage",2013
117,117,"Colt Knost",69,4.74,531,112,"Back9Par5ScoringAverage",2013
117,117,"Richard Lee",81,4.74,630,133,"Back9Par5ScoringAverage",2013
117,117,"Troy Matteson",68,4.74,550,116,"Back9Par5ScoringAverage",2013
117,117,"Ted Potter Jr",65,4.74,446,94,"Back9Par5ScoringAverage",2013
117,117,"Mike Weir",60,4.74,479,101,"Back9Par5ScoringAverage",2013
117,117,"Charlie Wi",75,4.74,574,121,"Back9Par5ScoringAverage",2013
129,129,"Sangmoon Bae",83,4.75,627,132,"Back9Par5ScoringAverage",2013
129,129,"Charlie Beljan",62,4.75,503,106,"Back9Par5ScoringAverage",2013
129,129,"Tim Clark",64,4.75,404,85,"Back9Par5ScoringAverage",2013
129,129,"Jim Furyk",80,4.75,580,122,"Back9Par5ScoringAverage",2013
129,129,"Chez Reavie",72,4.75,551,116,"Back9Par5ScoringAverage",2013
129,129,"Vijay Singh",61,4.75,470,99,"Back9Par5ScoringAverage",2013
135,135,"Stuart Appleby",88,4.76,657,138,"Back9Par5ScoringAverage",2013
135,135,"Erik Compton",74,4.76,557,117,"Back9Par5ScoringAverage",2013
135,135,"Ken Duke",87,4.76,643,135,"Back9Par5ScoringAverage",2013
135,135,"Marc Leishman",77,4.76,524,110,"Back9Par5ScoringAverage",2013
135,135,"Eric Meierdierks",48,4.76,395,83,"Back9Par5ScoringAverage",2013
135,135,"Tag Ridings",69,4.76,524,110,"Back9Par5ScoringAverage",2013
135,135,"Lee Williams",62,4.76,490,103,"Back9Par5ScoringAverage",2013
135,135,"YE Yang",56,4.76,409,86,"Back9Par5ScoringAverage",2013
143,143,"Angel Cabrera",73,4.77,530,111,"Back9Par5ScoringAverage",2013
143,143,"Freddie Jacobson",63,4.77,401,84,"Back9Par5ScoringAverage",2013
143,143,"Zach Johnson",84,4.77,601,126,"Back9Par5ScoringAverage",2013
143,143,"Martin Laird",68,4.77,496,104,"Back9Par5ScoringAverage",2013
147,147,"Jason Dufner",78,4.78,497,104,"Back9Par5ScoringAverage",2013
147,147,"Derek Ernst",58,4.78,435,91,"Back9Par5ScoringAverage",2013
147,147,"Ryo Ishikawa",72,4.78,574,120,"Back9Par5ScoringAverage",2013
147,147,"Seung Yul Noh",71,4.78,555,116,"Back9Par5ScoringAverage",2013
147,147,"Ian Poulter",59,4.78,344,72,"Back9Par5ScoringAverage",2013
152,152,"David Lynn",70,4.79,551,115,"Back9Par5ScoringAverage",2013
152,152,"Jin Park",52,4.79,417,87,"Back9Par5ScoringAverage",2013
152,152,"Carl Pettersson",82,4.79,594,124,"Back9Par5ScoringAverage",2013
155,155,"Stephen Ames",49,4.8,379,79,"Back9Par5ScoringAverage",2013
155,155,"Nicolas Colsaerts",50,4.8,312,65,"Back9Par5ScoringAverage",2013
155,155,"Justin Hicks",79,4.8,585,122,"Back9Par5ScoringAverage",2013
155,155,"Trevor Immelman",73,4.8,581,121,"Back9Par5ScoringAverage",2013
155,155,"Graeme McDowell",53,4.8,341,71,"Back9Par5ScoringAverage",2013
155,155,"Robert Streb",75,4.8,566,118,"Back9Par5ScoringAverage",2013
155,155,"Lee Westwood",70,4.8,490,102,"Back9Par5ScoringAverage",2013
162,162,"Michael Bradley",56,4.81,438,91,"Back9Par5ScoringAverage",2013
162,162,"James Driscoll",76,4.81,616,128,"Back9Par5ScoringAverage",2013
164,164,"David Toms",49,4.82,347,72,"Back9Par5ScoringAverage",2013
164,164,"Casey Wittenberg",72,4.82,573,119,"Back9Par5ScoringAverage",2013
166,166,"Ricky Barnes",74,4.83,555,115,"Back9Par5ScoringAverage",2013
166,166,"Tommy Gainey",84,4.83,657,136,"Back9Par5ScoringAverage",2013
166,166,"Bobby Gates",49,4.83,372,77,"Back9Par5ScoringAverage",2013
166,166,"Brian Gay",79,4.83,614,127,"Back9Par5ScoringAverage",2013
166,166,"Padraig Harrington",52,4.83,338,70,"Back9Par5ScoringAverage",2013
166,166,"Tim Herron",45,4.83,343,71,"Back9Par5ScoringAverage",2013
166,166,"Chris Kirk",89,4.83,710,147,"Back9Par5ScoringAverage",2013
166,166,"Rod Pampling",46,4.83,367,76,"Back9Par5ScoringAverage",2013
174,174,"Scott Gardiner",61,4.86,501,103,"Back9Par5ScoringAverage",2013
174,174,"Johnson Wagner",64,4.86,496,102,"Back9Par5ScoringAverage",2013
176,176,"Robert Allenby",58,4.88,483,99,"Back9Par5ScoringAverage",2013
176,176,"Tom Gillis",69,4.88,517,106,"Back9Par5ScoringAverage",2013
178,178,"Justin Bolli",59,4.91,457,93,"Back9Par5ScoringAverage",2013
179,179,"Geoff Ogilvy",57,4.92,453,92,"Back9Par5ScoringAverage",2013
180,180,"Ben Curtis",59,4.96,466,94,"Back9Par5ScoringAverage",2013
