"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2007","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2007","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2007","TenthTeeLateRound3ScoringAverage__2007","TenthTeeLateRound3ScoringAverage_AVG_2007","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2007","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Cameron Beckman",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2007
1,1,"Pat Perez",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2007
3,3,"Jason Gore",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2007
3,3,"Justin Leonard",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2007
3,3,"Bo Van Pelt",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2007
3,3,"Dean Wilson",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Jason Dufner",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Bill Haas",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Anders Hansen",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Jose Maria Olazabal",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Jeff Overton",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Kenny Perry",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Dicky Pride",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"Steve Stricker",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
7,7,"David Toms",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2007
16,16,"Justin Rose",NA,68.33,205,3,"TenthTeeLateRound3ScoringAverage",2007
17,17,"Joe Durant",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2007
17,17,"Sean OHair",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Steve Flesch",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Anthony Kim",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Cliff Kresge",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Stephen Leaney",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Steve Lowery",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Jarrod Lyle",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Jeff Quinney",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Michael Sim",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Brandt Snedeker",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Vaughn Taylor",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2007
19,19,"Kirk Triplett",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2007
30,30,"Steve Elkington",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2007
30,30,"Peter Lonard",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2007
32,32,"Tom Johnson",NA,69.67,209,3,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Robert Allenby",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Mark Brooks",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Daniel Chopra",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Jeff Gove",NA,70,280,4,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Tim Herron",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Jeff Maggert",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Daisuke Maruyama",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Greg Owen",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Rod Pampling",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Jesper Parnevik",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Tom Pernice Jr",NA,70,280,4,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Brett Quigley",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Jim Rutledge",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Mike Weir",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2007
33,33,"Mark Wilson",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2007
48,48,"Jason Schultz",NA,70.25,281,4,"TenthTeeLateRound3ScoringAverage",2007
49,49,"Nathan Green",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2007
49,49,"Matt Kuchar",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2007
51,51,"Craig Kanada",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2007
51,51,"Ryan Moore",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2007
51,51,"Kevin Na",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2007
51,51,"Heath Slocum",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2007
55,55,"Chris Riley",NA,70.67,212,3,"TenthTeeLateRound3ScoringAverage",2007
56,56,"Brendon de Jonge",NA,70.8,354,5,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Tommy Armour III",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Aaron Baddeley",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"KJ Choi",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Glen Day",NA,71,355,5,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Paul Goydos",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Lee Janzen",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Richard Johnson",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Kent Jones",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Steve Marino",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2007
57,57,"Parker McLachlin",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2007
