"TenthTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyRound5ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyRound5ScoringAverage__2006","TenthTeeEarlyRound5ScoringAverage_AVG_2006","TenthTeeEarlyRound5ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyRound5ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Lucas Glover",NA,66,66,1,"TenthTeeEarlyRound5ScoringAverage",2006
2,2,"David Branshaw",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2006
2,2,"Troy Matteson",NA,68,68,1,"TenthTeeEarlyRound5ScoringAverage",2006
4,4,"Bob Estes",NA,69,69,1,"TenthTeeEarlyRound5ScoringAverage",2006
5,5,"Arjun Atwal",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2006
5,5,"Richard Johnson",NA,70,70,1,"TenthTeeEarlyRound5ScoringAverage",2006
7,7,"Steve Flesch",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2006
7,7,"John Rollins",NA,71,71,1,"TenthTeeEarlyRound5ScoringAverage",2006
9,9,"Stephen Ames",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2006
9,9,"JL Lewis",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2006
9,9,"DA Points",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2006
9,9,"Heath Slocum",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2006
9,9,"Dean Wilson",NA,72,72,1,"TenthTeeEarlyRound5ScoringAverage",2006
14,14,"Doug Barron",NA,73,73,1,"TenthTeeEarlyRound5ScoringAverage",2006
14,14,"Tim Clark",NA,73,73,1,"TenthTeeEarlyRound5ScoringAverage",2006
14,14,"Kevin Sutherland",NA,73,73,1,"TenthTeeEarlyRound5ScoringAverage",2006
17,17,"Paul Goydos",NA,74,74,1,"TenthTeeEarlyRound5ScoringAverage",2006
18,18,"Greg Owen",NA,75,75,1,"TenthTeeEarlyRound5ScoringAverage",2006
19,19,"Robert Gamez",NA,76,76,1,"TenthTeeEarlyRound5ScoringAverage",2006
20,20,"Corey Pavin",NA,78,78,1,"TenthTeeEarlyRound5ScoringAverage",2006
20,20,"Pat Perez",NA,78,78,1,"TenthTeeEarlyRound5ScoringAverage",2006
