"GIRPercentage125150yards_RANKTHISWEEK_2014","GIRPercentage125150yards_RANKLASTWEEK_2014","GIRPercentage125150yards_PLAYERNAME_2014","GIRPercentage125150yards_ROUNDS_2014","GIRPercentage125150yards_Pct_2014","GIRPercentage125150yards_GREENSHIT_2014","GIRPercentage125150yards_TOTALHOLES_2014","GIRPercentage125150yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Justin Hicks",103,81.65,227,278,-0.22,"GIRPercentage125150yards",2014
2,2,"David Toms",64,78.98,139,176,-0.2,"GIRPercentage125150yards",2014
3,3,"Ian Poulter",57,78.9,86,109,-0.16,"GIRPercentage125150yards",2014
4,4,"Graham DeLaet",80,78.28,155,198,-0.24,"GIRPercentage125150yards",2014
5,5,"Andrew Svoboda",77,77.84,144,185,-0.28,"GIRPercentage125150yards",2014
6,6,"Chesson Hadley",84,77.56,159,205,-0.23,"GIRPercentage125150yards",2014
7,7,"Ken Duke",80,77.3,143,185,-0.22,"GIRPercentage125150yards",2014
8,8,"Jim Furyk",84,76.88,133,173,-0.26,"GIRPercentage125150yards",2014
9,9,"Sergio Garcia",61,76.86,93,121,-0.29,"GIRPercentage125150yards",2014
10,10,"Kevin Tway",64,76.71,112,146,-0.12,"GIRPercentage125150yards",2014
11,11,"Chad Campbell",57,76.47,117,153,-0.23,"GIRPercentage125150yards",2014
12,12,"Sangmoon Bae",76,76.4,136,178,-0.21,"GIRPercentage125150yards",2014
13,13,"Billy Hurley III",86,76.32,145,190,-0.27,"GIRPercentage125150yards",2014
14,14,"Rory McIlroy",66,76.28,119,156,-0.29,"GIRPercentage125150yards",2014
15,15,"Troy Merritt",62,76.25,122,160,-0.33,"GIRPercentage125150yards",2014
16,16,"Martin Laird",66,76.22,109,143,-0.17,"GIRPercentage125150yards",2014
17,17,"Bud Cauley",56,76.19,112,147,-0.17,"GIRPercentage125150yards",2014
18,18,"Matt Kuchar",91,75.98,155,204,-0.31,"GIRPercentage125150yards",2014
19,19,"John Merrick",87,75.71,159,210,-0.13,"GIRPercentage125150yards",2014
20,20,"Jason Day",54,75.53,71,94,-0.28,"GIRPercentage125150yards",2014
21,21,"Marc Leishman",81,75.35,162,215,-0.2,"GIRPercentage125150yards",2014
22,22,"Freddie Jacobson",91,75.31,180,239,-0.24,"GIRPercentage125150yards",2014
23,23,"Spencer Levin",59,75,102,136,-0.25,"GIRPercentage125150yards",2014
23,23,"Camilo Villegas",95,75,189,252,-0.19,"GIRPercentage125150yards",2014
25,25,"Carl Pettersson",91,74.91,200,267,-0.2,"GIRPercentage125150yards",2014
26,26,"Mark Wilson",69,74.65,106,142,-0.1,"GIRPercentage125150yards",2014
27,27,"Robert Allenby",83,74.53,158,212,-0.27,"GIRPercentage125150yards",2014
28,28,"Seung Yul Noh",92,74.52,155,208,-0.26,"GIRPercentage125150yards",2014
29,29,"George McNeill",79,74.46,137,184,-0.17,"GIRPercentage125150yards",2014
30,30,"Lucas Glover",68,74.44,99,133,-0.19,"GIRPercentage125150yards",2014
31,31,"Billy Horschel",92,74.35,142,191,-0.2,"GIRPercentage125150yards",2014
32,32,"Martin Kaymer",65,74.32,110,148,-0.25,"GIRPercentage125150yards",2014
33,33,"Tim Wilkinson",86,74.3,159,214,-0.21,"GIRPercentage125150yards",2014
34,34,"Pat Perez",84,74.29,156,210,-0.19,"GIRPercentage125150yards",2014
35,35,"Zach Johnson",97,74.26,176,237,-0.26,"GIRPercentage125150yards",2014
36,36,"KJ Choi",80,74.18,135,182,-0.25,"GIRPercentage125150yards",2014
37,37,"Stuart Appleby",92,74.17,178,240,-0.25,"GIRPercentage125150yards",2014
37,37,"David Hearn",97,74.17,178,240,-0.26,"GIRPercentage125150yards",2014
39,39,"Heath Slocum",71,74.07,140,189,-0.2,"GIRPercentage125150yards",2014
40,40,"Scott Stallings",77,74.06,157,212,-0.15,"GIRPercentage125150yards",2014
41,41,"Ben Curtis",77,74,148,200,-0.2,"GIRPercentage125150yards",2014
42,42,"Bill Haas",107,73.95,176,238,-0.27,"GIRPercentage125150yards",2014
43,43,"Adam Scott",68,73.91,119,161,-0.29,"GIRPercentage125150yards",2014
44,44,"Briny Baird",50,73.88,99,134,-0.18,"GIRPercentage125150yards",2014
45,45,"Daniel Summerhays",98,73.86,178,241,-0.25,"GIRPercentage125150yards",2014
46,46,"Chris Stroud",88,73.79,152,206,-0.2,"GIRPercentage125150yards",2014
46,46,"Bo Van Pelt",83,73.79,152,206,-0.19,"GIRPercentage125150yards",2014
48,48,"Hideki Matsuyama",82,73.47,144,196,-0.28,"GIRPercentage125150yards",2014
49,49,"JJ Henry",91,73.43,199,271,-0.14,"GIRPercentage125150yards",2014
50,50,"Jeff Overton",80,73.37,135,184,-0.23,"GIRPercentage125150yards",2014
51,51,"Martin Flores",85,73.33,132,180,-0.26,"GIRPercentage125150yards",2014
52,52,"Jason Bohn",81,73.24,156,213,-0.28,"GIRPercentage125150yards",2014
53,53,"John Rollins",84,73.15,158,216,-0.22,"GIRPercentage125150yards",2014
54,54,"Justin Rose",70,73.13,98,134,-0.24,"GIRPercentage125150yards",2014
55,55,"Michael Thompson",74,72.99,127,174,-0.23,"GIRPercentage125150yards",2014
56,56,"Ryo Ishikawa",75,72.93,132,181,-0.28,"GIRPercentage125150yards",2014
56,56,"Boo Weekley",73,72.93,132,181,-0.22,"GIRPercentage125150yards",2014
58,58,"Wes Roach",67,72.86,102,140,-0.28,"GIRPercentage125150yards",2014
59,59,"Charles Howell III",106,72.84,228,313,-0.2,"GIRPercentage125150yards",2014
60,60,"Jonas Blixt",64,72.82,75,103,-0.19,"GIRPercentage125150yards",2014
61,61,"Scott Langley",95,72.77,171,235,-0.22,"GIRPercentage125150yards",2014
61,61,"Brendan Steele",89,72.77,163,224,-0.26,"GIRPercentage125150yards",2014
63,63,"Jason Kokrak",65,72.73,128,176,-0.23,"GIRPercentage125150yards",2014
63,63,"Ryan Moore",86,72.73,128,176,-0.34,"GIRPercentage125150yards",2014
63,63,"Kevin Stadler",90,72.73,136,187,-0.21,"GIRPercentage125150yards",2014
66,66,"Graeme McDowell",66,72.66,93,128,-0.27,"GIRPercentage125150yards",2014
67,67,"Russell Knox",92,72.65,178,245,-0.23,"GIRPercentage125150yards",2014
68,68,"James Hahn",82,72.6,151,208,-0.19,"GIRPercentage125150yards",2014
69,69,"Danny Lee",84,72.59,143,197,-0.23,"GIRPercentage125150yards",2014
70,70,"Brian Stuard",91,72.56,156,215,-0.24,"GIRPercentage125150yards",2014
71,71,"Vijay Singh",83,72.55,148,204,-0.18,"GIRPercentage125150yards",2014
72,72,"Stewart Cink",91,72.52,161,222,-0.19,"GIRPercentage125150yards",2014
73,73,"John Senden",99,72.29,180,249,-0.26,"GIRPercentage125150yards",2014
74,74,"Charlie Wi",72,72.28,146,202,-0.23,"GIRPercentage125150yards",2014
75,75,"Jhonattan Vegas",77,72.2,148,205,-0.16,"GIRPercentage125150yards",2014
76,76,"Webb Simpson",87,72.02,139,193,-0.3,"GIRPercentage125150yards",2014
77,77,"Harris English",95,72,162,225,-0.14,"GIRPercentage125150yards",2014
78,78,"Paul Casey",56,71.74,99,138,-0.26,"GIRPercentage125150yards",2014
79,79,"Trevor Immelman",84,71.73,137,191,-0.12,"GIRPercentage125150yards",2014
79,79,"Johnson Wagner",69,71.73,137,191,-0.19,"GIRPercentage125150yards",2014
81,81,"Ricky Barnes",92,71.67,172,240,-0.24,"GIRPercentage125150yards",2014
82,82,"Hudson Swafford",75,71.65,139,194,-0.22,"GIRPercentage125150yards",2014
83,83,"Ted Potter Jr",68,71.43,130,182,-0.24,"GIRPercentage125150yards",2014
84,84,"Charley Hoffman",93,71.37,162,227,-0.26,"GIRPercentage125150yards",2014
84,84,"William McGirt",96,71.37,177,248,-0.23,"GIRPercentage125150yards",2014
