"Approach75100yardsRTPScore_RANKTHISWEEK_2013","Approach75100yardsRTPScore_RANKLASTWEEK_2013","Approach75100yardsRTPScore_PLAYERNAME_2013","Approach75100yardsRTPScore_ROUNDS_2013","Approach75100yardsRTPScore_AVGRTP_2013","stat_name","year"
1,1,"Steve Stricker",51,-0.395,"Approach75100yardsRTPScore",2013
2,2,"Adam Scott",61,-0.385,"Approach75100yardsRTPScore",2013
3,3,"KJ Choi",85,-0.379,"Approach75100yardsRTPScore",2013
4,4,"Jonas Blixt",76,-0.372,"Approach75100yardsRTPScore",2013
5,5,"Billy Horschel",96,-0.357,"Approach75100yardsRTPScore",2013
6,6,"Bobby Gates",49,-0.346,"Approach75100yardsRTPScore",2013
7,7,"Doug LaBelle II",72,-0.333,"Approach75100yardsRTPScore",2013
8,8,"Bryce Molder",82,-0.323,"Approach75100yardsRTPScore",2013
9,9,"Sergio Garcia",65,-0.321,"Approach75100yardsRTPScore",2013
10,10,"Hunter Mahan",91,-0.32,"Approach75100yardsRTPScore",2013
11,11,"John Rollins",77,-0.314,"Approach75100yardsRTPScore",2013
12,12,"Matt Every",89,-0.31,"Approach75100yardsRTPScore",2013
13,13,"Phil Mickelson",78,-0.304,"Approach75100yardsRTPScore",2013
14,14,"Justin Rose",62,-0.3,"Approach75100yardsRTPScore",2013
15,15,"Robert Karlsson",56,-0.296,"Approach75100yardsRTPScore",2013
16,16,"Ken Duke",87,-0.286,"Approach75100yardsRTPScore",2013
17,17,"Charles Howell III",87,-0.283,"Approach75100yardsRTPScore",2013
18,18,"Morgan Hoffmann",64,-0.279,"Approach75100yardsRTPScore",2013
19,19,"Aaron Watkins",46,-0.278,"Approach75100yardsRTPScore",2013
20,20,"Matt Jones",83,-0.277,"Approach75100yardsRTPScore",2013
21,21,"Luke Guthrie",82,-0.268,"Approach75100yardsRTPScore",2013
22,22,"Ben Crane",62,-0.267,"Approach75100yardsRTPScore",2013
23,23,"Bill Haas",85,-0.258,"Approach75100yardsRTPScore",2013
24,24,"Steven Bowditch",67,-0.25,"Approach75100yardsRTPScore",2013
24,24,"Bud Cauley",67,-0.25,"Approach75100yardsRTPScore",2013
24,24,"Jason Kokrak",78,-0.25,"Approach75100yardsRTPScore",2013
24,24,"Ryan Palmer",79,-0.25,"Approach75100yardsRTPScore",2013
24,24,"Jimmy Walker",84,-0.25,"Approach75100yardsRTPScore",2013
29,29,"Brian Davis",91,-0.245,"Approach75100yardsRTPScore",2013
30,30,"Tim Clark",64,-0.244,"Approach75100yardsRTPScore",2013
30,30,"Ian Poulter",59,-0.244,"Approach75100yardsRTPScore",2013
32,32,"DJ Trahan",48,-0.241,"Approach75100yardsRTPScore",2013
33,33,"Erik Compton",74,-0.239,"Approach75100yardsRTPScore",2013
