"GIRPutting1015_RANKTHISWEEK_2012","GIRPutting1015_RANKLASTWEEK_2012","GIRPutting1015_PLAYERNAME_2012","GIRPutting1015_ROUNDS_2012","GIRPutting1015_Pct_2012","GIRPutting1015_ATTEMPTS_2012","GIRPutting1015_PUTTSMADE_2012","stat_name","year"
1,1,"Aaron Baddeley",73,41.56,77,32,"GIRPutting1015",2012
2,2,"Webb Simpson",77,39.01,141,55,"GIRPutting1015",2012
3,3,"Ben Curtis",62,38.64,88,34,"GIRPutting1015",2012
4,4,"Brandt Snedeker",81,38.02,121,46,"GIRPutting1015",2012
5,5,"Martin Laird",77,38,100,38,"GIRPutting1015",2012
6,6,"Charlie Beljan",61,37.8,82,31,"GIRPutting1015",2012
6,6,"Ken Duke",104,37.8,164,62,"GIRPutting1015",2012
8,8,"Jerry Kelly",84,37.14,140,52,"GIRPutting1015",2012
9,9,"Kyle Reifers",86,37.1,124,46,"GIRPutting1015",2012
10,10,"Gavin Coles",72,37,100,37,"GIRPutting1015",2012
11,11,"Sangmoon Bae",81,36.46,96,35,"GIRPutting1015",2012
12,12,"Lee Westwood",60,36.19,105,38,"GIRPutting1015",2012
13,13,"Ryan Palmer",81,36.15,130,47,"GIRPutting1015",2012
14,14,"Stewart Cink",71,35.79,95,34,"GIRPutting1015",2012
15,15,"Harrison Frazar",56,35.71,98,35,"GIRPutting1015",2012
16,16,"YE Yang",64,35.63,87,31,"GIRPutting1015",2012
17,17,"Johnson Wagner",88,35.22,159,56,"GIRPutting1015",2012
18,18,"John Daly",50,35.21,71,25,"GIRPutting1015",2012
19,19,"Mark Anderson",75,34.58,107,37,"GIRPutting1015",2012
20,20,"Richard Lee",71,34.45,119,41,"GIRPutting1015",2012
21,21,"Martin Flores",95,34.31,137,47,"GIRPutting1015",2012
22,22,"Erik Compton",81,34.19,117,40,"GIRPutting1015",2012
23,23,"Stuart Appleby",75,34.11,129,44,"GIRPutting1015",2012
24,24,"Bob Estes",78,33.9,118,40,"GIRPutting1015",2012
25,25,"Ryuji Imada",78,33.86,127,43,"GIRPutting1015",2012
26,26,"Marco Dawson",60,33.68,95,32,"GIRPutting1015",2012
27,27,"Davis Love III",64,33.63,113,38,"GIRPutting1015",2012
28,28,"Spencer Levin",81,33.33,117,39,"GIRPutting1015",2012
28,28,"DA Points",88,33.33,165,55,"GIRPutting1015",2012
30,30,"Ryan Moore",89,33.13,160,53,"GIRPutting1015",2012
31,31,"JB Holmes",90,33.09,136,45,"GIRPutting1015",2012
31,31,"John Merrick",83,33.09,139,46,"GIRPutting1015",2012
33,33,"Jim Furyk",85,33.06,121,40,"GIRPutting1015",2012
34,34,"Rod Pampling",88,32.81,128,42,"GIRPutting1015",2012
