"DistancefromCenterofFairway_RANKTHISWEEK_2014","DistancefromCenterofFairway_RANKLASTWEEK_2014","DistancefromCenterofFairway_PLAYERNAME_2014","DistancefromCenterofFairway_EVENTS_2014","DistancefromCenterofFairway_AVG_2014","DistancefromCenterofFairway_TOTALDISTANCEFEET_2014","DistancefromCenterofFairway_TOTALSTROKES_2014","stat_name","year"
1,1,"Ted Potter Jr",24,NA,12889,572,"DistancefromCenterofFairway",2014
2,2,"John Peterson",25,NA,10856.25,480,"DistancefromCenterofFairway",2014
3,3,"Robert Allenby",29,NA,13497.833,596,"DistancefromCenterofFairway",2014
3,3,"KJ Choi",23,NA,13640.25,602,"DistancefromCenterofFairway",2014
3,3,"Billy Hurley III",26,NA,15912.917,701,"DistancefromCenterofFairway",2014
6,6,"Brian Harman",32,NA,19051.667,836,"DistancefromCenterofFairway",2014
7,7,"Justin Hicks",30,NA,20665.25,901,"DistancefromCenterofFairway",2014
8,8,"Shawn Stefani",17,NA,11538.083,502,"DistancefromCenterofFairway",2014
9,9,"Jason Bohn",25,NA,15055.417,648,"DistancefromCenterofFairway",2014
9,9,"Carl Pettersson",28,NA,15920.583,684,"DistancefromCenterofFairway",2014
11,11,"David Hearn",28,NA,17805.583,764,"DistancefromCenterofFairway",2014
11,11,"Geoff Ogilvy",26,NA,13543.667,580,"DistancefromCenterofFairway",2014
11,11,"Nicholas Thompson",30,NA,15188.417,650,"DistancefromCenterofFairway",2014
11,11,"Cameron Tringale",31,NA,20247.5,868,"DistancefromCenterofFairway",2014
15,15,"Ricky Barnes",27,NA,13538.667,578,"DistancefromCenterofFairway",2014
15,15,"Roberto Castro",27,NA,11913,509,"DistancefromCenterofFairway",2014
15,15,"Kevin Kisner",26,NA,13939.667,596,"DistancefromCenterofFairway",2014
15,15,"Jeff Maggert",19,NA,9308.333,398,"DistancefromCenterofFairway",2014
19,19,"Brian Davis",28,NA,17521.333,746,"DistancefromCenterofFairway",2014
19,19,"Andrew Svoboda",24,NA,13991.667,596,"DistancefromCenterofFairway",2014
21,21,"Martin Kaymer",19,NA,9357.333,397,"DistancefromCenterofFairway",2014
21,21,"David Lingmerth",26,NA,12914.917,547,"DistancefromCenterofFairway",2014
23,23,"Josh Teater",28,NA,14769.25,624,"DistancefromCenterofFairway",2014
24,24,"John Rollins",28,NA,12947.333,546,"DistancefromCenterofFairway",2014
25,25,"Ryo Ishikawa",24,NA,10215.583,428,"DistancefromCenterofFairway",2014
25,25,"Hunter Mahan",25,NA,15226.583,639,"DistancefromCenterofFairway",2014
25,25,"Mark Wilson",25,NA,12401,521,"DistancefromCenterofFairway",2014
28,28,"Retief Goosen",26,NA,14187.75,594,"DistancefromCenterofFairway",2014
28,28,"Russell Knox",26,NA,18227,763,"DistancefromCenterofFairway",2014
28,28,"Spencer Levin",20,NA,10308,431,"DistancefromCenterofFairway",2014
