"DistancefromCenterofFairway_RANKTHISWEEK_2014","DistancefromCenterofFairway_RANKLASTWEEK_2014","DistancefromCenterofFairway_PLAYERNAME_2014","DistancefromCenterofFairway_EVENTS_2014","DistancefromCenterofFairway_AVG_2014","DistancefromCenterofFairway_TOTALDISTANCEFEET_2014","DistancefromCenterofFairway_TOTALSTROKES_2014","stat_name","year"
28,28,"Ben Martin",26,NA,13411.167,561,"DistancefromCenterofFairway",2014
28,28,"Tim Wilkinson",25,NA,13676.167,571,"DistancefromCenterofFairway",2014
33,33,"Paul Casey",16,NA,8745,365,"DistancefromCenterofFairway",2014
33,33,"Morgan Hoffmann",32,NA,15684.083,653,"DistancefromCenterofFairway",2014
33,33,"Troy Matteson",23,NA,8704.083,363,"DistancefromCenterofFairway",2014
33,33,"Kevin Na",27,NA,16464.167,687,"DistancefromCenterofFairway",2014
33,33,"YE Yang",28,NA,12939.5,540,"DistancefromCenterofFairway",2014
38,38,"Kevin Chappell",28,NA,18690.75,775,"DistancefromCenterofFairway",2014
38,38,"Brendon de Jonge",31,NA,20387.583,848,"DistancefromCenterofFairway",2014
38,38,"Bill Haas",28,NA,16819.333,699,"DistancefromCenterofFairway",2014
38,38,"Daniel Summerhays",27,NA,19272,799,"DistancefromCenterofFairway",2014
38,38,"Brendon Todd",29,NA,19404.667,805,"DistancefromCenterofFairway",2014
38,38,"Camilo Villegas",29,NA,16450.167,682,"DistancefromCenterofFairway",2014
44,44,"Steven Bowditch",30,NA,13880.583,574,"DistancefromCenterofFairway",2014
44,44,"Chad Campbell",18,NA,9680,401,"DistancefromCenterofFairway",2014
44,44,"Stewart Cink",25,NA,13975.917,578,"DistancefromCenterofFairway",2014
44,44,"Graham DeLaet",24,NA,12635.583,523,"DistancefromCenterofFairway",2014
44,44,"Luke Guthrie",26,NA,14648.333,606,"DistancefromCenterofFairway",2014
44,44,"Matt Kuchar",24,NA,16913.5,701,"DistancefromCenterofFairway",2014
44,44,"DH Lee",20,NA,9885.25,409,"DistancefromCenterofFairway",2014
44,44,"Bo Van Pelt",25,NA,14172.917,586,"DistancefromCenterofFairway",2014
52,52,"John Senden",27,NA,17210.667,709,"DistancefromCenterofFairway",2014
52,52,"Lee Westwood",18,NA,8599.25,355,"DistancefromCenterofFairway",2014
54,54,"Jim Furyk",21,NA,15888.25,652,"DistancefromCenterofFairway",2014
54,54,"Brice Garnett",28,NA,15397.833,633,"DistancefromCenterofFairway",2014
54,54,"Richard Lee",27,NA,12371.25,509,"DistancefromCenterofFairway",2014
54,54,"Davis Love III",22,NA,12228.5,503,"DistancefromCenterofFairway",2014
54,54,"Andres Romero",26,NA,13207.583,543,"DistancefromCenterofFairway",2014
54,54,"Justin Rose",19,NA,9825.25,404,"DistancefromCenterofFairway",2014
54,54,"Kyle Stanley",28,NA,14746.417,606,"DistancefromCenterofFairway",2014
61,61,"Stuart Appleby",29,NA,17100.167,701,"DistancefromCenterofFairway",2014
61,61,"Erik Compton",28,NA,14616.167,598,"DistancefromCenterofFairway",2014
61,61,"Wes Roach",22,NA,10079.333,413,"DistancefromCenterofFairway",2014
64,64,"Keegan Bradley",26,NA,13932.5,568,"DistancefromCenterofFairway",2014
64,64,"Greg Chalmers",27,NA,14165.5,578,"DistancefromCenterofFairway",2014
64,64,"Tim Clark",26,NA,15535.667,635,"DistancefromCenterofFairway",2014
64,64,"George McNeill",24,NA,14816.75,605,"DistancefromCenterofFairway",2014
64,64,"Troy Merritt",20,NA,11473.25,469,"DistancefromCenterofFairway",2014
64,64,"David Toms",20,NA,13545.75,553,"DistancefromCenterofFairway",2014
70,70,"Charley Hoffman",25,NA,14886,605,"DistancefromCenterofFairway",2014
70,70,"Justin Leonard",22,NA,13321.833,541,"DistancefromCenterofFairway",2014
70,70,"Jamie Lovemark",20,NA,8351.833,340,"DistancefromCenterofFairway",2014
70,70,"Heath Slocum",23,NA,15415,627,"DistancefromCenterofFairway",2014
74,74,"Rickie Fowler",26,NA,12547.583,509,"DistancefromCenterofFairway",2014
74,74,"Tommy Gainey",26,NA,11783,477,"DistancefromCenterofFairway",2014
74,74,"Chesson Hadley",29,NA,13688.833,555,"DistancefromCenterofFairway",2014
77,77,"Chad Collins",28,NA,12259.583,496,"DistancefromCenterofFairway",2014
77,77,"Ben Curtis",24,NA,14183.417,574,"DistancefromCenterofFairway",2014
77,77,"Danny Lee",28,NA,15121.833,610,"DistancefromCenterofFairway",2014
77,77,"Rory Sabbatini",26,NA,11924.417,482,"DistancefromCenterofFairway",2014
77,77,"Chris Stroud",25,NA,15341.417,619,"DistancefromCenterofFairway",2014
82,82,"William McGirt",29,NA,18672.25,751,"DistancefromCenterofFairway",2014
82,82,"Jeff Overton",24,NA,12897.083,519,"DistancefromCenterofFairway",2014
82,82,"Brian Stuard",29,NA,16461.833,664,"DistancefromCenterofFairway",2014
82,82,"Boo Weekley",24,NA,13216.083,533,"DistancefromCenterofFairway",2014
86,86,"Ben Crane",25,NA,17578.667,706,"DistancefromCenterofFairway",2014
86,86,"Matt Every",26,NA,12711.5,510,"DistancefromCenterofFairway",2014
86,86,"JB Holmes",24,NA,14249.167,572,"DistancefromCenterofFairway",2014
86,86,"Charles Howell III",29,NA,16543.75,665,"DistancefromCenterofFairway",2014
86,86,"Marc Leishman",24,NA,13638.333,548,"DistancefromCenterofFairway",2014
86,86,"John Merrick",25,NA,16791.75,673,"DistancefromCenterofFairway",2014
86,86,"Vijay Singh",25,NA,15643.75,628,"DistancefromCenterofFairway",2014
86,86,"Johnson Wagner",24,NA,11439.167,459,"DistancefromCenterofFairway",2014
86,86,"Charlie Wi",25,NA,12967.5,521,"DistancefromCenterofFairway",2014
95,95,"Billy Horschel",27,NA,15807.333,633,"DistancefromCenterofFairway",2014
95,95,"Bronson La Cassie",18,NA,7168.917,287,"DistancefromCenterofFairway",2014
95,95,"Scott Stallings",28,NA,12156.5,487,"DistancefromCenterofFairway",2014
95,95,"Hudson Swafford",26,NA,12592.5,503,"DistancefromCenterofFairway",2014
95,95,"Kevin Tway",23,NA,9185.083,368,"DistancefromCenterofFairway",2014
100,100,"Jonathan Byrd",24,NA,13663.833,544,"DistancefromCenterofFairway",2014
100,100,"Bud Cauley",19,NA,9090.5,362,"DistancefromCenterofFairway",2014
100,100,"Luke Donald",17,NA,9516.917,379,"DistancefromCenterofFairway",2014
100,100,"Jim Herman",21,NA,10225.5,408,"DistancefromCenterofFairway",2014
100,100,"Will Ma Kenzie",27,NA,15893.167,634,"DistancefromCenterofFairway",2014
100,100,"Robert Streb",21,NA,13257.5,528,"DistancefromCenterofFairway",2014
106,106,"Robert Garrigus",25,NA,14309.25,569,"DistancefromCenterofFairway",2014
106,106,"Trevor Immelman",28,NA,13761.167,547,"DistancefromCenterofFairway",2014
108,108,"Derek Ernst",28,NA,14138,559,"DistancefromCenterofFairway",2014
108,108,"Jerry Kelly",23,NA,15020.583,595,"DistancefromCenterofFairway",2014
110,110,"Scott Brown",30,NA,19053.167,753,"DistancefromCenterofFairway",2014
110,110,"Ken Duke",25,NA,16175,639,"DistancefromCenterofFairway",2014
110,110,"Russell Henley",29,NA,16709.667,659,"DistancefromCenterofFairway",2014
110,110,"Sean OHair",25,NA,12464.333,492,"DistancefromCenterofFairway",2014
114,114,"Angel Cabrera",23,NA,12237.75,482,"DistancefromCenterofFairway",2014
114,114,"James Hahn",27,NA,15757.583,619,"DistancefromCenterofFairway",2014
114,114,"Freddie Jacobson",27,NA,16573.417,653,"DistancefromCenterofFairway",2014
114,114,"Matt Jones",25,NA,11776.417,464,"DistancefromCenterofFairway",2014
114,114,"Scott Langley",29,NA,16489.167,649,"DistancefromCenterofFairway",2014
114,114,"Tyrone Van Aswegen",25,NA,12138.833,477,"DistancefromCenterofFairway",2014
120,120,"Sergio Garcia",16,NA,8450.833,331,"DistancefromCenterofFairway",2014
120,120,"Zach Johnson",26,NA,20676.333,811,"DistancefromCenterofFairway",2014
120,120,"Henrik Stenson",15,NA,9040.75,355,"DistancefromCenterofFairway",2014
123,123,"Gonzalo Fdez Castano",25,NA,14430.417,564,"DistancefromCenterofFairway",2014
123,123,"Louis Oosthuizen",16,NA,6424,251,"DistancefromCenterofFairway",2014
123,123,"Jim Renner",25,NA,10221.333,400,"DistancefromCenterofFairway",2014
126,126,"JJ Henry",28,NA,17721.75,690,"DistancefromCenterofFairway",2014
126,126,"Hideki Matsuyama",24,NA,13618.083,531,"DistancefromCenterofFairway",2014
126,126,"Bryce Molder",25,NA,13129.083,512,"DistancefromCenterofFairway",2014
129,129,"Jonas Blixt",21,NA,8458.083,329,"DistancefromCenterofFairway",2014
129,129,"Lucas Glover",26,NA,10595.25,411,"DistancefromCenterofFairway",2014
129,129,"Webb Simpson",25,NA,16181.583,629,"DistancefromCenterofFairway",2014
129,129,"Nick Watney",25,NA,12799.583,497,"DistancefromCenterofFairway",2014
133,133,"Jason Dufner",17,NA,9572,371,"DistancefromCenterofFairway",2014
133,133,"Brad Fritsch",18,NA,8178.333,317,"DistancefromCenterofFairway",2014
133,133,"Martin Laird",20,NA,12069.083,467,"DistancefromCenterofFairway",2014
136,136,"Briny Baird",17,NA,10215.167,393,"DistancefromCenterofFairway",2014
136,136,"Andrew Loupe",22,NA,8749,336,"DistancefromCenterofFairway",2014
136,136,"Pat Perez",25,NA,16319.667,627,"DistancefromCenterofFairway",2014
136,136,"Michael Putnam",30,NA,19922.417,766,"DistancefromCenterofFairway",2014
136,136,"Kevin Streelman",24,NA,14398.083,553,"DistancefromCenterofFairway",2014
136,136,"Will Wilcox",16,NA,8460.75,325,"DistancefromCenterofFairway",2014
136,136,"Gary Woodland",25,NA,15185.25,584,"DistancefromCenterofFairway",2014
143,143,"Martin Flores",26,NA,13744,527,"DistancefromCenterofFairway",2014
143,143,"Chris Kirk",28,NA,19056.5,730,"DistancefromCenterofFairway",2014
145,145,"Sangmoon Bae",24,NA,14454.083,553,"DistancefromCenterofFairway",2014
145,145,"John Huh",28,NA,16901.5,646,"DistancefromCenterofFairway",2014
147,147,"Ryan Palmer",23,NA,13921.583,531,"DistancefromCenterofFairway",2014
148,148,"Ernie Els",24,NA,11744.083,446,"DistancefromCenterofFairway",2014
148,148,"Ian Poulter",17,NA,8831.5,335,"DistancefromCenterofFairway",2014
150,150,"Jason Day",15,NA,6789.667,257,"DistancefromCenterofFairway",2014
150,150,"James Driscoll",25,NA,10579,401,"DistancefromCenterofFairway",2014
150,150,"Brian Gay",26,NA,14230.167,538,"DistancefromCenterofFairway",2014
153,153,"Woody Austin",22,NA,12896.917,487,"DistancefromCenterofFairway",2014
153,153,"Brendan Steele",26,NA,14669.917,553,"DistancefromCenterofFairway",2014
155,155,"Seung Yul Noh",27,NA,15034.083,565,"DistancefromCenterofFairway",2014
156,156,"Phil Mickelson",21,NA,10515.417,394,"DistancefromCenterofFairway",2014
156,156,"Jimmy Walker",27,NA,13260.833,498,"DistancefromCenterofFairway",2014
158,158,"Jhonattan Vegas",23,NA,14236.667,532,"DistancefromCenterofFairway",2014
159,159,"Charlie Beljan",26,NA,14416.75,537,"DistancefromCenterofFairway",2014
159,159,"Harris English",28,NA,15970.833,595,"DistancefromCenterofFairway",2014
159,159,"Charl Schwartzel",18,NA,11765.583,439,"DistancefromCenterofFairway",2014
159,159,"Kevin Stadler",26,NA,15285.167,569,"DistancefromCenterofFairway",2014
159,159,"Mike Weir",25,NA,10017.75,373,"DistancefromCenterofFairway",2014
164,164,"Patrick Reed",28,NA,15134.833,562,"DistancefromCenterofFairway",2014
165,165,"Ryan Moore",24,NA,15897.333,588,"DistancefromCenterofFairway",2014
166,166,"Brandt Snedeker",25,NA,15795.75,584,"DistancefromCenterofFairway",2014
167,167,"Jordan Spieth",27,NA,16960.417,623,"DistancefromCenterofFairway",2014
168,168,"DA Points",27,NA,12809.25,468,"DistancefromCenterofFairway",2014
169,169,"Rory McIlroy",17,NA,10583.583,385,"DistancefromCenterofFairway",2014
170,170,"Adam Scott",17,NA,13110.167,471,"DistancefromCenterofFairway",2014
171,171,"Jason Kokrak",19,NA,12937.833,461,"DistancefromCenterofFairway",2014
172,172,"Graeme McDowell",17,NA,12412.167,441,"DistancefromCenterofFairway",2014
172,172,"Bubba Watson",21,NA,12890.917,458,"DistancefromCenterofFairway",2014
174,174,"Brooks Koepka",16,NA,9135.25,321,"DistancefromCenterofFairway",2014
175,175,"Michael Thompson",22,NA,14755.583,509,"DistancefromCenterofFairway",2014
176,176,"Aaron Baddeley",24,NA,12703.75,434,"DistancefromCenterofFairway",2014
177,177,"Dustin Johnson",17,NA,9535.583,318,"DistancefromCenterofFairway",2014
