"BirdieorBetterPercentageLess125_RANKTHISWEEK_2005","BirdieorBetterPercentageLess125_RANKLASTWEEK_2005","BirdieorBetterPercentageLess125_PLAYERNAME_2005","BirdieorBetterPercentageLess125_ROUNDS_2005","BirdieorBetterPercentageLess125_Pct_2005","BirdieorBetterPercentageLess125_TOTALBIRDIES_2005","BirdieorBetterPercentageLess125_TOTALHOLES_2005","stat_name","year"
31,31,"Will Ma Kenzie",75,25.63,81,316,"BirdieorBetterPercentageLess125",2005
32,32,"Freddie Jacobson",72,25.6,64,250,"BirdieorBetterPercentageLess125",2005
33,33,"Brett Quigley",96,25.42,91,358,"BirdieorBetterPercentageLess125",2005
34,34,"Chad Campbell",95,25.39,81,319,"BirdieorBetterPercentageLess125",2005
35,35,"Charlie Wi",67,25.38,67,264,"BirdieorBetterPercentageLess125",2005
36,36,"John Huston",90,25.37,86,339,"BirdieorBetterPercentageLess125",2005
37,37,"Corey Pavin",77,25.34,56,221,"BirdieorBetterPercentageLess125",2005
38,38,"Jonathan Kaye",77,25.33,76,300,"BirdieorBetterPercentageLess125",2005
39,39,"Phil Mickelson",81,25.23,54,214,"BirdieorBetterPercentageLess125",2005
40,40,"Jose Maria Olazabal",55,25.15,43,171,"BirdieorBetterPercentageLess125",2005
41,41,"Mark Wilson",74,25.09,68,271,"BirdieorBetterPercentageLess125",2005
42,42,"Mark Calcavecchia",92,25.08,80,319,"BirdieorBetterPercentageLess125",2005
43,43,"Vijay Singh",111,25,102,408,"BirdieorBetterPercentageLess125",2005
44,44,"Patrick Sheehan",114,24.94,101,405,"BirdieorBetterPercentageLess125",2005
45,45,"Mark OMeara",66,24.9,61,245,"BirdieorBetterPercentageLess125",2005
46,46,"Padraig Harrington",50,24.86,44,177,"BirdieorBetterPercentageLess125",2005
47,47,"Stewart Cink",98,24.74,72,291,"BirdieorBetterPercentageLess125",2005
48,48,"Billy Mayfair",114,24.72,87,352,"BirdieorBetterPercentageLess125",2005
49,49,"Stuart Appleby",84,24.59,75,305,"BirdieorBetterPercentageLess125",2005
50,50,"Andrew Magee",82,24.53,79,322,"BirdieorBetterPercentageLess125",2005
51,51,"Hank Kuehne",84,24.5,85,347,"BirdieorBetterPercentageLess125",2005
52,52,"Geoff Ogilvy",97,24.49,84,343,"BirdieorBetterPercentageLess125",2005
53,53,"Heath Slocum",103,24.39,100,410,"BirdieorBetterPercentageLess125",2005
54,54,"Fred Funk",102,24.38,89,365,"BirdieorBetterPercentageLess125",2005
55,55,"Charles Howell III",95,24.34,74,304,"BirdieorBetterPercentageLess125",2005
56,56,"Marco Dawson",82,24.2,91,376,"BirdieorBetterPercentageLess125",2005
57,57,"Darron Stiles",78,24.17,80,331,"BirdieorBetterPercentageLess125",2005
58,58,"Joe Durant",81,24.09,66,274,"BirdieorBetterPercentageLess125",2005
59,59,"Joe Ogilvie",103,24.07,91,378,"BirdieorBetterPercentageLess125",2005
60,60,"Dean Wilson",86,24.03,74,308,"BirdieorBetterPercentageLess125",2005
61,61,"Billy Andrade",83,23.91,71,297,"BirdieorBetterPercentageLess125",2005
62,62,"Steve Elkington",67,23.79,54,227,"BirdieorBetterPercentageLess125",2005
63,63,"Tim Clark",92,23.75,71,299,"BirdieorBetterPercentageLess125",2005
64,64,"Todd Fischer",99,23.71,92,388,"BirdieorBetterPercentageLess125",2005
65,65,"Woody Austin",100,23.65,92,389,"BirdieorBetterPercentageLess125",2005
66,66,"Jim Furyk",94,23.57,66,280,"BirdieorBetterPercentageLess125",2005
67,67,"John Rollins",97,23.56,86,365,"BirdieorBetterPercentageLess125",2005
68,68,"Hunter Mahan",103,23.46,99,422,"BirdieorBetterPercentageLess125",2005
69,69,"Lee Janzen",75,23.44,60,256,"BirdieorBetterPercentageLess125",2005
70,70,"Rob Rashell",65,23.36,50,214,"BirdieorBetterPercentageLess125",2005
71,71,"Brenden Pappas",51,23.31,55,236,"BirdieorBetterPercentageLess125",2005
72,72,"Tom Byrum",83,23.3,72,309,"BirdieorBetterPercentageLess125",2005
73,73,"Rocco Mediate",73,23.29,68,292,"BirdieorBetterPercentageLess125",2005
74,74,"Harrison Frazar",105,23.19,96,414,"BirdieorBetterPercentageLess125",2005
75,75,"Ryan Palmer",101,23.18,83,358,"BirdieorBetterPercentageLess125",2005
75,75,"Carl Pettersson",109,23.18,89,384,"BirdieorBetterPercentageLess125",2005
77,77,"Rod Pampling",89,23.1,79,342,"BirdieorBetterPercentageLess125",2005
78,78,"Jason Bohn",91,23.08,78,338,"BirdieorBetterPercentageLess125",2005
78,78,"Alex Cejka",84,23.08,63,273,"BirdieorBetterPercentageLess125",2005
80,80,"Len Mattiace",86,23.05,80,347,"BirdieorBetterPercentageLess125",2005
81,81,"Frank Lickliter II",100,23.04,85,369,"BirdieorBetterPercentageLess125",2005
82,82,"Jeff Sluman",94,23.03,82,356,"BirdieorBetterPercentageLess125",2005
83,83,"Kenny Perry",82,23.02,61,265,"BirdieorBetterPercentageLess125",2005
84,84,"Kent Jones",99,22.99,86,374,"BirdieorBetterPercentageLess125",2005
84,84,"Shigeki Maruyama",99,22.99,86,374,"BirdieorBetterPercentageLess125",2005
86,86,"Neal Lancaster",95,22.98,91,396,"BirdieorBetterPercentageLess125",2005
87,87,"David Toms",87,22.97,65,283,"BirdieorBetterPercentageLess125",2005
88,88,"Phillip Price",77,22.92,66,288,"BirdieorBetterPercentageLess125",2005
89,89,"Brian Gay",101,22.91,96,419,"BirdieorBetterPercentageLess125",2005
90,90,"Ben Crane",78,22.82,55,241,"BirdieorBetterPercentageLess125",2005
90,90,"Jay Haas",54,22.82,34,149,"BirdieorBetterPercentageLess125",2005
90,90,"Pat Perez",89,22.82,68,298,"BirdieorBetterPercentageLess125",2005
93,93,"John Cook",72,22.75,53,233,"BirdieorBetterPercentageLess125",2005
94,94,"John Senden",101,22.73,85,374,"BirdieorBetterPercentageLess125",2005
95,95,"KJ Choi",78,22.59,54,239,"BirdieorBetterPercentageLess125",2005
95,95,"Brett Wetterich",76,22.59,75,332,"BirdieorBetterPercentageLess125",2005
97,97,"Hunter Haas",83,22.48,67,298,"BirdieorBetterPercentageLess125",2005
97,97,"Chris Smith",93,22.48,87,387,"BirdieorBetterPercentageLess125",2005
99,99,"Skip Kendall",80,22.47,71,316,"BirdieorBetterPercentageLess125",2005
100,100,"Jonathan Byrd",103,22.36,89,398,"BirdieorBetterPercentageLess125",2005
101,101,"Tom Lehman",69,22.34,42,188,"BirdieorBetterPercentageLess125",2005
102,102,"Adam Scott",72,22.33,48,215,"BirdieorBetterPercentageLess125",2005
103,103,"Jose Coceres",56,22.27,47,211,"BirdieorBetterPercentageLess125",2005
103,103,"Arron Oberholser",65,22.27,49,220,"BirdieorBetterPercentageLess125",2005
105,105,"Paul Azinger",66,22.18,57,257,"BirdieorBetterPercentageLess125",2005
106,106,"Justin Rose",99,22.16,76,343,"BirdieorBetterPercentageLess125",2005
107,107,"Robert Allenby",95,22.15,66,298,"BirdieorBetterPercentageLess125",2005
107,107,"Roland Thatcher",75,22.15,70,316,"BirdieorBetterPercentageLess125",2005
109,109,"David Hearn",68,22.1,61,276,"BirdieorBetterPercentageLess125",2005
110,110,"Briny Baird",98,21.98,80,364,"BirdieorBetterPercentageLess125",2005
111,111,"Scott Hend",75,21.9,69,315,"BirdieorBetterPercentageLess125",2005
111,111,"Loren Roberts",54,21.9,46,210,"BirdieorBetterPercentageLess125",2005
113,113,"Paul Claxton",79,21.88,56,256,"BirdieorBetterPercentageLess125",2005
114,114,"Davis Love III",80,21.85,52,238,"BirdieorBetterPercentageLess125",2005
114,114,"Kevin Stadler",96,21.85,78,357,"BirdieorBetterPercentageLess125",2005
116,116,"Bernhard Langer",67,21.84,38,174,"BirdieorBetterPercentageLess125",2005
117,117,"Peter Lonard",85,21.77,64,294,"BirdieorBetterPercentageLess125",2005
118,118,"Rich Beem",66,21.76,47,216,"BirdieorBetterPercentageLess125",2005
119,119,"Bill Glasson",54,21.74,45,207,"BirdieorBetterPercentageLess125",2005
120,120,"Robert Gamez",91,21.72,81,373,"BirdieorBetterPercentageLess125",2005
121,121,"Bo Van Pelt",112,21.71,84,387,"BirdieorBetterPercentageLess125",2005
122,122,"Joey Sindelar",104,21.65,89,411,"BirdieorBetterPercentageLess125",2005
123,123,"Tjaart van der Walt",56,21.57,55,255,"BirdieorBetterPercentageLess125",2005
124,124,"Michael Allen",90,21.51,74,344,"BirdieorBetterPercentageLess125",2005
125,125,"Kevin Sutherland",89,21.5,63,293,"BirdieorBetterPercentageLess125",2005
126,126,"Mike Weir",71,21.49,49,228,"BirdieorBetterPercentageLess125",2005
127,127,"Mario Tiziani",67,21.46,56,261,"BirdieorBetterPercentageLess125",2005
128,128,"Justin Bolli",65,21.4,61,285,"BirdieorBetterPercentageLess125",2005
129,129,"Tag Ridings",93,21.39,77,360,"BirdieorBetterPercentageLess125",2005
130,130,"Bob Tway",87,21.25,61,287,"BirdieorBetterPercentageLess125",2005
131,131,"Sergio Garcia",73,21.21,49,231,"BirdieorBetterPercentageLess125",2005
131,131,"Jesper Parnevik",84,21.21,56,264,"BirdieorBetterPercentageLess125",2005
133,133,"Jeff Hart",63,21.2,60,283,"BirdieorBetterPercentageLess125",2005
134,134,"Tom Gillis",77,21.18,61,288,"BirdieorBetterPercentageLess125",2005
135,135,"Chris Riley",67,21.12,34,161,"BirdieorBetterPercentageLess125",2005
136,136,"Duffy Waldorf",86,21.11,57,270,"BirdieorBetterPercentageLess125",2005
137,137,"Scott Gutschewski",86,21.05,68,323,"BirdieorBetterPercentageLess125",2005
138,138,"Todd Hamilton",94,20.96,74,353,"BirdieorBetterPercentageLess125",2005
139,139,"Mark Hensby",70,20.91,46,220,"BirdieorBetterPercentageLess125",2005
140,140,"Lucas Glover",88,20.79,74,356,"BirdieorBetterPercentageLess125",2005
140,140,"Charles Warren",89,20.79,79,380,"BirdieorBetterPercentageLess125",2005
142,142,"DA Points",94,20.77,70,337,"BirdieorBetterPercentageLess125",2005
143,143,"Glen Day",80,20.72,75,362,"BirdieorBetterPercentageLess125",2005
144,144,"JL Lewis",98,20.63,78,378,"BirdieorBetterPercentageLess125",2005
145,145,"Joey Snyder III",102,20.61,68,330,"BirdieorBetterPercentageLess125",2005
146,146,"Kirk Triplett",55,20.57,43,209,"BirdieorBetterPercentageLess125",2005
147,147,"Ted Purdy",122,20.55,89,433,"BirdieorBetterPercentageLess125",2005
148,148,"JJ Henry",102,20.49,67,327,"BirdieorBetterPercentageLess125",2005
149,149,"Mark Brooks",72,20.29,56,276,"BirdieorBetterPercentageLess125",2005
150,150,"John Daly",78,20.22,56,277,"BirdieorBetterPercentageLess125",2005
151,151,"Brendan Jones",81,20.16,74,367,"BirdieorBetterPercentageLess125",2005
152,152,"Robert Damron",89,20.12,68,338,"BirdieorBetterPercentageLess125",2005
152,152,"Steve Lowery",100,20.12,68,338,"BirdieorBetterPercentageLess125",2005
154,154,"Dudley Hart",84,20.07,57,284,"BirdieorBetterPercentageLess125",2005
154,154,"Kevin Na",88,20.07,59,294,"BirdieorBetterPercentageLess125",2005
156,156,"Tom Pernice Jr",111,20.06,71,354,"BirdieorBetterPercentageLess125",2005
156,156,"Tim Petrovic",97,20.06,63,314,"BirdieorBetterPercentageLess125",2005
158,158,"Greg Owen",84,20,58,290,"BirdieorBetterPercentageLess125",2005
159,159,"Sean OHair",103,19.95,75,376,"BirdieorBetterPercentageLess125",2005
160,160,"Brent Geiberger",61,19.92,47,236,"BirdieorBetterPercentageLess125",2005
161,161,"Franklin Langham",91,19.81,64,323,"BirdieorBetterPercentageLess125",2005
162,162,"Carlos Franco",78,19.69,51,259,"BirdieorBetterPercentageLess125",2005
163,163,"Steve Flesch",90,19.64,55,280,"BirdieorBetterPercentageLess125",2005
164,164,"Craig Barlow",81,19.55,61,312,"BirdieorBetterPercentageLess125",2005
165,165,"Hidemichi Tanaka",106,19.52,81,415,"BirdieorBetterPercentageLess125",2005
166,166,"Danny Briggs",70,19.38,50,258,"BirdieorBetterPercentageLess125",2005
167,167,"Brian Bateman",98,19.3,72,373,"BirdieorBetterPercentageLess125",2005
168,168,"Matt Gogel",78,19.27,58,301,"BirdieorBetterPercentageLess125",2005
169,169,"Stephen Ames",82,19.15,45,235,"BirdieorBetterPercentageLess125",2005
170,170,"Steve Allan",102,18.93,67,354,"BirdieorBetterPercentageLess125",2005
171,171,"Nick Watney",91,18.92,63,333,"BirdieorBetterPercentageLess125",2005
172,172,"Michael Long",72,18.88,54,286,"BirdieorBetterPercentageLess125",2005
173,173,"Tommy Armour III",103,18.86,76,403,"BirdieorBetterPercentageLess125",2005
174,174,"Daniel Chopra",108,18.77,73,389,"BirdieorBetterPercentageLess125",2005
174,174,"Shaun Micheel",81,18.77,49,261,"BirdieorBetterPercentageLess125",2005
176,176,"Retief Goosen",71,18.75,36,192,"BirdieorBetterPercentageLess125",2005
177,177,"Rory Sabbatini",81,18.73,50,267,"BirdieorBetterPercentageLess125",2005
178,178,"Matt Davidson",53,18.7,43,230,"BirdieorBetterPercentageLess125",2005
179,179,"Cameron Beckman",96,18.64,63,338,"BirdieorBetterPercentageLess125",2005
180,180,"Ian Poulter",62,18.49,27,146,"BirdieorBetterPercentageLess125",2005
181,181,"Jerry Kelly",101,18.48,56,303,"BirdieorBetterPercentageLess125",2005
182,182,"Matt Kuchar",60,18.41,44,239,"BirdieorBetterPercentageLess125",2005
183,183,"Brandt Jobe",96,18.15,61,336,"BirdieorBetterPercentageLess125",2005
184,184,"DJ Brigman",76,18.14,43,237,"BirdieorBetterPercentageLess125",2005
185,185,"James Driscoll",73,17.96,44,245,"BirdieorBetterPercentageLess125",2005
186,186,"John Elliott",58,17.84,38,213,"BirdieorBetterPercentageLess125",2005
187,187,"Craig Perks",67,17.81,44,247,"BirdieorBetterPercentageLess125",2005
188,188,"Mathias Gronberg",60,17.77,43,242,"BirdieorBetterPercentageLess125",2005
189,189,"Jason Allred",75,17.75,49,276,"BirdieorBetterPercentageLess125",2005
190,190,"Scott McCarron",78,17.67,38,215,"BirdieorBetterPercentageLess125",2005
191,191,"Paul Gow",78,17.52,48,274,"BirdieorBetterPercentageLess125",2005
192,192,"Jay Williamson",53,17.35,34,196,"BirdieorBetterPercentageLess125",2005
193,193,"Lee Westwood",50,17.31,27,156,"BirdieorBetterPercentageLess125",2005
194,194,"Aaron Baddeley",84,17.24,45,261,"BirdieorBetterPercentageLess125",2005
195,195,"DJ Trahan",81,17.18,50,291,"BirdieorBetterPercentageLess125",2005
196,196,"Bradley Hughes",52,16.83,34,202,"BirdieorBetterPercentageLess125",2005
197,197,"Dennis Paulson",63,16.73,43,257,"BirdieorBetterPercentageLess125",2005
198,198,"Hideto Tanihara",50,16.49,31,188,"BirdieorBetterPercentageLess125",2005
199,199,"Steve Jones",56,16.25,26,160,"BirdieorBetterPercentageLess125",2005
200,200,"Ben Curtis",65,16.14,36,223,"BirdieorBetterPercentageLess125",2005
201,201,"Jim Carter",62,15.91,35,220,"BirdieorBetterPercentageLess125",2005
202,202,"Thomas Levet",54,13.27,15,113,"BirdieorBetterPercentageLess125",2005
