"LeftRoughProximity_RANKTHISWEEK_2008","LeftRoughProximity_RANKLASTWEEK_2008","LeftRoughProximity_PLAYERNAME_2008","LeftRoughProximity_ROUNDS_2008","LeftRoughProximity_AVG_2008","LeftRoughProximity_ATTEMPTS_2008","LeftRoughProximity_TOTALDISTANCEFEET_2008","LeftRoughProximity_RELATIVETOPAR_2008","stat_name","year"
118,118,"Jon Mills",95,NA,147,6501.667,18,"LeftRoughProximity",2008
118,118,"Brenden Pappas",66,NA,103,4561,14,"LeftRoughProximity",2008
120,120,"Phil Mickelson",80,NA,133,5892.75,8,"LeftRoughProximity",2008
120,120,"Brett Quigley",80,NA,125,5544.167,13,"LeftRoughProximity",2008
122,122,"Jonathan Byrd",88,NA,97,4305.417,17,"LeftRoughProximity",2008
122,122,"Jason Day",81,NA,121,5378.083,19,"LeftRoughProximity",2008
122,122,"Chez Reavie",102,NA,111,4933.083,23,"LeftRoughProximity",2008
125,125,"Carlos Franco",73,NA,130,5780.25,17,"LeftRoughProximity",2008
125,125,"Jeff Quinney",87,NA,110,4894.917,25,"LeftRoughProximity",2008
125,125,"Tag Ridings",88,NA,139,6181.75,25,"LeftRoughProximity",2008
125,125,"Jimmy Walker",73,NA,137,6094.667,16,"LeftRoughProximity",2008
125,125,"Mark Wilson",107,NA,124,5516.25,25,"LeftRoughProximity",2008
130,130,"Olin Browne",77,NA,101,4503,35,"LeftRoughProximity",2008
130,130,"Bart Bryant",81,NA,74,3297.083,11,"LeftRoughProximity",2008
130,130,"Craig Kanada",65,NA,81,3614.583,16,"LeftRoughProximity",2008
133,133,"Chad Campbell",94,NA,123,5495,19,"LeftRoughProximity",2008
133,133,"Lucas Glover",91,NA,160,7140.333,25,"LeftRoughProximity",2008
133,133,"Greg Kraft",63,NA,60,2680.417,20,"LeftRoughProximity",2008
136,136,"Joe Durant",92,NA,99,4437.167,22,"LeftRoughProximity",2008
136,136,"Jeff Overton",103,NA,180,8068.917,18,"LeftRoughProximity",2008
138,138,"Jesper Parnevik",88,NA,128,5753.167,10,"LeftRoughProximity",2008
139,139,"Hunter Mahan",87,NA,109,4903,18,"LeftRoughProximity",2008
139,139,"Bob Sowards",61,NA,72,3241,12,"LeftRoughProximity",2008
141,141,"Fred Couples",60,NA,87,3920,12,"LeftRoughProximity",2008
141,141,"Ryuji Imada",80,NA,117,5274.417,16,"LeftRoughProximity",2008
143,143,"Mike Weir",88,NA,93,4201.167,9,"LeftRoughProximity",2008
144,144,"Rod Pampling",83,NA,116,5246.917,16,"LeftRoughProximity",2008
144,144,"Scott Sterling",89,NA,108,4888.083,7,"LeftRoughProximity",2008
146,146,"Glen Day",64,NA,111,5032.75,22,"LeftRoughProximity",2008
147,147,"Chad Collins",72,NA,106,4818.417,26,"LeftRoughProximity",2008
147,147,"Marco Dawson",64,NA,86,3905.75,22,"LeftRoughProximity",2008
147,147,"Nathan Green",95,NA,170,7727.667,35,"LeftRoughProximity",2008
150,150,"Trevor Immelman",70,NA,80,3640.667,15,"LeftRoughProximity",2008
150,150,"Tom Pernice Jr",104,NA,148,6732.667,25,"LeftRoughProximity",2008
152,152,"Brad Adamonis",87,NA,141,6440.083,17,"LeftRoughProximity",2008
152,152,"Jim Furyk",95,NA,91,4156.917,13,"LeftRoughProximity",2008
152,152,"Cliff Kresge",84,NA,146,6671.917,32,"LeftRoughProximity",2008
152,152,"Patrick Sheehan",124,NA,158,7213.667,33,"LeftRoughProximity",2008
156,156,"Brian Davis",108,NA,122,5614.75,18,"LeftRoughProximity",2008
156,156,"Mathias Gronberg",87,NA,151,6950.167,23,"LeftRoughProximity",2008
156,156,"Jeff Maggert",86,NA,129,5937.833,29,"LeftRoughProximity",2008
159,159,"David Duval",51,NA,103,4745.583,20,"LeftRoughProximity",2008
159,159,"Davis Love III",78,NA,125,5756.75,15,"LeftRoughProximity",2008
161,161,"Paul Casey",55,NA,58,2677.833,14,"LeftRoughProximity",2008
162,162,"Billy Andrade",71,NA,111,5148.167,35,"LeftRoughProximity",2008
162,162,"Shigeki Maruyama",50,NA,94,4364.583,19,"LeftRoughProximity",2008
162,162,"Jay Williamson",96,NA,97,4505.917,25,"LeftRoughProximity",2008
165,165,"Kenneth Ferrie",72,NA,99,4603.583,21,"LeftRoughProximity",2008
166,166,"Stuart Appleby",87,NA,112,5239.25,8,"LeftRoughProximity",2008
166,166,"Ryan Moore",72,NA,103,4812.583,22,"LeftRoughProximity",2008
168,168,"Jason Allred",63,NA,104,4876.333,18,"LeftRoughProximity",2008
168,168,"Tim Wilkinson",95,NA,140,6563.25,20,"LeftRoughProximity",2008
170,170,"Tim Petrovic",97,NA,132,6217.833,20,"LeftRoughProximity",2008
171,171,"Billy Mayfair",103,NA,94,4430.083,15,"LeftRoughProximity",2008
171,171,"Corey Pavin",69,NA,58,2735.083,11,"LeftRoughProximity",2008
171,171,"Chris Riley",51,NA,55,2592.75,8,"LeftRoughProximity",2008
174,174,"Brad Elder",67,NA,93,4413.583,18,"LeftRoughProximity",2008
174,174,"Kevin Na",97,NA,138,6540.583,25,"LeftRoughProximity",2008
174,174,"John Riegger",73,NA,96,4549.583,12,"LeftRoughProximity",2008
177,177,"Tim Herron",97,NA,142,6749.083,24,"LeftRoughProximity",2008
178,178,"Todd Demsey",80,NA,137,6562.333,16,"LeftRoughProximity",2008
179,179,"Johnson Wagner",83,NA,118,5664.167,22,"LeftRoughProximity",2008
180,180,"Jeff Gove",50,NA,46,2211.167,12,"LeftRoughProximity",2008
180,180,"Matt Jones",95,NA,159,7648.75,18,"LeftRoughProximity",2008
182,182,"Cameron Beckman",87,NA,111,5345.333,26,"LeftRoughProximity",2008
182,182,"Scott McCarron",63,NA,75,3614.417,14,"LeftRoughProximity",2008
184,184,"Doug LaBelle II",65,NA,93,4494.417,17,"LeftRoughProximity",2008
185,185,"Peter Lonard",92,NA,134,6503.833,22,"LeftRoughProximity",2008
186,186,"JB Holmes",86,NA,164,7964.583,25,"LeftRoughProximity",2008
186,186,"Will Ma Kenzie",62,NA,81,3932.083,17,"LeftRoughProximity",2008
188,188,"Marc Turnesa",87,NA,117,5746.417,19,"LeftRoughProximity",2008
189,189,"Mathew Goggin",91,NA,144,7075.583,17,"LeftRoughProximity",2008
189,189,"Lee Janzen",89,NA,145,7133,31,"LeftRoughProximity",2008
191,191,"Jerry Kelly",89,NA,132,6512.917,18,"LeftRoughProximity",2008
192,192,"JP Hayes",67,NA,88,4414.083,7,"LeftRoughProximity",2008
193,193,"KJ Choi",74,NA,117,5943.583,23,"LeftRoughProximity",2008
193,193,"David Lutterus",59,NA,79,4013.417,17,"LeftRoughProximity",2008
195,195,"Chris Stroud",81,NA,73,3760.417,17,"LeftRoughProximity",2008
196,196,"Paul Claxton",63,NA,71,3849.75,21,"LeftRoughProximity",2008
197,197,"Aaron Baddeley",76,NA,88,5011.75,15,"LeftRoughProximity",2008
