"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2013","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2013","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2013","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2013","FirstTeeEarlyPar3ScoringAverage_AVG_2013","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2013","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Justin Rose",62,2.88,46,16,"FirstTeeEarlyPar3ScoringAverage",2013
2,2,"Brandt Jobe",62,2.89,220,76,"FirstTeeEarlyPar3ScoringAverage",2013
3,3,"Andrew Svoboda",46,2.92,175,60,"FirstTeeEarlyPar3ScoringAverage",2013
4,4,"Steve LeBrun",66,2.94,247,84,"FirstTeeEarlyPar3ScoringAverage",2013
4,4,"Pat Perez",69,2.94,226,77,"FirstTeeEarlyPar3ScoringAverage",2013
6,6,"Sangmoon Bae",83,2.95,304,103,"FirstTeeEarlyPar3ScoringAverage",2013
6,6,"Geoff Ogilvy",57,2.95,277,94,"FirstTeeEarlyPar3ScoringAverage",2013
8,8,"Stuart Appleby",88,2.96,204,69,"FirstTeeEarlyPar3ScoringAverage",2013
8,8,"Bob Estes",66,2.96,263,89,"FirstTeeEarlyPar3ScoringAverage",2013
8,8,"Jim Furyk",80,2.96,213,72,"FirstTeeEarlyPar3ScoringAverage",2013
8,8,"Bill Haas",85,2.96,225,76,"FirstTeeEarlyPar3ScoringAverage",2013
8,8,"Charl Schwartzel",69,2.96,213,72,"FirstTeeEarlyPar3ScoringAverage",2013
13,13,"Colt Knost",69,2.97,309,104,"FirstTeeEarlyPar3ScoringAverage",2013
13,13,"DH Lee",65,2.97,261,88,"FirstTeeEarlyPar3ScoringAverage",2013
13,13,"Richard Lee",81,2.97,330,111,"FirstTeeEarlyPar3ScoringAverage",2013
13,13,"Robert Streb",75,2.97,303,102,"FirstTeeEarlyPar3ScoringAverage",2013
13,13,"Brian Stuard",78,2.97,199,67,"FirstTeeEarlyPar3ScoringAverage",2013
18,18,"Jason Day",86,2.98,268,90,"FirstTeeEarlyPar3ScoringAverage",2013
18,18,"Jim Herman",59,2.98,182,61,"FirstTeeEarlyPar3ScoringAverage",2013
18,18,"John Huh",88,2.98,367,123,"FirstTeeEarlyPar3ScoringAverage",2013
