"AveragePuttingDistanceAll1putts_RANKTHISWEEK_2008","AveragePuttingDistanceAll1putts_RANKLASTWEEK_2008","AveragePuttingDistanceAll1putts_PLAYERNAME_2008","AveragePuttingDistanceAll1putts_ROUNDS_2008","AveragePuttingDistanceAll1putts_AVG_2008","AveragePuttingDistanceAll1putts_DISTANCEFEET_2008","AveragePuttingDistanceAll1putts_TOTALPUTTS_2008","stat_name","year"
1,1,"Hunter Mahan",87,NA,3924.833,462,"AveragePuttingDistanceAll1putts",2008
2,2,"Chad Campbell",94,NA,4810.833,582,"AveragePuttingDistanceAll1putts",2008
2,2,"Steve Elkington",84,NA,4090.083,497,"AveragePuttingDistanceAll1putts",2008
4,4,"Richard Johnson",60,NA,2581.167,317,"AveragePuttingDistanceAll1putts",2008
5,5,"KJ Choi",74,NA,3213,399,"AveragePuttingDistanceAll1putts",2008
6,6,"Ben Crane",86,NA,4385.417,547,"AveragePuttingDistanceAll1putts",2008
6,6,"Mark Hensby",71,NA,3542.417,443,"AveragePuttingDistanceAll1putts",2008
6,6,"Rory Sabbatini",77,NA,3436.083,428,"AveragePuttingDistanceAll1putts",2008
9,9,"Ryan Armour",87,NA,3939.417,498,"AveragePuttingDistanceAll1putts",2008
9,9,"Joe Durant",92,NA,3640.25,458,"AveragePuttingDistanceAll1putts",2008
9,9,"Carlos Franco",73,NA,3284.083,417,"AveragePuttingDistanceAll1putts",2008
9,9,"Scott McCarron",63,NA,3079.167,391,"AveragePuttingDistanceAll1putts",2008
9,9,"Mark Wilson",107,NA,5760.583,730,"AveragePuttingDistanceAll1putts",2008
14,14,"Steve Allan",58,NA,2452.417,313,"AveragePuttingDistanceAll1putts",2008
14,14,"Billy Andrade",71,NA,3015.5,383,"AveragePuttingDistanceAll1putts",2008
14,14,"Woody Austin",109,NA,4760.167,610,"AveragePuttingDistanceAll1putts",2008
14,14,"Steve Marino",119,NA,5554.167,706,"AveragePuttingDistanceAll1putts",2008
14,14,"Ron Whittaker",54,NA,1997.75,255,"AveragePuttingDistanceAll1putts",2008
19,19,"Stewart Cink",87,NA,3504.667,454,"AveragePuttingDistanceAll1putts",2008
