"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2012","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2012","GoingfortheGreenHitGreenPct_PLAYERNAME_2012","GoingfortheGreenHitGreenPct_ROUNDS_2012","GoingfortheGreenHitGreenPct_Pct_2012","GoingfortheGreenHitGreenPct_SUCCESSES_2012","GoingfortheGreenHitGreenPct_ATTEMPTS_2012","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2012","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2012","stat_name","year"
31,31,"Brandt Snedeker",81,26.36,29,110,-29,NA,"GoingfortheGreenHitGreenPct",2012
32,32,"Jason Dufner",83,26.19,33,126,-33,NA,"GoingfortheGreenHitGreenPct",2012
33,33,"Graham DeLaet",79,26.17,39,149,-40,NA,"GoingfortheGreenHitGreenPct",2012
34,34,"JB Holmes",90,26.04,50,192,-53,NA,"GoingfortheGreenHitGreenPct",2012
35,35,"Keegan Bradley",90,25.97,47,181,-47,NA,"GoingfortheGreenHitGreenPct",2012
36,36,"DA Points",88,25.9,43,166,-41,NA,"GoingfortheGreenHitGreenPct",2012
37,37,"Tim Clark",60,25.76,17,66,-15,NA,"GoingfortheGreenHitGreenPct",2012
38,38,"Bubba Watson",68,25.75,43,167,-51,NA,"GoingfortheGreenHitGreenPct",2012
39,39,"Vijay Singh",99,25.7,46,179,-49,NA,"GoingfortheGreenHitGreenPct",2012
40,40,"Bobby Gates",87,25.58,44,172,-45,NA,"GoingfortheGreenHitGreenPct",2012
41,41,"Henrik Stenson",51,25.51,25,98,-23,NA,"GoingfortheGreenHitGreenPct",2012
42,42,"Boo Weekley",74,25.47,27,106,-28,NA,"GoingfortheGreenHitGreenPct",2012
43,43,"Rod Pampling",88,25.42,30,118,-30,NA,"GoingfortheGreenHitGreenPct",2012
44,44,"Tim Herron",88,25.41,31,122,-29,NA,"GoingfortheGreenHitGreenPct",2012
45,45,"Brendon de Jonge",115,25.25,51,202,-51,NA,"GoingfortheGreenHitGreenPct",2012
46,46,"Brian Harman",101,25,40,160,-48,NA,"GoingfortheGreenHitGreenPct",2012
46,46,"Richard Lee",71,25,25,100,-25,NA,"GoingfortheGreenHitGreenPct",2012
46,46,"Greg Owen",90,25,37,148,-35,NA,"GoingfortheGreenHitGreenPct",2012
49,49,"Billy Mayfair",90,24.84,38,153,-36,NA,"GoingfortheGreenHitGreenPct",2012
50,50,"Mathew Goggin",65,24.79,29,117,-32,NA,"GoingfortheGreenHitGreenPct",2012
51,51,"Jhonattan Vegas",77,24.7,41,166,-39,NA,"GoingfortheGreenHitGreenPct",2012
52,52,"John Rollins",81,24.67,37,150,-37,NA,"GoingfortheGreenHitGreenPct",2012
53,53,"Brendan Steele",77,24.62,32,130,-27,NA,"GoingfortheGreenHitGreenPct",2012
54,54,"Kyle Reifers",86,24.56,28,114,-29,NA,"GoingfortheGreenHitGreenPct",2012
55,55,"Josh Teater",97,24.49,48,196,-49,NA,"GoingfortheGreenHitGreenPct",2012
56,56,"Michael Bradley",63,24.42,21,86,-19,NA,"GoingfortheGreenHitGreenPct",2012
57,57,"Kyle Stanley",86,24.31,44,181,-47,NA,"GoingfortheGreenHitGreenPct",2012
58,58,"Chris Kirk",93,24.29,43,177,-45,NA,"GoingfortheGreenHitGreenPct",2012
59,59,"Davis Love III",64,24.21,23,95,-23,NA,"GoingfortheGreenHitGreenPct",2012
60,60,"Gary Christian",91,24.17,29,120,-30,NA,"GoingfortheGreenHitGreenPct",2012
61,61,"Brendon Todd",78,24.05,19,79,-20,NA,"GoingfortheGreenHitGreenPct",2012
62,62,"Sergio Garcia",57,24,24,100,-27,NA,"GoingfortheGreenHitGreenPct",2012
63,63,"Ian Poulter",57,23.94,17,71,-18,NA,"GoingfortheGreenHitGreenPct",2012
64,64,"David Toms",60,23.81,15,63,-16,NA,"GoingfortheGreenHitGreenPct",2012
65,65,"Charley Hoffman",88,23.76,43,181,-45,NA,"GoingfortheGreenHitGreenPct",2012
66,66,"Scott Piercy",95,23.67,49,207,-52,NA,"GoingfortheGreenHitGreenPct",2012
67,67,"Garth Mulroy",59,23.66,22,93,-27,NA,"GoingfortheGreenHitGreenPct",2012
67,67,"Seung Yul Noh",105,23.66,44,186,-49,NA,"GoingfortheGreenHitGreenPct",2012
69,69,"Louis Oosthuizen",65,23.53,24,102,-28,NA,"GoingfortheGreenHitGreenPct",2012
70,70,"Troy Matteson",100,23.33,42,180,-39,NA,"GoingfortheGreenHitGreenPct",2012
70,70,"Kyle Thompson",51,23.33,14,60,-10,NA,"GoingfortheGreenHitGreenPct",2012
72,72,"Luke Donald",63,23.29,17,73,-19,NA,"GoingfortheGreenHitGreenPct",2012
73,73,"John Mallinger",74,23.17,19,82,-22,NA,"GoingfortheGreenHitGreenPct",2012
74,74,"Harris English",98,23.16,44,190,-43,NA,"GoingfortheGreenHitGreenPct",2012
75,75,"Jeff Maggert",83,23.13,31,134,-37,NA,"GoingfortheGreenHitGreenPct",2012
76,76,"Bryce Molder",83,23.08,18,78,-18,NA,"GoingfortheGreenHitGreenPct",2012
77,77,"Will Claxton",99,23.03,38,165,-36,NA,"GoingfortheGreenHitGreenPct",2012
78,78,"Heath Slocum",93,23.01,26,113,-26,NA,"GoingfortheGreenHitGreenPct",2012
79,79,"Jonathan Byrd",69,22.83,29,127,-27,NA,"GoingfortheGreenHitGreenPct",2012
80,80,"Steve Stricker",73,22.68,22,97,-21,NA,"GoingfortheGreenHitGreenPct",2012
81,81,"Martin Flores",95,22.67,34,150,-32,NA,"GoingfortheGreenHitGreenPct",2012
81,81,"Tom Pernice Jr",62,22.67,17,75,-19,NA,"GoingfortheGreenHitGreenPct",2012
83,83,"Ricky Barnes",92,22.54,32,142,-31,NA,"GoingfortheGreenHitGreenPct",2012
83,83,"Ryan Moore",89,22.54,32,142,-34,NA,"GoingfortheGreenHitGreenPct",2012
83,83,"Dicky Pride",62,22.54,16,71,-16,NA,"GoingfortheGreenHitGreenPct",2012
83,83,"Alexandre Rocha",62,22.54,16,71,-17,NA,"GoingfortheGreenHitGreenPct",2012
87,87,"Carl Pettersson",92,22.52,34,151,-36,NA,"GoingfortheGreenHitGreenPct",2012
88,88,"Stephen Ames",54,22.45,11,49,-9,NA,"GoingfortheGreenHitGreenPct",2012
88,88,"John Senden",81,22.45,33,147,-35,NA,"GoingfortheGreenHitGreenPct",2012
90,90,"James Driscoll",83,22.44,35,156,-42,NA,"GoingfortheGreenHitGreenPct",2012
91,91,"DJ Trahan",73,22.4,28,125,-28,NA,"GoingfortheGreenHitGreenPct",2012
92,92,"Roberto Castro",92,22.38,32,143,-29,NA,"GoingfortheGreenHitGreenPct",2012
92,92,"Marc Leishman",84,22.38,32,143,-29,NA,"GoingfortheGreenHitGreenPct",2012
92,92,"Camilo Villegas",79,22.38,32,143,-29,NA,"GoingfortheGreenHitGreenPct",2012
95,95,"Tommy Biershenk",74,22.22,22,99,-21,NA,"GoingfortheGreenHitGreenPct",2012
96,96,"Steve Wheatcroft",56,22.06,15,68,-20,NA,"GoingfortheGreenHitGreenPct",2012
97,97,"Rocco Mediate",70,21.78,22,101,-26,NA,"GoingfortheGreenHitGreenPct",2012
98,98,"Chez Reavie",83,21.7,23,106,-21,NA,"GoingfortheGreenHitGreenPct",2012
99,99,"Nathan Green",73,21.67,26,120,-28,NA,"GoingfortheGreenHitGreenPct",2012
100,100,"Trevor Immelman",76,21.65,21,97,-20,NA,"GoingfortheGreenHitGreenPct",2012
101,101,"Kevin Chappell",91,21.62,32,148,-32,NA,"GoingfortheGreenHitGreenPct",2012
101,101,"Brandt Jobe",57,21.62,16,74,-18,NA,"GoingfortheGreenHitGreenPct",2012
103,103,"Cameron Beckman",81,21.57,22,102,-23,NA,"GoingfortheGreenHitGreenPct",2012
103,103,"Miguel Angel Carballo",73,21.57,22,102,-24,NA,"GoingfortheGreenHitGreenPct",2012
105,105,"Rory Sabbatini",84,21.47,35,163,-34,NA,"GoingfortheGreenHitGreenPct",2012
106,106,"Cameron Tringale",88,21.3,36,169,-33,NA,"GoingfortheGreenHitGreenPct",2012
107,107,"Bud Cauley",99,21.14,37,175,-36,NA,"GoingfortheGreenHitGreenPct",2012
108,108,"Edward Loar",59,21.11,19,90,-22,NA,"GoingfortheGreenHitGreenPct",2012
109,109,"Blake Adams",107,21.05,36,171,-38,NA,"GoingfortheGreenHitGreenPct",2012
109,109,"Bo Van Pelt",84,21.05,28,133,-32,NA,"GoingfortheGreenHitGreenPct",2012
111,111,"Robert Allenby",76,20.95,22,105,-13,NA,"GoingfortheGreenHitGreenPct",2012
112,112,"Stewart Cink",71,20.83,20,96,-23,NA,"GoingfortheGreenHitGreenPct",2012
113,113,"Kevin Streelman",89,20.78,32,154,-32,NA,"GoingfortheGreenHitGreenPct",2012
114,114,"Erik Compton",81,20.74,28,135,-31,NA,"GoingfortheGreenHitGreenPct",2012
115,115,"Aaron Baddeley",73,20.69,24,116,-26,NA,"GoingfortheGreenHitGreenPct",2012
116,116,"Kevin Kisner",69,20.65,19,92,-23,NA,"GoingfortheGreenHitGreenPct",2012
117,117,"KJ Choi",71,20.59,21,102,-23,NA,"GoingfortheGreenHitGreenPct",2012
118,118,"Scott Dunlap",57,20.51,16,78,-13,NA,"GoingfortheGreenHitGreenPct",2012
119,119,"John Daly",50,20.45,18,88,-19,NA,"GoingfortheGreenHitGreenPct",2012
120,120,"Roland Thatcher",55,20.25,16,79,-15,NA,"GoingfortheGreenHitGreenPct",2012
121,121,"Jason Kokrak",79,20.14,29,144,-35,NA,"GoingfortheGreenHitGreenPct",2012
122,122,"Jim Furyk",85,20,17,85,-16,NA,"GoingfortheGreenHitGreenPct",2012
123,123,"Rickie Fowler",84,19.87,30,151,-34,NA,"GoingfortheGreenHitGreenPct",2012
124,124,"David Hearn",95,19.85,26,131,-27,NA,"GoingfortheGreenHitGreenPct",2012
125,125,"Troy Kelly",68,19.78,18,91,-22,NA,"GoingfortheGreenHitGreenPct",2012
126,126,"Andres Romero",68,19.67,24,122,-25,NA,"GoingfortheGreenHitGreenPct",2012
127,127,"Ken Duke",104,19.61,30,153,-36,NA,"GoingfortheGreenHitGreenPct",2012
128,128,"Kevin Stadler",85,19.59,29,148,-27,NA,"GoingfortheGreenHitGreenPct",2012
129,129,"Vaughn Taylor",81,19.57,18,92,-17,NA,"GoingfortheGreenHitGreenPct",2012
130,130,"Kris Blanks",65,19.47,22,113,-27,NA,"GoingfortheGreenHitGreenPct",2012
131,131,"Freddie Jacobson",61,19.44,14,72,-15,NA,"GoingfortheGreenHitGreenPct",2012
132,132,"Justin Rose",69,19.42,20,103,-22,NA,"GoingfortheGreenHitGreenPct",2012
133,133,"Ben Curtis",62,19.4,13,67,-15,NA,"GoingfortheGreenHitGreenPct",2012
134,134,"Webb Simpson",77,19.23,30,156,-31,NA,"GoingfortheGreenHitGreenPct",2012
135,135,"George McNeill",85,19.18,28,146,-32,NA,"GoingfortheGreenHitGreenPct",2012
136,136,"Colt Knost",79,19.12,13,68,-13,NA,"GoingfortheGreenHitGreenPct",2012
137,137,"Matt Kuchar",86,19.05,20,105,-21,NA,"GoingfortheGreenHitGreenPct",2012
138,138,"Jason Bohn",81,18.95,18,95,-20,NA,"GoingfortheGreenHitGreenPct",2012
139,139,"Chad Campbell",84,18.94,25,132,-22,NA,"GoingfortheGreenHitGreenPct",2012
140,140,"Stephen Gangluff",57,18.92,14,74,-13,NA,"GoingfortheGreenHitGreenPct",2012
141,141,"Jeff Overton",101,18.81,38,202,-38,NA,"GoingfortheGreenHitGreenPct",2012
141,141,"Lee Westwood",60,18.81,19,101,-21,NA,"GoingfortheGreenHitGreenPct",2012
143,143,"Graeme McDowell",55,18.75,12,64,-14,NA,"GoingfortheGreenHitGreenPct",2012
144,144,"Ryan Palmer",81,18.63,30,161,-30,NA,"GoingfortheGreenHitGreenPct",2012
145,145,"Spencer Levin",81,18.32,24,131,-22,NA,"GoingfortheGreenHitGreenPct",2012
146,146,"Kevin Na",80,18.25,25,137,-22,NA,"GoingfortheGreenHitGreenPct",2012
147,147,"Matt Jones",53,18.18,16,88,-17,NA,"GoingfortheGreenHitGreenPct",2012
148,148,"Zach Johnson",95,18.11,23,127,-28,NA,"GoingfortheGreenHitGreenPct",2012
149,149,"Hunter Mahan",88,18.05,24,133,-23,NA,"GoingfortheGreenHitGreenPct",2012
150,150,"Matt Bettencourt",80,17.76,19,107,-20,NA,"GoingfortheGreenHitGreenPct",2012
151,151,"Sangmoon Bae",81,17.59,19,108,-18,NA,"GoingfortheGreenHitGreenPct",2012
151,151,"JJ Henry",93,17.59,19,108,-18,NA,"GoingfortheGreenHitGreenPct",2012
153,153,"Stuart Appleby",75,17.53,17,97,-17,NA,"GoingfortheGreenHitGreenPct",2012
154,154,"John Huh",99,17.34,30,173,-26,NA,"GoingfortheGreenHitGreenPct",2012
155,155,"Gavin Coles",72,17.24,10,58,-9,NA,"GoingfortheGreenHitGreenPct",2012
156,156,"Tom Gillis",75,17.02,24,141,-26,NA,"GoingfortheGreenHitGreenPct",2012
157,157,"Billy Hurley III",70,16.98,9,53,-10,NA,"GoingfortheGreenHitGreenPct",2012
158,158,"Ernie Els",80,16.94,21,124,-25,NA,"GoingfortheGreenHitGreenPct",2012
159,159,"Charlie Wi",86,16.8,21,125,-23,NA,"GoingfortheGreenHitGreenPct",2012
160,160,"Martin Laird",77,16.67,24,144,-21,NA,"GoingfortheGreenHitGreenPct",2012
161,161,"Arjun Atwal",79,16.53,20,121,-22,NA,"GoingfortheGreenHitGreenPct",2012
162,162,"Brian Davis",91,16.52,19,115,-24,NA,"GoingfortheGreenHitGreenPct",2012
163,163,"Chris Stroud",86,16.39,20,122,-20,NA,"GoingfortheGreenHitGreenPct",2012
164,164,"Robert Karlsson",54,16.33,16,98,-13,NA,"GoingfortheGreenHitGreenPct",2012
165,165,"Ted Potter Jr",77,16.3,15,92,-14,NA,"GoingfortheGreenHitGreenPct",2012
166,166,"Daniel Chopra",55,15.79,12,76,-13,NA,"GoingfortheGreenHitGreenPct",2012
166,166,"Chris DiMarco",83,15.79,15,95,-17,NA,"GoingfortheGreenHitGreenPct",2012
166,166,"Tommy Gainey",98,15.79,27,171,-28,NA,"GoingfortheGreenHitGreenPct",2012
166,166,"Brian Gay",91,15.79,12,76,-12,NA,"GoingfortheGreenHitGreenPct",2012
170,170,"Padraig Harrington",67,15.73,14,89,-15,NA,"GoingfortheGreenHitGreenPct",2012
171,171,"Mark Wilson",84,15.69,16,102,-21,NA,"GoingfortheGreenHitGreenPct",2012
172,172,"Daniel Summerhays",81,15.45,19,123,-21,NA,"GoingfortheGreenHitGreenPct",2012
173,173,"William McGirt",96,15.38,18,117,-19,NA,"GoingfortheGreenHitGreenPct",2012
174,174,"Mark Anderson",75,15.25,18,118,-15,NA,"GoingfortheGreenHitGreenPct",2012
175,175,"Jerry Kelly",84,15.24,16,105,-18,NA,"GoingfortheGreenHitGreenPct",2012
176,176,"Ryuji Imada",78,15.05,14,93,-14,NA,"GoingfortheGreenHitGreenPct",2012
177,177,"Matt Every",80,14.91,17,114,-16,NA,"GoingfortheGreenHitGreenPct",2012
178,178,"Derek Lamely",64,14.85,15,101,-16,NA,"GoingfortheGreenHitGreenPct",2012
179,179,"Bill Lunde",83,14.75,18,122,-18,NA,"GoingfortheGreenHitGreenPct",2012
180,180,"Danny Lee",74,14.55,16,110,-17,NA,"GoingfortheGreenHitGreenPct",2012
181,181,"Greg Chalmers",88,14.29,18,126,-18,NA,"GoingfortheGreenHitGreenPct",2012
182,182,"David Mathis",83,14.12,12,85,-16,NA,"GoingfortheGreenHitGreenPct",2012
183,183,"Sung Kang",75,13.86,14,101,-15,NA,"GoingfortheGreenHitGreenPct",2012
184,184,"Nick OHern",78,13.85,9,65,-7,NA,"GoingfortheGreenHitGreenPct",2012
185,185,"Justin Leonard",79,12.82,10,78,-9,NA,"GoingfortheGreenHitGreenPct",2012
186,186,"Marco Dawson",60,12.68,9,71,-11,NA,"GoingfortheGreenHitGreenPct",2012
187,187,"JJ Killeen",101,12.5,19,152,-19,NA,"GoingfortheGreenHitGreenPct",2012
188,188,"YE Yang",64,12.33,9,73,-9,NA,"GoingfortheGreenHitGreenPct",2012
189,189,"Hunter Haas",69,11.4,13,114,-14,NA,"GoingfortheGreenHitGreenPct",2012
190,190,"Patrick Sheehan",58,10.94,7,64,-8,NA,"GoingfortheGreenHitGreenPct",2012
191,191,"Bob Estes",78,8.99,8,89,-7,NA,"GoingfortheGreenHitGreenPct",2012
