"EarlyRound3ScoringAverage_RANKTHISWEEK_2008","EarlyRound3ScoringAverage_RANKLASTWEEK_2008","EarlyRound3ScoringAverage_PLAYERNAME_2008","EarlyRound3ScoringAverage__2008","EarlyRound3ScoringAverage_AVG_2008","EarlyRound3ScoringAverage_TOTALSTROKES_2008","EarlyRound3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Scott McCarron",NA,67.5,270,4,"EarlyRound3ScoringAverage",2008
2,2,"Jason Day",NA,68,340,5,"EarlyRound3ScoringAverage",2008
3,3,"Bob Estes",NA,68.17,409,6,"EarlyRound3ScoringAverage",2008
4,4,"Bob Tway",NA,68.4,684,10,"EarlyRound3ScoringAverage",2008
5,5,"Jim McGovern",NA,68.5,411,6,"EarlyRound3ScoringAverage",2008
6,6,"Tim Clark",NA,68.83,413,6,"EarlyRound3ScoringAverage",2008
7,7,"Jim Furyk",NA,68.91,758,11,"EarlyRound3ScoringAverage",2008
7,7,"Boo Weekley",NA,68.91,758,11,"EarlyRound3ScoringAverage",2008
9,9,"Padraig Harrington",NA,69,345,5,"EarlyRound3ScoringAverage",2008
9,9,"Anthony Kim",NA,69,414,6,"EarlyRound3ScoringAverage",2008
9,9,"Hunter Mahan",NA,69,621,9,"EarlyRound3ScoringAverage",2008
12,12,"Bill Haas",NA,69.11,622,9,"EarlyRound3ScoringAverage",2008
13,13,"Chad Campbell",NA,69.25,554,8,"EarlyRound3ScoringAverage",2008
13,13,"Brandt Snedeker",NA,69.25,554,8,"EarlyRound3ScoringAverage",2008
15,15,"Tim Herron",NA,69.3,693,10,"EarlyRound3ScoringAverage",2008
16,16,"Jeff Maggert",NA,69.43,486,7,"EarlyRound3ScoringAverage",2008
17,17,"Cameron Beckman",NA,69.44,625,9,"EarlyRound3ScoringAverage",2008
18,18,"Sergio Garcia",NA,69.5,139,2,"EarlyRound3ScoringAverage",2008
18,18,"Craig Kanada",NA,69.5,278,4,"EarlyRound3ScoringAverage",2008
18,18,"Cliff Kresge",NA,69.5,556,8,"EarlyRound3ScoringAverage",2008
18,18,"Vaughn Taylor",NA,69.5,556,8,"EarlyRound3ScoringAverage",2008
22,22,"Davis Love III",NA,69.55,765,11,"EarlyRound3ScoringAverage",2008
22,22,"Jesper Parnevik",NA,69.55,765,11,"EarlyRound3ScoringAverage",2008
24,24,"Briny Baird",NA,69.57,487,7,"EarlyRound3ScoringAverage",2008
24,24,"Bart Bryant",NA,69.57,487,7,"EarlyRound3ScoringAverage",2008
26,26,"Freddie Jacobson",NA,69.6,348,5,"EarlyRound3ScoringAverage",2008
26,26,"John Riegger",NA,69.6,696,10,"EarlyRound3ScoringAverage",2008
28,28,"Kevin Sutherland",NA,69.62,905,13,"EarlyRound3ScoringAverage",2008
29,29,"Parker McLachlin",NA,69.63,557,8,"EarlyRound3ScoringAverage",2008
29,29,"Jay Williamson",NA,69.63,557,8,"EarlyRound3ScoringAverage",2008
31,31,"Justin Leonard",NA,69.67,836,12,"EarlyRound3ScoringAverage",2008
31,31,"Rod Pampling",NA,69.67,418,6,"EarlyRound3ScoringAverage",2008
