"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2016","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2016","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2016","AveragePuttingDistanceGIR3Putts_ROUNDS_2016","AveragePuttingDistanceGIR3Putts_AVG_2016","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2016","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2016","stat_name","year"
1,1,"Luke Donald",49,NA,7.232,11,"AveragePuttingDistanceGIR3Putts",2016
2,2,"Matt Kuchar",46,NA,6.545,10,"AveragePuttingDistanceGIR3Putts",2016
3,4,"Patton Kizzire",57,NA,11.063,17,"AveragePuttingDistanceGIR3Putts",2016
4,5,"Will Wilcox",47,NA,9.753,15,"AveragePuttingDistanceGIR3Putts",2016
5,2,"James Hahn",45,NA,10.959,17,"AveragePuttingDistanceGIR3Putts",2016
6,6,"Colt Knost",56,NA,10.626,17,"AveragePuttingDistanceGIR3Putts",2016
7,7,"John Huh",51,NA,11.115,18,"AveragePuttingDistanceGIR3Putts",2016
8,9,"Emiliano Grillo",47,NA,10.974,18,"AveragePuttingDistanceGIR3Putts",2016
9,17,"Bill Haas",42,NA,8.51,14,"AveragePuttingDistanceGIR3Putts",2016
10,22,"Kyle Reifers",63,NA,11.493,19,"AveragePuttingDistanceGIR3Putts",2016
11,8,"Hunter Mahan",43,NA,6.608,11,"AveragePuttingDistanceGIR3Putts",2016
12,13,"Jimmy Walker",43,NA,8.862,15,"AveragePuttingDistanceGIR3Putts",2016
13,14,"Kevin Na",52,NA,6.493,11,"AveragePuttingDistanceGIR3Putts",2016
13,14,"Kevin Streelman",46,NA,7.079,12,"AveragePuttingDistanceGIR3Putts",2016
15,21,"Robert Streb",51,NA,12.362,21,"AveragePuttingDistanceGIR3Putts",2016
16,24,"Gary Woodland",45,NA,8.202,14,"AveragePuttingDistanceGIR3Putts",2016
17,28,"Johnson Wagner",44,NA,8.756,15,"AveragePuttingDistanceGIR3Putts",2016
18,18,"Charl Schwartzel",29,NA,6.415,11,"AveragePuttingDistanceGIR3Putts",2016
18,19,"Brett Stegmaier",57,NA,11.658,20,"AveragePuttingDistanceGIR3Putts",2016
20,19,"Kyle Stanley",57,NA,11.061,19,"AveragePuttingDistanceGIR3Putts",2016
21,9,"Steve Marino",40,NA,8.669,15,"AveragePuttingDistanceGIR3Putts",2016
22,48,"Scott Langley",41,NA,6.909,12,"AveragePuttingDistanceGIR3Putts",2016
23,26,"Chris Kirk",51,NA,10.326,18,"AveragePuttingDistanceGIR3Putts",2016
23,26,"Ryan Palmer",46,NA,12.63,22,"AveragePuttingDistanceGIR3Putts",2016
25,12,"Ernie Els",34,NA,6.881,12,"AveragePuttingDistanceGIR3Putts",2016
