"Approachesfrom175200yardsRgh_RANKTHISWEEK_2007","Approachesfrom175200yardsRgh_RANKLASTWEEK_2007","Approachesfrom175200yardsRgh_PLAYERNAME_2007","Approachesfrom175200yardsRgh_ROUNDS_2007","Approachesfrom175200yardsRgh_AVG_2007","Approachesfrom175200yardsRgh_TOTALDISTANCEFEET_2007","Approachesfrom175200yardsRgh_OFATTEMPTS_2007","Approachesfrom175200yardsRgh_RELATIVETOPAR_2007","stat_name","year"
1,1,"Henrik Stenson",52,NA,453.083,11,2,"Approachesfrom175200yardsRgh",2007
2,2,"Jeff Sluman",60,NA,804.667,19,13,"Approachesfrom175200yardsRgh",2007
3,3,"DJ Trahan",99,NA,1740.167,41,11,"Approachesfrom175200yardsRgh",2007
4,4,"Zach Johnson",76,NA,788.917,18,4,"Approachesfrom175200yardsRgh",2007
5,5,"John Senden",97,NA,1980.083,45,8,"Approachesfrom175200yardsRgh",2007
6,6,"Ernie Els",59,NA,1321.667,30,2,"Approachesfrom175200yardsRgh",2007
7,7,"Bryce Molder",56,NA,1153.667,26,7,"Approachesfrom175200yardsRgh",2007
8,8,"Steve Stricker",81,NA,1828.833,41,6,"Approachesfrom175200yardsRgh",2007
9,9,"Pat Perez",84,NA,2057.083,46,8,"Approachesfrom175200yardsRgh",2007
10,10,"Tim Clark",66,NA,1080,24,5,"Approachesfrom175200yardsRgh",2007
11,11,"Charley Hoffman",97,NA,2419.75,53,8,"Approachesfrom175200yardsRgh",2007
11,11,"Chris Tidland",59,NA,731,16,3,"Approachesfrom175200yardsRgh",2007
13,13,"David Branshaw",83,NA,1784.417,39,14,"Approachesfrom175200yardsRgh",2007
13,13,"Padraig Harrington",64,NA,1602.167,35,6,"Approachesfrom175200yardsRgh",2007
13,13,"Kyle Reifers",71,NA,1556,34,10,"Approachesfrom175200yardsRgh",2007
16,16,"Tiger Woods",63,NA,920.75,20,-4,"Approachesfrom175200yardsRgh",2007
17,17,"Tommy Armour III",81,NA,649.667,14,2,"Approachesfrom175200yardsRgh",2007
