"ProximitytoHolefrom1020yards_RANKTHISWEEK_2011","ProximitytoHolefrom1020yards_RANKLASTWEEK_2011","ProximitytoHolefrom1020yards_PLAYERNAME_2011","ProximitytoHolefrom1020yards_ROUNDS_2011","ProximitytoHolefrom1020yards_AVGDTP_2011","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2011","ProximitytoHolefrom1020yards_OFSHOTS_2011","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2011","stat_name","year"
1,1,"Padraig Harrington",60,NA,764.667,133,49,"ProximitytoHolefrom1020yards",2011
1,1,"Justin Leonard",82,NA,1158.333,201,18,"ProximitytoHolefrom1020yards",2011
1,1,"Rory Sabbatini",85,NA,1040.333,180,84,"ProximitytoHolefrom1020yards",2011
4,4,"Ricky Barnes",78,NA,1033.417,174,117,"ProximitytoHolefrom1020yards",2011
4,4,"Brian Gay",90,NA,1348.25,227,7,"ProximitytoHolefrom1020yards",2011
4,4,"Tim Petrovic",88,NA,1456.333,247,38,"ProximitytoHolefrom1020yards",2011
4,4,"Ian Poulter",52,NA,726.083,123,122,"ProximitytoHolefrom1020yards",2011
4,4,"Vijay Singh",79,NA,1372.917,232,105,"ProximitytoHolefrom1020yards",2011
9,9,"Ryuji Imada",83,NA,1307.083,218,65,"ProximitytoHolefrom1020yards",2011
10,10,"Jarrod Lyle",83,NA,1393.333,228,104,"ProximitytoHolefrom1020yards",2011
10,10,"Matt McQuillan",59,NA,869.5,143,101,"ProximitytoHolefrom1020yards",2011
10,10,"Steve Stricker",70,NA,949,157,2,"ProximitytoHolefrom1020yards",2011
13,13,"Jonathan Byrd",83,NA,1335.917,217,106,"ProximitytoHolefrom1020yards",2011
13,13,"Zach Johnson",79,NA,1154,187,4,"ProximitytoHolefrom1020yards",2011
13,13,"Hunter Mahan",92,NA,1272.333,205,92,"ProximitytoHolefrom1020yards",2011
13,13,"Webb Simpson",98,NA,1389.5,225,16,"ProximitytoHolefrom1020yards",2011
17,17,"Ben Curtis",66,NA,1130.25,182,21,"ProximitytoHolefrom1020yards",2011
17,17,"Steve Elkington",50,NA,812.75,130,43,"ProximitytoHolefrom1020yards",2011
17,17,"Steve Flesch",88,NA,1696,273,108,"ProximitytoHolefrom1020yards",2011
17,17,"Jerry Kelly",85,NA,1122.667,179,14,"ProximitytoHolefrom1020yards",2011
17,17,"Nick OHern",89,NA,1207.75,192,58,"ProximitytoHolefrom1020yards",2011
17,17,"Aron Price",58,NA,880.75,141,137,"ProximitytoHolefrom1020yards",2011
23,23,"Kevin Chappell",78,NA,1238.583,195,72,"ProximitytoHolefrom1020yards",2011
23,23,"Luke Donald",73,NA,834.917,131,8,"ProximitytoHolefrom1020yards",2011
23,23,"Chris Kirk",87,NA,1409.583,223,99,"ProximitytoHolefrom1020yards",2011
23,23,"Bryce Molder",82,NA,1219.167,192,15,"ProximitytoHolefrom1020yards",2011
