"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2012","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2012","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2012","TenthTeeLateRound3ScoringAverage__2012","TenthTeeLateRound3ScoringAverage_AVG_2012","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2012","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Bubba Watson",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2012
2,2,"Ben Crane",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2012
2,2,"Pat Perez",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2012
4,4,"Stewart Cink",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2012
4,4,"Vijay Singh",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2012
4,4,"Josh Teater",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2012
7,7,"John Rollins",NA,67.5,135,2,"TenthTeeLateRound3ScoringAverage",2012
8,8,"Tim Herron",NA,67.67,203,3,"TenthTeeLateRound3ScoringAverage",2012
8,8,"Brandt Snedeker",NA,67.67,203,3,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Charlie Beljan",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Greg Chalmers",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Billy Hurley III",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Matt Jones",NA,68,204,3,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Ryan Palmer",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Daniel Summerhays",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Kyle Thompson",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Johnson Wagner",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
10,10,"Charlie Wi",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2012
19,19,"Brendon de Jonge",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2012
19,19,"Harris English",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2012
19,19,"Ryuji Imada",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2012
19,19,"Sean OHair",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2012
19,19,"John Senden",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2012
24,24,"Gary Christian",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2012
24,24,"Garth Mulroy",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2012
