"Scrambling2030ydsRTPScore_RANKTHISWEEK_2015","Scrambling2030ydsRTPScore_RANKLASTWEEK_2015","Scrambling2030ydsRTPScore_PLAYERNAME_2015","Scrambling2030ydsRTPScore_ROUNDS_2015","Scrambling2030ydsRTPScore_AVGRTP_2015","Scrambling2030ydsRTPScore_TOTALHOLES_2015","Scrambling2030ydsRTPScore_TOTALRTP_2015","stat_name","year"
1,1,"Bubba Watson",71,0.311,45,14,"Scrambling2030ydsRTPScore",2015
2,2,"Jonathan Byrd",69,0.333,57,19,"Scrambling2030ydsRTPScore",2015
3,3,"Jordan Spieth",91,0.345,58,20,"Scrambling2030ydsRTPScore",2015
4,4,"Morgan Hoffmann",85,0.354,99,35,"Scrambling2030ydsRTPScore",2015
5,5,"Lee Westwood",56,0.357,28,10,"Scrambling2030ydsRTPScore",2015
6,6,"Jason Day",75,0.358,53,19,"Scrambling2030ydsRTPScore",2015
7,7,"Aaron Baddeley",76,0.363,91,33,"Scrambling2030ydsRTPScore",2015
8,8,"Bryce Molder",91,0.364,99,36,"Scrambling2030ydsRTPScore",2015
8,8,"SJ Park",79,0.364,77,28,"Scrambling2030ydsRTPScore",2015
10,10,"Will Wilcox",58,0.367,30,11,"Scrambling2030ydsRTPScore",2015
11,11,"Greg Owen",58,0.375,32,12,"Scrambling2030ydsRTPScore",2015
12,12,"Jason Dufner",76,0.378,45,17,"Scrambling2030ydsRTPScore",2015
13,13,"Graham DeLaet",65,0.38,50,19,"Scrambling2030ydsRTPScore",2015
14,14,"Jim Furyk",71,0.381,42,16,"Scrambling2030ydsRTPScore",2015
15,15,"Brendon Todd",96,0.385,91,35,"Scrambling2030ydsRTPScore",2015
16,16,"Chris Stroud",84,0.389,72,28,"Scrambling2030ydsRTPScore",2015
17,17,"Johnson Wagner",68,0.39,59,23,"Scrambling2030ydsRTPScore",2015
18,18,"JB Holmes",89,0.392,74,29,"Scrambling2030ydsRTPScore",2015
19,19,"Martin Laird",77,0.394,71,28,"Scrambling2030ydsRTPScore",2015
19,19,"David Toms",62,0.394,66,26,"Scrambling2030ydsRTPScore",2015
21,21,"Tyrone Van Aswegen",58,0.395,43,17,"Scrambling2030ydsRTPScore",2015
22,22,"Danny Lee",120,0.398,113,45,"Scrambling2030ydsRTPScore",2015
22,22,"Brandt Snedeker",98,0.398,93,37,"Scrambling2030ydsRTPScore",2015
24,24,"Luke Guthrie",84,0.4,75,30,"Scrambling2030ydsRTPScore",2015
25,25,"Cameron Tringale",96,0.402,92,37,"Scrambling2030ydsRTPScore",2015
26,26,"Gary Woodland",81,0.403,67,27,"Scrambling2030ydsRTPScore",2015
27,27,"Robert Streb",110,0.404,99,40,"Scrambling2030ydsRTPScore",2015
