"BirdieorBetterPercentageFairway_RANKTHISWEEK_2012","BirdieorBetterPercentageFairway_RANKLASTWEEK_2012","BirdieorBetterPercentageFairway_PLAYERNAME_2012","BirdieorBetterPercentageFairway_ROUNDS_2012","BirdieorBetterPercentageFairway_Pct_2012","BirdieorBetterPercentageFairway_TOTALBIRDIES_2012","BirdieorBetterPercentageFairway_TOTALHOLES_2012","stat_name","year"
101,101,"John Huh",99,21.35,253,1185,"BirdieorBetterPercentageFairway",2012
102,102,"Charlie Beljan",61,21.34,115,539,"BirdieorBetterPercentageFairway",2012
103,103,"Mark Anderson",75,21.33,157,736,"BirdieorBetterPercentageFairway",2012
104,104,"Kevin Chappell",91,21.26,192,903,"BirdieorBetterPercentageFairway",2012
105,105,"David Toms",60,21.25,133,626,"BirdieorBetterPercentageFairway",2012
106,106,"Charles Howell III",98,21.24,202,951,"BirdieorBetterPercentageFairway",2012
107,107,"Bud Cauley",99,21.23,255,1201,"BirdieorBetterPercentageFairway",2012
108,108,"Andres Romero",68,21.2,141,665,"BirdieorBetterPercentageFairway",2012
109,109,"Bill Haas",79,21.17,170,803,"BirdieorBetterPercentageFairway",2012
110,110,"Jason Bohn",81,21.16,193,912,"BirdieorBetterPercentageFairway",2012
111,111,"Kevin Kisner",69,21.11,145,687,"BirdieorBetterPercentageFairway",2012
111,111,"Kevin Streelman",89,21.11,216,1023,"BirdieorBetterPercentageFairway",2012
113,113,"Cameron Tringale",88,21.06,219,1040,"BirdieorBetterPercentageFairway",2012
114,114,"Trevor Immelman",76,21.05,156,741,"BirdieorBetterPercentageFairway",2012
115,115,"Gary Woodland",70,21.04,137,651,"BirdieorBetterPercentageFairway",2012
116,116,"Kevin Stadler",85,20.97,198,944,"BirdieorBetterPercentageFairway",2012
117,117,"Jim Furyk",85,20.92,196,937,"BirdieorBetterPercentageFairway",2012
118,118,"JB Holmes",90,20.85,196,940,"BirdieorBetterPercentageFairway",2012
119,119,"Jerry Kelly",84,20.83,221,1061,"BirdieorBetterPercentageFairway",2012
120,120,"Bryce Molder",83,20.8,197,947,"BirdieorBetterPercentageFairway",2012
121,121,"George McNeill",85,20.71,192,927,"BirdieorBetterPercentageFairway",2012
122,122,"Kris Blanks",65,20.58,169,821,"BirdieorBetterPercentageFairway",2012
122,122,"Marc Leishman",84,20.58,191,928,"BirdieorBetterPercentageFairway",2012
124,124,"Edward Loar",59,20.57,109,530,"BirdieorBetterPercentageFairway",2012
125,125,"Troy Matteson",100,20.54,205,998,"BirdieorBetterPercentageFairway",2012
125,125,"Seung Yul Noh",105,20.54,221,1076,"BirdieorBetterPercentageFairway",2012
127,127,"Gavin Coles",72,20.51,161,785,"BirdieorBetterPercentageFairway",2012
127,127,"Scott Stallings",78,20.51,176,858,"BirdieorBetterPercentageFairway",2012
129,129,"Danny Lee",74,20.49,152,742,"BirdieorBetterPercentageFairway",2012
130,130,"Erik Compton",81,20.48,163,796,"BirdieorBetterPercentageFairway",2012
131,131,"Mathew Goggin",65,20.47,140,684,"BirdieorBetterPercentageFairway",2012
132,132,"David Hearn",95,20.44,241,1179,"BirdieorBetterPercentageFairway",2012
133,133,"Greg Chalmers",88,20.41,201,985,"BirdieorBetterPercentageFairway",2012
133,133,"Bob Estes",78,20.41,179,877,"BirdieorBetterPercentageFairway",2012
135,135,"Miguel Angel Carballo",73,20.34,144,708,"BirdieorBetterPercentageFairway",2012
136,136,"Hunter Haas",69,20.33,134,659,"BirdieorBetterPercentageFairway",2012
137,137,"Jeff Maggert",83,20.32,217,1068,"BirdieorBetterPercentageFairway",2012
137,137,"Heath Slocum",93,20.32,218,1073,"BirdieorBetterPercentageFairway",2012
139,139,"John Mallinger",74,20.3,178,877,"BirdieorBetterPercentageFairway",2012
140,140,"Robert Allenby",76,20.19,173,857,"BirdieorBetterPercentageFairway",2012
140,140,"Chris Couch",61,20.19,147,728,"BirdieorBetterPercentageFairway",2012
142,142,"Tim Clark",60,20.17,144,714,"BirdieorBetterPercentageFairway",2012
142,142,"Roland Thatcher",55,20.17,118,585,"BirdieorBetterPercentageFairway",2012
144,144,"Stewart Cink",71,20.15,131,650,"BirdieorBetterPercentageFairway",2012
144,144,"Graham DeLaet",79,20.15,188,933,"BirdieorBetterPercentageFairway",2012
146,146,"Russell Knox",72,20.13,158,785,"BirdieorBetterPercentageFairway",2012
147,147,"Chez Reavie",83,20.11,188,935,"BirdieorBetterPercentageFairway",2012
148,148,"Dicky Pride",62,20.09,131,652,"BirdieorBetterPercentageFairway",2012
149,149,"Tim Herron",88,20.04,197,983,"BirdieorBetterPercentageFairway",2012
150,150,"Ryuji Imada",78,19.98,173,866,"BirdieorBetterPercentageFairway",2012
151,151,"Ernie Els",80,19.9,164,824,"BirdieorBetterPercentageFairway",2012
152,152,"Kyle Stanley",86,19.84,175,882,"BirdieorBetterPercentageFairway",2012
153,153,"Derek Lamely",64,19.82,134,676,"BirdieorBetterPercentageFairway",2012
154,154,"Jason Kokrak",79,19.78,165,834,"BirdieorBetterPercentageFairway",2012
155,155,"Rocco Mediate",70,19.76,150,759,"BirdieorBetterPercentageFairway",2012
156,156,"William McGirt",96,19.75,202,1023,"BirdieorBetterPercentageFairway",2012
157,157,"David Mathis",83,19.74,181,917,"BirdieorBetterPercentageFairway",2012
158,158,"Tom Pernice Jr",62,19.71,135,685,"BirdieorBetterPercentageFairway",2012
159,159,"Boo Weekley",74,19.7,157,797,"BirdieorBetterPercentageFairway",2012
160,160,"Nick OHern",78,19.69,180,914,"BirdieorBetterPercentageFairway",2012
161,161,"Scott Dunlap",57,19.58,121,618,"BirdieorBetterPercentageFairway",2012
161,161,"DJ Trahan",73,19.58,159,812,"BirdieorBetterPercentageFairway",2012
163,163,"Kyle Reifers",86,19.52,195,999,"BirdieorBetterPercentageFairway",2012
164,164,"Arjun Atwal",79,19.48,171,878,"BirdieorBetterPercentageFairway",2012
165,165,"Ted Potter Jr",77,19.43,157,808,"BirdieorBetterPercentageFairway",2012
166,166,"JJ Henry",93,19.42,189,973,"BirdieorBetterPercentageFairway",2012
167,167,"Stephen Ames",54,19.37,99,511,"BirdieorBetterPercentageFairway",2012
168,168,"Angel Cabrera",54,19.26,89,462,"BirdieorBetterPercentageFairway",2012
169,169,"Brendon Todd",78,19.24,158,821,"BirdieorBetterPercentageFairway",2012
170,170,"Alexandre Rocha",62,19.17,130,678,"BirdieorBetterPercentageFairway",2012
171,171,"Rod Pampling",88,19.14,178,930,"BirdieorBetterPercentageFairway",2012
172,172,"Matt Jones",53,19.12,104,544,"BirdieorBetterPercentageFairway",2012
173,173,"Chris DiMarco",83,19.04,191,1003,"BirdieorBetterPercentageFairway",2012
174,174,"Billy Hurley III",70,19.01,142,747,"BirdieorBetterPercentageFairway",2012
175,175,"Colt Knost",79,18.99,180,948,"BirdieorBetterPercentageFairway",2012
176,176,"Steve Wheatcroft",56,18.97,103,543,"BirdieorBetterPercentageFairway",2012
177,177,"Troy Kelly",68,18.87,117,620,"BirdieorBetterPercentageFairway",2012
178,178,"Stuart Appleby",75,18.84,166,881,"BirdieorBetterPercentageFairway",2012
179,179,"Brandt Jobe",57,18.81,117,622,"BirdieorBetterPercentageFairway",2012
180,180,"Mark Wilson",84,18.79,180,958,"BirdieorBetterPercentageFairway",2012
181,181,"JJ Killeen",101,18.73,195,1041,"BirdieorBetterPercentageFairway",2012
182,182,"Justin Leonard",79,18.61,169,908,"BirdieorBetterPercentageFairway",2012
183,183,"Michael Bradley",63,18.58,126,678,"BirdieorBetterPercentageFairway",2012
184,184,"Billy Mayfair",90,18.43,195,1058,"BirdieorBetterPercentageFairway",2012
185,185,"Chris Stroud",86,18.39,185,1006,"BirdieorBetterPercentageFairway",2012
186,186,"Brendan Steele",77,18.34,155,845,"BirdieorBetterPercentageFairway",2012
187,187,"Kyle Thompson",51,18.29,90,492,"BirdieorBetterPercentageFairway",2012
188,188,"Stephen Gangluff",57,18.2,93,511,"BirdieorBetterPercentageFairway",2012
189,189,"Patrick Sheehan",58,17.22,98,569,"BirdieorBetterPercentageFairway",2012
190,190,"Ryo Ishikawa",54,16.74,76,454,"BirdieorBetterPercentageFairway",2012
191,191,"Sung Kang",75,16.71,131,784,"BirdieorBetterPercentageFairway",2012
