"PresidentsCupInternational_RANKTHISWEEK_2014","PresidentsCupInternational_RANKLASTWEEK_2014","PresidentsCupInternational_PLAYERNAME_2014","PresidentsCupInternational_EVENTS_2014","PresidentsCupInternational_AVGPOINTS_2014","PresidentsCupInternational_TOTALPOINTS_2014","PresidentsCupInternational_POINTSLOST_2014","PresidentsCupInternational_POINTSGAINED_2014","stat_name","year"
20,19,"Anirban Lahiri",44,1.65,72.42,-37.75,47.78,"PresidentsCupInternational",2014
21,20,"George Coetzee",51,1.64,83.67,-72.07,77.65,"PresidentsCupInternational",2014
22,22,"Seung Yul Noh",52,1.54,80.2,-46.01,74.81,"PresidentsCupInternational",2014
23,23,"Fabrizio Zanotti",50,1.54,77.08,-15.19,77.47,"PresidentsCupInternational",2014
24,24,"Brendon de Jonge",52,1.5,78.25,-74.21,46.96,"PresidentsCupInternational",2014
25,28,"Hideto Tanihara",48,1.43,68.87,-44.14,35.44,"PresidentsCupInternational",2014
26,25,"Stuart Appleby",52,1.43,74.6,-25.13,66.28,"PresidentsCupInternational",2014
27,26,"David Hearn",52,1.4,73.01,-44.67,52.53,"PresidentsCupInternational",2014
28,27,"Hennie Otto",51,1.4,71.48,-38.11,41.78,"PresidentsCupInternational",2014
29,29,"Camilo Villegas",52,1.39,72.16,-22.04,62.11,"PresidentsCupInternational",2014
30,30,"Branden Grace",52,1.36,70.46,-95.97,43.86,"PresidentsCupInternational",2014
31,31,"Steven Bowditch",52,1.31,68.23,-22.76,64.64,"PresidentsCupInternational",2014
32,32,"Hiroyuki Fujita",51,1.25,63.56,-54.51,51.73,"PresidentsCupInternational",2014
33,34,"Carlos Ortiz",40,1.24,49.45,-6.7,56.15,"PresidentsCupInternational",2014
34,35,"Hiroshi Iwata",42,1.23,51.75,-10.95,47.99,"PresidentsCupInternational",2014
35,33,"Kiradech Aphibarnrat",52,1.22,63.6,-62.91,16.25,"PresidentsCupInternational",2014
36,42,"Antonio Lascuna",40,1.22,48.7,-16.72,40.37,"PresidentsCupInternational",2014
37,36,"Thomas Aiken",52,1.18,61.3,-50.28,54.37,"PresidentsCupInternational",2014
38,37,"Shingo Katayama",43,1.13,48.74,-45.05,6.08,"PresidentsCupInternational",2014
39,39,"Darren Fichardt",52,1.11,57.74,-51.21,41.35,"PresidentsCupInternational",2014
40,41,"Yoshinori Fujimoto",47,1.11,51.94,-38.38,26.28,"PresidentsCupInternational",2014
41,38,"Felipe Aguilar",52,1.08,56.03,-39.26,39.86,"PresidentsCupInternational",2014
42,45,"Emiliano Grillo",52,1.04,54.19,-27.99,50.35,"PresidentsCupInternational",2014
43,40,"Rory Sabbatini",52,1.04,53.92,-42.47,28.82,"PresidentsCupInternational",2014
44,46,"Adam Hadwin",49,1.03,50.69,-11.99,51.95,"PresidentsCupInternational",2014
45,43,"WC Liang",52,1.03,53.63,-45.13,21.09,"PresidentsCupInternational",2014
46,44,"Yusaku Miyazato",48,1.03,49.49,-28.36,28.52,"PresidentsCupInternational",2014
47,48,"Byeong Hun An",46,1.01,46.28,-9.47,39.49,"PresidentsCupInternational",2014
48,47,"SJ Park",49,1,48.94,-34.46,12.05,"PresidentsCupInternational",2014
49,49,"Prayad Marksaeng",49,0.97,47.73,-36.39,26.63,"PresidentsCupInternational",2014
50,59,"Chapchai Nirat",40,0.94,37.49,-16.91,26.95,"PresidentsCupInternational",2014
51,50,"Sangmoon Bae",52,0.94,48.62,-48.61,30.03,"PresidentsCupInternational",2014
52,51,"Aaron Baddeley",50,0.93,46.62,-32.93,32.75,"PresidentsCupInternational",2014
53,52,"Siddikur Rahman",40,0.92,36.95,-27.64,18.17,"PresidentsCupInternational",2014
54,56,"Chan Shihchang",40,0.91,36.59,-8.44,32.06,"PresidentsCupInternational",2014
55,55,"Shiv Kapur",52,0.9,47,-38.23,23.04,"PresidentsCupInternational",2014
56,54,"Brett Rumford",51,0.9,45.98,-55.93,14,"PresidentsCupInternational",2014
57,57,"Kyoung Hoon Lee",52,0.9,46.66,-34.1,21.91,"PresidentsCupInternational",2014
58,53,"Danie van Tonder",52,0.9,46.63,-13.28,49.09,"PresidentsCupInternational",2014
59,58,"Prom Meesawat",46,0.9,41.22,-26.94,25.74,"PresidentsCupInternational",2014
60,61,"Vijay Singh",50,0.88,44.01,-43.51,21.87,"PresidentsCupInternational",2014
61,130,"Seunghyuk Kim",42,0.87,36.54,-4.28,35.08,"PresidentsCupInternational",2014
62,60,"Scott Hend",48,0.86,41.46,-38.88,15.06,"PresidentsCupInternational",2014
63,66,"Yuta Ikeda",49,0.85,41.69,-42.37,14.98,"PresidentsCupInternational",2014
64,63,"Andres Romero",50,0.84,42.21,-29.08,31.81,"PresidentsCupInternational",2014
65,62,"Retief Goosen",42,0.84,35.2,-22.11,34.6,"PresidentsCupInternational",2014
66,70,"Park Sangeon",40,0.83,33.22,-10.99,31.38,"PresidentsCupInternational",2014
67,68,"Jbe Kruger",52,0.81,42.32,-29.22,30.74,"PresidentsCupInternational",2014
68,64,"Satoshi Kodaira",42,0.8,33.46,-16.77,17.92,"PresidentsCupInternational",2014
69,75,"Richard Green",48,0.79,37.95,-18.69,31.59,"PresidentsCupInternational",2014
70,65,"Jacques Blaauw",45,0.79,35.56,-13.98,29.49,"PresidentsCupInternational",2014
71,67,"Jang Dong Kyu",47,0.79,36.93,-9.95,37.22,"PresidentsCupInternational",2014
72,69,"Jaco Van Zyl",40,0.78,31.28,-43.92,12.66,"PresidentsCupInternational",2014
73,71,"Wu Ashun",46,0.78,35.75,-36.69,7.87,"PresidentsCupInternational",2014
74,83,"Thaworn Wiratchant",51,0.78,39.61,-47.73,23.41,"PresidentsCupInternational",2014
75,76,"Tomohiro Kondo",46,0.76,35.19,-23.21,19.04,"PresidentsCupInternational",2014
76,72,"Kazuhiro Yamashita",47,0.76,35.72,-25.61,16.67,"PresidentsCupInternational",2014
77,80,"Steven Alker",44,0.73,32.33,-12.2,25.13,"PresidentsCupInternational",2014
78,81,"Jake Roos",52,0.73,38.15,-23.71,34.45,"PresidentsCupInternational",2014
79,74,"KT Kim",51,0.73,37.31,-40.67,17.95,"PresidentsCupInternational",2014
80,73,"Ulrich Van den Berg",52,0.73,38.01,-14.45,30.07,"PresidentsCupInternational",2014
81,78,"P Tangkamolpraser",40,0.73,29.11,-4.74,29.76,"PresidentsCupInternational",2014
82,103,"Junggon Hwang",51,0.73,37.02,-31.09,23.95,"PresidentsCupInternational",2014
83,77,"Brad Kennedy",47,0.72,33.93,-31.38,12.96,"PresidentsCupInternational",2014
84,79,"Danny Lee",52,0.72,37.44,-21.01,32.71,"PresidentsCupInternational",2014
85,84,"Jhonattan Vegas",40,0.71,28.58,-10.16,30.06,"PresidentsCupInternational",2014
86,89,"I J Jang",51,0.71,36.3,-29.08,22.97,"PresidentsCupInternational",2014
87,85,"Katsumasa Miyamoto",45,0.71,31.97,-13.13,26.11,"PresidentsCupInternational",2014
88,82,"Seukhyun Baek",48,0.71,34.08,-20.39,20.29,"PresidentsCupInternational",2014
89,88,"Tim Wilkinson",49,0.7,34.24,-18.16,23.98,"PresidentsCupInternational",2014
90,86,"Wade Ormsby",45,0.69,31.22,-18.67,20.69,"PresidentsCupInternational",2014
91,102,"Hur Inhoi",44,0.69,30.35,-5.8,24.72,"PresidentsCupInternational",2014
92,111,"Adilson da Silva",51,0.68,34.62,-23.61,22.61,"PresidentsCupInternational",2014
93,87,"Marcus Fraser",40,0.68,27.03,-54.03,NA,"PresidentsCupInternational",2014
94,90,"Trevor Fisher Jr",45,0.65,29.35,-21.33,23.92,"PresidentsCupInternational",2014
95,91,"Masahiro Kawamura",51,0.64,32.47,-25.16,7.82,"PresidentsCupInternational",2014
96,92,"Dawie van der Walt",52,0.63,32.59,-27.96,20.9,"PresidentsCupInternational",2014
97,93,"Mark Tullo",52,0.63,32.58,-15.29,25.32,"PresidentsCupInternational",2014
98,105,"Taichi Teshima",43,0.62,26.67,-11.23,24.22,"PresidentsCupInternational",2014
99,94,"Mike Weir",50,0.61,30.7,-7.21,29.3,"PresidentsCupInternational",2014
100,95,"Cameron Percy",52,0.6,31.32,-21.41,22.75,"PresidentsCupInternational",2014
101,114,"Cameron Smith",40,0.6,23.87,-4.51,24.83,"PresidentsCupInternational",2014
102,98,"Brad Fritsch",52,0.6,30.96,-22.16,22.54,"PresidentsCupInternational",2014
103,96,"Garth Mulroy",52,0.59,30.86,-36.27,12.95,"PresidentsCupInternational",2014
104,99,"Justin Walters",52,0.59,30.68,-29.32,12.69,"PresidentsCupInternational",2014
105,100,"Juvic Pagunsan",44,0.59,25.79,-24.07,18.92,"PresidentsCupInternational",2014
106,97,"Merrick Bremner",50,0.59,29.3,-16.31,19.16,"PresidentsCupInternational",2014
107,101,"Shunsuke Sonoda",40,0.58,23.28,-19.82,4.78,"PresidentsCupInternational",2014
108,117,"Yoshitaka Takeya",40,0.58,23.08,-0.8,23.89,"PresidentsCupInternational",2014
109,107,"Jean Hugo",52,0.57,29.8,-14.05,23.02,"PresidentsCupInternational",2014
110,106,"Matthew Griffin",41,0.56,23.08,-15.63,13.61,"PresidentsCupInternational",2014
111,104,"Jin Jeong",44,0.56,24.5,-14.33,10.68,"PresidentsCupInternational",2014
112,108,"Scott Strange",40,0.55,21.9,-16.52,10.24,"PresidentsCupInternational",2014
113,109,"Richard Lee",40,0.55,21.89,-9.4,18.7,"PresidentsCupInternational",2014
114,110,"Gaganjeet Bhullar",52,0.55,28.38,-41.33,11.45,"PresidentsCupInternational",2014
115,112,"Haydn Porteous",40,0.54,21.76,-1.6,23.36,"PresidentsCupInternational",2014
116,113,"Fabian Gomez",52,0.54,27.99,-15.53,17.19,"PresidentsCupInternational",2014
117,115,"Sung Kang",52,0.52,27.07,-15.46,9.74,"PresidentsCupInternational",2014
118,135,"Angelo Que",45,0.52,23.26,-18.24,10.04,"PresidentsCupInternational",2014
119,116,"Michio Matsumura",47,0.52,24.24,-19.49,16.36,"PresidentsCupInternational",2014
120,122,"Jaco Ahlers",45,0.51,23.14,-12.92,17.64,"PresidentsCupInternational",2014
121,119,"SSP Chawrasia",52,0.51,26.66,-15.72,21.04,"PresidentsCupInternational",2014
122,120,"Trevor Immelman",52,0.51,26.5,-25.64,13.14,"PresidentsCupInternational",2014
123,121,"Adam Bland",40,0.51,20.3,-6.02,15.49,"PresidentsCupInternational",2014
124,118,"Mike Hendry",50,0.51,25.37,-25.1,16,"PresidentsCupInternational",2014
125,152,"Marcelo Rozo",40,0.5,20.12,-5.87,16.23,"PresidentsCupInternational",2014
126,123,"Ricardo Gonzalez",49,0.5,24.34,-19.72,10.7,"PresidentsCupInternational",2014
127,125,"Rashid Khan",40,0.49,19.78,-8.13,19.03,"PresidentsCupInternational",2014
128,127,"Sanghee Lee",45,0.49,22.17,-15.31,12.8,"PresidentsCupInternational",2014
129,124,"Mark Brown",40,0.49,19.68,-16.16,12.38,"PresidentsCupInternational",2014
130,129,"Masanori Kobayashi",52,0.48,25.19,-31.59,NA,"PresidentsCupInternational",2014
131,128,"SK Ho",48,0.48,23.04,-18.33,8.85,"PresidentsCupInternational",2014
132,126,"Nicholas Fung",41,0.48,19.64,-13.61,2.92,"PresidentsCupInternational",2014
133,133,"Keith Horne",52,0.48,24.84,-16.48,25.11,"PresidentsCupInternational",2014
134,134,"David McKenzie",40,0.48,19,-8.23,12,"PresidentsCupInternational",2014
135,131,"Brendan Jones",40,0.47,18.97,-36.59,6.4,"PresidentsCupInternational",2014
136,132,"Jared Harvey",45,0.47,21.21,-6.8,16.37,"PresidentsCupInternational",2014
137,137,"Ashley Hall",52,0.47,24.5,-15.11,14.12,"PresidentsCupInternational",2014
138,138,"Jake Higginbottom",40,0.47,18.79,-13.51,13.45,"PresidentsCupInternational",2014
139,136,"Titch Moore",51,0.46,23.55,-10.66,17.33,"PresidentsCupInternational",2014
140,144,"Tjaart van der Walt",41,0.46,18.86,-15.64,3.77,"PresidentsCupInternational",2014
141,140,"Tyrone Van Aswegen",52,0.46,23.87,-14.26,20.45,"PresidentsCupInternational",2014
142,141,"Daisuke Kataoka",52,0.45,23.65,-13.49,13.87,"PresidentsCupInternational",2014
143,142,"Sihwan Kim",50,0.45,22.71,-18.01,9.25,"PresidentsCupInternational",2014
144,143,"Dimi Papadatos",40,0.45,18.16,-6.14,18.03,"PresidentsCupInternational",2014
145,139,"Younghan Song",42,0.45,18.82,-9.48,9.94,"PresidentsCupInternational",2014
146,145,"Toru Taniguchi",41,0.45,18.35,-27.96,11.59,"PresidentsCupInternational",2014
147,146,"Terry Pilkadaris",52,0.44,23.07,-6.43,20.8,"PresidentsCupInternational",2014
148,147,"Kim Hyung Tae",40,0.44,17.65,-8.47,9.12,"PresidentsCupInternational",2014
149,149,"Xinjun Zhang",40,0.44,17.6,-2.48,17.88,"PresidentsCupInternational",2014
150,151,"Miguel Tabuena",40,0.44,17.47,-4.32,16,"PresidentsCupInternational",2014
151,150,"Robert Allenby",52,0.43,22.54,-12.2,18.94,"PresidentsCupInternational",2014
152,148,"Arnond Vongvanij",40,0.43,17.34,-19.32,8.92,"PresidentsCupInternational",2014
153,163,"Andrew Dodt",46,0.43,19.7,-7.98,17.45,"PresidentsCupInternational",2014
154,158,"Rod Pampling",51,0.42,21.21,-15.12,17.29,"PresidentsCupInternational",2014
155,169,"Rahil Gangjee",40,0.42,16.62,-6.76,14.5,"PresidentsCupInternational",2014
156,154,"Greg Chalmers",52,0.41,21.5,-38.28,15.25,"PresidentsCupInternational",2014
157,155,"Ki Tack Kwon",40,0.41,16.49,-0.73,17.21,"PresidentsCupInternational",2014
158,156,"Roger Sloan",42,0.41,17.23,-3.86,15.28,"PresidentsCupInternational",2014
159,153,"Toshinori Muto",46,0.41,18.81,-29.4,7.92,"PresidentsCupInternational",2014
160,159,"Nathan Holman",40,0.4,16.11,-6.6,8.45,"PresidentsCupInternational",2014
161,157,"Wallie Coetsee",47,0.4,18.85,-5.38,18.93,"PresidentsCupInternational",2014
162,160,"Hyunwoo Ryu",52,0.4,20.73,-27.37,8.1,"PresidentsCupInternational",2014
163,161,"Scott Gardiner",52,0.4,20.7,-20.94,14.27,"PresidentsCupInternational",2014
164,162,"Yuki Kono",40,0.39,15.68,-10.93,1.31,"PresidentsCupInternational",2014
165,177,"Marcus Both",43,0.39,16.65,-3.36,17.29,"PresidentsCupInternational",2014
166,165,"Kim Taehoon",40,0.38,15.39,-8.89,5.16,"PresidentsCupInternational",2014
167,167,"Hao Tong Li",40,0.38,15.19,-3.62,12.81,"PresidentsCupInternational",2014
168,164,"Tetsuji Hiratsuka",52,0.38,19.69,-19.94,5.72,"PresidentsCupInternational",2014
169,166,"Charlie Wi",52,0.38,19.69,-32.64,11.88,"PresidentsCupInternational",2014
170,183,"Hidemasa Hoshino",40,0.37,14.92,-7.49,6.64,"PresidentsCupInternational",2014
171,168,"Jyoti Randhawa",40,0.37,14.84,-9.29,7.19,"PresidentsCupInternational",2014
172,170,"Bryden Macpherson",40,0.37,14.64,-3.99,7.47,"PresidentsCupInternational",2014
173,172,"Sattaya Supupramai",40,0.36,14.58,-4.02,11.49,"PresidentsCupInternational",2014
174,171,"IlHwan Park",40,0.36,14.52,-4.12,11.74,"PresidentsCupInternational",2014
175,174,"Ryutaro Nagano",41,0.36,14.87,-7.18,10.28,"PresidentsCupInternational",2014
176,176,"Steven Jeffress",40,0.36,14.4,-2.16,13.2,"PresidentsCupInternational",2014
177,173,"Daisuke Maruyama",46,0.36,16.48,-13.99,3.96,"PresidentsCupInternational",2014
178,175,"Wang Jeunghun",40,0.36,14.31,-5.18,13.43,"PresidentsCupInternational",2014
179,178,"Wen Tang Lin",40,0.35,14.04,-8.93,9.9,"PresidentsCupInternational",2014
180,179,"Gunn Charoenkul",40,0.35,14.03,-8.31,9.82,"PresidentsCupInternational",2014
181,180,"Atiwit Janewattanano",40,0.35,13.96,-4.62,9.29,"PresidentsCupInternational",2014
182,181,"Woo Hyun Kim",40,0.35,13.86,-1.42,13.86,"PresidentsCupInternational",2014
183,182,"Elmer Salvador",40,0.34,13.75,-9.21,6,"PresidentsCupInternational",2014
184,184,"Rhein Gibson",40,0.34,13.65,-5.08,7.5,"PresidentsCupInternational",2014
185,185,"Aron Price",52,0.34,17.45,-8.98,9.16,"PresidentsCupInternational",2014
186,186,"Yoshinobu Tsukada",51,0.33,16.97,-16.69,5.54,"PresidentsCupInternational",2014
187,187,"Yasuharu Imano",40,0.33,13.3,-9.02,8.75,"PresidentsCupInternational",2014
188,208,"Brandon Stone",40,0.33,13.25,-3.97,11.07,"PresidentsCupInternational",2014
189,188,"Julian Etulain",41,0.33,13.54,-5.14,10.34,"PresidentsCupInternational",2014
190,190,"Ryan Fox",40,0.33,13.12,-6.52,10.1,"PresidentsCupInternational",2014
191,189,"Kunihiro Kamii",45,0.32,14.53,-22.73,2.89,"PresidentsCupInternational",2014
192,191,"Satoshi Tomiyama",40,0.32,12.8,-8.68,3.04,"PresidentsCupInternational",2014
193,192,"Yosuke Tsukada",40,0.32,12.79,-5.58,7.17,"PresidentsCupInternational",2014
194,195,"Hung Chienyao",40,0.32,12.63,-7.05,5.63,"PresidentsCupInternational",2014
195,193,"Tadahiro Takayama",44,0.32,13.88,-9.1,9.02,"PresidentsCupInternational",2014
196,194,"Tano Goya",52,0.32,16.38,-7.34,18.07,"PresidentsCupInternational",2014
197,203,"Jose de Jesus Rodriguez",43,0.31,13.49,-12.23,5.3,"PresidentsCupInternational",2014
198,201,"Junwon Park",40,0.31,12.44,-5.26,11.88,"PresidentsCupInternational",2014
199,197,"Chawalit Plaphol",40,0.31,12.42,-11.25,8.4,"PresidentsCupInternational",2014
200,196,"James Kingston",51,0.31,15.82,-17.53,5.39,"PresidentsCupInternational",2014
201,202,"Ki Sang Lee",40,0.31,12.39,-3.46,12.7,"PresidentsCupInternational",2014
202,200,"Daniel Gaunt",52,0.31,16.1,-10.06,9.09,"PresidentsCupInternational",2014
203,199,"Gareth Paddison",40,0.31,12.37,-11.54,7.68,"PresidentsCupInternational",2014
204,204,"Choi Hosung",52,0.31,16.02,-12.51,6.5,"PresidentsCupInternational",2014
205,198,"Lyle Rowe",51,0.31,15.69,-3.06,14,"PresidentsCupInternational",2014
206,206,"Panuphol Pittayarat",41,0.31,12.56,-8.8,5.02,"PresidentsCupInternational",2014
207,207,"Bronson La Cassie",52,0.3,15.83,-14.42,3.71,"PresidentsCupInternational",2014
208,205,"Neil Schietekat",50,0.3,15.08,-5.36,12.53,"PresidentsCupInternational",2014
209,245,"PH McIntyre",49,0.3,14.72,-7.6,10.27,"PresidentsCupInternational",2014
210,209,"Nick Taylor",40,0.3,11.83,-3.82,9.4,"PresidentsCupInternational",2014
211,210,"Louis de Jager",40,0.29,11.76,-6.63,9.54,"PresidentsCupInternational",2014
212,211,"Jack Wilson",40,0.29,11.62,-7.18,1.4,"PresidentsCupInternational",2014
213,214,"Whee Kim",51,0.29,14.67,-13.37,10.44,"PresidentsCupInternational",2014
214,212,"Mathew Goggin",52,0.29,14.92,-15.86,5.27,"PresidentsCupInternational",2014
215,213,"DH Lee",51,0.29,14.6,-21.12,2.21,"PresidentsCupInternational",2014
216,216,"Ryan Yip",40,0.28,11.21,-2.01,10.11,"PresidentsCupInternational",2014
217,215,"Nick Cullen",40,0.28,11.15,-15.46,NA,"PresidentsCupInternational",2014
218,219,"Oscar Fraustro",52,0.27,14.07,-11.21,11.03,"PresidentsCupInternational",2014
219,218,"Danny Chia",40,0.27,10.81,-5.55,9.95,"PresidentsCupInternational",2014
220,217,"Andrew Curlewis",50,0.27,13.39,-8.92,5.59,"PresidentsCupInternational",2014
221,220,"Dong Seop Maeng",40,0.27,10.68,-3.6,7.92,"PresidentsCupInternational",2014
222,250,"Nobuhiro Masuda",40,0.26,10.47,-2.25,10.96,"PresidentsCupInternational",2014
223,221,"Scott Barr",41,0.26,10.68,-8.12,7.04,"PresidentsCupInternational",2014
224,224,"Arie Ahmad Irawan",40,0.26,10.28,-0.95,9.81,"PresidentsCupInternational",2014
225,223,"Shigeru Nonaka",40,0.26,10.21,-7.82,2.65,"PresidentsCupInternational",2014
226,222,"Oliver Bekker",52,0.25,13.22,-12.02,7.87,"PresidentsCupInternational",2014
227,225,"Choi Joonwoo",40,0.25,10.13,-2.06,8.4,"PresidentsCupInternational",2014
228,226,"Brett Drewitt",40,0.25,10.05,-1.04,11.09,"PresidentsCupInternational",2014
229,228,"Christiaan Basson",48,0.25,11.94,-7.16,8.49,"PresidentsCupInternational",2014
230,229,"Dohoon Kim",40,0.25,9.9,-9.07,2.4,"PresidentsCupInternational",2014
231,231,"Gi Whan Kim",52,0.24,12.71,-10.5,5.4,"PresidentsCupInternational",2014
232,230,"Manuel Villegas",46,0.24,11.25,-7.67,7.07,"PresidentsCupInternational",2014
233,227,"Justin Harding",46,0.24,11.17,-7.33,9.95,"PresidentsCupInternational",2014
234,232,"Ryan Williams",40,0.24,9.62,-2.09,7.8,"PresidentsCupInternational",2014
235,234,"Annop Tangkamolprasert",40,0.24,9.61,-0.7,10.31,"PresidentsCupInternational",2014
236,235,"Kurt Barnes",44,0.24,10.41,-11.59,5.39,"PresidentsCupInternational",2014
237,233,"Azuma Yano",46,0.24,10.89,-10.95,1.2,"PresidentsCupInternational",2014
238,236,"James Nitties",52,0.24,12.27,-7.2,6.46,"PresidentsCupInternational",2014
239,237,"Todd Baek",40,0.24,9.4,-1.98,8.46,"PresidentsCupInternational",2014
240,238,"Miguel Angel Carballo",52,0.23,12.03,-9.13,5.12,"PresidentsCupInternational",2014
241,244,"Lee Taehee",43,0.23,9.87,-5.56,7.4,"PresidentsCupInternational",2014
242,239,"Alistair Presnell",52,0.23,11.89,-15.67,8.4,"PresidentsCupInternational",2014
243,240,"Heung Chol Joo",40,0.23,9.11,-2.87,7.56,"PresidentsCupInternational",2014
244,243,"Steve Allan",40,0.23,9.1,-2.19,9.54,"PresidentsCupInternational",2014
245,241,"Lee Dong Min",40,0.23,9.06,-2.9,8.5,"PresidentsCupInternational",2014
246,247,"Poom Saksansin",40,0.22,8.98,-0.69,9.67,"PresidentsCupInternational",2014
247,242,"Pariya Junhasavasdikul",41,0.22,9.19,-9.06,3.07,"PresidentsCupInternational",2014
248,246,"Colin Nel",46,0.22,10.1,-5.76,8.51,"PresidentsCupInternational",2014
249,261,"Hiroo Kawai",40,0.22,8.71,-4.96,6.24,"PresidentsCupInternational",2014
250,251,"YE Yang",52,0.22,11.32,-22.26,6.57,"PresidentsCupInternational",2014
251,248,"JJ Senekal",42,0.22,9.12,-3.44,7.25,"PresidentsCupInternational",2014
252,249,"Dean Burmester",49,0.22,10.6,-7.52,7.43,"PresidentsCupInternational",2014
253,252,"Akio Sadakata",40,0.21,8.47,-9.07,3.95,"PresidentsCupInternational",2014
254,344,"Unho Park",40,0.21,8.39,-5.18,3.78,"PresidentsCupInternational",2014
255,253,"Adam Crawford",52,0.21,10.89,-5.83,7.27,"PresidentsCupInternational",2014
256,336,"Kazuhiko Hosokawa",40,0.2,8.16,-4.31,5.83,"PresidentsCupInternational",2014
257,255,"Namchoak Tantipokakul",40,0.2,8.13,-7.88,2.75,"PresidentsCupInternational",2014
258,254,"Warren Abery",47,0.2,9.43,-5.1,4.13,"PresidentsCupInternational",2014
259,257,"Dylan Frittelli",46,0.2,9.2,-11.76,NA,"PresidentsCupInternational",2014
260,259,"Andres Echavarria",47,0.19,9.15,-7.62,7.96,"PresidentsCupInternational",2014
261,258,"Lee Changwoo",40,0.19,7.69,-4.87,1.88,"PresidentsCupInternational",2014
262,256,"Matthew Stieger",41,0.19,7.83,-9.7,3.6,"PresidentsCupInternational",2014
263,260,"Steve Dartnall",40,0.19,7.46,-3.54,7.32,"PresidentsCupInternational",2014
264,262,"Thanyakorn Khrongpha",42,0.19,7.84,-4.63,5.25,"PresidentsCupInternational",2014
265,263,"Gavin Kyle Green",40,0.19,7.42,-2.87,6,"PresidentsCupInternational",2014
266,265,"Wei Tze Yeh",40,0.19,7.42,-2.95,5.03,"PresidentsCupInternational",2014
267,264,"Michael Hollick",46,0.18,8.45,-6.5,1.4,"PresidentsCupInternational",2014
268,268,"Fredrick van Rooyen",40,0.18,7.14,-0.32,7.46,"PresidentsCupInternational",2014
269,267,"Armando Favela",40,0.18,7.08,-4.17,6,"PresidentsCupInternational",2014
270,269,"Roberto Diaz",40,0.18,7.04,-0.94,7.98,"PresidentsCupInternational",2014
271,271,"Yuki Inamori",40,0.18,7.02,0,7.02,"PresidentsCupInternational",2014
272,272,"Rattanon Wannasrichan",40,0.17,6.93,-0.54,6.13,"PresidentsCupInternational",2014
273,307,"Tommy Cocha",44,0.17,7.61,-4.92,7.92,"PresidentsCupInternational",2014
274,270,"Aaron Townsend",47,0.17,8.11,-10.52,2.4,"PresidentsCupInternational",2014
275,273,"Masaru Takahashi",40,0.17,6.83,-2.55,3.38,"PresidentsCupInternational",2014
276,320,"Sam Brazel",40,0.17,6.8,-2.46,4.7,"PresidentsCupInternational",2014
277,266,"Peter Senior",40,0.17,6.78,-17.71,NA,"PresidentsCupInternational",2014
278,276,"Fernando Mechereffe",43,0.17,7.28,-6.19,2.99,"PresidentsCupInternational",2014
279,274,"Nick OHern",47,0.17,7.91,-13.55,NA,"PresidentsCupInternational",2014
280,277,"Atomu Shigenaga",40,0.17,6.6,-1.1,6.64,"PresidentsCupInternational",2014
281,280,"Michael Gligic",40,0.17,6.6,-2.74,6.6,"PresidentsCupInternational",2014
282,275,"Michael Wright",40,0.16,6.58,-5.28,1.2,"PresidentsCupInternational",2014
