"Top10FinalRoundPerformance_RANKTHISWEEK_2015","Top10FinalRoundPerformance_RANKLASTWEEK_2015","Top10FinalRoundPerformance_PLAYERNAME_2015","Top10FinalRoundPerformance_EVENTS_2015","Top10FinalRoundPerformance_PctTIMESIMPROVED_2015","Top10FinalRoundPerformance_OFTIMESIMPROVED_2015","stat_name","year"
1,1,"Charlie Beljan",27,100,1,"Top10FinalRoundPerformance",2015
1,1,"Keegan Bradley",24,100,2,"Top10FinalRoundPerformance",2015
1,1,"Matt Every",26,100,1,"Top10FinalRoundPerformance",2015
1,1,"Oscar Fraustro",21,100,1,"Top10FinalRoundPerformance",2015
1,1,"Chesson Hadley",30,100,1,"Top10FinalRoundPerformance",2015
1,1,"James Hahn",28,100,1,"Top10FinalRoundPerformance",2015
1,1,"JJ Henry",30,100,1,"Top10FinalRoundPerformance",2015
1,1,"Max Homa",27,100,1,"Top10FinalRoundPerformance",2015
1,1,"Colt Knost",29,100,1,"Top10FinalRoundPerformance",2015
1,1,"Marc Leishman",23,100,3,"Top10FinalRoundPerformance",2015
1,1,"Davis Love III",18,100,1,"Top10FinalRoundPerformance",2015
1,1,"Hunter Mahan",24,100,1,"Top10FinalRoundPerformance",2015
1,1,"Ben Martin",27,100,3,"Top10FinalRoundPerformance",2015
1,1,"George McNeill",27,100,1,"Top10FinalRoundPerformance",2015
1,1,"Greg Owen",19,100,1,"Top10FinalRoundPerformance",2015
1,1,"Pat Perez",26,100,1,"Top10FinalRoundPerformance",2015
1,1,"Carl Pettersson",32,100,3,"Top10FinalRoundPerformance",2015
1,1,"Alex Prugh",27,100,2,"Top10FinalRoundPerformance",2015
1,1,"Justin Rose",20,100,8,"Top10FinalRoundPerformance",2015
1,1,"Charl Schwartzel",19,100,1,"Top10FinalRoundPerformance",2015
1,1,"Nicholas Thompson",31,100,1,"Top10FinalRoundPerformance",2015
1,1,"Cameron Tringale",28,100,1,"Top10FinalRoundPerformance",2015
1,1,"Steve Wheatcroft",28,100,1,"Top10FinalRoundPerformance",2015
1,1,"Gary Woodland",24,100,2,"Top10FinalRoundPerformance",2015
25,25,"Jordan Spieth",25,92.3,12,"Top10FinalRoundPerformance",2015
26,26,"Jason Day",20,90,9,"Top10FinalRoundPerformance",2015
27,27,"Paul Casey",24,83.3,5,"Top10FinalRoundPerformance",2015
27,27,"Jimmy Walker",24,83.3,5,"Top10FinalRoundPerformance",2015
29,29,"Rickie Fowler",21,80,4,"Top10FinalRoundPerformance",2015
29,29,"Kevin Kisner",30,80,4,"Top10FinalRoundPerformance",2015
29,29,"Bubba Watson",19,80,8,"Top10FinalRoundPerformance",2015
32,32,"Russell Henley",24,75,3,"Top10FinalRoundPerformance",2015
32,32,"David Lingmerth",28,75,3,"Top10FinalRoundPerformance",2015
32,32,"Ian Poulter",19,75,3,"Top10FinalRoundPerformance",2015
32,32,"Henrik Stenson",16,75,6,"Top10FinalRoundPerformance",2015
36,36,"Matt Kuchar",25,71.4,5,"Top10FinalRoundPerformance",2015
36,36,"Hideki Matsuyama",25,71.4,5,"Top10FinalRoundPerformance",2015
38,38,"Jim Furyk",19,66.7,4,"Top10FinalRoundPerformance",2015
38,38,"Sergio Garcia",15,66.7,4,"Top10FinalRoundPerformance",2015
38,38,"Bill Haas",25,66.7,4,"Top10FinalRoundPerformance",2015
38,38,"Morgan Hoffmann",26,66.7,2,"Top10FinalRoundPerformance",2015
38,38,"Brooks Koepka",23,66.7,4,"Top10FinalRoundPerformance",2015
38,38,"Danny Lee",36,66.7,4,"Top10FinalRoundPerformance",2015
38,38,"Troy Merritt",29,66.7,2,"Top10FinalRoundPerformance",2015
38,38,"Phil Mickelson",19,66.7,2,"Top10FinalRoundPerformance",2015
38,38,"Patrick Rodgers",17,66.7,2,"Top10FinalRoundPerformance",2015
38,38,"Will Wilcox",17,66.7,2,"Top10FinalRoundPerformance",2015
38,38,"Mark Wilson",28,66.7,2,"Top10FinalRoundPerformance",2015
49,49,"David Hearn",30,60,3,"Top10FinalRoundPerformance",2015
49,49,"Matt Jones",25,60,3,"Top10FinalRoundPerformance",2015
49,49,"Chris Kirk",21,60,3,"Top10FinalRoundPerformance",2015
49,49,"Louis Oosthuizen",20,60,3,"Top10FinalRoundPerformance",2015
49,49,"Webb Simpson",22,60,3,"Top10FinalRoundPerformance",2015
49,49,"Boo Weekley",24,60,3,"Top10FinalRoundPerformance",2015
55,55,"Dustin Johnson",21,57.1,4,"Top10FinalRoundPerformance",2015
55,55,"Brandt Snedeker",27,57.1,4,"Top10FinalRoundPerformance",2015
57,57,"Ricky Barnes",27,50,1,"Top10FinalRoundPerformance",2015
57,57,"Graham DeLaet",22,50,1,"Top10FinalRoundPerformance",2015
57,57,"Ken Duke",30,50,1,"Top10FinalRoundPerformance",2015
57,57,"Harris English",29,50,2,"Top10FinalRoundPerformance",2015
57,57,"Andres Gonzales",28,50,2,"Top10FinalRoundPerformance",2015
57,57,"Retief Goosen",25,50,2,"Top10FinalRoundPerformance",2015
57,57,"Adam Hadwin",30,50,1,"Top10FinalRoundPerformance",2015
57,57,"Padraig Harrington",21,50,1,"Top10FinalRoundPerformance",2015
57,57,"Charley Hoffman",28,50,2,"Top10FinalRoundPerformance",2015
57,57,"Tom Hoge",26,50,1,"Top10FinalRoundPerformance",2015
57,57,"Billy Horschel",28,50,1,"Top10FinalRoundPerformance",2015
57,57,"Charles Howell III",30,50,1,"Top10FinalRoundPerformance",2015
57,57,"Zach Johnson",25,50,4,"Top10FinalRoundPerformance",2015
57,57,"Jerry Kelly",24,50,2,"Top10FinalRoundPerformance",2015
57,57,"Whee Kim",23,50,1,"Top10FinalRoundPerformance",2015
57,57,"Martin Laird",24,50,2,"Top10FinalRoundPerformance",2015
57,57,"Sean OHair",26,50,2,"Top10FinalRoundPerformance",2015
57,57,"Jeff Overton",30,50,1,"Top10FinalRoundPerformance",2015
