"EarlyRound2ScoringAverage_RANKTHISWEEK_2013","EarlyRound2ScoringAverage_RANKLASTWEEK_2013","EarlyRound2ScoringAverage_PLAYERNAME_2013","EarlyRound2ScoringAverage__2013","EarlyRound2ScoringAverage_AVG_2013","EarlyRound2ScoringAverage_TOTALSTROKES_2013","EarlyRound2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Keegan Bradley",NA,68,884,13,"EarlyRound2ScoringAverage",2013
1,1,"Steve Stricker",NA,68,340,5,"EarlyRound2ScoringAverage",2013
3,3,"Cameron Percy",NA,68.64,755,11,"EarlyRound2ScoringAverage",2013
4,4,"George McNeill",NA,68.78,619,9,"EarlyRound2ScoringAverage",2013
5,5,"DH Lee",NA,68.91,758,11,"EarlyRound2ScoringAverage",2013
6,6,"Erik Compton",NA,68.92,827,12,"EarlyRound2ScoringAverage",2013
7,7,"David Lingmerth",NA,69,621,9,"EarlyRound2ScoringAverage",2013
7,7,"Pat Perez",NA,69,690,10,"EarlyRound2ScoringAverage",2013
9,9,"Charlie Wi",NA,69.08,829,12,"EarlyRound2ScoringAverage",2013
10,10,"Justin Rose",NA,69.14,484,7,"EarlyRound2ScoringAverage",2013
11,11,"Henrik Norlander",NA,69.18,761,11,"EarlyRound2ScoringAverage",2013
12,12,"Justin Hicks",NA,69.2,692,10,"EarlyRound2ScoringAverage",2013
13,13,"Bill Haas",NA,69.25,831,12,"EarlyRound2ScoringAverage",2013
14,14,"Patrick Reed",NA,69.36,763,11,"EarlyRound2ScoringAverage",2013
15,15,"Webb Simpson",NA,69.54,904,13,"EarlyRound2ScoringAverage",2013
16,16,"Jason Dufner",NA,69.57,487,7,"EarlyRound2ScoringAverage",2013
16,16,"Graeme McDowell",NA,69.57,487,7,"EarlyRound2ScoringAverage",2013
18,18,"John Merrick",NA,69.6,1044,15,"EarlyRound2ScoringAverage",2013
19,19,"Josh Teater",NA,69.63,557,8,"EarlyRound2ScoringAverage",2013
20,20,"Chris Kirk",NA,69.67,1045,15,"EarlyRound2ScoringAverage",2013
20,20,"Adam Scott",NA,69.67,627,9,"EarlyRound2ScoringAverage",2013
20,20,"Tiger Woods",NA,69.67,418,6,"EarlyRound2ScoringAverage",2013
23,23,"Jordan Spieth",NA,69.69,906,13,"EarlyRound2ScoringAverage",2013
24,24,"Jason Day",NA,69.7,697,10,"EarlyRound2ScoringAverage",2013
25,25,"Robert Karlsson",NA,69.75,558,8,"EarlyRound2ScoringAverage",2013
26,26,"Ken Duke",NA,69.79,977,14,"EarlyRound2ScoringAverage",2013
27,27,"Martin Kaymer",NA,69.82,768,11,"EarlyRound2ScoringAverage",2013
28,28,"Chez Reavie",NA,69.85,908,13,"EarlyRound2ScoringAverage",2013
29,29,"Bob Estes",NA,69.88,559,8,"EarlyRound2ScoringAverage",2013
30,30,"Steven Bowditch",NA,69.89,629,9,"EarlyRound2ScoringAverage",2013
31,31,"Billy Horschel",NA,69.92,839,12,"EarlyRound2ScoringAverage",2013
31,31,"Gary Woodland",NA,69.92,909,13,"EarlyRound2ScoringAverage",2013
33,33,"Roberto Castro",NA,69.93,1049,15,"EarlyRound2ScoringAverage",2013
34,34,"Fabian Gomez",NA,70,770,11,"EarlyRound2ScoringAverage",2013
34,34,"Brian Harman",NA,70,980,14,"EarlyRound2ScoringAverage",2013
34,34,"Lee Westwood",NA,70,420,6,"EarlyRound2ScoringAverage",2013
37,37,"John Huh",NA,70.08,841,12,"EarlyRound2ScoringAverage",2013
38,38,"Stuart Appleby",NA,70.09,771,11,"EarlyRound2ScoringAverage",2013
38,38,"JJ Henry",NA,70.09,771,11,"EarlyRound2ScoringAverage",2013
38,38,"Robert Streb",NA,70.09,771,11,"EarlyRound2ScoringAverage",2013
41,41,"Jerry Kelly",NA,70.13,561,8,"EarlyRound2ScoringAverage",2013
42,42,"Charl Schwartzel",NA,70.14,491,7,"EarlyRound2ScoringAverage",2013
43,43,"John Senden",NA,70.17,842,12,"EarlyRound2ScoringAverage",2013
44,44,"Chad Campbell",NA,70.18,772,11,"EarlyRound2ScoringAverage",2013
44,44,"Sergio Garcia",NA,70.18,772,11,"EarlyRound2ScoringAverage",2013
46,46,"Scott Gardiner",NA,70.2,702,10,"EarlyRound2ScoringAverage",2013
46,46,"Cameron Tringale",NA,70.2,1053,15,"EarlyRound2ScoringAverage",2013
48,48,"Charles Howell III",NA,70.23,913,13,"EarlyRound2ScoringAverage",2013
49,49,"Luke Donald",NA,70.25,843,12,"EarlyRound2ScoringAverage",2013
49,49,"Harris English",NA,70.25,843,12,"EarlyRound2ScoringAverage",2013
49,49,"Ryan Palmer",NA,70.25,562,8,"EarlyRound2ScoringAverage",2013
52,52,"Luke Guthrie",NA,70.27,1054,15,"EarlyRound2ScoringAverage",2013
53,53,"Charley Hoffman",NA,70.31,914,13,"EarlyRound2ScoringAverage",2013
54,54,"Matt Kuchar",NA,70.33,844,12,"EarlyRound2ScoringAverage",2013
55,55,"James Driscoll",NA,70.42,845,12,"EarlyRound2ScoringAverage",2013
55,55,"James Hahn",NA,70.42,845,12,"EarlyRound2ScoringAverage",2013
55,55,"Ryo Ishikawa",NA,70.42,845,12,"EarlyRound2ScoringAverage",2013
58,58,"Brendon de Jonge",NA,70.43,986,14,"EarlyRound2ScoringAverage",2013
59,59,"Bubba Watson",NA,70.44,634,9,"EarlyRound2ScoringAverage",2013
60,60,"Rickie Fowler",NA,70.45,775,11,"EarlyRound2ScoringAverage",2013
60,60,"Doug LaBelle II",NA,70.45,775,11,"EarlyRound2ScoringAverage",2013
62,62,"Justin Leonard",NA,70.46,916,13,"EarlyRound2ScoringAverage",2013
63,63,"Sangmoon Bae",NA,70.5,1128,16,"EarlyRound2ScoringAverage",2013
63,63,"Robert Garrigus",NA,70.5,564,8,"EarlyRound2ScoringAverage",2013
63,63,"Jason Kokrak",NA,70.5,846,12,"EarlyRound2ScoringAverage",2013
63,63,"Darron Stiles",NA,70.5,705,10,"EarlyRound2ScoringAverage",2013
63,63,"Jimmy Walker",NA,70.5,987,14,"EarlyRound2ScoringAverage",2013
63,63,"Nick Watney",NA,70.5,846,12,"EarlyRound2ScoringAverage",2013
69,69,"Boo Weekley",NA,70.53,1058,15,"EarlyRound2ScoringAverage",2013
70,70,"Jim Furyk",NA,70.55,776,11,"EarlyRound2ScoringAverage",2013
71,71,"Kevin Stadler",NA,70.64,777,11,"EarlyRound2ScoringAverage",2013
72,72,"Morgan Hoffmann",NA,70.67,636,9,"EarlyRound2ScoringAverage",2013
73,73,"Luke List",NA,70.7,707,10,"EarlyRound2ScoringAverage",2013
73,73,"Eric Meierdierks",NA,70.7,707,10,"EarlyRound2ScoringAverage",2013
73,73,"Carl Pettersson",NA,70.7,707,10,"EarlyRound2ScoringAverage",2013
76,76,"Brian Gay",NA,70.71,495,7,"EarlyRound2ScoringAverage",2013
77,77,"Brian Davis",NA,70.73,1061,15,"EarlyRound2ScoringAverage",2013
77,77,"Lee Williams",NA,70.73,778,11,"EarlyRound2ScoringAverage",2013
79,79,"Richard Lee",NA,70.75,849,12,"EarlyRound2ScoringAverage",2013
79,79,"Ian Poulter",NA,70.75,566,8,"EarlyRound2ScoringAverage",2013
81,81,"Robert Allenby",NA,70.78,637,9,"EarlyRound2ScoringAverage",2013
81,81,"Mike Weir",NA,70.78,637,9,"EarlyRound2ScoringAverage",2013
81,81,"Mark Wilson",NA,70.78,637,9,"EarlyRound2ScoringAverage",2013
84,84,"Bryce Molder",NA,70.8,708,10,"EarlyRound2ScoringAverage",2013
85,85,"Russell Henley",NA,70.83,850,12,"EarlyRound2ScoringAverage",2013
85,85,"Matt Jones",NA,70.83,850,12,"EarlyRound2ScoringAverage",2013
87,87,"Brad Fritsch",NA,70.85,921,13,"EarlyRound2ScoringAverage",2013
87,87,"William McGirt",NA,70.85,921,13,"EarlyRound2ScoringAverage",2013
89,89,"Tim Herron",NA,70.86,496,7,"EarlyRound2ScoringAverage",2013
89,89,"Chris Stroud",NA,70.86,992,14,"EarlyRound2ScoringAverage",2013
91,91,"Tim Clark",NA,70.88,567,8,"EarlyRound2ScoringAverage",2013
91,91,"Rod Pampling",NA,70.88,567,8,"EarlyRound2ScoringAverage",2013
93,93,"Stewart Cink",NA,70.9,709,10,"EarlyRound2ScoringAverage",2013
94,94,"Jim Herman",NA,70.91,780,11,"EarlyRound2ScoringAverage",2013
94,94,"Scott Stallings",NA,70.91,780,11,"EarlyRound2ScoringAverage",2013
96,96,"Steve LeBrun",NA,70.92,851,12,"EarlyRound2ScoringAverage",2013
96,96,"Troy Matteson",NA,70.92,851,12,"EarlyRound2ScoringAverage",2013
96,96,"Tag Ridings",NA,70.92,851,12,"EarlyRound2ScoringAverage",2013
99,99,"Graham DeLaet",NA,71,923,13,"EarlyRound2ScoringAverage",2013
99,99,"Martin Flores",NA,71,923,13,"EarlyRound2ScoringAverage",2013
99,99,"Tom Gillis",NA,71,781,11,"EarlyRound2ScoringAverage",2013
99,99,"Zach Johnson",NA,71,852,12,"EarlyRound2ScoringAverage",2013
99,99,"Camilo Villegas",NA,71,852,12,"EarlyRound2ScoringAverage",2013
