"Front9ScoringAverage_RANKTHISWEEK_2005","Front9ScoringAverage_RANKLASTWEEK_2005","Front9ScoringAverage_PLAYERNAME_2005","Front9ScoringAverage_ROUNDS_2005","Front9ScoringAverage_AVG_2005","Front9ScoringAverage_TOTALSTROKES_2005","Front9ScoringAverage_TOTALHOLES_2005","stat_name","year"
123,123,"Todd Fischer",99,35.56,3449,97,"Front9ScoringAverage",2005
123,123,"Joey Snyder III",102,35.56,3485,98,"Front9ScoringAverage",2005
125,125,"Brian Bateman",98,35.57,3344,94,"Front9ScoringAverage",2005
125,125,"Shaun Micheel",81,35.57,2810,79,"Front9ScoringAverage",2005
127,127,"Paul Gow",78,35.58,2633,74,"Front9ScoringAverage",2005
127,127,"Glen Hnatiuk",59,35.58,1957,55,"Front9ScoringAverage",2005
129,129,"Alex Cejka",84,35.59,2883,81,"Front9ScoringAverage",2005
130,130,"Steve Flesch",90,35.6,3026,85,"Front9ScoringAverage",2005
130,130,"Brian Gay",101,35.6,3524,99,"Front9ScoringAverage",2005
130,130,"David Hearn",68,35.6,2421,68,"Front9ScoringAverage",2005
130,130,"Kevin Na",88,35.6,3062,86,"Front9ScoringAverage",2005
130,130,"Rory Sabbatini",81,35.6,2777,78,"Front9ScoringAverage",2005
135,135,"KJ Choi",78,35.62,2600,73,"Front9ScoringAverage",2005
135,135,"Lee Janzen",75,35.62,2600,73,"Front9ScoringAverage",2005
135,135,"Loren Roberts",54,35.62,1888,53,"Front9ScoringAverage",2005
138,138,"Cameron Beckman",96,35.63,3278,92,"Front9ScoringAverage",2005
138,138,"Tag Ridings",93,35.63,3242,91,"Front9ScoringAverage",2005
140,140,"Matt Gogel",78,35.64,2709,76,"Front9ScoringAverage",2005
140,140,"Jeff Hart",63,35.64,2174,61,"Front9ScoringAverage",2005
140,140,"Peter Lonard",85,35.64,2994,84,"Front9ScoringAverage",2005
143,143,"Fred Couples",72,35.65,2424,68,"Front9ScoringAverage",2005
144,144,"Chris Smith",93,35.67,3317,93,"Front9ScoringAverage",2005
145,145,"Mario Tiziani",67,35.68,2319,65,"Front9ScoringAverage",2005
146,146,"James Driscoll",73,35.69,2534,71,"Front9ScoringAverage",2005
146,146,"Freddie Jacobson",72,35.69,2534,71,"Front9ScoringAverage",2005
148,148,"Michael Long",72,35.7,2499,70,"Front9ScoringAverage",2005
148,148,"Jay Williamson",53,35.7,1892,53,"Front9ScoringAverage",2005
150,150,"Hunter Mahan",103,35.71,3607,101,"Front9ScoringAverage",2005
151,151,"Brendan Jones",81,35.72,2822,79,"Front9ScoringAverage",2005
151,151,"Frank Lickliter II",100,35.72,3429,96,"Front9ScoringAverage",2005
153,153,"Scott Hend",75,35.73,2608,73,"Front9ScoringAverage",2005
154,154,"Robert Damron",89,35.74,3181,89,"Front9ScoringAverage",2005
154,154,"Larry Mize",54,35.74,1787,50,"Front9ScoringAverage",2005
156,156,"Paul Azinger",66,35.76,2360,66,"Front9ScoringAverage",2005
156,156,"John Rollins",97,35.76,3397,95,"Front9ScoringAverage",2005
156,156,"Charles Warren",89,35.76,3111,87,"Front9ScoringAverage",2005
159,159,"Skip Kendall",80,35.77,2790,78,"Front9ScoringAverage",2005
159,159,"Mike Weir",71,35.77,2361,66,"Front9ScoringAverage",2005
161,161,"Scott McCarron",78,35.78,2648,74,"Front9ScoringAverage",2005
162,162,"John Cook",72,35.8,2506,70,"Front9ScoringAverage",2005
162,162,"Brent Geiberger",61,35.8,2112,59,"Front9ScoringAverage",2005
162,162,"Jay Haas",54,35.8,1826,51,"Front9ScoringAverage",2005
165,165,"Jonathan Kaye",77,35.81,2650,74,"Front9ScoringAverage",2005
165,165,"Kirk Triplett",55,35.81,1862,52,"Front9ScoringAverage",2005
167,167,"John Daly",78,35.82,2722,76,"Front9ScoringAverage",2005
168,168,"Justin Bolli",65,35.83,2257,63,"Front9ScoringAverage",2005
168,168,"Tom Gillis",77,35.83,2687,75,"Front9ScoringAverage",2005
170,170,"Franklin Langham",91,35.84,3118,87,"Front9ScoringAverage",2005
170,170,"Jeff Maggert",79,35.84,2652,74,"Front9ScoringAverage",2005
172,172,"Hank Kuehne",84,35.85,2868,80,"Front9ScoringAverage",2005
173,173,"Tjaart van der Walt",56,35.86,2008,56,"Front9ScoringAverage",2005
174,174,"Steve Allan",102,35.87,3515,98,"Front9ScoringAverage",2005
174,174,"Michael Allen",90,35.87,3228,90,"Front9ScoringAverage",2005
176,176,"Jason Allred",75,35.92,2622,73,"Front9ScoringAverage",2005
176,176,"Mark OMeara",66,35.92,2371,66,"Front9ScoringAverage",2005
176,176,"Hideto Tanihara",50,35.92,1724,48,"Front9ScoringAverage",2005
176,176,"Roland Thatcher",75,35.92,2622,73,"Front9ScoringAverage",2005
180,180,"Jose Coceres",56,35.94,1941,54,"Front9ScoringAverage",2005
180,180,"Bill Glasson",54,35.94,1869,52,"Front9ScoringAverage",2005
182,182,"Todd Hamilton",94,35.99,3275,91,"Front9ScoringAverage",2005
183,183,"Danny Briggs",70,36.01,2449,68,"Front9ScoringAverage",2005
184,184,"Ian Poulter",62,36.02,2017,56,"Front9ScoringAverage",2005
185,185,"Matt Davidson",53,36.04,1910,53,"Front9ScoringAverage",2005
185,185,"Lee Westwood",50,36.04,1730,48,"Front9ScoringAverage",2005
187,187,"Andrew Magee",82,36.06,2813,78,"Front9ScoringAverage",2005
188,188,"Jim Carter",62,36.07,2164,60,"Front9ScoringAverage",2005
189,189,"Dennis Paulson",63,36.08,2273,63,"Front9ScoringAverage",2005
190,190,"Mark Hensby",70,36.09,2454,68,"Front9ScoringAverage",2005
191,191,"DJ Brigman",76,36.11,2600,72,"Front9ScoringAverage",2005
192,192,"Ben Curtis",65,36.12,2348,65,"Front9ScoringAverage",2005
192,192,"Rob Rashell",65,36.12,2348,65,"Front9ScoringAverage",2005
194,194,"Mark Brooks",72,36.19,2606,72,"Front9ScoringAverage",2005
195,195,"John Elliott",58,36.2,2027,56,"Front9ScoringAverage",2005
196,196,"Thomas Levet",54,36.21,1919,53,"Front9ScoringAverage",2005
197,197,"Bradley Hughes",52,36.23,1884,52,"Front9ScoringAverage",2005
197,197,"Chris Riley",67,36.23,2319,64,"Front9ScoringAverage",2005
199,199,"Rich Beem",66,36.27,2249,62,"Front9ScoringAverage",2005
200,200,"Steve Jones",56,36.28,1959,54,"Front9ScoringAverage",2005
201,201,"Craig Perks",67,36.31,2360,65,"Front9ScoringAverage",2005
202,202,"Len Mattiace",86,36.49,3065,84,"Front9ScoringAverage",2005
