"ConsecutivePar4Birdies_RANKTHISWEEK_2008","ConsecutivePar4Birdies_RANKLASTWEEK_2008","ConsecutivePar4Birdies_PLAYERNAME_2008","ConsecutivePar4Birdies_EVENTS_2008","ConsecutivePar4Birdies_NUMBEROFHOLES_2008","stat_name","year"
1,1,"DJ Trahan",27,6,"ConsecutivePar4Birdies",2008
2,2,"Briny Baird",30,5,"ConsecutivePar4Birdies",2008
2,2,"Ken Duke",33,5,"ConsecutivePar4Birdies",2008
2,2,"John Huston",18,5,"ConsecutivePar4Birdies",2008
2,2,"George McNeill",29,5,"ConsecutivePar4Birdies",2008
2,2,"Kenny Perry",26,5,"ConsecutivePar4Birdies",2008
2,2,"John Rollins",28,5,"ConsecutivePar4Birdies",2008
2,2,"Charl Schwartzel",1,5,"ConsecutivePar4Birdies",2008
2,2,"Heath Slocum",29,5,"ConsecutivePar4Birdies",2008
2,2,"Kevin Sutherland",26,5,"ConsecutivePar4Birdies",2008
2,2,"Scott Verplank",24,5,"ConsecutivePar4Birdies",2008
2,2,"Johnson Wagner",26,5,"ConsecutivePar4Birdies",2008
2,2,"Mark Wilson",29,5,"ConsecutivePar4Birdies",2008
14,14,"Michael Allen",28,4,"ConsecutivePar4Birdies",2008
14,14,"Robert Allenby",28,4,"ConsecutivePar4Birdies",2008
14,14,"Billy Andrade",24,4,"ConsecutivePar4Birdies",2008
14,14,"Eric Axley",35,4,"ConsecutivePar4Birdies",2008
14,14,"Aaron Baddeley",22,4,"ConsecutivePar4Birdies",2008
14,14,"Rich Beem",29,4,"ConsecutivePar4Birdies",2008
14,14,"Chad Campbell",28,4,"ConsecutivePar4Birdies",2008
14,14,"Tim Clark",27,4,"ConsecutivePar4Birdies",2008
14,14,"Gavin Coles",16,4,"ConsecutivePar4Birdies",2008
14,14,"Ben Crane",25,4,"ConsecutivePar4Birdies",2008
14,14,"Ben Curtis",22,4,"ConsecutivePar4Birdies",2008
14,14,"Glen Day",19,4,"ConsecutivePar4Birdies",2008
14,14,"Jason Day",28,4,"ConsecutivePar4Birdies",2008
14,14,"Chris DiMarco",29,4,"ConsecutivePar4Birdies",2008
14,14,"Steve Flesch",29,4,"ConsecutivePar4Birdies",2008
14,14,"Jim Furyk",26,4,"ConsecutivePar4Birdies",2008
14,14,"Tommy Gainey",24,4,"ConsecutivePar4Birdies",2008
14,14,"Brian Gay",31,4,"ConsecutivePar4Birdies",2008
14,14,"Mathew Goggin",27,4,"ConsecutivePar4Birdies",2008
14,14,"Nathan Green",30,4,"ConsecutivePar4Birdies",2008
14,14,"Bill Haas",31,4,"ConsecutivePar4Birdies",2008
14,14,"Dudley Hart",22,4,"ConsecutivePar4Birdies",2008
14,14,"Mark Hensby",26,4,"ConsecutivePar4Birdies",2008
14,14,"JB Holmes",26,4,"ConsecutivePar4Birdies",2008
14,14,"Trevor Immelman",22,4,"ConsecutivePar4Birdies",2008
14,14,"Freddie Jacobson",24,4,"ConsecutivePar4Birdies",2008
14,14,"Lee Janzen",28,4,"ConsecutivePar4Birdies",2008
14,14,"Kent Jones",23,4,"ConsecutivePar4Birdies",2008
14,14,"Matt Jones",31,4,"ConsecutivePar4Birdies",2008
14,14,"Craig Kanada",23,4,"ConsecutivePar4Birdies",2008
14,14,"Greg Kraft",21,4,"ConsecutivePar4Birdies",2008
14,14,"Matt Kuchar",27,4,"ConsecutivePar4Birdies",2008
14,14,"Michael Letzig",29,4,"ConsecutivePar4Birdies",2008
14,14,"Peter Lonard",30,4,"ConsecutivePar4Birdies",2008
14,14,"Jeff Maggert",28,4,"ConsecutivePar4Birdies",2008
14,14,"Hunter Mahan",27,4,"ConsecutivePar4Birdies",2008
14,14,"John Mallinger",29,4,"ConsecutivePar4Birdies",2008
14,14,"Bob May",4,4,"ConsecutivePar4Birdies",2008
14,14,"Billy Mayfair",29,4,"ConsecutivePar4Birdies",2008
14,14,"Parker McLachlin",27,4,"ConsecutivePar4Birdies",2008
14,14,"Spike McRoy",4,4,"ConsecutivePar4Birdies",2008
14,14,"John Merrick",28,4,"ConsecutivePar4Birdies",2008
14,14,"Phil Mickelson",21,4,"ConsecutivePar4Birdies",2008
14,14,"Larry Mize",16,4,"ConsecutivePar4Birdies",2008
14,14,"Ryan Moore",24,4,"ConsecutivePar4Birdies",2008
14,14,"Sean OHair",25,4,"ConsecutivePar4Birdies",2008
