"ProximitytoHolefromFringe_RANKTHISWEEK_2013","ProximitytoHolefromFringe_RANKLASTWEEK_2013","ProximitytoHolefromFringe_PLAYERNAME_2013","ProximitytoHolefromFringe_ROUNDS_2013","ProximitytoHolefromFringe_AVGDTP_2013","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2013","ProximitytoHolefromFringe_OFSHOTS_2013","ProximitytoHolefromFringe_SCRAMBLINGRANK_2013","stat_name","year"
60,NA,"Ryan Moore",72,NA,174.833,62,95,"ProximitytoHolefromFringe",2013
60,NA,"Scott Piercy",78,NA,158.083,55,161,"ProximitytoHolefromFringe",2013
60,NA,"DA Points",87,NA,176.833,62,129,"ProximitytoHolefromFringe",2013
60,NA,"Webb Simpson",92,NA,201.5,72,86,"ProximitytoHolefromFringe",2013
60,NA,"Kevin Stadler",83,NA,223.167,79,143,"ProximitytoHolefromFringe",2013
60,NA,"Kyle Stanley",71,NA,153.167,54,155,"ProximitytoHolefromFringe",2013
60,NA,"DJ Trahan",48,NA,108.583,38,118,"ProximitytoHolefromFringe",2013
60,NA,"Jimmy Walker",84,NA,172.667,61,36,"ProximitytoHolefromFringe",2013
60,NA,"YE Yang",56,NA,129.083,45,110,"ProximitytoHolefromFringe",2013
75,NA,"Erik Compton",74,NA,165.167,56,23,"ProximitytoHolefromFringe",2013
75,NA,"Tommy Gainey",84,NA,240.917,83,152,"ProximitytoHolefromFringe",2013
75,NA,"Ryo Ishikawa",72,NA,153.833,53,160,"ProximitytoHolefromFringe",2013
75,NA,"Freddie Jacobson",63,NA,125.417,43,54,"ProximitytoHolefromFringe",2013
75,NA,"Graeme McDowell",53,NA,132.25,46,30,"ProximitytoHolefromFringe",2013
75,NA,"Cameron Percy",68,NA,195.083,66,40,"ProximitytoHolefromFringe",2013
75,NA,"Kevin Streelman",86,NA,167.167,58,61,"ProximitytoHolefromFringe",2013
75,NA,"Bubba Watson",76,NA,158.5,55,150,"ProximitytoHolefromFringe",2013
75,NA,"Boo Weekley",100,NA,230.417,79,135,"ProximitytoHolefromFringe",2013
84,NA,"Sang Moon Bae",83,NA,204.917,69,176,"ProximitytoHolefromFringe",2013
84,NA,"Steven Bowditch",67,NA,186.667,62,17,"ProximitytoHolefromFringe",2013
84,NA,"Scott Brown",65,NA,165.583,55,130,"ProximitytoHolefromFringe",2013
84,NA,"Matt Every",89,NA,255.667,85,113,"ProximitytoHolefromFringe",2013
84,NA,"Brad Fritsch",81,NA,222.833,74,136,"ProximitytoHolefromFringe",2013
84,NA,"Fabian Gomez",65,NA,189.917,64,49,"ProximitytoHolefromFringe",2013
84,NA,"Tim Herron",45,NA,151.25,51,117,"ProximitytoHolefromFringe",2013
84,NA,"Charles Howell III",87,NA,251.75,84,5,"ProximitytoHolefromFringe",2013
84,NA,"Martin Kaymer",61,NA,132.667,44,171,"ProximitytoHolefromFringe",2013
84,NA,"Matt Kuchar",93,NA,220.833,73,12,"ProximitytoHolefromFringe",2013
84,NA,"David Lynn",70,NA,130.25,43,38,"ProximitytoHolefromFringe",2013
84,NA,"Rory Sabbatini",86,NA,208.5,69,91,"ProximitytoHolefromFringe",2013
84,NA,"Henrik Stenson",65,NA,136,45,102,"ProximitytoHolefromFringe",2013
84,NA,"Vaughn Taylor",50,NA,109.833,37,107,"ProximitytoHolefromFringe",2013
84,NA,"Aaron Watkins",46,NA,101.333,34,58,"ProximitytoHolefromFringe",2013
84,NA,"Mike Weir",60,NA,148,50,70,"ProximitytoHolefromFringe",2013
84,NA,"Casey Wittenberg",72,NA,201.333,68,37,"ProximitytoHolefromFringe",2013
101,NA,"Jason Day",86,NA,189.417,62,27,"ProximitytoHolefromFringe",2013
101,NA,"Graham DeLaet",94,NA,257.583,83,51,"ProximitytoHolefromFringe",2013
101,NA,"James Driscoll",76,NA,165.5,53,53,"ProximitytoHolefromFringe",2013
101,NA,"Martin Flores",83,NA,205.167,67,15,"ProximitytoHolefromFringe",2013
101,NA,"Lucas Glover",65,NA,212.083,68,174,"ProximitytoHolefromFringe",2013
101,NA,"Luke Guthrie",82,NA,200.417,65,75,"ProximitytoHolefromFringe",2013
101,NA,"JJ Henry",83,NA,202.667,65,112,"ProximitytoHolefromFringe",2013
101,NA,"Dustin Johnson",71,NA,154.417,50,163,"ProximitytoHolefromFringe",2013
101,NA,"Colt Knost",69,NA,187.083,61,116,"ProximitytoHolefromFringe",2013
101,NA,"Steve LeBrun",66,NA,137.417,45,97,"ProximitytoHolefromFringe",2013
101,NA,"DH Lee",65,NA,185.167,60,89,"ProximitytoHolefromFringe",2013
101,NA,"Jin Park",52,NA,155.667,50,65,"ProximitytoHolefromFringe",2013
101,NA,"Brandt Snedeker",79,NA,164.417,54,33,"ProximitytoHolefromFringe",2013
114,NA,"Harris English",95,NA,241.667,76,125,"ProximitytoHolefromFringe",2013
114,NA,"David Lingmerth",68,NA,152.833,48,80,"ProximitytoHolefromFringe",2013
114,NA,"Rod Pampling",46,NA,75.75,24,127,"ProximitytoHolefromFringe",2013
114,NA,"Vijay Singh",61,NA,120.333,38,103,"ProximitytoHolefromFringe",2013
114,NA,"Scott Stallings",79,NA,213.833,67,139,"ProximitytoHolefromFringe",2013
114,NA,"Camilo Villegas",79,NA,219,70,123,"ProximitytoHolefromFringe",2013
114,NA,"Nick Watney",88,NA,216.917,69,121,"ProximitytoHolefromFringe",2013
114,NA,"Lee Williams",62,NA,171.083,54,7,"ProximitytoHolefromFringe",2013
122,NA,"Charlie Beljan",62,NA,194.75,60,170,"ProximitytoHolefromFringe",2013
122,NA,"Kevin Chappell",80,NA,212,66,81,"ProximitytoHolefromFringe",2013
122,NA,"Bill Haas",85,NA,228,70,18,"ProximitytoHolefromFringe",2013
122,NA,"David Mathis",71,NA,205,63,172,"ProximitytoHolefromFringe",2013
122,NA,"Jeff Overton",78,NA,315.667,96,66,"ProximitytoHolefromFringe",2013
122,NA,"Carl Pettersson",82,NA,226.583,70,147,"ProximitytoHolefromFringe",2013
122,NA,"Nicholas Thompson",99,NA,297.25,91,109,"ProximitytoHolefromFringe",2013
122,NA,"Gary Woodland",94,NA,268.917,82,148,"ProximitytoHolefromFringe",2013
130,NA,"Jonas Blixt",76,NA,237.25,72,24,"ProximitytoHolefromFringe",2013
130,NA,"Stewart Cink",71,NA,155.667,47,164,"ProximitytoHolefromFringe",2013
130,NA,"Ken Duke",87,NA,306.333,91,108,"ProximitytoHolefromFringe",2013
130,NA,"Peter Hanson",45,NA,106.667,32,82,"ProximitytoHolefromFringe",2013
130,NA,"Jim Herman",59,NA,132.083,40,149,"ProximitytoHolefromFringe",2013
130,NA,"Billy Horschel",96,NA,271.417,81,131,"ProximitytoHolefromFringe",2013
130,NA,"Ben Kohles",75,NA,249.25,74,126,"ProximitytoHolefromFringe",2013
130,NA,"William McGirt",75,NA,292.917,88,39,"ProximitytoHolefromFringe",2013
130,NA,"Bryce Molder",82,NA,209.75,63,19,"ProximitytoHolefromFringe",2013
130,NA,"Seung Yul Noh",71,NA,197.583,59,158,"ProximitytoHolefromFringe",2013
130,NA,"Henrik Norlander",70,NA,182,55,138,"ProximitytoHolefromFringe",2013
130,NA,"Patrick Reed",83,NA,227.333,69,40,"ProximitytoHolefromFringe",2013
130,NA,"Josh Teater",86,NA,229.5,69,157,"ProximitytoHolefromFringe",2013
143,NA,"Roberto Castro",97,NA,261.833,76,26,"ProximitytoHolefromFringe",2013
143,NA,"Jeff Maggert",63,NA,210.333,62,42,"ProximitytoHolefromFringe",2013
143,NA,"John Merrick",79,NA,228.917,67,115,"ProximitytoHolefromFringe",2013
143,NA,"Steve Stricker",51,NA,82.25,24,2,"ProximitytoHolefromFringe",2013
147,NA,"Robert Allenby",58,NA,207.5,60,168,"ProximitytoHolefromFringe",2013
147,NA,"Ricky Barnes",74,NA,204.25,59,162,"ProximitytoHolefromFringe",2013
147,NA,"John Huh",88,NA,254.75,73,62,"ProximitytoHolefromFringe",2013
147,NA,"Trevor Immelman",73,NA,197.833,57,68,"ProximitytoHolefromFringe",2013
147,NA,"Martin Laird",68,NA,185.417,53,122,"ProximitytoHolefromFringe",2013
147,NA,"Richard Lee",81,NA,201.75,57,11,"ProximitytoHolefromFringe",2013
147,NA,"Geoff Ogilvy",57,NA,155.667,44,132,"ProximitytoHolefromFringe",2013
147,NA,"John Rollins",77,NA,259.417,74,93,"ProximitytoHolefromFringe",2013
147,NA,"Adam Scott",61,NA,149.667,43,119,"ProximitytoHolefromFringe",2013
147,NA,"Michael Thompson",66,NA,186.75,54,93,"ProximitytoHolefromFringe",2013
157,NA,"Angel Cabrera",73,NA,132.667,37,134,"ProximitytoHolefromFringe",2013
157,NA,"Ben Crane",62,NA,212.75,60,9,"ProximitytoHolefromFringe",2013
157,NA,"Justin Hicks",79,NA,270.167,76,175,"ProximitytoHolefromFringe",2013
157,NA,"Brian Stuard",78,NA,229.833,64,43,"ProximitytoHolefromFringe",2013
161,NA,"Brian Davis",91,NA,357.667,98,73,"ProximitytoHolefromFringe",2013
161,NA,"Derek Ernst",58,NA,130.5,36,179,"ProximitytoHolefromFringe",2013
161,NA,"Sean OHair",56,NA,155,42,169,"ProximitytoHolefromFringe",2013
161,NA,"Andres Romero",63,NA,208.333,57,88,"ProximitytoHolefromFringe",2013
161,NA,"Johnson Wagner",64,NA,159.667,44,120,"ProximitytoHolefromFringe",2013
161,NA,"Tiger Woods",61,NA,132.083,36,46,"ProximitytoHolefromFringe",2013
167,NA,"Doug LaBelle II",72,NA,152.833,41,123,"ProximitytoHolefromFringe",2013
167,NA,"Rory McIlroy",56,NA,153.167,41,145,"ProximitytoHolefromFringe",2013
169,NA,"Greg Chalmers",77,NA,337.917,88,63,"ProximitytoHolefromFringe",2013
169,NA,"Eric Meierdierks",48,NA,172.583,45,177,"ProximitytoHolefromFringe",2013
169,NA,"Darron Stiles",51,NA,152.583,40,29,"ProximitytoHolefromFringe",2013
172,NA,"Jason Bohn",70,NA,206.667,53,144,"ProximitytoHolefromFringe",2013
172,NA,"Robert Garrigus",69,NA,157.833,40,180,"ProximitytoHolefromFringe",2013
172,NA,"Phil Mickelson",78,NA,162.917,42,78,"ProximitytoHolefromFringe",2013
175,NA,"Dicky Pride",71,NA,237.917,58,60,"ProximitytoHolefromFringe",2013
176,NA,"John Senden",79,NA,246.167,59,153,"ProximitytoHolefromFringe",2013
176,NA,"Brendan Steele",86,NA,276.583,67,104,"ProximitytoHolefromFringe",2013
176,NA,"Shawn Stefani",63,NA,222.75,53,79,"ProximitytoHolefromFringe",2013
179,NA,"Scott Gardiner",61,NA,196.583,46,173,"ProximitytoHolefromFringe",2013
180,NA,"Bobby Gates",49,NA,158.167,30,137,"ProximitytoHolefromFringe",2013
