"SandSavesfrom30yards_RANKTHISWEEK_2012","SandSavesfrom30yards_RANKLASTWEEK_2012","SandSavesfrom30yards_PLAYERNAME_2012","SandSavesfrom30yards_ROUNDS_2012","SandSavesfrom30yards_Pct_2012","SandSavesfrom30yards_OFSAVES_2012","SandSavesfrom30yards_OFBUNKERS_2012","stat_name","year"
1,1,"Gavin Coles",72,66.67,4,6,"SandSavesfrom30yards",2012
1,1,"Charl Schwartzel",56,66.67,4,6,"SandSavesfrom30yards",2012
1,1,"Tiger Woods",69,66.67,4,6,"SandSavesfrom30yards",2012
4,4,"Trevor Immelman",76,63.64,7,11,"SandSavesfrom30yards",2012
4,4,"Davis Love III",64,63.64,7,11,"SandSavesfrom30yards",2012
6,6,"Jim Furyk",85,62.5,5,8,"SandSavesfrom30yards",2012
6,6,"Jimmy Walker",101,62.5,10,16,"SandSavesfrom30yards",2012
6,6,"Boo Weekley",74,62.5,5,8,"SandSavesfrom30yards",2012
9,9,"Billy Hurley III",70,61.54,8,13,"SandSavesfrom30yards",2012
10,10,"Bryce Molder",83,60,9,15,"SandSavesfrom30yards",2012
10,10,"Michael Thompson",80,60,6,10,"SandSavesfrom30yards",2012
12,12,"Bill Lunde",83,58.33,7,12,"SandSavesfrom30yards",2012
13,13,"Justin Rose",69,54.55,6,11,"SandSavesfrom30yards",2012
13,13,"Brandt Snedeker",81,54.55,6,11,"SandSavesfrom30yards",2012
15,15,"John Merrick",83,53.33,8,15,"SandSavesfrom30yards",2012
15,15,"Heath Slocum",93,53.33,8,15,"SandSavesfrom30yards",2012
17,17,"Bud Cauley",99,52.94,9,17,"SandSavesfrom30yards",2012
17,17,"Tim Herron",88,52.94,9,17,"SandSavesfrom30yards",2012
19,19,"John Huh",99,52.63,10,19,"SandSavesfrom30yards",2012
20,20,"Charlie Beljan",61,50,4,8,"SandSavesfrom30yards",2012
20,20,"Tommy Biershenk",74,50,5,10,"SandSavesfrom30yards",2012
20,20,"Jonas Blixt",72,50,3,6,"SandSavesfrom30yards",2012
20,20,"Stewart Cink",71,50,7,14,"SandSavesfrom30yards",2012
20,20,"Tim Clark",60,50,8,16,"SandSavesfrom30yards",2012
20,20,"John Daly",50,50,2,4,"SandSavesfrom30yards",2012
20,20,"Jason Day",57,50,4,8,"SandSavesfrom30yards",2012
20,20,"Jason Dufner",83,50,3,6,"SandSavesfrom30yards",2012
20,20,"Matt Every",80,50,8,16,"SandSavesfrom30yards",2012
20,20,"Sergio Garcia",57,50,5,10,"SandSavesfrom30yards",2012
20,20,"Padraig Harrington",67,50,3,6,"SandSavesfrom30yards",2012
20,20,"Rory McIlroy",60,50,4,8,"SandSavesfrom30yards",2012
20,20,"Louis Oosthuizen",65,50,5,10,"SandSavesfrom30yards",2012
20,20,"Rod Pampling",88,50,11,22,"SandSavesfrom30yards",2012
20,20,"Pat Perez",81,50,8,16,"SandSavesfrom30yards",2012
20,20,"Steve Stricker",73,50,3,6,"SandSavesfrom30yards",2012
20,20,"Daniel Summerhays",81,50,7,14,"SandSavesfrom30yards",2012
20,20,"Brendon Todd",78,50,5,10,"SandSavesfrom30yards",2012
38,38,"JB Holmes",90,47.37,9,19,"SandSavesfrom30yards",2012
39,39,"Ben Crane",73,46.15,6,13,"SandSavesfrom30yards",2012
39,39,"David Hearn",95,46.15,6,13,"SandSavesfrom30yards",2012
41,41,"Martin Flores",95,45.45,5,11,"SandSavesfrom30yards",2012
41,41,"Geoff Ogilvy",73,45.45,5,11,"SandSavesfrom30yards",2012
43,43,"Aaron Baddeley",73,44.44,4,9,"SandSavesfrom30yards",2012
43,43,"Angel Cabrera",54,44.44,4,9,"SandSavesfrom30yards",2012
43,43,"Johnson Wagner",88,44.44,8,18,"SandSavesfrom30yards",2012
46,46,"Sung Kang",75,43.75,7,16,"SandSavesfrom30yards",2012
47,47,"Luke Donald",63,42.86,3,7,"SandSavesfrom30yards",2012
47,47,"Bill Haas",79,42.86,3,7,"SandSavesfrom30yards",2012
47,47,"Zach Johnson",95,42.86,6,14,"SandSavesfrom30yards",2012
47,47,"Andres Romero",68,42.86,3,7,"SandSavesfrom30yards",2012
47,47,"Nick Watney",97,42.86,6,14,"SandSavesfrom30yards",2012
52,52,"Matt Jones",53,41.67,5,12,"SandSavesfrom30yards",2012
52,52,"Henrik Stenson",51,41.67,5,12,"SandSavesfrom30yards",2012
54,54,"Charley Hoffman",88,41.18,7,17,"SandSavesfrom30yards",2012
55,55,"Ken Duke",104,40.91,9,22,"SandSavesfrom30yards",2012
56,56,"Cameron Beckman",81,40,4,10,"SandSavesfrom30yards",2012
56,56,"Jason Bohn",81,40,6,15,"SandSavesfrom30yards",2012
56,56,"Greg Chalmers",88,40,8,20,"SandSavesfrom30yards",2012
56,56,"Robert Karlsson",54,40,4,10,"SandSavesfrom30yards",2012
56,56,"Carl Pettersson",92,40,6,15,"SandSavesfrom30yards",2012
56,56,"John Senden",81,40,6,15,"SandSavesfrom30yards",2012
62,62,"James Driscoll",83,39.13,9,23,"SandSavesfrom30yards",2012
63,63,"Ricky Barnes",92,38.89,7,18,"SandSavesfrom30yards",2012
63,63,"Vijay Singh",99,38.89,7,18,"SandSavesfrom30yards",2012
65,65,"Sangmoon Bae",81,38.46,5,13,"SandSavesfrom30yards",2012
65,65,"Colt Knost",79,38.46,5,13,"SandSavesfrom30yards",2012
67,67,"Robert Allenby",76,37.5,6,16,"SandSavesfrom30yards",2012
67,67,"Jonathan Byrd",69,37.5,3,8,"SandSavesfrom30yards",2012
67,67,"Bob Estes",78,37.5,6,16,"SandSavesfrom30yards",2012
67,67,"Ryuji Imada",78,37.5,6,16,"SandSavesfrom30yards",2012
67,67,"Scott Stallings",78,37.5,3,8,"SandSavesfrom30yards",2012
72,72,"Jason Kokrak",79,36.84,7,19,"SandSavesfrom30yards",2012
72,72,"Jeff Maggert",83,36.84,7,19,"SandSavesfrom30yards",2012
74,74,"Stuart Appleby",75,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Matt Bettencourt",80,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Roberto Castro",92,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Brian Davis",91,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Scott Dunlap",57,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Harrison Frazar",56,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Troy Kelly",68,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Troy Matteson",100,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Nick OHern",78,36.36,4,11,"SandSavesfrom30yards",2012
74,74,"Dicky Pride",62,36.36,4,11,"SandSavesfrom30yards",2012
84,84,"Bubba Watson",68,35.71,5,14,"SandSavesfrom30yards",2012
85,85,"George McNeill",85,34.78,8,23,"SandSavesfrom30yards",2012
86,86,"Kris Blanks",65,33.33,4,12,"SandSavesfrom30yards",2012
86,86,"Scott Brown",65,33.33,5,15,"SandSavesfrom30yards",2012
86,86,"Erik Compton",81,33.33,5,15,"SandSavesfrom30yards",2012
86,86,"Tommy Gainey",98,33.33,6,18,"SandSavesfrom30yards",2012
86,86,"Bobby Gates",87,33.33,3,9,"SandSavesfrom30yards",2012
86,86,"JJ Killeen",101,33.33,8,24,"SandSavesfrom30yards",2012
86,86,"John Mallinger",74,33.33,4,12,"SandSavesfrom30yards",2012
86,86,"David Mathis",83,33.33,5,15,"SandSavesfrom30yards",2012
86,86,"Phil Mickelson",79,33.33,3,9,"SandSavesfrom30yards",2012
86,86,"Chez Reavie",83,33.33,3,9,"SandSavesfrom30yards",2012
86,86,"Webb Simpson",77,33.33,3,9,"SandSavesfrom30yards",2012
97,97,"Gary Christian",91,31.58,6,19,"SandSavesfrom30yards",2012
97,97,"Kevin Streelman",89,31.58,6,19,"SandSavesfrom30yards",2012
99,99,"Kevin Chappell",91,31.25,5,16,"SandSavesfrom30yards",2012
99,99,"Greg Owen",90,31.25,5,16,"SandSavesfrom30yards",2012
99,99,"Rory Sabbatini",84,31.25,5,16,"SandSavesfrom30yards",2012
102,102,"Freddie Jacobson",61,30.77,4,13,"SandSavesfrom30yards",2012
