"ConsecutiveBirdiesStreak_RANKTHISWEEK_2008","ConsecutiveBirdiesStreak_RANKLASTWEEK_2008","ConsecutiveBirdiesStreak_PLAYERNAME_2008","ConsecutiveBirdiesStreak_EVENTS_2008","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2008","stat_name","year"
164,164,"Daniel Chopra",27,3,"ConsecutiveBirdiesStreak",2008
164,164,"Stewart Cink",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Darren Clarke",2,3,"ConsecutiveBirdiesStreak",2008
164,164,"Paul Claxton",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Keith Clearwater",2,3,"ConsecutiveBirdiesStreak",2008
164,164,"Gavin Coles",16,3,"ConsecutiveBirdiesStreak",2008
164,164,"Erik Compton",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Fred Couples",18,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jeff Cuzzort",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"John Daly",17,3,"ConsecutiveBirdiesStreak",2008
164,164,"Robert Damron",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Marco Dawson",21,3,"ConsecutiveBirdiesStreak",2008
164,164,"Stuart Deane",2,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chip Deason",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chris DiMarco",29,3,"ConsecutiveBirdiesStreak",2008
164,164,"Trevor Dodds",2,3,"ConsecutiveBirdiesStreak",2008
164,164,"Luke Donald",11,3,"ConsecutiveBirdiesStreak",2008
164,164,"Nick Dougherty",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Scott Dunlap",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"David Duval",20,3,"ConsecutiveBirdiesStreak",2008
164,164,"Brad Elder",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Derek Fathauer",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Kenneth Ferrie",25,3,"ConsecutiveBirdiesStreak",2008
164,164,"Ross Fisher",6,3,"ConsecutiveBirdiesStreak",2008
164,164,"Nick Flanagan",29,3,"ConsecutiveBirdiesStreak",2008
164,164,"Robert Floyd",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Carlos Franco",25,3,"ConsecutiveBirdiesStreak",2008
164,164,"Harrison Frazar",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Sergio Garcia",19,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jeff Gove",18,3,"ConsecutiveBirdiesStreak",2008
164,164,"Richard Green",9,3,"ConsecutiveBirdiesStreak",2008
164,164,"Mathias Gronberg",30,3,"ConsecutiveBirdiesStreak",2008
164,164,"JP Hayes",26,3,"ConsecutiveBirdiesStreak",2008
164,164,"Bob Heintz",17,3,"ConsecutiveBirdiesStreak",2008
164,164,"Justin Hicks",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Miguel Angel Jimenez",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Brandt Jobe",19,3,"ConsecutiveBirdiesStreak",2008
164,164,"Richard Johnson",29,3,"ConsecutiveBirdiesStreak",2008
164,164,"Matt Jones",31,3,"ConsecutiveBirdiesStreak",2008
164,164,"Robert Karlsson",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Peter Karmis",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jonathan Kaye",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Skip Kendall",6,3,"ConsecutiveBirdiesStreak",2008
164,164,"Michael Knight",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Neal Lancaster",9,3,"ConsecutiveBirdiesStreak",2008
164,164,"Stephen Leaney",17,3,"ConsecutiveBirdiesStreak",2008
164,164,"Tom Lehman",17,3,"ConsecutiveBirdiesStreak",2008
164,164,"JL Lewis",16,3,"ConsecutiveBirdiesStreak",2008
164,164,"WC Liang",6,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jamie Lovemark",5,3,"ConsecutiveBirdiesStreak",2008
164,164,"David Lutterus",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jarrod Lyle",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Will Ma Kenzie",21,3,"ConsecutiveBirdiesStreak",2008
164,164,"Andrew Magee",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Prayad Marksaeng",4,3,"ConsecutiveBirdiesStreak",2008
164,164,"Daisuke Maruyama",4,3,"ConsecutiveBirdiesStreak",2008
164,164,"Troy Matteson",30,3,"ConsecutiveBirdiesStreak",2008
164,164,"Parker McLachlin",27,3,"ConsecutiveBirdiesStreak",2008
164,164,"John Merrick",28,3,"ConsecutiveBirdiesStreak",2008
164,164,"Jon Mills",32,3,"ConsecutiveBirdiesStreak",2008
164,164,"Larry Mize",16,3,"ConsecutiveBirdiesStreak",2008
164,164,"Ryan Moore",24,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chapchai Nirat",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Sean OHair",25,3,"ConsecutiveBirdiesStreak",2008
164,164,"Mark OMeara",5,3,"ConsecutiveBirdiesStreak",2008
164,164,"David Ogrin",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Louis Oosthuizen",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Deane Pappas",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Travis Perkins",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Tim Petrovic",32,3,"ConsecutiveBirdiesStreak",2008
164,164,"Stephen Poole",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Ian Poulter",15,3,"ConsecutiveBirdiesStreak",2008
164,164,"Dicky Pride",14,3,"ConsecutiveBirdiesStreak",2008
164,164,"Fran Quinn",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"John Riegger",24,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chris Riley",17,3,"ConsecutiveBirdiesStreak",2008
164,164,"Andres Romero",20,3,"ConsecutiveBirdiesStreak",2008
164,164,"Ted Schulz",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"John Senden",28,3,"ConsecutiveBirdiesStreak",2008
164,164,"Patrick Sheehan",35,3,"ConsecutiveBirdiesStreak",2008
164,164,"Michael Sim",7,3,"ConsecutiveBirdiesStreak",2008
164,164,"Vijay Singh",23,3,"ConsecutiveBirdiesStreak",2008
164,164,"Bob Sowards",22,3,"ConsecutiveBirdiesStreak",2008
164,164,"Henrik Stenson",9,3,"ConsecutiveBirdiesStreak",2008
164,164,"Richard Sterne",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Graeme Storm",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Scott Strange",3,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chris Stroud",29,3,"ConsecutiveBirdiesStreak",2008
164,164,"Chip Sullivan",6,3,"ConsecutiveBirdiesStreak",2008
164,164,"Andrew Svoboda",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Phil Tataurangi",6,3,"ConsecutiveBirdiesStreak",2008
164,164,"Roland Thatcher",15,3,"ConsecutiveBirdiesStreak",2008
164,164,"Kyle Thompson",26,3,"ConsecutiveBirdiesStreak",2008
164,164,"Kirk Triplett",9,3,"ConsecutiveBirdiesStreak",2008
164,164,"Vance Veazey",1,3,"ConsecutiveBirdiesStreak",2008
164,164,"Grant Waite",8,3,"ConsecutiveBirdiesStreak",2008
164,164,"Lee Westwood",10,3,"ConsecutiveBirdiesStreak",2008
164,164,"Brett Wetterich",11,3,"ConsecutiveBirdiesStreak",2008
164,164,"Ron Whittaker",22,3,"ConsecutiveBirdiesStreak",2008
164,164,"Oliver Wilson",4,3,"ConsecutiveBirdiesStreak",2008
164,164,"Tiger Woods",6,3,"ConsecutiveBirdiesStreak",2008
288,288,"Alex Aragon",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Sam Arnold",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Charlie Beljan",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Jon Bevan",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"George Bradford",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Danny Briggs",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Mark Brown",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Michael Campbell",6,2,"ConsecutiveBirdiesStreak",2008
288,288,"Ariel Canete",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Santiago Cavanagh",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Kevin Chappell",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"SSP Chawrasia",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Jay Choi",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Bobby Clampett",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Bobby Collins",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Bryan DeCorso",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Jay Delsing",8,2,"ConsecutiveBirdiesStreak",2008
288,288,"Robert Dinwiddie",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"John Douma",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Andrew Dresser",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Simon Dyson",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Josh Esler",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Brad Faxon",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Rick Fehr",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Tony Finau",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Richard Finch",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Alastair Forsyth",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Rickie Fowler",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Benjamin Fox",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Philip Francis",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Brad Fritsch",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"David Frost",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Tadd Fujikawa",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Hiroyuki Fujita",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Keiichiro Fukabori",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Fred Funk",14,2,"ConsecutiveBirdiesStreak",2008
288,288,"Jim Gallagher Jr",7,2,"ConsecutiveBirdiesStreak",2008
288,288,"Brent Geiberger",12,2,"ConsecutiveBirdiesStreak",2008
288,288,"Tom Gillis",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Rob Grube",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Jay Haas",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Anton Haig",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Soren Hansen",9,2,"ConsecutiveBirdiesStreak",2008
288,288,"Peter Hanson",4,2,"ConsecutiveBirdiesStreak",2008
288,288,"Matt Harmon",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Gregory Havret",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Kevin Hayashi",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"David Hearn",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Wes Heffernan",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Mike Heinen",7,2,"ConsecutiveBirdiesStreak",2008
288,288,"Nolan Henke",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Gabriel Hjertstedt",4,2,"ConsecutiveBirdiesStreak",2008
288,288,"Scott Hoch",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"PH Horgan III",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Hidemasa Hoshino",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"David Howell",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Mike Hulbert",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Tripp Isenhour",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Vince Jewell",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Mike Johnston",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Brendan Jones",5,2,"ConsecutiveBirdiesStreak",2008
288,288,"Pete Jordan",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Shingo Katayama",5,2,"ConsecutiveBirdiesStreak",2008
288,288,"Martin Kaymer",8,2,"ConsecutiveBirdiesStreak",2008
288,288,"Simon Khan",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"James Kingston",5,2,"ConsecutiveBirdiesStreak",2008
288,288,"Chris Kirk",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Patton Kizzire",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Soren Kjeldsen",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Colt Knost",5,2,"ConsecutiveBirdiesStreak",2008
288,288,"Derek Lamely",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Bernhard Langer",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Danny Lee",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Ian Leggatt",5,2,"ConsecutiveBirdiesStreak",2008
288,288,"Rick Leibovich",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Spencer Levin",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Luke List",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Sandy Lyle",2,2,"ConsecutiveBirdiesStreak",2008
288,288,"Pablo Martin Benavides",3,2,"ConsecutiveBirdiesStreak",2008
288,288,"Dick Mast",1,2,"ConsecutiveBirdiesStreak",2008
288,288,"Abs Mawjii",1,2,"ConsecutiveBirdiesStreak",2008
