"LateRound3ScoringAverage_RANKTHISWEEK_2007","LateRound3ScoringAverage_RANKLASTWEEK_2007","LateRound3ScoringAverage_PLAYERNAME_2007","LateRound3ScoringAverage__2007","LateRound3ScoringAverage_AVG_2007","LateRound3ScoringAverage_TOTALSTROKES_2007","LateRound3ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Fred Funk",NA,68,272,4,"LateRound3ScoringAverage",2007
1,1,"Paul Stankowski",NA,68,272,4,"LateRound3ScoringAverage",2007
3,3,"Steve Stricker",NA,68.09,749,11,"LateRound3ScoringAverage",2007
4,4,"Tiger Woods",NA,68.38,889,13,"LateRound3ScoringAverage",2007
5,5,"Shigeki Maruyama",NA,68.5,411,6,"LateRound3ScoringAverage",2007
6,6,"Hunter Mahan",NA,68.71,481,7,"LateRound3ScoringAverage",2007
6,6,"Nick OHern",NA,68.71,481,7,"LateRound3ScoringAverage",2007
8,8,"Aaron Baddeley",NA,68.83,826,12,"LateRound3ScoringAverage",2007
8,8,"Steve Flesch",NA,68.83,413,6,"LateRound3ScoringAverage",2007
10,10,"Dean Wilson",NA,69.25,277,4,"LateRound3ScoringAverage",2007
11,11,"Justin Leonard",NA,69.29,485,7,"LateRound3ScoringAverage",2007
12,12,"Jose Coceres",NA,69.33,416,6,"LateRound3ScoringAverage",2007
12,12,"Ken Duke",NA,69.33,624,9,"LateRound3ScoringAverage",2007
12,12,"Ernie Els",NA,69.33,624,9,"LateRound3ScoringAverage",2007
15,15,"Sergio Garcia",NA,69.4,694,10,"LateRound3ScoringAverage",2007
16,16,"Chris Riley",NA,69.43,486,7,"LateRound3ScoringAverage",2007
17,17,"Phil Mickelson",NA,69.5,695,10,"LateRound3ScoringAverage",2007
17,17,"Jesper Parnevik",NA,69.5,556,8,"LateRound3ScoringAverage",2007
19,19,"Bo Van Pelt",NA,69.57,487,7,"LateRound3ScoringAverage",2007
20,20,"Joe Durant",NA,69.6,348,5,"LateRound3ScoringAverage",2007
20,20,"Bob Estes",NA,69.6,348,5,"LateRound3ScoringAverage",2007
22,22,"Troy Matteson",NA,69.67,627,9,"LateRound3ScoringAverage",2007
22,22,"Rory Sabbatini",NA,69.67,418,6,"LateRound3ScoringAverage",2007
24,24,"Kenny Perry",NA,69.7,697,10,"LateRound3ScoringAverage",2007
25,25,"Mark Brooks",NA,69.75,279,4,"LateRound3ScoringAverage",2007
26,26,"Briny Baird",NA,69.8,698,10,"LateRound3ScoringAverage",2007
