"Approach275yardsRTP_RANKTHISWEEK_2015","Approach275yardsRTP_RANKLASTWEEK_2015","Approach275yardsRTP_PLAYERNAME_2015","Approach275yardsRTP_ROUNDS_2015","Approach275yardsRTP_AVGRTP_2015","stat_name","year"
1,1,"Heath Slocum",57,-1,"Approach275yardsRTP",2015
2,2,"Hudson Swafford",97,-0.9,"Approach275yardsRTP",2015
3,3,"Byron Smith",59,-0.857,"Approach275yardsRTP",2015
4,4,"Paul Casey",87,-0.8,"Approach275yardsRTP",2015
4,4,"Dustin Johnson",75,-0.8,"Approach275yardsRTP",2015
4,4,"Alex Prugh",84,-0.8,"Approach275yardsRTP",2015
7,7,"Cameron Percy",72,-0.789,"Approach275yardsRTP",2015
8,8,"Nick Taylor",91,-0.786,"Approach275yardsRTP",2015
9,9,"Jason Day",75,-0.778,"Approach275yardsRTP",2015
10,10,"Matt Jones",89,-0.765,"Approach275yardsRTP",2015
11,11,"Danny Lee",120,-0.76,"Approach275yardsRTP",2015
12,12,"Aaron Baddeley",76,-0.75,"Approach275yardsRTP",2015
12,12,"Brendon Todd",96,-0.75,"Approach275yardsRTP",2015
12,12,"Johnson Wagner",68,-0.75,"Approach275yardsRTP",2015
12,12,"Will Wilcox",58,-0.75,"Approach275yardsRTP",2015
16,16,"Scott Stallings",60,-0.727,"Approach275yardsRTP",2015
17,17,"Geoff Ogilvy",50,-0.714,"Approach275yardsRTP",2015
18,18,"Derek Ernst",75,-0.7,"Approach275yardsRTP",2015
19,19,"Tom Hoge",83,-0.692,"Approach275yardsRTP",2015
19,19,"Billy Horschel",99,-0.692,"Approach275yardsRTP",2015
21,21,"Angel Cabrera",53,-0.667,"Approach275yardsRTP",2015
21,21,"Jamie Donaldson",50,-0.667,"Approach275yardsRTP",2015
21,21,"Jim Herman",88,-0.667,"Approach275yardsRTP",2015
21,21,"Hunter Mahan",88,-0.667,"Approach275yardsRTP",2015
21,21,"Brendan Steele",88,-0.667,"Approach275yardsRTP",2015
21,21,"Tyrone Van Aswegen",58,-0.667,"Approach275yardsRTP",2015
21,21,"Bo Van Pelt",81,-0.667,"Approach275yardsRTP",2015
21,21,"Tim Wilkinson",73,-0.667,"Approach275yardsRTP",2015
29,29,"Daniel Summerhays",101,-0.654,"Approach275yardsRTP",2015
30,30,"Justin Thomas",106,-0.65,"Approach275yardsRTP",2015
31,31,"Sergio Garcia",59,-0.647,"Approach275yardsRTP",2015
