"MoneyperEventLeaders_RANKTHISWEEK_2015","MoneyperEventLeaders_RANKLASTWEEK_2015","MoneyperEventLeaders_PLAYERNAME_2015","MoneyperEventLeaders_EVENTS_2015","MoneyperEventLeaders_MONEYPEREVENT_2015","MoneyperEventLeaders_TOTALMONEY_2015","stat_name","year"
34,34,"Kevin Na",27,104472,2820765,"MoneyperEventLeaders",2015
35,35,"Ben Martin",27,100640,2717304,"MoneyperEventLeaders",2015
36,36,"Scott Piercy",28,99286,2780026,"MoneyperEventLeaders",2015
37,37,"David Lingmerth",28,97727,2736378,"MoneyperEventLeaders",2015
38,38,"Daniel Berger",31,97706,3028901,"MoneyperEventLeaders",2015
39,39,"Steven Bowditch",32,96106,3075409,"MoneyperEventLeaders",2015
40,40,"Webb Simpson",22,93011,2046259,"MoneyperEventLeaders",2015
41,41,"Adam Scott",15,92157,1382364,"MoneyperEventLeaders",2015
42,42,"Ryan Palmer",22,89751,1974522,"MoneyperEventLeaders",2015
43,43,"Ian Poulter",19,88978,1690586,"MoneyperEventLeaders",2015
44,44,"Russell Henley",24,87948,2110773,"MoneyperEventLeaders",2015
45,45,"Sangmoon Bae",30,86654,2599632,"MoneyperEventLeaders",2015
46,46,"Jason Bohn",27,86577,2337580,"MoneyperEventLeaders",2015
47,47,"Matt Jones",25,79822,1995553,"MoneyperEventLeaders",2015
48,48,"Tim Clark",13,79087,1028139,"MoneyperEventLeaders",2015
49,49,"Austin Cook",7,76806,537648,"MoneyperEventLeaders",2015
50,50,"Marc Leishman",23,76620,1762266,"MoneyperEventLeaders",2015
51,51,"Justin Thomas",30,75952,2278563,"MoneyperEventLeaders",2015
52,52,"Cameron Smith",13,75099,976297,"MoneyperEventLeaders",2015
53,53,"James Hahn",28,73742,2064782,"MoneyperEventLeaders",2015
54,54,"Brendan Steele",24,73311,1759484,"MoneyperEventLeaders",2015
55,55,"Jamie Lovemark",2,73069,146138,"MoneyperEventLeaders",2015
56,56,"Troy Merritt",29,72160,2092668,"MoneyperEventLeaders",2015
57,57,"Fred Funk",2,70585,141171,"MoneyperEventLeaders",2015
58,58,"Boo Weekley",24,70413,1689914,"MoneyperEventLeaders",2015
59,59,"Davis Love III",18,70199,1263596,"MoneyperEventLeaders",2015
60,60,"Emiliano Grillo",5,69681,348406,"MoneyperEventLeaders",2015
61,61,"Will Wilcox",17,68723,1168302,"MoneyperEventLeaders",2015
62,62,"Russell Knox",28,68452,1916665,"MoneyperEventLeaders",2015
63,63,"Martin Kaymer",13,68182,886377,"MoneyperEventLeaders",2015
64,64,"Harris English",29,67989,1971687,"MoneyperEventLeaders",2015
65,65,"Shawn Stefani",26,67607,1757803,"MoneyperEventLeaders",2015
66,66,"Tony Finau",31,67586,2095185,"MoneyperEventLeaders",2015
67,67,"Hunter Mahan",24,67415,1617973,"MoneyperEventLeaders",2015
68,68,"Brendon Todd",27,67007,1809192,"MoneyperEventLeaders",2015
69,69,"Cameron Tringale",28,65613,1837164,"MoneyperEventLeaders",2015
70,70,"Keegan Bradley",24,65211,1565079,"MoneyperEventLeaders",2015
71,71,"Jimmy Gunn",1,64126,64126,"MoneyperEventLeaders",2015
72,72,"Sean OHair",26,63934,1662299,"MoneyperEventLeaders",2015
73,73,"Charl Schwartzel",19,63659,1209528,"MoneyperEventLeaders",2015
74,74,"Fabian Gomez",26,63500,1651011,"MoneyperEventLeaders",2015
75,75,"Padraig Harrington",21,63373,1330851,"MoneyperEventLeaders",2015
76,76,"Lee Westwood",15,63108,946628,"MoneyperEventLeaders",2015
77,77,"Francesco Molinari",16,62336,997389,"MoneyperEventLeaders",2015
78,78,"Greg Owen",19,62147,1180793,"MoneyperEventLeaders",2015
79,79,"Billy Horschel",28,61991,1735750,"MoneyperEventLeaders",2015
80,80,"Nick Watney",28,61924,1733872,"MoneyperEventLeaders",2015
81,81,"Mark Hensby",2,61468,122937,"MoneyperEventLeaders",2015
82,82,"Pat Perez",26,61102,1588663,"MoneyperEventLeaders",2015
83,83,"Patrick Rodgers",17,61075,1038291,"MoneyperEventLeaders",2015
84,84,"Rory Sabbatini",25,61031,1525784,"MoneyperEventLeaders",2015
85,85,"David Hearn",30,60568,1817042,"MoneyperEventLeaders",2015
86,86,"Marcus Fraser",2,59879,119759,"MoneyperEventLeaders",2015
87,87,"John Senden",24,59251,1422032,"MoneyperEventLeaders",2015
88,88,"Jamie Donaldson",16,58666,938664,"MoneyperEventLeaders",2015
89,89,"Matt Every",26,58531,1521816,"MoneyperEventLeaders",2015
90,90,"Mark OMeara",2,57457,114915,"MoneyperEventLeaders",2015
91,91,"Kiradech Aphibarnrat",4,57312,229250,"MoneyperEventLeaders",2015
92,92,"James Morrison",2,56618,113237,"MoneyperEventLeaders",2015
93,93,"Kevin Streelman",27,56510,1525774,"MoneyperEventLeaders",2015
94,94,"Daniel Summerhays",29,56343,1633956,"MoneyperEventLeaders",2015
95,95,"Jerry Kelly",24,55691,1336606,"MoneyperEventLeaders",2015
96,96,"Will Ma Kenzie",16,53972,863562,"MoneyperEventLeaders",2015
97,97,"Brian Harman",29,53391,1548352,"MoneyperEventLeaders",2015
98,98,"Brendon de Jonge",31,51449,1594934,"MoneyperEventLeaders",2015
99,99,"Luke Donald",20,51332,1026643,"MoneyperEventLeaders",2015
100,100,"George McNeill",27,49324,1331768,"MoneyperEventLeaders",2015
101,101,"Kevin Chappell",26,49290,1281551,"MoneyperEventLeaders",2015
102,102,"Johnson Wagner",23,49202,1131659,"MoneyperEventLeaders",2015
103,103,"George Coetzee",7,48410,338872,"MoneyperEventLeaders",2015
104,104,"Scott Stallings",19,48401,919619,"MoneyperEventLeaders",2015
105,105,"Jason Dufner",21,47999,1007997,"MoneyperEventLeaders",2015
106,106,"Martin Piller",1,47250,47250,"MoneyperEventLeaders",2015
107,107,"Martin Laird",24,46874,1124988,"MoneyperEventLeaders",2015
108,108,"Scott Pinckney",27,46644,1259388,"MoneyperEventLeaders",2015
109,109,"Graeme McDowell",15,45762,686438,"MoneyperEventLeaders",2015
110,110,"Graham DeLaet",22,44924,988348,"MoneyperEventLeaders",2015
111,111,"Jim Herman",27,44917,1212777,"MoneyperEventLeaders",2015
112,112,"Bryce Molder",26,44828,1165547,"MoneyperEventLeaders",2015
113,113,"Vaughn Taylor",12,44419,533036,"MoneyperEventLeaders",2015
114,114,"Geoff Ogilvy",15,43595,653925,"MoneyperEventLeaders",2015
115,115,"Scott Arnold",1,43479,43479,"MoneyperEventLeaders",2015
115,115,"Paul Lawrie",1,43479,43479,"MoneyperEventLeaders",2015
117,117,"Morgan Hoffmann",26,42740,1111240,"MoneyperEventLeaders",2015
118,118,"Jason Gore",26,42355,1101246,"MoneyperEventLeaders",2015
119,119,"Charles Howell III",30,41912,1257361,"MoneyperEventLeaders",2015
120,120,"Peter Uihlein",4,41333,165333,"MoneyperEventLeaders",2015
121,121,"Alex Cejka",30,40906,1227195,"MoneyperEventLeaders",2015
122,122,"Danny Willett",10,40843,408435,"MoneyperEventLeaders",2015
123,123,"Anirban Lahiri",12,40833,490003,"MoneyperEventLeaders",2015
124,124,"Tiger Woods",11,40781,448598,"MoneyperEventLeaders",2015
125,125,"Tom Gillis",16,39659,634554,"MoneyperEventLeaders",2015
126,126,"Cory Whitsett",2,39272,78544,"MoneyperEventLeaders",2015
127,127,"Scott Brown",30,38725,1161750,"MoneyperEventLeaders",2015
128,128,"Shane Lowry",13,38655,502516,"MoneyperEventLeaders",2015
129,129,"Thomas Aiken",4,38337,153350,"MoneyperEventLeaders",2015
130,130,"Nick Taylor",28,38298,1072360,"MoneyperEventLeaders",2015
131,131,"Kyle Reifers",31,38039,1179227,"MoneyperEventLeaders",2015
132,132,"Chesson Hadley",30,37850,1135528,"MoneyperEventLeaders",2015
133,133,"Jon Curran",28,37483,1049548,"MoneyperEventLeaders",2015
134,134,"Tyrrell Hatton",2,37300,74600,"MoneyperEventLeaders",2015
135,135,"Carl Pettersson",32,37086,1186762,"MoneyperEventLeaders",2015
136,136,"Jason Kokrak",28,36910,1033489,"MoneyperEventLeaders",2015
137,137,"Retief Goosen",25,36873,921829,"MoneyperEventLeaders",2015
138,138,"Colt Knost",29,36777,1066553,"MoneyperEventLeaders",2015
139,139,"Zac Blair",34,36608,1244676,"MoneyperEventLeaders",2015
140,140,"Victor Dubuisson",10,35462,354624,"MoneyperEventLeaders",2015
141,141,"David Toms",21,35355,742470,"MoneyperEventLeaders",2015
142,142,"JJ Henry",30,34870,1046122,"MoneyperEventLeaders",2015
143,143,"Steve Wheatcroft",28,34750,973023,"MoneyperEventLeaders",2015
144,144,"Seung Yul Noh",21,33886,711608,"MoneyperEventLeaders",2015
145,145,"Chad Campbell",30,33856,1015707,"MoneyperEventLeaders",2015
146,146,"William McGirt",30,33489,1004696,"MoneyperEventLeaders",2015
147,147,"Andres Gonzales",28,33047,925335,"MoneyperEventLeaders",2015
148,148,"Whee Kim",23,32869,755997,"MoneyperEventLeaders",2015
149,149,"Vijay Singh",23,32715,752461,"MoneyperEventLeaders",2015
150,150,"Cheng Tsung Pan",2,32528,65056,"MoneyperEventLeaders",2015
151,151,"Rafa Cabrera Bello",4,32362,129449,"MoneyperEventLeaders",2015
152,152,"Carlos Ortiz",30,32137,964136,"MoneyperEventLeaders",2015
153,153,"Hudson Swafford",30,31979,959391,"MoneyperEventLeaders",2015
154,154,"Adam Hadwin",30,31253,937610,"MoneyperEventLeaders",2015
155,155,"John Peterson",25,31180,779508,"MoneyperEventLeaders",2015
156,156,"Chad Collins",24,31162,747899,"MoneyperEventLeaders",2015
157,157,"Michael Smith",1,31099,31099,"MoneyperEventLeaders",2015
158,158,"Mark Wilson",28,30423,851844,"MoneyperEventLeaders",2015
159,159,"Ryo Ishikawa",28,30394,851044,"MoneyperEventLeaders",2015
160,160,"Stewart Cink",23,30202,694654,"MoneyperEventLeaders",2015
161,161,"Steve Stricker",9,29966,269701,"MoneyperEventLeaders",2015
162,162,"Andy Sullivan",6,29887,179324,"MoneyperEventLeaders",2015
163,163,"Freddie Jacobson",14,29732,416259,"MoneyperEventLeaders",2015
164,164,"Blayne Barber",26,29553,768382,"MoneyperEventLeaders",2015
165,165,"Ryan Fox",1,29226,29226,"MoneyperEventLeaders",2015
166,166,"Charlie Beljan",27,28983,782546,"MoneyperEventLeaders",2015
167,167,"Adam Svensson",1,28668,28668,"MoneyperEventLeaders",2015
168,168,"Ken Duke",30,27255,817675,"MoneyperEventLeaders",2015
169,169,"Jonas Blixt",26,27063,703663,"MoneyperEventLeaders",2015
170,170,"Spencer Levin",31,26990,836697,"MoneyperEventLeaders",2015
171,171,"Chris Stroud",28,26671,746813,"MoneyperEventLeaders",2015
172,172,"Camilo Villegas",27,26610,718496,"MoneyperEventLeaders",2015
173,173,"Tom Hoge",26,26550,690318,"MoneyperEventLeaders",2015
174,174,"Andres Romero",24,25718,617252,"MoneyperEventLeaders",2015
175,175,"Brad Elder",1,25358,25358,"MoneyperEventLeaders",2015
176,176,"Ernie Els",18,25198,453579,"MoneyperEventLeaders",2015
177,177,"Cameron Percy",23,25041,575943,"MoneyperEventLeaders",2015
178,178,"Garrett Osborn",4,25000,1e+05,"MoneyperEventLeaders",2015
179,179,"Hiroshi Iwata",4,24416,97666,"MoneyperEventLeaders",2015
180,180,"Erik Compton",28,24164,676602,"MoneyperEventLeaders",2015
181,181,"Chris Smith",9,23656,212910,"MoneyperEventLeaders",2015
182,182,"KJ Choi",19,23624,448864,"MoneyperEventLeaders",2015
183,183,"Alex Prugh",27,23569,636373,"MoneyperEventLeaders",2015
184,184,"Ollie Schniederjans",7,22872,160106,"MoneyperEventLeaders",2015
185,185,"Scott Langley",28,22792,638182,"MoneyperEventLeaders",2015
186,186,"Ricky Barnes",27,22757,614454,"MoneyperEventLeaders",2015
187,187,"Brett Rumford",1,22550,22550,"MoneyperEventLeaders",2015
188,188,"Michael Thompson",27,22216,599834,"MoneyperEventLeaders",2015
189,189,"Brian Stuard",31,22164,687109,"MoneyperEventLeaders",2015
190,190,"SJ Park",27,22114,597102,"MoneyperEventLeaders",2015
191,191,"John Parry",1,22067,22067,"MoneyperEventLeaders",2015
192,192,"Brice Garnett",29,21992,637789,"MoneyperEventLeaders",2015
193,193,"John Huh",31,21888,678556,"MoneyperEventLeaders",2015
194,194,"Nicholas Thompson",31,21522,667184,"MoneyperEventLeaders",2015
195,195,"Luke Guthrie",27,21301,575149,"MoneyperEventLeaders",2015
196,196,"Brian Davis",31,21178,656534,"MoneyperEventLeaders",2015
197,197,"Billy Hurley III",28,21123,591450,"MoneyperEventLeaders",2015
198,198,"Bo Van Pelt",28,20736,580610,"MoneyperEventLeaders",2015
199,199,"Sam Saunders",28,20663,578570,"MoneyperEventLeaders",2015
200,200,"Wes Roach",1,20495,20495,"MoneyperEventLeaders",2015
201,201,"Kyle Stanley",12,20458,245503,"MoneyperEventLeaders",2015
202,202,"Jonathan Byrd",22,20305,446731,"MoneyperEventLeaders",2015
203,203,"JJ Spaun",1,20300,20300,"MoneyperEventLeaders",2015
204,204,"Tim Petrovic",11,20231,222551,"MoneyperEventLeaders",2015
205,205,"Angel Cabrera",19,20102,381942,"MoneyperEventLeaders",2015
206,206,"Michael Putnam",28,19921,557803,"MoneyperEventLeaders",2015
207,207,"Stuart Appleby",7,19852,138968,"MoneyperEventLeaders",2015
208,208,"Lucas Glover",26,19816,515241,"MoneyperEventLeaders",2015
209,209,"DH Lee",2,19492,38985,"MoneyperEventLeaders",2015
210,210,"Steve Lewton",1,19180,19180,"MoneyperEventLeaders",2015
211,211,"Rod Pampling",10,18905,189054,"MoneyperEventLeaders",2015
212,212,"Fabrizio Zanotti",1,18736,18736,"MoneyperEventLeaders",2015
213,213,"Jeff Overton",30,18720,561614,"MoneyperEventLeaders",2015
214,214,"Mark Anderson",7,18459,129215,"MoneyperEventLeaders",2015
215,215,"Marc Warren",9,18213,163921,"MoneyperEventLeaders",2015
216,216,"Joost Luiten",13,18082,235074,"MoneyperEventLeaders",2015
217,217,"Brian Gaffney",1,17900,17900,"MoneyperEventLeaders",2015
218,218,"Derek Fathauer",27,17852,482023,"MoneyperEventLeaders",2015
219,219,"Aaron Baddeley",25,17597,439925,"MoneyperEventLeaders",2015
220,220,"Chez Reavie",19,17453,331623,"MoneyperEventLeaders",2015
221,221,"Andy Pope",2,17262,34524,"MoneyperEventLeaders",2015
222,222,"Greg Chalmers",17,17118,291016,"MoneyperEventLeaders",2015
223,223,"Hyung Sung Kim",2,16640,33280,"MoneyperEventLeaders",2015
224,224,"Jhonattan Vegas",27,16531,446345,"MoneyperEventLeaders",2015
225,225,"Kenny Perry",9,15821,142389,"MoneyperEventLeaders",2015
226,226,"Steve Flesch",7,15789,110526,"MoneyperEventLeaders",2015
227,227,"John Rollins",14,15576,218064,"MoneyperEventLeaders",2015
228,228,"Marcel Siem",8,15118,120950,"MoneyperEventLeaders",2015
229,229,"DA Points",26,15023,390607,"MoneyperEventLeaders",2015
230,230,"Martin Flores",30,14975,449274,"MoneyperEventLeaders",2015
231,231,"Duffy Waldorf",2,14972,29944,"MoneyperEventLeaders",2015
232,232,"Scott Gutschewski",1,14697,14697,"MoneyperEventLeaders",2015
233,233,"David Howell",2,14613,29226,"MoneyperEventLeaders",2015
233,233,"Eddie Pepperell",2,14613,29226,"MoneyperEventLeaders",2015
235,235,"Alexandre Rocha",1,14528,14528,"MoneyperEventLeaders",2015
236,236,"John Merrick",27,14500,391513,"MoneyperEventLeaders",2015
237,237,"Danny Chia",1,14420,14420,"MoneyperEventLeaders",2015
237,237,"Nicholas Fung",1,14420,14420,"MoneyperEventLeaders",2015
239,239,"Kevin Tway",1,14322,14322,"MoneyperEventLeaders",2015
240,240,"Bernd Wiesberger",11,14104,155148,"MoneyperEventLeaders",2015
241,241,"Max Homa",27,14086,380339,"MoneyperEventLeaders",2015
242,242,"Andrew Svoboda",30,13965,418963,"MoneyperEventLeaders",2015
243,243,"Cory Renfrew",1,13734,13734,"MoneyperEventLeaders",2015
244,244,"Rikard Karlberg",2,13650,27300,"MoneyperEventLeaders",2015
244,244,"Doug LaBelle II",1,13650,13650,"MoneyperEventLeaders",2015
246,246,"Mark Silvers",2,13636,27272,"MoneyperEventLeaders",2015
247,247,"Byeong Hun An",5,12690,63450,"MoneyperEventLeaders",2015
248,248,"YE Yang",4,12505,50023,"MoneyperEventLeaders",2015
249,249,"Oscar Fraustro",21,12498,262475,"MoneyperEventLeaders",2015
250,250,"Brad Fritsch",3,12363,37090,"MoneyperEventLeaders",2015
251,251,"Daniel Miernicki",1,12348,12348,"MoneyperEventLeaders",2015
252,252,"Derek Ernst",26,12311,320095,"MoneyperEventLeaders",2015
253,253,"Andrew Putnam",23,12299,282878,"MoneyperEventLeaders",2015
254,254,"Jay Woodson",1,12261,12261,"MoneyperEventLeaders",2015
255,255,"Andrew Loupe",15,12256,183849,"MoneyperEventLeaders",2015
256,256,"Thomas Birdsey",1,12090,12090,"MoneyperEventLeaders",2015
257,257,"Blake Adams",13,12072,156939,"MoneyperEventLeaders",2015
258,258,"Colin Montgomerie",2,11911,23822,"MoneyperEventLeaders",2015
259,259,"Mark Hubbard",25,11759,293979,"MoneyperEventLeaders",2015
260,260,"Richie Ramsay",2,11665,23330,"MoneyperEventLeaders",2015
261,261,"Patrick Cantlay",1,11468,11468,"MoneyperEventLeaders",2015
262,262,"Roberto Castro",16,11232,179722,"MoneyperEventLeaders",2015
263,263,"Gonzalo Fdez Castano",28,11144,312052,"MoneyperEventLeaders",2015
264,264,"Cameron Wilson",3,11100,33300,"MoneyperEventLeaders",2015
265,265,"Jason Allred",3,10894,32682,"MoneyperEventLeaders",2015
266,266,"Robert Allenby",25,10875,271887,"MoneyperEventLeaders",2015
266,266,"Lee Janzen",4,10875,43500,"MoneyperEventLeaders",2015
268,268,"Steven Alker",22,10766,236861,"MoneyperEventLeaders",2015
269,269,"Kelvin Day",2,10617,21235,"MoneyperEventLeaders",2015
270,270,"Jason Knutzon",2,10500,21000,"MoneyperEventLeaders",2015
271,271,"Jonathan Randolph",25,10242,256066,"MoneyperEventLeaders",2015
272,272,"Robert Garrigus",25,10147,253699,"MoneyperEventLeaders",2015
273,273,"Justin Leonard",22,9962,219174,"MoneyperEventLeaders",2015
274,274,"Alexander Levy",8,9707,77658,"MoneyperEventLeaders",2015
275,275,"Brandon Hagy",8,9638,77111,"MoneyperEventLeaders",2015
276,276,"Marcelo Rozo",1,9628,9628,"MoneyperEventLeaders",2015
277,277,"Ben Crane",22,9238,203253,"MoneyperEventLeaders",2015
278,278,"Sebastian Cappelen",2,9237,18475,"MoneyperEventLeaders",2015
279,279,"John Daly",10,9193,91933,"MoneyperEventLeaders",2015
280,280,"Tommy Fleetwood",7,9160,64126,"MoneyperEventLeaders",2015
281,281,"Arjun Atwal",7,9129,63909,"MoneyperEventLeaders",2015
282,282,"Alvaro Quiros",2,8825,17651,"MoneyperEventLeaders",2015
283,283,"Garrett Willis",1,8708,8708,"MoneyperEventLeaders",2015
284,284,"Cody Gribble",4,8557,34228,"MoneyperEventLeaders",2015
285,285,"Ryan Armour",17,8484,144228,"MoneyperEventLeaders",2015
286,286,"Kevin Stadler",5,8432,42160,"MoneyperEventLeaders",2015
287,287,"Tyrone Van Aswegen",20,8411,168233,"MoneyperEventLeaders",2015
288,288,"Eric Axley",21,8127,170687,"MoneyperEventLeaders",2015
289,289,"Wes Homan",4,7947,31789,"MoneyperEventLeaders",2015
290,290,"Dicky Pride",5,7882,39414,"MoneyperEventLeaders",2015
291,291,"Joe Affrunti",4,7870,31480,"MoneyperEventLeaders",2015
292,292,"Tommy Gainey",9,7793,70137,"MoneyperEventLeaders",2015
293,293,"Ross Fisher",3,7776,23330,"MoneyperEventLeaders",2015
294,294,"David Lipsky",5,7652,38264,"MoneyperEventLeaders",2015
295,295,"Stephen Ames",1,7612,7612,"MoneyperEventLeaders",2015
295,295,"Alex Kang",1,7612,7612,"MoneyperEventLeaders",2015
297,297,"Troy Kelly",9,7505,67546,"MoneyperEventLeaders",2015
298,298,"DJ Trahan",5,7371,36855,"MoneyperEventLeaders",2015
299,299,"Bernhard Langer",3,7360,22082,"MoneyperEventLeaders",2015
300,300,"Byron Smith",21,7330,153930,"MoneyperEventLeaders",2015
301,301,"Josh Teater",11,7305,80358,"MoneyperEventLeaders",2015
302,302,"Bill Lunde",18,7154,128787,"MoneyperEventLeaders",2015
303,303,"Chris Riley",2,7108,14216,"MoneyperEventLeaders",2015
304,304,"Antonio Lascuna",2,6895,13790,"MoneyperEventLeaders",2015
305,305,"Glen Day",8,6863,54908,"MoneyperEventLeaders",2015
306,306,"Richy Werenski",1,6825,6825,"MoneyperEventLeaders",2015
307,307,"Roger Sloan",20,6652,133048,"MoneyperEventLeaders",2015
308,308,"Jarrod Lyle",10,6614,66145,"MoneyperEventLeaders",2015
309,309,"Seukhyun Baek",2,6580,13160,"MoneyperEventLeaders",2015
310,310,"Tom Johnson",2,6483,12967,"MoneyperEventLeaders",2015
311,311,"Patton Kizzire",2,6272,12544,"MoneyperEventLeaders",2015
312,312,"John Chin",1,6262,6262,"MoneyperEventLeaders",2015
313,313,"Carlos Sainz Jr",20,6205,124115,"MoneyperEventLeaders",2015
314,314,"Stephen Gallacher",11,6162,67790,"MoneyperEventLeaders",2015
315,315,"David Duval",6,6139,36839,"MoneyperEventLeaders",2015
316,316,"Tim Wilkinson",28,6130,171654,"MoneyperEventLeaders",2015
317,317,"Michael McCabe",1,6014,6014,"MoneyperEventLeaders",2015
318,318,"James Driscoll",1,5820,5820,"MoneyperEventLeaders",2015
319,319,"Matt Bettencourt",8,5813,46505,"MoneyperEventLeaders",2015
320,320,"Chris Naegel",2,5668,11336,"MoneyperEventLeaders",2015
321,321,"Heath Slocum",22,5567,122480,"MoneyperEventLeaders",2015
322,322,"Harrison Frazar",7,5364,37550,"MoneyperEventLeaders",2015
323,323,"Zack Sucher",18,4756,85613,"MoneyperEventLeaders",2015
324,324,"Troy Matteson",9,4716,42450,"MoneyperEventLeaders",2015
325,325,"Thongchai Jaidee",10,4695,46955,"MoneyperEventLeaders",2015
326,326,"Michael Bradley",4,4684,18736,"MoneyperEventLeaders",2015
327,327,"Koumei Oda",4,4425,17700,"MoneyperEventLeaders",2015
328,328,"Charlie Wi",9,4386,39480,"MoneyperEventLeaders",2015
329,329,"Ben Curtis",14,4215,59018,"MoneyperEventLeaders",2015
330,330,"Cameron Beckman",8,4124,32994,"MoneyperEventLeaders",2015
331,331,"Mike Weir",18,4044,72800,"MoneyperEventLeaders",2015
332,332,"Darren Clarke",6,3966,23800,"MoneyperEventLeaders",2015
333,333,"Trevor Immelman",19,3929,74659,"MoneyperEventLeaders",2015
334,334,"Tom Watson",3,3874,11623,"MoneyperEventLeaders",2015
335,335,"Kent Jones",2,3813,7626,"MoneyperEventLeaders",2015
336,336,"Parker McLachlin",2,3780,7560,"MoneyperEventLeaders",2015
337,337,"Thomas Bjorn",7,3678,25750,"MoneyperEventLeaders",2015
338,338,"Dudley Hart",8,3626,29013,"MoneyperEventLeaders",2015
339,339,"Smylie Kaufman",2,3605,7210,"MoneyperEventLeaders",2015
340,340,"Benjamin Alvarado",8,3600,28800,"MoneyperEventLeaders",2015
341,341,"Jim Renner",27,3358,90668,"MoneyperEventLeaders",2015
342,342,"Robert Karlsson",2,3345,6690,"MoneyperEventLeaders",2015
343,343,"Billy Mayfair",6,3285,19710,"MoneyperEventLeaders",2015
344,344,"Shaun Micheel",5,3264,16320,"MoneyperEventLeaders",2015
345,345,"Guy Boros",2,3135,6270,"MoneyperEventLeaders",2015
346,346,"Justin Hicks",14,3012,42171,"MoneyperEventLeaders",2015
347,347,"Bobby Wyatt",2,3000,6000,"MoneyperEventLeaders",2015
348,348,"Mikko Ilonen",8,2812,22500,"MoneyperEventLeaders",2015
349,349,"Woody Austin",11,2524,27774,"MoneyperEventLeaders",2015
350,350,"Michael Block",6,2493,14960,"MoneyperEventLeaders",2015
351,351,"WC Liang",5,2352,11760,"MoneyperEventLeaders",2015
352,352,"Daniel Chopra",5,2340,11700,"MoneyperEventLeaders",2015
353,353,"Steve Lowery",3,2216,6650,"MoneyperEventLeaders",2015
354,354,"Brandt Jobe",6,2137,12825,"MoneyperEventLeaders",2015
355,355,"Ted Purdy",3,2128,6386,"MoneyperEventLeaders",2015
356,356,"Scott Verplank",13,1975,25682,"MoneyperEventLeaders",2015
357,357,"Richard Sterne",18,1538,27690,"MoneyperEventLeaders",2015
358,358,"Scott McCarron",7,1268,8880,"MoneyperEventLeaders",2015
359,359,"Len Mattiace",6,1079,6479,"MoneyperEventLeaders",2015
360,360,"Tim Herron",7,831,5820,"MoneyperEventLeaders",2015
