"Total1Putts510_RANKTHISWEEK_2006","Total1Putts510_RANKLASTWEEK_2006","Total1Putts510_PLAYERNAME_2006","Total1Putts510_ROUNDS_2006","Total1Putts510_TOTAL_2006","Total1Putts510_TOTALFORALLDISTANCES_2006","Total1Putts510_PCTOFALL1PUTTS_2006","stat_name","year"
1,1,"Brian Gay",107,212,777,27.3,"Total1Putts510",2006
2,2,"Nathan Green",108,208,714,29.1,"Total1Putts510",2006
3,3,"Kent Jones",103,191,631,30.3,"Total1Putts510",2006
4,4,"Daniel Chopra",110,187,690,27.1,"Total1Putts510",2006
5,5,"Olin Browne",108,185,619,29.9,"Total1Putts510",2006
6,6,"Steve Flesch",119,183,737,24.8,"Total1Putts510",2006
7,7,"Brett Quigley",109,180,675,26.7,"Total1Putts510",2006
8,8,"Todd Fischer",101,179,657,27.2,"Total1Putts510",2006
9,9,"Jeff Overton",95,178,605,29.4,"Total1Putts510",2006
10,10,"Tag Ridings",103,177,658,26.9,"Total1Putts510",2006
11,11,"Woody Austin",107,173,688,25.1,"Total1Putts510",2006
12,12,"Fred Funk",106,171,592,28.9,"Total1Putts510",2006
12,12,"Charley Hoffman",100,171,623,27.4,"Total1Putts510",2006
14,14,"Lucas Glover",105,170,597,28.5,"Total1Putts510",2006
15,15,"Ryuji Imada",105,169,614,27.5,"Total1Putts510",2006
16,16,"Eric Axley",91,168,572,29.4,"Total1Putts510",2006
16,16,"Bubba Dickerson",98,168,569,29.5,"Total1Putts510",2006
18,18,"Troy Matteson",101,167,583,28.6,"Total1Putts510",2006
18,18,"Joe Ogilvie",95,167,578,28.9,"Total1Putts510",2006
18,18,"Jeff Sluman",101,167,592,28.2,"Total1Putts510",2006
21,21,"Shane Bertsch",104,166,646,25.7,"Total1Putts510",2006
21,21,"Robert Gamez",94,166,568,29.2,"Total1Putts510",2006
23,23,"Jeff Brehaut",100,165,561,29.4,"Total1Putts510",2006
23,23,"Tom Pernice Jr",108,165,661,25,"Total1Putts510",2006
25,25,"Brent Geiberger",99,164,636,25.8,"Total1Putts510",2006
25,25,"Frank Lickliter II",99,164,603,27.2,"Total1Putts510",2006
25,25,"Hunter Mahan",98,164,600,27.3,"Total1Putts510",2006
25,25,"Dean Wilson",115,164,682,24,"Total1Putts510",2006
29,29,"Jason Bohn",104,163,606,26.9,"Total1Putts510",2006
29,29,"Shigeki Maruyama",94,163,604,27,"Total1Putts510",2006
29,29,"Tim Petrovic",95,163,589,27.7,"Total1Putts510",2006
32,32,"Joe Durant",101,162,631,25.7,"Total1Putts510",2006
32,32,"Richard Johnson",94,162,597,27.1,"Total1Putts510",2006
34,34,"Paul Azinger",87,161,587,27.4,"Total1Putts510",2006
35,35,"Bo Van Pelt",102,159,619,25.7,"Total1Putts510",2006
36,36,"Jerry Kelly",100,158,574,27.5,"Total1Putts510",2006
36,36,"Justin Rose",98,158,600,26.3,"Total1Putts510",2006
38,38,"Henrik Bjornstad",97,156,629,24.8,"Total1Putts510",2006
38,38,"Brad Faxon",78,156,545,28.6,"Total1Putts510",2006
