"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2012","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2012","AverageGoingforitShotDistanceinYards_PLAYERNAME_2012","AverageGoingforitShotDistanceinYards_EVENTS_2012","AverageGoingforitShotDistanceinYards_AVG_2012","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2012","AverageGoingforitShotDistanceinYards_ATTEMPTS_2012","stat_name","year"
39,39,"Ernie Els",22,251.6,1122957,124,"AverageGoingforitShotDistanceinYards",2012
40,40,"Brian Harman",30,251.7,1449638,160,"AverageGoingforitShotDistanceinYards",2012
40,40,"Bubba Watson",19,251.7,1513485,167,"AverageGoingforitShotDistanceinYards",2012
42,42,"Bud Cauley",28,251.8,1586308,175,"AverageGoingforitShotDistanceinYards",2012
43,43,"Gary Christian",28,251.9,1088284,120,"AverageGoingforitShotDistanceinYards",2012
44,44,"Chez Reavie",26,252,961792,106,"AverageGoingforitShotDistanceinYards",2012
45,45,"Freddie Jacobson",17,252.1,653464,72,"AverageGoingforitShotDistanceinYards",2012
45,45,"Bo Van Pelt",24,252.1,1207247,133,"AverageGoingforitShotDistanceinYards",2012
47,47,"Scott Stallings",27,252.2,1516242,167,"AverageGoingforitShotDistanceinYards",2012
47,47,"Gary Woodland",22,252.2,1316577,145,"AverageGoingforitShotDistanceinYards",2012
49,49,"John Rollins",26,252.3,1362392,150,"AverageGoingforitShotDistanceinYards",2012
50,50,"Bob Estes",23,252.5,809005,89,"AverageGoingforitShotDistanceinYards",2012
51,51,"Jason Kokrak",27,252.6,1309450,144,"AverageGoingforitShotDistanceinYards",2012
52,52,"Louis Oosthuizen",19,252.8,928214,102,"AverageGoingforitShotDistanceinYards",2012
52,52,"Kyle Stanley",27,252.8,1647089,181,"AverageGoingforitShotDistanceinYards",2012
54,54,"Cameron Beckman",26,252.9,928753,102,"AverageGoingforitShotDistanceinYards",2012
54,54,"Sean OHair",24,252.9,1602543,176,"AverageGoingforitShotDistanceinYards",2012
56,56,"Rickie Fowler",23,253.1,1375590,151,"AverageGoingforitShotDistanceinYards",2012
57,57,"Stephen Ames",20,253.2,446574,49,"AverageGoingforitShotDistanceinYards",2012
57,57,"Aaron Baddeley",22,253.2,1057314,116,"AverageGoingforitShotDistanceinYards",2012
57,57,"Bobby Gates",29,253.2,1568037,172,"AverageGoingforitShotDistanceinYards",2012
60,60,"Camilo Villegas",25,253.3,1303995,143,"AverageGoingforitShotDistanceinYards",2012
61,61,"Charlie Wi",25,253.4,1140412,125,"AverageGoingforitShotDistanceinYards",2012
62,62,"Dicky Pride",19,253.5,647906,71,"AverageGoingforitShotDistanceinYards",2012
63,63,"George McNeill",25,253.6,1332743,146,"AverageGoingforitShotDistanceinYards",2012
63,63,"Carl Pettersson",26,253.6,1378461,151,"AverageGoingforitShotDistanceinYards",2012
63,63,"Rory Sabbatini",29,253.6,1488177,163,"AverageGoingforitShotDistanceinYards",2012
66,66,"Chad Campbell",27,253.7,1205644,132,"AverageGoingforitShotDistanceinYards",2012
66,66,"Martin Flores",30,253.7,1370248,150,"AverageGoingforitShotDistanceinYards",2012
68,68,"Chris Kirk",27,253.8,1617393,177,"AverageGoingforitShotDistanceinYards",2012
68,68,"Ryan Palmer",24,253.8,1471272,161,"AverageGoingforitShotDistanceinYards",2012
70,70,"Harrison Frazar",20,253.9,959868,105,"AverageGoingforitShotDistanceinYards",2012
71,71,"Jimmy Walker",28,254.1,1829324,200,"AverageGoingforitShotDistanceinYards",2012
72,72,"Robert Karlsson",17,254.2,896986,98,"AverageGoingforitShotDistanceinYards",2012
73,73,"Russell Knox",23,254.3,824049,90,"AverageGoingforitShotDistanceinYards",2012
74,74,"Daniel Chopra",21,254.5,696212,76,"AverageGoingforitShotDistanceinYards",2012
74,74,"Harris English",27,254.5,1741046,190,"AverageGoingforitShotDistanceinYards",2012
76,76,"Gavin Coles",23,254.6,531582,58,"AverageGoingforitShotDistanceinYards",2012
76,76,"Ken Duke",30,254.6,1402254,153,"AverageGoingforitShotDistanceinYards",2012
78,78,"Scott Piercy",28,254.7,1897840,207,"AverageGoingforitShotDistanceinYards",2012
79,79,"Will Claxton",28,254.8,1513275,165,"AverageGoingforitShotDistanceinYards",2012
80,80,"Kevin Chappell",29,254.9,1358029,148,"AverageGoingforitShotDistanceinYards",2012
80,80,"Colt Knost",29,254.9,623983,68,"AverageGoingforitShotDistanceinYards",2012
82,82,"KJ Choi",21,255,936344,102,"AverageGoingforitShotDistanceinYards",2012
82,82,"Chris Couch",21,255,1202455,131,"AverageGoingforitShotDistanceinYards",2012
84,84,"Robert Allenby",27,255.1,964373,105,"AverageGoingforitShotDistanceinYards",2012
84,84,"Matt Kuchar",22,255.1,964401,105,"AverageGoingforitShotDistanceinYards",2012
84,84,"Heath Slocum",29,255.1,1037704,113,"AverageGoingforitShotDistanceinYards",2012
84,84,"Kevin Stadler",25,255.1,1359206,148,"AverageGoingforitShotDistanceinYards",2012
84,84,"Brendon Todd",29,255.1,725576,79,"AverageGoingforitShotDistanceinYards",2012
89,89,"Stuart Appleby",24,255.2,891258,97,"AverageGoingforitShotDistanceinYards",2012
90,90,"Jeff Overton",29,255.3,1856332,202,"AverageGoingforitShotDistanceinYards",2012
91,91,"Michael Bradley",23,255.4,790782,86,"AverageGoingforitShotDistanceinYards",2012
91,91,"Kyle Reifers",27,255.4,1048106,114,"AverageGoingforitShotDistanceinYards",2012
93,93,"Graham DeLaet",23,255.5,1370304,149,"AverageGoingforitShotDistanceinYards",2012
94,94,"Ricky Barnes",28,255.6,1306408,142,"AverageGoingforitShotDistanceinYards",2012
94,94,"JJ Henry",28,255.6,993688,108,"AverageGoingforitShotDistanceinYards",2012
94,94,"Phil Mickelson",22,255.6,1306483,142,"AverageGoingforitShotDistanceinYards",2012
97,97,"John Senden",22,255.7,1353385,147,"AverageGoingforitShotDistanceinYards",2012
97,97,"Henrik Stenson",15,255.7,902118,98,"AverageGoingforitShotDistanceinYards",2012
99,99,"Arjun Atwal",27,255.8,1114398,121,"AverageGoingforitShotDistanceinYards",2012
99,99,"Greg Chalmers",25,255.8,1160114,126,"AverageGoingforitShotDistanceinYards",2012
99,99,"DJ Trahan",27,255.8,1151122,125,"AverageGoingforitShotDistanceinYards",2012
99,99,"Jhonattan Vegas",25,255.8,1528729,166,"AverageGoingforitShotDistanceinYards",2012
103,103,"Tim Herron",27,255.9,1123733,122,"AverageGoingforitShotDistanceinYards",2012
103,103,"Marc Leishman",23,255.9,1317312,143,"AverageGoingforitShotDistanceinYards",2012
105,105,"Mark Anderson",25,256,1087408,118,"AverageGoingforitShotDistanceinYards",2012
105,105,"Tim Clark",20,256,608141,66,"AverageGoingforitShotDistanceinYards",2012
105,105,"Billy Horschel",17,256,857024,93,"AverageGoingforitShotDistanceinYards",2012
105,105,"Johnson Wagner",27,256,1289992,140,"AverageGoingforitShotDistanceinYards",2012
105,105,"YE Yang",20,256,672878,73,"AverageGoingforitShotDistanceinYards",2012
110,110,"Edward Loar",23,256.1,829664,90,"AverageGoingforitShotDistanceinYards",2012
110,110,"Ryan Moore",24,256.1,1309271,142,"AverageGoingforitShotDistanceinYards",2012
112,112,"Mathew Goggin",23,256.2,1079151,117,"AverageGoingforitShotDistanceinYards",2012
112,112,"Geoff Ogilvy",20,256.2,1042284,113,"AverageGoingforitShotDistanceinYards",2012
114,114,"Stewart Cink",22,256.3,885850,96,"AverageGoingforitShotDistanceinYards",2012
114,114,"Justin Leonard",26,256.3,719769,78,"AverageGoingforitShotDistanceinYards",2012
114,114,"Kyle Thompson",22,256.3,553552,60,"AverageGoingforitShotDistanceinYards",2012
117,117,"Tommy Gainey",32,256.4,1578106,171,"AverageGoingforitShotDistanceinYards",2012
117,117,"Billy Mayfair",28,256.4,1412005,153,"AverageGoingforitShotDistanceinYards",2012
119,119,"Stephen Gangluff",23,256.5,683403,74,"AverageGoingforitShotDistanceinYards",2012
119,119,"Sung Kang",30,256.5,932459,101,"AverageGoingforitShotDistanceinYards",2012
119,119,"Lee Westwood",15,256.5,932763,101,"AverageGoingforitShotDistanceinYards",2012
122,122,"Hunter Haas",24,256.6,1053178,114,"AverageGoingforitShotDistanceinYards",2012
122,122,"Roland Thatcher",21,256.6,729727,79,"AverageGoingforitShotDistanceinYards",2012
124,124,"Patrick Sheehan",21,256.8,591767,64,"AverageGoingforitShotDistanceinYards",2012
125,125,"Erik Compton",26,256.9,1248438,135,"AverageGoingforitShotDistanceinYards",2012
126,126,"Keegan Bradley",25,257,1674853,181,"AverageGoingforitShotDistanceinYards",2012
127,127,"John Daly",15,257.2,814668,88,"AverageGoingforitShotDistanceinYards",2012
127,127,"Ted Potter Jr",25,257.2,851977,92,"AverageGoingforitShotDistanceinYards",2012
129,129,"Kevin Na",25,257.3,1268965,137,"AverageGoingforitShotDistanceinYards",2012
129,129,"DA Points",29,257.3,1537455,166,"AverageGoingforitShotDistanceinYards",2012
129,129,"Kevin Streelman",26,257.3,1426434,154,"AverageGoingforitShotDistanceinYards",2012
132,132,"Hunter Mahan",23,257.4,1232262,133,"AverageGoingforitShotDistanceinYards",2012
133,133,"Brandt Jobe",18,257.5,685853,74,"AverageGoingforitShotDistanceinYards",2012
133,133,"Seung Yul Noh",28,257.5,1724529,186,"AverageGoingforitShotDistanceinYards",2012
133,133,"Pat Perez",23,257.5,1260906,136,"AverageGoingforitShotDistanceinYards",2012
133,133,"Vaughn Taylor",26,257.5,852979,92,"AverageGoingforitShotDistanceinYards",2012
137,137,"David Hearn",28,257.6,1215040,131,"AverageGoingforitShotDistanceinYards",2012
137,137,"Rod Pampling",26,257.6,1094396,118,"AverageGoingforitShotDistanceinYards",2012
139,139,"Bill Haas",23,257.7,1391546,150,"AverageGoingforitShotDistanceinYards",2012
139,139,"Danny Lee",26,257.7,1020460,110,"AverageGoingforitShotDistanceinYards",2012
139,139,"Vijay Singh",27,257.7,1660425,179,"AverageGoingforitShotDistanceinYards",2012
142,142,"Roberto Castro",27,257.8,1326937,143,"AverageGoingforitShotDistanceinYards",2012
142,142,"Zach Johnson",25,257.8,1178478,127,"AverageGoingforitShotDistanceinYards",2012
144,144,"Kevin Kisner",24,257.9,854175,92,"AverageGoingforitShotDistanceinYards",2012
145,145,"Tom Gillis",23,258,1309833,141,"AverageGoingforitShotDistanceinYards",2012
145,145,"Mark Wilson",25,258,947521,102,"AverageGoingforitShotDistanceinYards",2012
147,147,"Brendon de Jonge",31,258.1,1877103,202,"AverageGoingforitShotDistanceinYards",2012
147,147,"Brendan Steele",24,258.1,1208086,130,"AverageGoingforitShotDistanceinYards",2012
149,149,"Bryce Molder",25,258.2,724990,78,"AverageGoingforitShotDistanceinYards",2012
150,150,"Blake Adams",32,258.3,1590010,171,"AverageGoingforitShotDistanceinYards",2012
151,151,"Ben Curtis",19,258.4,623314,67,"AverageGoingforitShotDistanceinYards",2012
151,151,"Spencer Levin",26,258.4,1218825,131,"AverageGoingforitShotDistanceinYards",2012
153,153,"Chris DiMarco",29,258.6,884554,95,"AverageGoingforitShotDistanceinYards",2012
153,153,"Tom Pernice Jr",23,258.6,698278,75,"AverageGoingforitShotDistanceinYards",2012
155,155,"Jonas Blixt",21,258.9,1127656,121,"AverageGoingforitShotDistanceinYards",2012
155,155,"Scott Dunlap",20,258.9,727046,78,"AverageGoingforitShotDistanceinYards",2012
155,155,"Rocco Mediate",23,258.9,941369,101,"AverageGoingforitShotDistanceinYards",2012
158,158,"Nick OHern",26,259.1,606292,65,"AverageGoingforitShotDistanceinYards",2012
158,158,"Daniel Summerhays",26,259.1,1147228,123,"AverageGoingforitShotDistanceinYards",2012
160,160,"Jerry Kelly",26,259.2,979940,105,"AverageGoingforitShotDistanceinYards",2012
160,160,"Derek Lamely",25,259.2,942472,101,"AverageGoingforitShotDistanceinYards",2012
162,162,"Marco Dawson",22,259.4,663013,71,"AverageGoingforitShotDistanceinYards",2012
163,163,"Scott Brown",24,259.6,1018520,109,"AverageGoingforitShotDistanceinYards",2012
164,164,"David Mathis",29,259.7,794653,85,"AverageGoingforitShotDistanceinYards",2012
165,165,"Chris Stroud",28,259.9,1141379,122,"AverageGoingforitShotDistanceinYards",2012
166,166,"Richard Lee",24,260.2,936793,100,"AverageGoingforitShotDistanceinYards",2012
166,166,"Jeff Maggert",27,260.2,1255036,134,"AverageGoingforitShotDistanceinYards",2012
168,168,"Ben Crane",23,260.3,1236886,132,"AverageGoingforitShotDistanceinYards",2012
168,168,"Matt Jones",19,260.3,824607,88,"AverageGoingforitShotDistanceinYards",2012
168,168,"Troy Matteson",32,260.3,1686474,180,"AverageGoingforitShotDistanceinYards",2012
168,168,"Cameron Tringale",26,260.3,1583930,169,"AverageGoingforitShotDistanceinYards",2012
172,172,"Kris Blanks",23,260.4,1059348,113,"AverageGoingforitShotDistanceinYards",2012
172,172,"Jonathan Byrd",21,260.4,1190620,127,"AverageGoingforitShotDistanceinYards",2012
172,172,"John Huh",28,260.4,1622006,173,"AverageGoingforitShotDistanceinYards",2012
175,175,"Ryuji Imada",28,260.5,872086,93,"AverageGoingforitShotDistanceinYards",2012
176,176,"Angel Cabrera",20,260.7,769724,82,"AverageGoingforitShotDistanceinYards",2012
177,177,"Matt Bettencourt",31,260.8,1004755,107,"AverageGoingforitShotDistanceinYards",2012
177,177,"James Driscoll",27,260.8,1464893,156,"AverageGoingforitShotDistanceinYards",2012
177,177,"Billy Hurley III",27,260.8,497544,53,"AverageGoingforitShotDistanceinYards",2012
180,180,"Tommy Biershenk",27,260.9,929913,99,"AverageGoingforitShotDistanceinYards",2012
180,180,"Webb Simpson",22,260.9,1465286,156,"AverageGoingforitShotDistanceinYards",2012
182,182,"Garth Mulroy",20,261.3,874778,93,"AverageGoingforitShotDistanceinYards",2012
183,183,"JJ Killeen",33,261.6,1431396,152,"AverageGoingforitShotDistanceinYards",2012
184,184,"Charley Hoffman",27,261.7,1705240,181,"AverageGoingforitShotDistanceinYards",2012
185,185,"Miguel Angel Carballo",25,261.9,961662,102,"AverageGoingforitShotDistanceinYards",2012
186,186,"Bill Lunde",25,262,1150561,122,"AverageGoingforitShotDistanceinYards",2012
187,187,"Matt Every",25,263,1079168,114,"AverageGoingforitShotDistanceinYards",2012
188,188,"Brian Davis",29,263.5,1091032,115,"AverageGoingforitShotDistanceinYards",2012
188,188,"Andres Romero",22,263.5,1157228,122,"AverageGoingforitShotDistanceinYards",2012
190,190,"Steve Wheatcroft",22,265.1,648919,68,"AverageGoingforitShotDistanceinYards",2012
191,191,"Nathan Green",22,267.1,1153827,120,"AverageGoingforitShotDistanceinYards",2012
