"SmashFactor_RANKTHISWEEK_2014","SmashFactor_RANKLASTWEEK_2014","SmashFactor_PLAYERNAME_2014","SmashFactor_ROUNDS_2014","SmashFactor_AVG_2014","SmashFactor_TOTALSMASHFACTOR_2014","SmashFactor_TOTALATTEMPTS_2014","SmashFactor_HIGHESTVALUE_2014","SmashFactor_LOWESTVALUE_2014","stat_name","year"
1,1,"Robert Allenby",83,1.485,95.032,64,1.485,1.479,"SmashFactor",2014
1,1,"Aaron Baddeley",74,1.485,86.101,58,1.485,1.466,"SmashFactor",2014
1,1,"Brian Davis",93,1.485,136.578,92,1.485,1.458,"SmashFactor",2014
1,1,"Harris English",95,1.485,95.013,64,1.485,1.471,"SmashFactor",2014
1,1,"Tommy Gainey",73,1.485,90.56,61,1.485,1.477,"SmashFactor",2014
1,1,"Brice Garnett",92,1.485,121.764,82,1.485,1.482,"SmashFactor",2014
1,1,"Justin Hicks",103,1.485,152.927,103,1.485,1.473,"SmashFactor",2014
1,1,"Martin Laird",66,1.485,68.3,46,1.485,1.475,"SmashFactor",2014
1,1,"Jeff Maggert",54,1.485,66.825,45,1.485,1.485,"SmashFactor",2014
1,1,"John Merrick",87,1.485,111.344,75,1.485,1.469,"SmashFactor",2014
1,1,"Louis Oosthuizen",50,1.485,40.095,27,1.485,1.485,"SmashFactor",2014
1,1,"Carl Pettersson",91,1.485,135.116,91,1.485,1.476,"SmashFactor",2014
1,1,"Chris Stroud",88,1.485,108.391,73,1.485,1.473,"SmashFactor",2014
1,1,"David Toms",64,1.485,84.644,57,1.485,1.484,"SmashFactor",2014
1,1,"Jimmy Walker",98,1.485,105.4,71,1.485,1.473,"SmashFactor",2014
16,16,"Jonas Blixt",64,1.484,56.383,38,1.485,1.451,"SmashFactor",2014
16,16,"Angel Cabrera",69,1.484,99.431,67,1.485,1.469,"SmashFactor",2014
16,16,"Greg Chalmers",85,1.484,120.203,81,1.485,1.446,"SmashFactor",2014
16,16,"Tim Clark",75,1.484,97.931,66,1.485,1.456,"SmashFactor",2014
16,16,"Ben Crane",81,1.484,126.16,85,1.485,1.462,"SmashFactor",2014
16,16,"Ernie Els",85,1.484,96.454,65,1.485,1.456,"SmashFactor",2014
16,16,"Robert Garrigus",80,1.484,103.852,70,1.485,1.432,"SmashFactor",2014
16,16,"Luke Guthrie",85,1.484,121.664,82,1.485,1.431,"SmashFactor",2014
16,16,"Chesson Hadley",84,1.484,118.706,80,1.485,1.464,"SmashFactor",2014
16,16,"David Hearn",97,1.484,136.485,92,1.49,1.456,"SmashFactor",2014
16,16,"Russell Henley",92,1.484,117.274,79,1.485,1.467,"SmashFactor",2014
16,16,"Morgan Hoffmann",103,1.484,135.064,91,1.485,1.449,"SmashFactor",2014
16,16,"Charles Howell III",106,1.484,148.35,100,1.49,1.452,"SmashFactor",2014
16,16,"Zach Johnson",97,1.484,135.012,91,1.485,1.46,"SmashFactor",2014
16,16,"Jerry Kelly",80,1.484,105.387,71,1.485,1.473,"SmashFactor",2014
16,16,"Chris Kirk",105,1.484,126.156,85,1.485,1.471,"SmashFactor",2014
16,16,"Jason Kokrak",65,1.484,89.062,60,1.485,1.472,"SmashFactor",2014
16,16,"Matt Kuchar",91,1.484,118.744,80,1.485,1.473,"SmashFactor",2014
16,16,"Richard Lee",80,1.484,102.403,69,1.485,1.462,"SmashFactor",2014
16,16,"Marc Leishman",81,1.484,103.856,70,1.49,1.453,"SmashFactor",2014
16,16,"Justin Leonard",75,1.484,100.936,68,1.485,1.457,"SmashFactor",2014
16,16,"Will Ma Kenzie",82,1.484,118.683,80,1.485,1.457,"SmashFactor",2014
16,16,"Hunter Mahan",88,1.484,115.741,78,1.485,1.445,"SmashFactor",2014
16,16,"Bryce Molder",77,1.484,102.427,69,1.485,1.469,"SmashFactor",2014
16,16,"Geoff Ogilvy",84,1.484,105.352,71,1.485,1.472,"SmashFactor",2014
16,16,"Jeff Overton",80,1.484,102.378,69,1.485,1.452,"SmashFactor",2014
16,16,"Ryan Palmer",85,1.484,100.933,68,1.485,1.47,"SmashFactor",2014
16,16,"Rory Sabbatini",82,1.484,100.894,68,1.485,1.463,"SmashFactor",2014
16,16,"Heath Slocum",71,1.484,94.969,64,1.485,1.47,"SmashFactor",2014
16,16,"Jordan Spieth",102,1.484,129.098,87,1.485,1.456,"SmashFactor",2014
16,16,"Brendan Steele",89,1.484,109.831,74,1.485,1.472,"SmashFactor",2014
16,16,"Robert Streb",75,1.484,103.86,70,1.485,1.456,"SmashFactor",2014
16,16,"Brian Stuard",91,1.484,124.684,84,1.485,1.459,"SmashFactor",2014
16,16,"Josh Teater",90,1.484,118.71,80,1.485,1.459,"SmashFactor",2014
16,16,"Nicholas Thompson",85,1.484,105.378,71,1.485,1.467,"SmashFactor",2014
16,16,"Michael Thompson",74,1.484,87.584,59,1.485,1.469,"SmashFactor",2014
16,16,"Bo Van Pelt",83,1.484,108.303,73,1.485,1.435,"SmashFactor",2014
16,16,"Camilo Villegas",95,1.484,139.521,94,1.485,1.463,"SmashFactor",2014
54,54,"Bud Cauley",56,1.483,72.663,49,1.485,1.446,"SmashFactor",2014
