"GIRPuttingAvg35_RANKTHISWEEK_2006","GIRPuttingAvg35_RANKLASTWEEK_2006","GIRPuttingAvg35_PLAYERNAME_2006","GIRPuttingAvg35_ROUNDS_2006","GIRPuttingAvg35_PctMADE_2006","GIRPuttingAvg35_ATTEMPTS_2006","GIRPuttingAvg35_PUTTSMADE_2006","stat_name","year"
1,1,"Briny Baird",81,0.8,163,13,"GIRPuttingAvg35",2006
1,1,"Mark OMeara",52,0.8,75,6,"GIRPuttingAvg35",2006
3,3,"Ian Poulter",53,0.74,81,6,"GIRPuttingAvg35",2006
4,4,"Corey Pavin",74,0.69,130,9,"GIRPuttingAvg35",2006
5,5,"Richard Johnson",94,0.68,191,13,"GIRPuttingAvg35",2006
6,6,"Ben Curtis",86,0.66,166,11,"GIRPuttingAvg35",2006
7,7,"Brent Geiberger",99,0.65,231,15,"GIRPuttingAvg35",2006
8,8,"Vaughn Taylor",88,0.64,140,9,"GIRPuttingAvg35",2006
9,9,"David Howell",52,0.62,65,4,"GIRPuttingAvg35",2006
9,9,"Kent Jones",103,0.62,194,12,"GIRPuttingAvg35",2006
11,11,"Ernie Els",69,0.61,82,5,"GIRPuttingAvg35",2006
11,11,"JB Holmes",81,0.61,147,9,"GIRPuttingAvg35",2006
11,11,"JL Lewis",57,0.61,98,6,"GIRPuttingAvg35",2006
14,14,"Aaron Baddeley",78,0.59,135,8,"GIRPuttingAvg35",2006
14,14,"Craig Barlow",77,0.59,119,7,"GIRPuttingAvg35",2006
16,16,"Stewart Cink",93,0.58,139,8,"GIRPuttingAvg35",2006
16,16,"Davis Love III",85,0.58,103,6,"GIRPuttingAvg35",2006
16,16,"Tom Pernice Jr",108,0.58,191,11,"GIRPuttingAvg35",2006
19,19,"David Duval",71,0.57,106,6,"GIRPuttingAvg35",2006
19,19,"Tiger Woods",55,0.57,88,5,"GIRPuttingAvg35",2006
21,21,"Joe Durant",101,0.56,198,11,"GIRPuttingAvg35",2006
22,22,"Hidemichi Tanaka",74,0.55,128,7,"GIRPuttingAvg35",2006
22,22,"Kirk Triplett",58,0.55,73,4,"GIRPuttingAvg35",2006
24,24,"JJ Henry",96,0.54,168,9,"GIRPuttingAvg35",2006
24,24,"Jerry Kelly",100,0.54,185,10,"GIRPuttingAvg35",2006
26,26,"Arjun Atwal",97,0.53,152,8,"GIRPuttingAvg35",2006
26,26,"KJ Choi",93,0.53,208,11,"GIRPuttingAvg35",2006
26,26,"Dudley Hart",83,0.53,150,8,"GIRPuttingAvg35",2006
26,26,"Brandt Jobe",91,0.53,151,8,"GIRPuttingAvg35",2006
26,26,"Will Ma Kenzie",91,0.53,189,10,"GIRPuttingAvg35",2006
26,26,"David McKenzie",82,0.53,151,8,"GIRPuttingAvg35",2006
26,26,"Vijay Singh",103,0.53,169,9,"GIRPuttingAvg35",2006
33,33,"Tim Clark",80,0.52,116,6,"GIRPuttingAvg35",2006
33,33,"Hunter Mahan",98,0.52,191,10,"GIRPuttingAvg35",2006
33,33,"Tag Ridings",103,0.52,193,10,"GIRPuttingAvg35",2006
33,33,"David Toms",76,0.52,116,6,"GIRPuttingAvg35",2006
37,37,"Harrison Frazar",95,0.51,136,7,"GIRPuttingAvg35",2006
37,37,"Charles Howell III",96,0.51,197,10,"GIRPuttingAvg35",2006
37,37,"Jeff Maggert",81,0.51,137,7,"GIRPuttingAvg35",2006
40,40,"Ryuji Imada",105,0.5,181,9,"GIRPuttingAvg35",2006
