"PuttsMadePerEventOver20_RANKTHISWEEK_2005","PuttsMadePerEventOver20_RANKLASTWEEK_2005","PuttsMadePerEventOver20_PLAYERNAME_2005","PuttsMadePerEventOver20_ROUNDS_2005","PuttsMadePerEventOver20_PUTTSMADE_2005","stat_name","year"
81,81,"Joey Sindelar",104,1.3,"PuttsMadePerEventOver20",2005
81,81,"Charles Warren",89,1.3,"PuttsMadePerEventOver20",2005
114,114,"Billy Andrade",83,1.2,"PuttsMadePerEventOver20",2005
114,114,"Tommy Armour III",103,1.2,"PuttsMadePerEventOver20",2005
114,114,"Chris DiMarco",83,1.2,"PuttsMadePerEventOver20",2005
114,114,"Brent Geiberger",61,1.2,"PuttsMadePerEventOver20",2005
114,114,"JP Hayes",63,1.2,"PuttsMadePerEventOver20",2005
114,114,"Bob Heintz",67,1.2,"PuttsMadePerEventOver20",2005
114,114,"Brendan Jones",81,1.2,"PuttsMadePerEventOver20",2005
114,114,"Jonathan Kaye",77,1.2,"PuttsMadePerEventOver20",2005
114,114,"Rocco Mediate",73,1.2,"PuttsMadePerEventOver20",2005
114,114,"Larry Mize",54,1.2,"PuttsMadePerEventOver20",2005
114,114,"Dennis Paulson",63,1.2,"PuttsMadePerEventOver20",2005
114,114,"Tim Petrovic",97,1.2,"PuttsMadePerEventOver20",2005
114,114,"Carl Pettersson",109,1.2,"PuttsMadePerEventOver20",2005
114,114,"Ted Purdy",122,1.2,"PuttsMadePerEventOver20",2005
114,114,"Vijay Singh",111,1.2,"PuttsMadePerEventOver20",2005
114,114,"Hidemichi Tanaka",106,1.2,"PuttsMadePerEventOver20",2005
114,114,"Tjaart van der Walt",56,1.2,"PuttsMadePerEventOver20",2005
114,114,"Nick Watney",91,1.2,"PuttsMadePerEventOver20",2005
114,114,"Dean Wilson",86,1.2,"PuttsMadePerEventOver20",2005
133,133,"Michael Allen",90,1.1,"PuttsMadePerEventOver20",2005
133,133,"Cameron Beckman",96,1.1,"PuttsMadePerEventOver20",2005
133,133,"Paul Claxton",79,1.1,"PuttsMadePerEventOver20",2005
133,133,"John Cook",72,1.1,"PuttsMadePerEventOver20",2005
133,133,"Robert Damron",89,1.1,"PuttsMadePerEventOver20",2005
133,133,"Luke Donald",67,1.1,"PuttsMadePerEventOver20",2005
133,133,"James Driscoll",73,1.1,"PuttsMadePerEventOver20",2005
133,133,"Steve Flesch",90,1.1,"PuttsMadePerEventOver20",2005
133,133,"Robert Gamez",91,1.1,"PuttsMadePerEventOver20",2005
133,133,"Sergio Garcia",73,1.1,"PuttsMadePerEventOver20",2005
133,133,"Retief Goosen",71,1.1,"PuttsMadePerEventOver20",2005
133,133,"Paul Gow",78,1.1,"PuttsMadePerEventOver20",2005
133,133,"David Hearn",68,1.1,"PuttsMadePerEventOver20",2005
133,133,"Scott Hend",75,1.1,"PuttsMadePerEventOver20",2005
133,133,"Glen Hnatiuk",59,1.1,"PuttsMadePerEventOver20",2005
133,133,"Hank Kuehne",84,1.1,"PuttsMadePerEventOver20",2005
133,133,"Justin Leonard",78,1.1,"PuttsMadePerEventOver20",2005
133,133,"Pat Perez",89,1.1,"PuttsMadePerEventOver20",2005
133,133,"Tag Ridings",93,1.1,"PuttsMadePerEventOver20",2005
133,133,"Darron Stiles",78,1.1,"PuttsMadePerEventOver20",2005
133,133,"Steve Stricker",62,1.1,"PuttsMadePerEventOver20",2005
133,133,"Roland Thatcher",75,1.1,"PuttsMadePerEventOver20",2005
133,133,"Scott Verplank",87,1.1,"PuttsMadePerEventOver20",2005
133,133,"Duffy Waldorf",86,1.1,"PuttsMadePerEventOver20",2005
133,133,"Charlie Wi",67,1.1,"PuttsMadePerEventOver20",2005
158,158,"Jason Allred",75,1,"PuttsMadePerEventOver20",2005
158,158,"Rich Beem",66,1,"PuttsMadePerEventOver20",2005
158,158,"DJ Brigman",76,1,"PuttsMadePerEventOver20",2005
158,158,"Alex Cejka",84,1,"PuttsMadePerEventOver20",2005
158,158,"Daniel Chopra",108,1,"PuttsMadePerEventOver20",2005
158,158,"Brian Davis",75,1,"PuttsMadePerEventOver20",2005
158,158,"Joe Durant",81,1,"PuttsMadePerEventOver20",2005
158,158,"John Elliott",58,1,"PuttsMadePerEventOver20",2005
158,158,"Todd Fischer",99,1,"PuttsMadePerEventOver20",2005
158,158,"Jeff Hart",63,1,"PuttsMadePerEventOver20",2005
158,158,"John Huston",90,1,"PuttsMadePerEventOver20",2005
158,158,"Ryuji Imada",78,1,"PuttsMadePerEventOver20",2005
158,158,"Matt Kuchar",60,1,"PuttsMadePerEventOver20",2005
158,158,"Franklin Langham",91,1,"PuttsMadePerEventOver20",2005
158,158,"Will Ma Kenzie",75,1,"PuttsMadePerEventOver20",2005
158,158,"DA Points",94,1,"PuttsMadePerEventOver20",2005
158,158,"Rob Rashell",65,1,"PuttsMadePerEventOver20",2005
158,158,"Kevin Sutherland",89,1,"PuttsMadePerEventOver20",2005
158,158,"Kirk Triplett",55,1,"PuttsMadePerEventOver20",2005
158,158,"Omar Uresti",84,1,"PuttsMadePerEventOver20",2005
158,158,"Mark Wilson",74,1,"PuttsMadePerEventOver20",2005
179,179,"Paul Azinger",66,0.9,"PuttsMadePerEventOver20",2005
179,179,"Jose Coceres",56,0.9,"PuttsMadePerEventOver20",2005
179,179,"Fred Couples",72,0.9,"PuttsMadePerEventOver20",2005
179,179,"Ben Curtis",65,0.9,"PuttsMadePerEventOver20",2005
179,179,"Bradley Hughes",52,0.9,"PuttsMadePerEventOver20",2005
179,179,"Skip Kendall",80,0.9,"PuttsMadePerEventOver20",2005
179,179,"Neal Lancaster",95,0.9,"PuttsMadePerEventOver20",2005
179,179,"Andrew Magee",82,0.9,"PuttsMadePerEventOver20",2005
179,179,"Jeff Maggert",79,0.9,"PuttsMadePerEventOver20",2005
179,179,"Ian Poulter",62,0.9,"PuttsMadePerEventOver20",2005
179,179,"John Rollins",97,0.9,"PuttsMadePerEventOver20",2005
179,179,"Hideto Tanihara",50,0.9,"PuttsMadePerEventOver20",2005
191,191,"Doug Barron",70,0.8,"PuttsMadePerEventOver20",2005
191,191,"Justin Bolli",65,0.8,"PuttsMadePerEventOver20",2005
191,191,"Mark Brooks",72,0.8,"PuttsMadePerEventOver20",2005
191,191,"John Daly",78,0.8,"PuttsMadePerEventOver20",2005
191,191,"Steve Jones",56,0.8,"PuttsMadePerEventOver20",2005
191,191,"Craig Perks",67,0.8,"PuttsMadePerEventOver20",2005
197,197,"Jason Bohn",91,0.7,"PuttsMadePerEventOver20",2005
197,197,"Matt Davidson",53,0.7,"PuttsMadePerEventOver20",2005
197,197,"Chris Riley",67,0.7,"PuttsMadePerEventOver20",2005
197,197,"Brett Wetterich",76,0.7,"PuttsMadePerEventOver20",2005
201,201,"Jim Carter",62,0.5,"PuttsMadePerEventOver20",2005
201,201,"Bill Glasson",54,0.5,"PuttsMadePerEventOver20",2005
