"ConsecutiveBirdiesEaglesstreak_RANKTHISWEEK_2008","ConsecutiveBirdiesEaglesstreak_RANKLASTWEEK_2008","ConsecutiveBirdiesEaglesstreak_PLAYERNAME_2008","ConsecutiveBirdiesEaglesstreak_EVENTS_2008","ConsecutiveBirdiesEaglesstreak_NUMBEROFHOLES_2008","stat_name","year"
1,1,"Michael Allen",28,5,"ConsecutiveBirdiesEaglesstreak",2008
1,1,"Woody Austin",30,5,"ConsecutiveBirdiesEaglesstreak",2008
1,1,"Davis Love III",23,5,"ConsecutiveBirdiesEaglesstreak",2008
1,1,"Steve Marino",32,5,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Jason Allred",23,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Tim Clark",27,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Chris DiMarco",29,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Lucas Glover",26,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Richard Johnson",21,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Soren Kjeldsen",3,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Phil Mickelson",21,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Carl Pettersson",29,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Chez Reavie",30,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Kevin Streelman",32,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Vaughn Taylor",32,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Nicholas Thompson",36,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Scott Verplank",24,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Charles Warren",29,4,"ConsecutiveBirdiesEaglesstreak",2008
5,5,"Bubba Watson",29,4,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Eric Axley",35,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Brian Bateman",18,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Rich Beem",29,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Justin Bolli",28,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Guy Boros",6,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Mark Calcavecchia",25,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Chad Campbell",28,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Alejandro Canizares",16,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Stewart Cink",23,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Todd Demsey",25,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Ken Duke",33,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Ernie Els",16,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Niclas Fasth",10,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Fred Funk",14,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Tommy Gainey",24,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Mathias Gronberg",30,3,"ConsecutiveBirdiesEaglesstreak",2008
20,20,"Padraig Harrington",15,3,"ConsecutiveBirdiesEaglesstreak",2008
