"ConsecutiveFairwaysHit_RANKTHISWEEK_2012","ConsecutiveFairwaysHit_RANKLASTWEEK_2012","ConsecutiveFairwaysHit_PLAYERNAME_2012","ConsecutiveFairwaysHit_EVENTS_2012","ConsecutiveFairwaysHit_BESTSTREAK_2012","ConsecutiveFairwaysHit_CURRENTSTREAK_2012","stat_name","year"
1,1,"Zach Johnson",25,30,1,"ConsecutiveFairwaysHit",2012
2,2,"Graeme McDowell",16,28,7,"ConsecutiveFairwaysHit",2012
3,3,"Gary Christian",28,27,NA,"ConsecutiveFairwaysHit",2012
3,3,"Ted Potter Jr",25,27,4,"ConsecutiveFairwaysHit",2012
5,5,"Chris DiMarco",29,25,1,"ConsecutiveFairwaysHit",2012
5,5,"Jerry Kelly",26,25,1,"ConsecutiveFairwaysHit",2012
5,5,"John Mallinger",25,25,NA,"ConsecutiveFairwaysHit",2012
8,8,"Billy Horschel",17,24,6,"ConsecutiveFairwaysHit",2012
8,8,"Chez Reavie",26,24,2,"ConsecutiveFairwaysHit",2012
8,8,"Kevin Stadler",25,24,1,"ConsecutiveFairwaysHit",2012
11,11,"Luke Donald",17,23,1,"ConsecutiveFairwaysHit",2012
12,12,"John Huh",28,22,3,"ConsecutiveFairwaysHit",2012
12,12,"Billy Hurley III",27,22,1,"ConsecutiveFairwaysHit",2012
12,12,"Colt Knost",29,22,2,"ConsecutiveFairwaysHit",2012
12,12,"Francesco Molinari",8,22,1,"ConsecutiveFairwaysHit",2012
12,12,"Alexandre Rocha",21,22,NA,"ConsecutiveFairwaysHit",2012
17,17,"Blake Adams",32,21,2,"ConsecutiveFairwaysHit",2012
17,17,"Will Claxton",28,21,2,"ConsecutiveFairwaysHit",2012
17,17,"Mathias Gronberg",1,21,NA,"ConsecutiveFairwaysHit",2012
17,17,"Richard Lee",24,21,NA,"ConsecutiveFairwaysHit",2012
17,17,"Hunter Mahan",23,21,1,"ConsecutiveFairwaysHit",2012
17,17,"David Mathis",29,21,NA,"ConsecutiveFairwaysHit",2012
17,17,"John Merrick",26,21,NA,"ConsecutiveFairwaysHit",2012
17,17,"John Senden",22,21,1,"ConsecutiveFairwaysHit",2012
25,25,"Patrick Cantlay",10,20,1,"ConsecutiveFairwaysHit",2012
25,25,"Ben Curtis",19,20,NA,"ConsecutiveFairwaysHit",2012
25,25,"Brian Davis",29,20,7,"ConsecutiveFairwaysHit",2012
25,25,"Brendon de Jonge",31,20,4,"ConsecutiveFairwaysHit",2012
25,25,"Ken Duke",30,20,NA,"ConsecutiveFairwaysHit",2012
25,25,"Kevin Kisner",24,20,1,"ConsecutiveFairwaysHit",2012
31,31,"Roberto Castro",27,19,NA,"ConsecutiveFairwaysHit",2012
31,31,"Kevin Chappell",29,19,NA,"ConsecutiveFairwaysHit",2012
31,31,"Fred Couples",4,19,NA,"ConsecutiveFairwaysHit",2012
31,31,"Jim Furyk",24,19,1,"ConsecutiveFairwaysHit",2012
31,31,"Bernhard Langer",1,19,1,"ConsecutiveFairwaysHit",2012
31,31,"Steve Wheatcroft",22,19,NA,"ConsecutiveFairwaysHit",2012
37,37,"Briny Baird",13,18,6,"ConsecutiveFairwaysHit",2012
37,37,"Jason Bohn",28,18,NA,"ConsecutiveFairwaysHit",2012
37,37,"Bart Bryant",6,18,5,"ConsecutiveFairwaysHit",2012
37,37,"Scott Dunlap",20,18,NA,"ConsecutiveFairwaysHit",2012
37,37,"Brian Harman",30,18,4,"ConsecutiveFairwaysHit",2012
37,37,"Brandt Jobe",18,18,4,"ConsecutiveFairwaysHit",2012
37,37,"Kent Jones",7,18,2,"ConsecutiveFairwaysHit",2012
37,37,"Russell Knox",23,18,1,"ConsecutiveFairwaysHit",2012
37,37,"Matt Kuchar",22,18,1,"ConsecutiveFairwaysHit",2012
37,37,"Garth Mulroy",20,18,NA,"ConsecutiveFairwaysHit",2012
37,37,"Jeff Overton",29,18,NA,"ConsecutiveFairwaysHit",2012
37,37,"Patrick Sheehan",21,18,1,"ConsecutiveFairwaysHit",2012
37,37,"Heath Slocum",29,18,2,"ConsecutiveFairwaysHit",2012
37,37,"David Toms",19,18,NA,"ConsecutiveFairwaysHit",2012
37,37,"Cameron Tringale",26,18,2,"ConsecutiveFairwaysHit",2012
37,37,"Brett Wetterich",7,18,1,"ConsecutiveFairwaysHit",2012
37,37,"Charlie Wi",25,18,1,"ConsecutiveFairwaysHit",2012
37,37,"Mark Wilson",25,18,NA,"ConsecutiveFairwaysHit",2012
55,55,"Arjun Atwal",27,17,1,"ConsecutiveFairwaysHit",2012
55,55,"Gavin Coles",23,17,NA,"ConsecutiveFairwaysHit",2012
55,55,"Lee Janzen",12,17,NA,"ConsecutiveFairwaysHit",2012
55,55,"Rocco Mediate",23,17,NA,"ConsecutiveFairwaysHit",2012
55,55,"Bryce Molder",25,17,1,"ConsecutiveFairwaysHit",2012
55,55,"Geoff Ogilvy",20,17,NA,"ConsecutiveFairwaysHit",2012
