"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2008","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2008","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2008","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2008","TenthTeeEarlyPar5ScoringAverage_AVG_2008","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2008","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2008","stat_name","year"
1,1,"Camilo Villegas",79,4.3,172,40,"TenthTeeEarlyPar5ScoringAverage",2008
2,2,"Kenny Perry",97,4.4,242,55,"TenthTeeEarlyPar5ScoringAverage",2008
2,2,"Vijay Singh",82,4.4,198,45,"TenthTeeEarlyPar5ScoringAverage",2008
4,4,"Anthony Kim",81,4.41,150,34,"TenthTeeEarlyPar5ScoringAverage",2008
5,5,"Aaron Baddeley",76,4.45,169,38,"TenthTeeEarlyPar5ScoringAverage",2008
6,6,"Retief Goosen",59,4.47,67,15,"TenthTeeEarlyPar5ScoringAverage",2008
6,6,"Brenden Pappas",66,4.47,161,36,"TenthTeeEarlyPar5ScoringAverage",2008
8,8,"Steve Allan",58,4.49,193,43,"TenthTeeEarlyPar5ScoringAverage",2008
9,9,"Jonathan Byrd",88,4.5,171,38,"TenthTeeEarlyPar5ScoringAverage",2008
9,9,"Angel Cabrera",55,4.5,63,14,"TenthTeeEarlyPar5ScoringAverage",2008
9,9,"JB Holmes",86,4.5,342,76,"TenthTeeEarlyPar5ScoringAverage",2008
9,9,"Phil Mickelson",80,4.5,243,54,"TenthTeeEarlyPar5ScoringAverage",2008
13,13,"Woody Austin",109,4.51,248,55,"TenthTeeEarlyPar5ScoringAverage",2008
13,13,"Trevor Immelman",70,4.51,158,35,"TenthTeeEarlyPar5ScoringAverage",2008
13,13,"Ted Purdy",68,4.51,203,45,"TenthTeeEarlyPar5ScoringAverage",2008
16,16,"Jason Day",81,4.52,285,63,"TenthTeeEarlyPar5ScoringAverage",2008
17,17,"Adam Scott",51,4.53,145,32,"TenthTeeEarlyPar5ScoringAverage",2008
18,18,"Padraig Harrington",52,4.54,109,24,"TenthTeeEarlyPar5ScoringAverage",2008
19,19,"Ben Curtis",80,4.55,191,42,"TenthTeeEarlyPar5ScoringAverage",2008
19,19,"Carlos Franco",73,4.55,173,38,"TenthTeeEarlyPar5ScoringAverage",2008
21,21,"Bill Haas",99,4.56,392,86,"TenthTeeEarlyPar5ScoringAverage",2008
21,21,"Marc Turnesa",87,4.56,187,41,"TenthTeeEarlyPar5ScoringAverage",2008
23,23,"Robert Allenby",108,4.57,288,63,"TenthTeeEarlyPar5ScoringAverage",2008
23,23,"Chad Campbell",94,4.57,137,30,"TenthTeeEarlyPar5ScoringAverage",2008
23,23,"Ben Crane",86,4.57,192,42,"TenthTeeEarlyPar5ScoringAverage",2008
23,23,"Tag Ridings",88,4.57,329,72,"TenthTeeEarlyPar5ScoringAverage",2008
23,23,"Steve Stricker",75,4.57,210,46,"TenthTeeEarlyPar5ScoringAverage",2008
28,28,"Marco Dawson",64,4.58,229,50,"TenthTeeEarlyPar5ScoringAverage",2008
28,28,"JJ Henry",108,4.58,330,72,"TenthTeeEarlyPar5ScoringAverage",2008
28,28,"Mike Weir",88,4.58,275,60,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Steve Flesch",95,4.59,257,56,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Brian Gay",102,4.59,326,71,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Charles Howell III",101,4.59,202,44,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Ryan Palmer",69,4.59,211,46,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"David Toms",70,4.59,124,27,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Charles Warren",79,4.59,248,54,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Bubba Watson",97,4.59,363,79,"TenthTeeEarlyPar5ScoringAverage",2008
31,31,"Dean Wilson",109,4.59,294,64,"TenthTeeEarlyPar5ScoringAverage",2008
39,39,"Nathan Green",95,4.6,276,60,"TenthTeeEarlyPar5ScoringAverage",2008
39,39,"Justin Leonard",101,4.6,244,53,"TenthTeeEarlyPar5ScoringAverage",2008
39,39,"Peter Lonard",92,4.6,285,62,"TenthTeeEarlyPar5ScoringAverage",2008
39,39,"Jesper Parnevik",88,4.6,244,53,"TenthTeeEarlyPar5ScoringAverage",2008
43,43,"Ryan Moore",72,4.61,235,51,"TenthTeeEarlyPar5ScoringAverage",2008
43,43,"Kevin Sutherland",98,4.61,318,69,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"Daniel Chopra",84,4.62,240,52,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"Brian Davis",108,4.62,300,65,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"Jeff Maggert",86,4.62,277,60,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"Rocco Mediate",87,4.62,240,52,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"Boo Weekley",86,4.62,157,34,"TenthTeeEarlyPar5ScoringAverage",2008
45,45,"YE Yang",89,4.62,314,68,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Sergio Garcia",72,4.63,139,30,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Todd Hamilton",92,4.63,250,54,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Pat Perez",93,4.63,227,49,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Kevin Stadler",90,4.63,361,78,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Scott Sterling",89,4.63,250,54,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Scott Verplank",82,4.63,241,52,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Nick Watney",96,4.63,199,43,"TenthTeeEarlyPar5ScoringAverage",2008
51,51,"Ron Whittaker",54,4.63,111,24,"TenthTeeEarlyPar5ScoringAverage",2008
59,59,"Mathew Goggin",91,4.64,255,55,"TenthTeeEarlyPar5ScoringAverage",2008
59,59,"Hunter Mahan",87,4.64,167,36,"TenthTeeEarlyPar5ScoringAverage",2008
59,59,"Scott McCarron",63,4.64,306,66,"TenthTeeEarlyPar5ScoringAverage",2008
59,59,"Bob Tway",70,4.64,204,44,"TenthTeeEarlyPar5ScoringAverage",2008
59,59,"Tim Wilkinson",95,4.64,306,66,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Jeff Gove",50,4.65,144,31,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Mathias Gronberg",87,4.65,237,51,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Steve Marino",119,4.65,330,71,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Shigeki Maruyama",50,4.65,172,37,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Joe Ogilvie",100,4.65,251,54,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"Carl Pettersson",110,4.65,363,78,"TenthTeeEarlyPar5ScoringAverage",2008
64,64,"John Rollins",94,4.65,335,72,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Brad Adamonis",87,4.66,284,61,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Stephen Ames",83,4.66,205,44,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Stewart Cink",87,4.66,233,50,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Ken Duke",116,4.66,284,61,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Tommy Gainey",60,4.66,261,56,"TenthTeeEarlyPar5ScoringAverage",2008
71,71,"Mark Wilson",107,4.66,298,64,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Michael Allen",91,4.67,350,75,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Tommy Armour III",77,4.67,243,52,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Eric Axley",113,4.67,369,79,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Shane Bertsch",96,4.67,313,67,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Joe Durant",92,4.67,313,67,"TenthTeeEarlyPar5ScoringAverage",2008
77,77,"Bob Estes",90,4.67,229,49,"TenthTeeEarlyPar5ScoringAverage",2008
