"3PuttAvoidance510_RANKTHISWEEK_2015","3PuttAvoidance510_RANKLASTWEEK_2015","3PuttAvoidance510_PLAYERNAME_2015","3PuttAvoidance510_ROUNDS_2015","3PuttAvoidance510_Pct_2015","3PuttAvoidance510_TOTAL3PUTTS_2015","3PuttAvoidance510_ATTEMPTS_2015","3PuttAvoidance510_2PUTTORBETTERPct_2015","stat_name","year"
1,1,"Robert Allenby",63,0,NA,161,100,"3PuttAvoidance510",2015
1,1,"Daniel Berger",97,0,NA,264,100,"3PuttAvoidance510",2015
1,1,"Jason Bohn",95,0,NA,295,100,"3PuttAvoidance510",2015
1,1,"Jonathan Byrd",69,0,NA,167,100,"3PuttAvoidance510",2015
1,1,"Paul Casey",87,0,NA,231,100,"3PuttAvoidance510",2015
1,1,"Alex Cejka",94,0,NA,275,100,"3PuttAvoidance510",2015
1,1,"Kevin Chappell",86,0,NA,270,100,"3PuttAvoidance510",2015
1,1,"KJ Choi",66,0,NA,216,100,"3PuttAvoidance510",2015
1,1,"Erik Compton",86,0,NA,238,100,"3PuttAvoidance510",2015
1,1,"Jason Day",75,0,NA,191,100,"3PuttAvoidance510",2015
1,1,"Luke Donald",71,0,NA,198,100,"3PuttAvoidance510",2015
1,1,"Jamie Donaldson",50,0,NA,108,100,"3PuttAvoidance510",2015
1,1,"Ken Duke",93,0,NA,295,100,"3PuttAvoidance510",2015
1,1,"Harris English",105,0,NA,323,100,"3PuttAvoidance510",2015
1,1,"Matt Every",73,0,NA,207,100,"3PuttAvoidance510",2015
1,1,"Rickie Fowler",76,0,NA,173,100,"3PuttAvoidance510",2015
1,1,"Oscar Fraustro",58,0,NA,138,100,"3PuttAvoidance510",2015
1,1,"Jim Furyk",71,0,NA,155,100,"3PuttAvoidance510",2015
1,1,"Brice Garnett",81,0,NA,203,100,"3PuttAvoidance510",2015
1,1,"Bill Haas",89,0,NA,223,100,"3PuttAvoidance510",2015
1,1,"James Hahn",94,0,NA,293,100,"3PuttAvoidance510",2015
1,1,"Brian Harman",90,0,NA,264,100,"3PuttAvoidance510",2015
1,1,"Russell Henley",87,0,NA,224,100,"3PuttAvoidance510",2015
1,1,"JJ Henry",94,0,NA,233,100,"3PuttAvoidance510",2015
1,1,"Jim Herman",88,0,NA,265,100,"3PuttAvoidance510",2015
1,1,"Charley Hoffman",97,0,NA,264,100,"3PuttAvoidance510",2015
1,1,"JB Holmes",89,0,NA,251,100,"3PuttAvoidance510",2015
1,1,"Charles Howell III",105,0,NA,338,100,"3PuttAvoidance510",2015
1,1,"Zach Johnson",90,0,NA,269,100,"3PuttAvoidance510",2015
1,1,"Matt Jones",89,0,NA,231,100,"3PuttAvoidance510",2015
1,1,"Kevin Kisner",104,0,NA,323,100,"3PuttAvoidance510",2015
1,1,"Colt Knost",90,0,NA,254,100,"3PuttAvoidance510",2015
1,1,"Russell Knox",96,0,NA,305,100,"3PuttAvoidance510",2015
1,1,"Scott Langley",94,0,NA,288,100,"3PuttAvoidance510",2015
1,1,"Danny Lee",120,0,NA,383,100,"3PuttAvoidance510",2015
1,1,"Spencer Levin",99,0,NA,284,100,"3PuttAvoidance510",2015
1,1,"Davis Love III",51,0,NA,117,100,"3PuttAvoidance510",2015
1,1,"Bill Lunde",50,0,NA,109,100,"3PuttAvoidance510",2015
1,1,"Hunter Mahan",88,0,NA,225,100,"3PuttAvoidance510",2015
1,1,"Bryce Molder",91,0,NA,268,100,"3PuttAvoidance510",2015
1,1,"Ryan Moore",81,0,NA,223,100,"3PuttAvoidance510",2015
