"3PlusPuttsperRound_RANKTHISWEEK_2013","3PlusPuttsperRound_RANKLASTWEEK_2013","3PlusPuttsperRound_PLAYERNAME_2013","3PlusPuttsperRound_ROUNDS_2013","3PlusPuttsperRound_AVG_2013","3PlusPuttsperRound_TOTAL3PUTTS_2013","3PlusPuttsperRound_TOTALROUNDS_2013","stat_name","year"
1,1,"Ben Crane",62,0.07,4,58,"3PlusPuttsperRound",2013
2,2,"John Huh",88,0.05,4,88,"3PlusPuttsperRound",2013
2,2,"Andrew Svoboda",46,0.05,2,44,"3PlusPuttsperRound",2013
2,2,"David Toms",49,0.05,2,44,"3PlusPuttsperRound",2013
5,5,"Nicolas Colsaerts",50,0.04,2,47,"3PlusPuttsperRound",2013
5,5,"Brad Fritsch",81,0.04,3,77,"3PlusPuttsperRound",2013
5,5,"Justin Hicks",79,0.04,3,75,"3PlusPuttsperRound",2013
5,5,"David Lingmerth",68,0.04,3,68,"3PlusPuttsperRound",2013
5,5,"Phil Mickelson",78,0.04,3,78,"3PlusPuttsperRound",2013
5,5,"Kevin Stadler",83,0.04,3,79,"3PlusPuttsperRound",2013
5,5,"Kyle Stanley",71,0.04,3,71,"3PlusPuttsperRound",2013
5,5,"Nicholas Thompson",99,0.04,4,99,"3PlusPuttsperRound",2013
5,5,"Lee Westwood",70,0.04,3,69,"3PlusPuttsperRound",2013
14,14,"Ricky Barnes",74,0.03,2,70,"3PlusPuttsperRound",2013
14,14,"Jonas Blixt",76,0.03,2,76,"3PlusPuttsperRound",2013
14,14,"Steven Bowditch",67,0.03,2,65,"3PlusPuttsperRound",2013
14,14,"Angel Cabrera",73,0.03,2,73,"3PlusPuttsperRound",2013
14,14,"Kevin Chappell",80,0.03,2,80,"3PlusPuttsperRound",2013
14,14,"Erik Compton",74,0.03,2,74,"3PlusPuttsperRound",2013
14,14,"Scott Gardiner",61,0.03,2,59,"3PlusPuttsperRound",2013
14,14,"Lucas Glover",65,0.03,2,65,"3PlusPuttsperRound",2013
14,14,"Russell Henley",80,0.03,2,78,"3PlusPuttsperRound",2013
14,14,"Martin Kaymer",61,0.03,2,58,"3PlusPuttsperRound",2013
14,14,"Jason Kokrak",78,0.03,2,78,"3PlusPuttsperRound",2013
14,14,"Doug LaBelle II",72,0.03,2,70,"3PlusPuttsperRound",2013
14,14,"Luke List",65,0.03,2,61,"3PlusPuttsperRound",2013
14,14,"DA Points",87,0.03,3,87,"3PlusPuttsperRound",2013
14,14,"John Senden",79,0.03,2,78,"3PlusPuttsperRound",2013
14,14,"Scott Stallings",79,0.03,2,79,"3PlusPuttsperRound",2013
14,14,"Charlie Wi",75,0.03,2,71,"3PlusPuttsperRound",2013
31,31,"Robert Allenby",58,0.02,1,56,"3PlusPuttsperRound",2013
31,31,"Charlie Beljan",62,0.02,1,62,"3PlusPuttsperRound",2013
31,31,"Michael Bradley",56,0.02,1,52,"3PlusPuttsperRound",2013
31,31,"Roberto Castro",97,0.02,2,97,"3PlusPuttsperRound",2013
31,31,"Ben Curtis",59,0.02,1,57,"3PlusPuttsperRound",2013
31,31,"Ernie Els",63,0.02,1,62,"3PlusPuttsperRound",2013
31,31,"Bob Estes",66,0.02,1,66,"3PlusPuttsperRound",2013
31,31,"Sergio Garcia",65,0.02,1,63,"3PlusPuttsperRound",2013
31,31,"Robert Garrigus",69,0.02,1,65,"3PlusPuttsperRound",2013
31,31,"Bill Haas",85,0.02,2,84,"3PlusPuttsperRound",2013
31,31,"Peter Hanson",45,0.02,1,43,"3PlusPuttsperRound",2013
31,31,"Brandt Jobe",62,0.02,1,58,"3PlusPuttsperRound",2013
31,31,"Chris Kirk",89,0.02,2,89,"3PlusPuttsperRound",2013
31,31,"Steve LeBrun",66,0.02,1,62,"3PlusPuttsperRound",2013
31,31,"Jeff Maggert",63,0.02,1,63,"3PlusPuttsperRound",2013
31,31,"Troy Matteson",68,0.02,1,66,"3PlusPuttsperRound",2013
31,31,"Rory McIlroy",56,0.02,1,55,"3PlusPuttsperRound",2013
31,31,"Sean OHair",56,0.02,1,56,"3PlusPuttsperRound",2013
31,31,"Geoff Ogilvy",57,0.02,1,57,"3PlusPuttsperRound",2013
31,31,"Rod Pampling",46,0.02,1,42,"3PlusPuttsperRound",2013
31,31,"Cameron Percy",68,0.02,1,66,"3PlusPuttsperRound",2013
31,31,"Ted Potter Jr",65,0.02,1,61,"3PlusPuttsperRound",2013
31,31,"Ian Poulter",59,0.02,1,53,"3PlusPuttsperRound",2013
31,31,"Alistair Presnell",59,0.02,1,57,"3PlusPuttsperRound",2013
31,31,"Patrick Reed",83,0.02,2,83,"3PlusPuttsperRound",2013
31,31,"Tag Ridings",69,0.02,1,65,"3PlusPuttsperRound",2013
31,31,"Andres Romero",63,0.02,1,59,"3PlusPuttsperRound",2013
31,31,"Vijay Singh",61,0.02,1,61,"3PlusPuttsperRound",2013
31,31,"Shawn Stefani",63,0.02,1,63,"3PlusPuttsperRound",2013
31,31,"Kevin Streelman",86,0.02,2,86,"3PlusPuttsperRound",2013
31,31,"Vaughn Taylor",50,0.02,1,46,"3PlusPuttsperRound",2013
31,31,"DJ Trahan",48,0.02,1,46,"3PlusPuttsperRound",2013
31,31,"Johnson Wagner",64,0.02,1,60,"3PlusPuttsperRound",2013
31,31,"Aaron Watkins",46,0.02,1,44,"3PlusPuttsperRound",2013
31,31,"Mike Weir",60,0.02,1,58,"3PlusPuttsperRound",2013
31,31,"YE Yang",56,0.02,1,56,"3PlusPuttsperRound",2013
67,67,"Sangmoon Bae",83,0.01,1,83,"3PlusPuttsperRound",2013
67,67,"Keegan Bradley",88,0.01,1,87,"3PlusPuttsperRound",2013
67,67,"Chad Campbell",78,0.01,1,76,"3PlusPuttsperRound",2013
67,67,"Brendon de Jonge",110,0.01,1,110,"3PlusPuttsperRound",2013
67,67,"Graham DeLaet",94,0.01,1,94,"3PlusPuttsperRound",2013
67,67,"Harris English",95,0.01,1,95,"3PlusPuttsperRound",2013
67,67,"Rickie Fowler",75,0.01,1,74,"3PlusPuttsperRound",2013
67,67,"Luke Guthrie",82,0.01,1,82,"3PlusPuttsperRound",2013
67,67,"David Hearn",88,0.01,1,88,"3PlusPuttsperRound",2013
67,67,"Charley Hoffman",84,0.01,1,84,"3PlusPuttsperRound",2013
67,67,"Billy Horschel",96,0.01,1,96,"3PlusPuttsperRound",2013
67,67,"Dustin Johnson",71,0.01,1,70,"3PlusPuttsperRound",2013
67,67,"Matt Jones",83,0.01,1,83,"3PlusPuttsperRound",2013
67,67,"Jerry Kelly",75,0.01,1,75,"3PlusPuttsperRound",2013
67,67,"Scott Langley",79,0.01,1,75,"3PlusPuttsperRound",2013
67,67,"Hunter Mahan",91,0.01,1,85,"3PlusPuttsperRound",2013
67,67,"David Mathis",71,0.01,1,67,"3PlusPuttsperRound",2013
67,67,"George McNeill",68,0.01,1,68,"3PlusPuttsperRound",2013
67,67,"Bryce Molder",82,0.01,1,80,"3PlusPuttsperRound",2013
67,67,"Ryan Moore",72,0.01,1,71,"3PlusPuttsperRound",2013
67,67,"Henrik Norlander",70,0.01,1,68,"3PlusPuttsperRound",2013
67,67,"Greg Owen",73,0.01,1,71,"3PlusPuttsperRound",2013
67,67,"Scott Piercy",78,0.01,1,75,"3PlusPuttsperRound",2013
67,67,"Rory Sabbatini",86,0.01,1,82,"3PlusPuttsperRound",2013
67,67,"Charl Schwartzel",69,0.01,1,68,"3PlusPuttsperRound",2013
67,67,"Brandt Snedeker",79,0.01,1,79,"3PlusPuttsperRound",2013
67,67,"Jordan Spieth",82,0.01,1,82,"3PlusPuttsperRound",2013
67,67,"Brendan Steele",86,0.01,1,82,"3PlusPuttsperRound",2013
67,67,"Josh Teater",86,0.01,1,82,"3PlusPuttsperRound",2013
67,67,"Camilo Villegas",79,0.01,1,75,"3PlusPuttsperRound",2013
67,67,"Nick Watney",88,0.01,1,86,"3PlusPuttsperRound",2013
67,67,"Bubba Watson",76,0.01,1,73,"3PlusPuttsperRound",2013
67,67,"Casey Wittenberg",72,0.01,1,70,"3PlusPuttsperRound",2013
67,67,"Gary Woodland",94,0.01,1,90,"3PlusPuttsperRound",2013
