"ScramblingfromtheSand_RANKTHISWEEK_2008","ScramblingfromtheSand_RANKLASTWEEK_2008","ScramblingfromtheSand_PLAYERNAME_2008","ScramblingfromtheSand_ROUNDS_2008","ScramblingfromtheSand_Pct_2008","ScramblingfromtheSand_SUCCESSES_2008","ScramblingfromtheSand_ATTEMPTS_2008","stat_name","year"
46,46,"John Huston",56,56.6,30,53,"ScramblingfromtheSand",2008
46,46,"Steve Lowery",74,56.6,60,106,"ScramblingfromtheSand",2008
48,48,"Michael Allen",91,56.38,53,94,"ScramblingfromtheSand",2008
49,49,"Rory Sabbatini",77,56.34,40,71,"ScramblingfromtheSand",2008
50,50,"Brenden Pappas",66,56.14,32,57,"ScramblingfromtheSand",2008
51,51,"Jim Furyk",95,55.91,52,93,"ScramblingfromtheSand",2008
52,52,"Nathan Green",95,55.63,79,142,"ScramblingfromtheSand",2008
53,53,"Justin Leonard",101,55.43,51,92,"ScramblingfromtheSand",2008
54,54,"Marco Dawson",64,55.42,46,83,"ScramblingfromtheSand",2008
55,55,"Geoff Ogilvy",65,55.41,41,74,"ScramblingfromtheSand",2008
57,57,"KJ Choi",74,55.29,47,85,"ScramblingfromtheSand",2008
58,58,"Steve Flesch",95,55.17,48,87,"ScramblingfromtheSand",2008
58,58,"Matt Kuchar",88,55.17,48,87,"ScramblingfromtheSand",2008
58,58,"Kevin Streelman",114,55.17,64,116,"ScramblingfromtheSand",2008
61,61,"Rod Pampling",83,55.1,54,98,"ScramblingfromtheSand",2008
62,62,"Bart Bryant",81,55,44,80,"ScramblingfromtheSand",2008
63,63,"Hunter Mahan",87,54.93,39,71,"ScramblingfromtheSand",2008
64,64,"Ian Poulter",51,54.9,28,51,"ScramblingfromtheSand",2008
65,65,"Bob Tway",70,54.84,34,62,"ScramblingfromtheSand",2008
66,66,"Tim Clark",90,54.81,57,104,"ScramblingfromtheSand",2008
67,67,"Joe Ogilvie",100,54.78,63,115,"ScramblingfromtheSand",2008
68,68,"Ted Purdy",68,54.72,29,53,"ScramblingfromtheSand",2008
69,69,"Anthony Kim",81,54.67,41,75,"ScramblingfromtheSand",2008
70,70,"Stephen Ames",83,54.35,50,92,"ScramblingfromtheSand",2008
71,71,"Brett Rumford",72,54.32,44,81,"ScramblingfromtheSand",2008
72,72,"Paul Claxton",63,54.17,39,72,"ScramblingfromtheSand",2008
73,73,"Jerry Kelly",89,54.13,59,109,"ScramblingfromtheSand",2008
74,74,"Parker McLachlin",88,54.05,60,111,"ScramblingfromtheSand",2008
75,75,"JP Hayes",67,54,54,100,"ScramblingfromtheSand",2008
76,76,"Tim Wilkinson",95,53.72,65,121,"ScramblingfromtheSand",2008
77,77,"Rocco Mediate",87,53.64,59,110,"ScramblingfromtheSand",2008
78,78,"Brad Elder",67,53.52,38,71,"ScramblingfromtheSand",2008
79,79,"Tommy Gainey",60,53.45,31,58,"ScramblingfromtheSand",2008
80,80,"Jon Mills",95,53.19,50,94,"ScramblingfromtheSand",2008
81,81,"Harrison Frazar",73,53.13,34,64,"ScramblingfromtheSand",2008
82,82,"Chad Collins",72,53.01,44,83,"ScramblingfromtheSand",2008
83,83,"Jason Allred",63,52.94,36,68,"ScramblingfromtheSand",2008
84,84,"Cameron Beckman",87,52.83,56,106,"ScramblingfromtheSand",2008
85,85,"Matt Jones",95,52.59,61,116,"ScramblingfromtheSand",2008
86,86,"Carlos Franco",73,52.5,42,80,"ScramblingfromtheSand",2008
87,87,"Robert Gamez",79,52.44,43,82,"ScramblingfromtheSand",2008
88,88,"Jim McGovern",75,52.38,44,84,"ScramblingfromtheSand",2008
89,89,"Jonathan Byrd",88,52.29,57,109,"ScramblingfromtheSand",2008
90,90,"Nick OHern",82,52.22,47,90,"ScramblingfromtheSand",2008
91,91,"John Mallinger",95,52.21,71,136,"ScramblingfromtheSand",2008
92,92,"Stewart Cink",87,52.05,38,73,"ScramblingfromtheSand",2008
93,93,"Eric Axley",113,52,65,125,"ScramblingfromtheSand",2008
94,94,"Tim Petrovic",97,51.91,68,131,"ScramblingfromtheSand",2008
95,95,"Charley Hoffman",94,51.85,56,108,"ScramblingfromtheSand",2008
95,95,"JB Holmes",86,51.85,42,81,"ScramblingfromtheSand",2008
97,97,"Ken Duke",116,51.68,77,149,"ScramblingfromtheSand",2008
98,98,"Olin Browne",77,51.61,48,93,"ScramblingfromtheSand",2008
98,98,"Jeff Maggert",86,51.61,48,93,"ScramblingfromtheSand",2008
100,100,"Cliff Kresge",84,51.55,50,97,"ScramblingfromtheSand",2008
101,101,"Michael Letzig",88,51.52,51,99,"ScramblingfromtheSand",2008
102,102,"Lee Janzen",89,51.43,54,105,"ScramblingfromtheSand",2008
102,102,"Doug LaBelle II",65,51.43,36,70,"ScramblingfromtheSand",2008
104,104,"John Rollins",94,51.38,56,109,"ScramblingfromtheSand",2008
105,105,"Mark Hensby",71,51.11,46,90,"ScramblingfromtheSand",2008
106,106,"Mathias Gronberg",87,51.04,49,96,"ScramblingfromtheSand",2008
107,107,"Marc Turnesa",87,51.02,50,98,"ScramblingfromtheSand",2008
108,108,"Brad Adamonis",87,50.94,54,106,"ScramblingfromtheSand",2008
109,109,"Paul Goydos",78,50.91,56,110,"ScramblingfromtheSand",2008
110,110,"Bo Van Pelt",101,50.83,61,120,"ScramblingfromtheSand",2008
111,111,"Chris DiMarco",87,50.82,62,122,"ScramblingfromtheSand",2008
112,112,"Carl Pettersson",110,50.76,67,132,"ScramblingfromtheSand",2008
113,113,"Scott Sterling",89,50.62,41,81,"ScramblingfromtheSand",2008
114,114,"Tag Ridings",88,50.47,54,107,"ScramblingfromtheSand",2008
115,115,"Vaughn Taylor",103,50.39,65,129,"ScramblingfromtheSand",2008
116,116,"Steve Allan",58,50,27,54,"ScramblingfromtheSand",2008
116,116,"David Duval",51,50,28,56,"ScramblingfromtheSand",2008
116,116,"Kent Jones",68,50,38,76,"ScramblingfromtheSand",2008
116,116,"Camilo Villegas",79,50,38,76,"ScramblingfromtheSand",2008
116,116,"Boo Weekley",86,50,39,78,"ScramblingfromtheSand",2008
116,116,"YE Yang",89,50,55,110,"ScramblingfromtheSand",2008
122,122,"Shane Bertsch",96,49.62,65,131,"ScramblingfromtheSand",2008
123,123,"Bill Haas",99,49.59,61,123,"ScramblingfromtheSand",2008
124,124,"Tim Herron",97,49.56,56,113,"ScramblingfromtheSand",2008
125,125,"Brandt Snedeker",85,49.51,51,103,"ScramblingfromtheSand",2008
126,126,"Trevor Immelman",70,49.3,35,71,"ScramblingfromtheSand",2008
127,127,"Scott McCarron",63,49.18,30,61,"ScramblingfromtheSand",2008
128,128,"Shigeki Maruyama",50,49.15,29,59,"ScramblingfromtheSand",2008
129,129,"Alejandro Canizares",52,49.09,27,55,"ScramblingfromtheSand",2008
130,130,"John Senden",93,48.98,48,98,"ScramblingfromtheSand",2008
131,131,"Lucas Glover",91,48.96,47,96,"ScramblingfromtheSand",2008
131,131,"Martin Laird",98,48.96,47,96,"ScramblingfromtheSand",2008
131,131,"Kenny Perry",97,48.96,47,96,"ScramblingfromtheSand",2008
134,134,"Billy Andrade",71,48.94,46,94,"ScramblingfromtheSand",2008
134,134,"Todd Hamilton",92,48.94,46,94,"ScramblingfromtheSand",2008
134,134,"Jeff Overton",103,48.94,46,94,"ScramblingfromtheSand",2008
137,137,"Troy Matteson",94,48.89,44,90,"ScramblingfromtheSand",2008
138,138,"Ryan Moore",72,48.86,43,88,"ScramblingfromtheSand",2008
139,139,"John Merrick",98,48.81,41,84,"ScramblingfromtheSand",2008
140,140,"Davis Love III",78,48.75,39,80,"ScramblingfromtheSand",2008
141,141,"JJ Henry",108,48.65,54,111,"ScramblingfromtheSand",2008
141,141,"Andres Romero",69,48.65,36,74,"ScramblingfromtheSand",2008
143,143,"Nicholas Thompson",113,48.63,71,146,"ScramblingfromtheSand",2008
144,144,"Stephen Leaney",53,48.57,34,70,"ScramblingfromtheSand",2008
145,145,"Jeff Quinney",87,48.35,44,91,"ScramblingfromtheSand",2008
146,146,"Kenneth Ferrie",72,48.15,39,81,"ScramblingfromtheSand",2008
147,147,"Will Ma Kenzie",62,47.76,32,67,"ScramblingfromtheSand",2008
148,148,"James Driscoll",85,47.67,41,86,"ScramblingfromtheSand",2008
149,149,"Bob Estes",90,47.62,50,105,"ScramblingfromtheSand",2008
150,150,"George McNeill",97,47.57,49,103,"ScramblingfromtheSand",2008
151,151,"Dean Wilson",109,47.54,58,122,"ScramblingfromtheSand",2008
152,152,"Tom Pernice Jr",104,47.45,65,137,"ScramblingfromtheSand",2008
153,153,"Robert Allenby",108,47.37,45,95,"ScramblingfromtheSand",2008
154,154,"Nick Watney",96,47.31,44,93,"ScramblingfromtheSand",2008
155,155,"Steve Marino",119,46.72,57,122,"ScramblingfromtheSand",2008
156,156,"Cody Freeman",66,46.51,40,86,"ScramblingfromtheSand",2008
156,156,"Jimmy Walker",73,46.51,40,86,"ScramblingfromtheSand",2008
158,158,"Mark Calcavecchia",67,46.38,32,69,"ScramblingfromtheSand",2008
159,159,"Jason Day",81,46,46,100,"ScramblingfromtheSand",2008
160,160,"David Lutterus",59,45.88,39,85,"ScramblingfromtheSand",2008
161,161,"Johnson Wagner",83,45.74,43,94,"ScramblingfromtheSand",2008
162,162,"Jason Gore",94,45.61,52,114,"ScramblingfromtheSand",2008
163,163,"Paul Casey",55,45.45,15,33,"ScramblingfromtheSand",2008
163,163,"Zach Johnson",85,45.45,30,66,"ScramblingfromtheSand",2008
163,163,"John Riegger",73,45.45,25,55,"ScramblingfromtheSand",2008
163,163,"DJ Trahan",94,45.45,45,99,"ScramblingfromtheSand",2008
167,167,"Jay Williamson",96,45.35,39,86,"ScramblingfromtheSand",2008
168,168,"Travis Perkins",53,45.28,24,53,"ScramblingfromtheSand",2008
169,169,"Woody Austin",109,45,36,80,"ScramblingfromtheSand",2008
169,169,"Fred Couples",60,45,27,60,"ScramblingfromtheSand",2008
171,171,"Ryan Palmer",69,44.87,35,78,"ScramblingfromtheSand",2008
172,172,"Chez Reavie",102,44.86,48,107,"ScramblingfromtheSand",2008
173,173,"David Toms",70,44.78,30,67,"ScramblingfromtheSand",2008
174,174,"Chad Campbell",94,44.57,41,92,"ScramblingfromtheSand",2008
175,175,"Ron Whittaker",54,44.23,23,52,"ScramblingfromtheSand",2008
176,176,"Alex Cejka",75,44.19,38,86,"ScramblingfromtheSand",2008
177,177,"Kevin Stadler",90,44.05,37,84,"ScramblingfromtheSand",2008
178,178,"Chris Stroud",81,43.9,36,82,"ScramblingfromtheSand",2008
179,179,"Jesper Parnevik",88,43.81,46,105,"ScramblingfromtheSand",2008
180,180,"Tommy Armour III",77,43.66,31,71,"ScramblingfromtheSand",2008
181,181,"Steve Elkington",84,43.48,40,92,"ScramblingfromtheSand",2008
181,181,"Bob Sowards",61,43.48,30,69,"ScramblingfromtheSand",2008
183,183,"Peter Lonard",92,43.3,42,97,"ScramblingfromtheSand",2008
184,184,"Robert Garrigus",90,42.72,44,103,"ScramblingfromtheSand",2008
185,185,"Joe Durant",92,42.55,40,94,"ScramblingfromtheSand",2008
186,186,"Vijay Singh",82,42.03,29,69,"ScramblingfromtheSand",2008
187,187,"Kyle Thompson",70,41.98,34,81,"ScramblingfromtheSand",2008
188,188,"Angel Cabrera",55,41.46,17,41,"ScramblingfromtheSand",2008
189,189,"Patrick Sheehan",124,41.13,51,124,"ScramblingfromtheSand",2008
190,190,"Nick Flanagan",89,40.63,39,96,"ScramblingfromtheSand",2008
191,191,"Greg Kraft",63,39.47,30,76,"ScramblingfromtheSand",2008
192,192,"Bubba Watson",97,39.36,37,94,"ScramblingfromtheSand",2008
193,193,"Ryan Armour",87,39.25,42,107,"ScramblingfromtheSand",2008
194,194,"Dustin Johnson",92,38.38,38,99,"ScramblingfromtheSand",2008
195,195,"Brandt Jobe",52,38,19,50,"ScramblingfromtheSand",2008
196,196,"Justin Bolli",87,35.23,31,88,"ScramblingfromtheSand",2008
197,197,"Charles Warren",79,34.31,35,102,"ScramblingfromtheSand",2008
