"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2007","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2007","ApproachesLeftRoughRTPScore_PLAYERNAME_2007","ApproachesLeftRoughRTPScore_ROUNDS_2007","ApproachesLeftRoughRTPScore_AVGRTP_2007","stat_name","year"
1,1,"Tiger Woods",63,-0.095,"ApproachesLeftRoughRTPScore",2007
2,2,"Padraig Harrington",64,-0.036,"ApproachesLeftRoughRTPScore",2007
3,3,"Ryan Moore",92,-0.033,"ApproachesLeftRoughRTPScore",2007
4,4,"Ken Duke",112,-0.026,"ApproachesLeftRoughRTPScore",2007
5,5,"Jesper Parnevik",88,0.026,"ApproachesLeftRoughRTPScore",2007
6,6,"Marco Dawson",73,0.029,"ApproachesLeftRoughRTPScore",2007
7,7,"Sergio Garcia",68,0.03,"ApproachesLeftRoughRTPScore",2007
8,8,"Tag Ridings",52,0.036,"ApproachesLeftRoughRTPScore",2007
9,9,"Kevin Sutherland",85,0.041,"ApproachesLeftRoughRTPScore",2007
10,10,"Heath Slocum",101,0.042,"ApproachesLeftRoughRTPScore",2007
11,11,"Scott Verplank",82,0.043,"ApproachesLeftRoughRTPScore",2007
12,12,"Steve Allan",63,0.045,"ApproachesLeftRoughRTPScore",2007
13,13,"Robert Garrigus",95,0.048,"ApproachesLeftRoughRTPScore",2007
14,14,"Jason Bohn",57,0.056,"ApproachesLeftRoughRTPScore",2007
14,14,"Jason Gore",86,0.056,"ApproachesLeftRoughRTPScore",2007
14,14,"Mathias Gronberg",95,0.056,"ApproachesLeftRoughRTPScore",2007
17,17,"Jonathan Byrd",73,0.058,"ApproachesLeftRoughRTPScore",2007
18,18,"Steve Marino",106,0.059,"ApproachesLeftRoughRTPScore",2007
19,19,"JP Hayes",89,0.061,"ApproachesLeftRoughRTPScore",2007
20,20,"Jay Williamson",50,0.063,"ApproachesLeftRoughRTPScore",2007
21,21,"Chris DiMarco",79,0.066,"ApproachesLeftRoughRTPScore",2007
