"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2016","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2016","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2016","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2016","TenthTeeEarlyPar4ScoringAverage_AVG_2016","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2016","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,2,"Johnson Wagner",44,3.87,240,62,"TenthTeeEarlyPar4ScoringAverage",2016
1,3,"Bubba Watson",30,3.87,244,63,"TenthTeeEarlyPar4ScoringAverage",2016
3,5,"Scott Piercy",45,3.89,245,63,"TenthTeeEarlyPar4ScoringAverage",2016
4,6,"Charles Howell III",63,3.9,488,125,"TenthTeeEarlyPar4ScoringAverage",2016
4,6,"Lucas Lee",22,3.9,117,30,"TenthTeeEarlyPar4ScoringAverage",2016
4,6,"Chez Reavie",56,3.9,441,113,"TenthTeeEarlyPar4ScoringAverage",2016
4,6,"Jordan Spieth",34,3.9,230,59,"TenthTeeEarlyPar4ScoringAverage",2016
4,6,"Daniel Summerhays",55,3.9,281,72,"TenthTeeEarlyPar4ScoringAverage",2016
9,6,"Adam Hadwin",53,3.91,504,129,"TenthTeeEarlyPar4ScoringAverage",2016
9,14,"Padraig Harrington",38,3.91,336,86,"TenthTeeEarlyPar4ScoringAverage",2016
9,14,"Billy Horschel",45,3.91,496,127,"TenthTeeEarlyPar4ScoringAverage",2016
12,16,"KJ Choi",47,3.92,349,89,"TenthTeeEarlyPar4ScoringAverage",2016
12,16,"Dustin Johnson",37,3.92,196,50,"TenthTeeEarlyPar4ScoringAverage",2016
12,16,"Marc Leishman",41,3.92,439,112,"TenthTeeEarlyPar4ScoringAverage",2016
15,20,"Jason Day",36,3.93,279,71,"TenthTeeEarlyPar4ScoringAverage",2016
15,20,"Graham DeLaet",50,3.93,413,105,"TenthTeeEarlyPar4ScoringAverage",2016
15,20,"Jason Gore",51,3.93,444,113,"TenthTeeEarlyPar4ScoringAverage",2016
15,6,"Steve Marino",40,3.93,287,73,"TenthTeeEarlyPar4ScoringAverage",2016
15,3,"Hideki Matsuyama",40,3.93,279,71,"TenthTeeEarlyPar4ScoringAverage",2016
15,20,"Patrick Rodgers",49,3.93,326,83,"TenthTeeEarlyPar4ScoringAverage",2016
15,16,"Webb Simpson",34,3.93,279,71,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Ricky Barnes",57,3.94,642,163,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Jamie Lovemark",57,3.94,544,138,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Bryce Molder",50,3.94,284,72,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Ryan Moore",40,3.94,276,70,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Kevin Na",52,3.94,319,81,"TenthTeeEarlyPar4ScoringAverage",2016
22,26,"Andy Sullivan",25,3.94,122,31,"TenthTeeEarlyPar4ScoringAverage",2016
28,32,"Rickie Fowler",42,3.95,332,84,"TenthTeeEarlyPar4ScoringAverage",2016
28,32,"Brian Gay",22,3.95,245,62,"TenthTeeEarlyPar4ScoringAverage",2016
28,32,"Jerry Kelly",44,3.95,245,62,"TenthTeeEarlyPar4ScoringAverage",2016
28,20,"Patton Kizzire",57,3.95,533,135,"TenthTeeEarlyPar4ScoringAverage",2016
28,39,"Phil Mickelson",37,3.95,411,104,"TenthTeeEarlyPar4ScoringAverage",2016
28,32,"Sean OHair",45,3.95,328,83,"TenthTeeEarlyPar4ScoringAverage",2016
28,32,"Jeff Overton",51,3.95,419,106,"TenthTeeEarlyPar4ScoringAverage",2016
35,20,"Emiliano Grillo",47,3.96,305,77,"TenthTeeEarlyPar4ScoringAverage",2016
35,39,"Graeme McDowell",33,3.96,289,73,"TenthTeeEarlyPar4ScoringAverage",2016
35,39,"Charl Schwartzel",29,3.96,194,49,"TenthTeeEarlyPar4ScoringAverage",2016
35,39,"David Toms",38,3.96,202,51,"TenthTeeEarlyPar4ScoringAverage",2016
39,46,"David Hearn",55,3.97,492,124,"TenthTeeEarlyPar4ScoringAverage",2016
39,51,"JB Holmes",39,3.97,246,62,"TenthTeeEarlyPar4ScoringAverage",2016
39,6,"Rory McIlroy",37,3.97,290,73,"TenthTeeEarlyPar4ScoringAverage",2016
39,46,"Cameron Percy",22,3.97,119,30,"TenthTeeEarlyPar4ScoringAverage",2016
39,46,"John Senden",48,3.97,385,97,"TenthTeeEarlyPar4ScoringAverage",2016
39,46,"Tim Wilkinson",40,3.97,615,155,"TenthTeeEarlyPar4ScoringAverage",2016
45,1,"Byeong Hun An",23,3.98,159,40,"TenthTeeEarlyPar4ScoringAverage",2016
45,51,"Jason Bohn",37,3.98,207,52,"TenthTeeEarlyPar4ScoringAverage",2016
