"Par4EagleLeaders_RANKTHISWEEK_2015","Par4EagleLeaders_RANKLASTWEEK_2015","Par4EagleLeaders_PLAYERNAME_2015","Par4EagleLeaders_ROUNDS_2015","Par4EagleLeaders_TOTAL_2015","Par4EagleLeaders_TOTALPAR4HOLES_2015","Par4EagleLeaders_TOTALHOLEOUTS_2015","stat_name","year"
1,1,"JB Holmes",89,5,921,4,"Par4EagleLeaders",2015
2,2,"Chris Kirk",76,4,781,3,"Par4EagleLeaders",2015
2,2,"Sean OHair",86,4,913,4,"Par4EagleLeaders",2015
2,2,"Patrick Reed",103,4,1085,2,"Par4EagleLeaders",2015
2,2,"Camilo Villegas",83,4,917,2,"Par4EagleLeaders",2015
6,6,"Steven Bowditch",103,3,1130,2,"Par4EagleLeaders",2015
6,6,"Scott Brown",97,3,1048,3,"Par4EagleLeaders",2015
6,6,"Jason Day",75,3,787,3,"Par4EagleLeaders",2015
6,6,"Tony Finau",106,3,1145,NA,"Par4EagleLeaders",2015
6,6,"Rickie Fowler",76,3,784,1,"Par4EagleLeaders",2015
6,6,"Ryo Ishikawa",90,3,948,2,"Par4EagleLeaders",2015
6,6,"Ryan Moore",81,3,830,2,"Par4EagleLeaders",2015
6,6,"Robert Streb",110,3,1222,3,"Par4EagleLeaders",2015
6,6,"Hudson Swafford",97,3,1028,2,"Par4EagleLeaders",2015
6,6,"Nicholas Thompson",90,3,923,1,"Par4EagleLeaders",2015
6,6,"Bubba Watson",71,3,752,2,"Par4EagleLeaders",2015
6,6,"Steve Wheatcroft",87,3,887,3,"Par4EagleLeaders",2015
18,18,"Sangmoon Bae",98,2,1057,NA,"Par4EagleLeaders",2015
18,18,"Charlie Beljan",76,2,775,1,"Par4EagleLeaders",2015
18,18,"Daniel Berger",97,2,1050,2,"Par4EagleLeaders",2015
18,18,"Zac Blair",108,2,1129,2,"Par4EagleLeaders",2015
18,18,"Jason Bohn",95,2,1019,2,"Par4EagleLeaders",2015
18,18,"Keegan Bradley",87,2,905,NA,"Par4EagleLeaders",2015
18,18,"Paul Casey",87,2,924,2,"Par4EagleLeaders",2015
18,18,"Alex Cejka",94,2,979,2,"Par4EagleLeaders",2015
18,18,"Jason Dufner",76,2,795,1,"Par4EagleLeaders",2015
18,18,"Derek Fathauer",81,2,824,2,"Par4EagleLeaders",2015
18,18,"Martin Flores",95,2,987,1,"Par4EagleLeaders",2015
18,18,"James Hahn",94,2,1016,1,"Par4EagleLeaders",2015
18,18,"Brian Harman",90,2,999,2,"Par4EagleLeaders",2015
18,18,"Morgan Hoffmann",85,2,927,1,"Par4EagleLeaders",2015
18,18,"John Huh",102,2,1082,1,"Par4EagleLeaders",2015
18,18,"Dustin Johnson",75,2,788,1,"Par4EagleLeaders",2015
18,18,"Colt Knost",90,2,928,1,"Par4EagleLeaders",2015
18,18,"Brooks Koepka",84,2,897,NA,"Par4EagleLeaders",2015
18,18,"Matt Kuchar",97,2,1021,NA,"Par4EagleLeaders",2015
18,18,"Hideki Matsuyama",95,2,992,2,"Par4EagleLeaders",2015
18,18,"John Merrick",78,2,790,1,"Par4EagleLeaders",2015
18,18,"Seung Yul Noh",65,2,703,2,"Par4EagleLeaders",2015
18,18,"Ryan Palmer",80,2,850,1,"Par4EagleLeaders",2015
18,18,"Cameron Percy",72,2,757,NA,"Par4EagleLeaders",2015
18,18,"Pat Perez",96,2,1021,1,"Par4EagleLeaders",2015
18,18,"John Peterson",84,2,899,2,"Par4EagleLeaders",2015
18,18,"Jonathan Randolph",72,2,750,2,"Par4EagleLeaders",2015
18,18,"Kyle Reifers",96,2,996,1,"Par4EagleLeaders",2015
18,18,"Andres Romero",69,2,705,2,"Par4EagleLeaders",2015
18,18,"Brendan Steele",88,2,887,1,"Par4EagleLeaders",2015
18,18,"Jhonattan Vegas",90,2,927,1,"Par4EagleLeaders",2015
18,18,"Nick Watney",91,2,974,1,"Par4EagleLeaders",2015
