"PuttsperRoundRound3_RANKTHISWEEK_2005","PuttsperRoundRound3_RANKLASTWEEK_2005","PuttsperRoundRound3_PLAYERNAME_2005","PuttsperRoundRound3__2005","PuttsperRoundRound3_AVG_2005","PuttsperRoundRound3_TOTALPUTTS_2005","PuttsperRoundRound3_TOTALROUNDS_2005","stat_name","year"
1,1,"Gavin Coles",NA,27.07,379,14,"PuttsperRoundRound3",2005
2,2,"Aaron Baddeley",NA,27.33,410,15,"PuttsperRoundRound3",2005
3,3,"Kent Jones",NA,27.35,465,17,"PuttsperRoundRound3",2005
4,4,"Kevin Na",NA,27.43,384,14,"PuttsperRoundRound3",2005
5,5,"Chris DiMarco",NA,27.47,412,15,"PuttsperRoundRound3",2005
6,6,"Chris Anderson",NA,27.5,220,8,"PuttsperRoundRound3",2005
6,6,"John Elliott",NA,27.5,165,6,"PuttsperRoundRound3",2005
8,8,"Larry Mize",NA,27.63,221,8,"PuttsperRoundRound3",2005
9,9,"James Driscoll",NA,27.64,304,11,"PuttsperRoundRound3",2005
10,10,"Matt Kuchar",NA,27.67,249,9,"PuttsperRoundRound3",2005
11,11,"Charlie Wi",NA,27.73,305,11,"PuttsperRoundRound3",2005
11,11,"Mark Wilson",NA,27.73,305,11,"PuttsperRoundRound3",2005
13,13,"Billy Andrade",NA,27.8,417,15,"PuttsperRoundRound3",2005
13,13,"Carl Pettersson",NA,27.8,556,20,"PuttsperRoundRound3",2005
15,15,"Stephen Ames",NA,27.82,473,17,"PuttsperRoundRound3",2005
16,16,"Corey Pavin",NA,27.87,418,15,"PuttsperRoundRound3",2005
17,17,"Phillip Price",NA,27.92,363,13,"PuttsperRoundRound3",2005
18,18,"Brad Faxon",NA,27.93,391,14,"PuttsperRoundRound3",2005
18,18,"Todd Fischer",NA,27.93,419,15,"PuttsperRoundRound3",2005
20,20,"Steve Lowery",NA,28.06,477,17,"PuttsperRoundRound3",2005
21,21,"Darron Stiles",NA,28.07,393,14,"PuttsperRoundRound3",2005
22,22,"Shaun Micheel",NA,28.08,337,12,"PuttsperRoundRound3",2005
23,23,"Steve Stricker",NA,28.09,309,11,"PuttsperRoundRound3",2005
24,24,"Justin Bolli",NA,28.11,253,9,"PuttsperRoundRound3",2005
25,25,"David Toms",NA,28.12,478,17,"PuttsperRoundRound3",2005
26,26,"Tag Ridings",NA,28.13,450,16,"PuttsperRoundRound3",2005
27,27,"Jay Williamson",NA,28.27,311,11,"PuttsperRoundRound3",2005
28,28,"Len Mattiace",NA,28.3,283,10,"PuttsperRoundRound3",2005
29,29,"Zach Johnson",NA,28.32,538,19,"PuttsperRoundRound3",2005
30,30,"Doug Barron",NA,28.33,340,12,"PuttsperRoundRound3",2005
30,30,"Scott Gutschewski",NA,28.33,425,15,"PuttsperRoundRound3",2005
30,30,"Geoff Ogilvy",NA,28.33,595,21,"PuttsperRoundRound3",2005
33,33,"Paul Azinger",NA,28.36,312,11,"PuttsperRoundRound3",2005
34,34,"Jeff Brehaut",NA,28.38,369,13,"PuttsperRoundRound3",2005
34,34,"Hunter Haas",NA,28.38,369,13,"PuttsperRoundRound3",2005
36,36,"Dudley Hart",NA,28.39,511,18,"PuttsperRoundRound3",2005
37,37,"Michael Allen",NA,28.4,426,15,"PuttsperRoundRound3",2005
37,37,"Bob Heintz",NA,28.4,284,10,"PuttsperRoundRound3",2005
37,37,"Rory Sabbatini",NA,28.4,426,15,"PuttsperRoundRound3",2005
37,37,"Kevin Stadler",NA,28.4,426,15,"PuttsperRoundRound3",2005
41,41,"Robert Gamez",NA,28.41,483,17,"PuttsperRoundRound3",2005
41,41,"Dean Wilson",NA,28.41,483,17,"PuttsperRoundRound3",2005
43,43,"Joe Ogilvie",NA,28.45,569,20,"PuttsperRoundRound3",2005
44,44,"Daniel Chopra",NA,28.47,541,19,"PuttsperRoundRound3",2005
44,44,"Todd Hamilton",NA,28.47,484,17,"PuttsperRoundRound3",2005
46,46,"Ryuji Imada",NA,28.5,399,14,"PuttsperRoundRound3",2005
46,46,"Mark OMeara",NA,28.5,342,12,"PuttsperRoundRound3",2005
46,46,"Jose Maria Olazabal",NA,28.5,342,12,"PuttsperRoundRound3",2005
49,49,"Woody Austin",NA,28.52,599,21,"PuttsperRoundRound3",2005
50,50,"Brian Davis",NA,28.53,428,15,"PuttsperRoundRound3",2005
51,51,"JP Hayes",NA,28.55,314,11,"PuttsperRoundRound3",2005
52,52,"Phil Mickelson",NA,28.56,514,18,"PuttsperRoundRound3",2005
53,53,"DA Points",NA,28.57,400,14,"PuttsperRoundRound3",2005
54,54,"Tim Clark",NA,28.58,543,19,"PuttsperRoundRound3",2005
55,55,"Pat Perez",NA,28.59,486,17,"PuttsperRoundRound3",2005
56,56,"Vaughn Taylor",NA,28.6,572,20,"PuttsperRoundRound3",2005
57,57,"Ben Curtis",NA,28.63,229,8,"PuttsperRoundRound3",2005
57,57,"Rob Rashell",NA,28.63,229,8,"PuttsperRoundRound3",2005
59,59,"Brett Wetterich",NA,28.64,315,11,"PuttsperRoundRound3",2005
60,60,"KJ Choi",NA,28.67,430,15,"PuttsperRoundRound3",2005
60,60,"Richard Johnson",NA,28.67,258,9,"PuttsperRoundRound3",2005
60,60,"Jesper Parnevik",NA,28.67,516,18,"PuttsperRoundRound3",2005
63,63,"Arjun Atwal",NA,28.69,459,16,"PuttsperRoundRound3",2005
63,63,"Adam Scott",NA,28.69,459,16,"PuttsperRoundRound3",2005
65,65,"Mark Brooks",NA,28.7,287,10,"PuttsperRoundRound3",2005
66,66,"Patrick Sheehan",NA,28.71,603,21,"PuttsperRoundRound3",2005
66,66,"Tiger Woods",NA,28.71,488,17,"PuttsperRoundRound3",2005
68,68,"Justin Leonard",NA,28.73,431,15,"PuttsperRoundRound3",2005
69,69,"Ben Crane",NA,28.76,489,17,"PuttsperRoundRound3",2005
69,69,"Shigeki Maruyama",NA,28.76,604,21,"PuttsperRoundRound3",2005
71,71,"Brian Gay",NA,28.78,518,18,"PuttsperRoundRound3",2005
72,72,"Jay Haas",NA,28.8,288,10,"PuttsperRoundRound3",2005
73,73,"Jose Coceres",NA,28.83,173,6,"PuttsperRoundRound3",2005
73,73,"Hank Kuehne",NA,28.83,346,12,"PuttsperRoundRound3",2005
75,75,"Scott Verplank",NA,28.84,548,19,"PuttsperRoundRound3",2005
76,76,"Jim Furyk",NA,28.86,606,21,"PuttsperRoundRound3",2005
77,77,"Franklin Langham",NA,28.87,433,15,"PuttsperRoundRound3",2005
77,77,"Davis Love III",NA,28.87,433,15,"PuttsperRoundRound3",2005
77,77,"Tim Petrovic",NA,28.87,433,15,"PuttsperRoundRound3",2005
80,80,"Robert Damron",NA,28.88,462,16,"PuttsperRoundRound3",2005
