"Total1Putts2025_RANKTHISWEEK_2009","Total1Putts2025_RANKLASTWEEK_2009","Total1Putts2025_PLAYERNAME_2009","Total1Putts2025_ROUNDS_2009","Total1Putts2025_TOTAL_2009","Total1Putts2025_TOTALFORALLDISTANCES_2009","Total1Putts2025_PCTOFALL1PUTTS_2009","stat_name","year"
1,1,"Brian Gay",96,26,658,4,"Total1Putts2025",2009
2,2,"Bo Van Pelt",100,25,621,4,"Total1Putts2025",2009
3,3,"Nick OHern",90,23,601,3.8,"Total1Putts2025",2009
3,3,"Ted Purdy",101,23,622,3.7,"Total1Putts2025",2009
5,5,"Freddie Jacobson",83,22,550,4,"Total1Putts2025",2009
5,5,"Kevin Na",91,22,605,3.6,"Total1Putts2025",2009
5,5,"Vaughn Taylor",88,22,568,3.9,"Total1Putts2025",2009
8,8,"Zach Johnson",94,21,581,3.6,"Total1Putts2025",2009
8,8,"Marc Leishman",91,21,583,3.6,"Total1Putts2025",2009
8,8,"Mark Wilson",99,21,635,3.3,"Total1Putts2025",2009
11,11,"Greg Chalmers",85,20,534,3.7,"Total1Putts2025",2009
11,11,"Jerry Kelly",90,20,589,3.4,"Total1Putts2025",2009
13,13,"Rich Beem",77,19,398,4.8,"Total1Putts2025",2009
13,13,"Brendon de Jonge",90,19,533,3.6,"Total1Putts2025",2009
13,13,"Nathan Green",104,19,688,2.8,"Total1Putts2025",2009
13,13,"Ryan Palmer",78,19,499,3.8,"Total1Putts2025",2009
13,13,"John Senden",100,19,594,3.2,"Total1Putts2025",2009
18,18,"Jason Bohn",88,18,542,3.3,"Total1Putts2025",2009
18,18,"Troy Matteson",95,18,580,3.1,"Total1Putts2025",2009
20,20,"Matt Bettencourt",98,17,634,2.7,"Total1Putts2025",2009
20,20,"Jonathan Byrd",89,17,531,3.2,"Total1Putts2025",2009
20,20,"Luke Donald",79,17,495,3.4,"Total1Putts2025",2009
20,20,"Michael Letzig",96,17,633,2.7,"Total1Putts2025",2009
20,20,"Parker McLachlin",71,17,529,3.2,"Total1Putts2025",2009
20,20,"Scott Piercy",85,17,515,3.3,"Total1Putts2025",2009
20,20,"Chris Riley",77,17,500,3.4,"Total1Putts2025",2009
20,20,"Webb Simpson",94,17,691,2.5,"Total1Putts2025",2009
20,20,"David Toms",98,17,560,3,"Total1Putts2025",2009
29,29,"Chad Campbell",90,16,493,3.2,"Total1Putts2025",2009
29,29,"Ken Duke",87,16,509,3.1,"Total1Putts2025",2009
29,29,"Bill Haas",91,16,585,2.7,"Total1Putts2025",2009
29,29,"Richard Johnson",85,16,513,3.1,"Total1Putts2025",2009
29,29,"Justin Leonard",95,16,546,2.9,"Total1Putts2025",2009
29,29,"Nicholas Thompson",96,16,590,2.7,"Total1Putts2025",2009
29,29,"Boo Weekley",79,16,416,3.8,"Total1Putts2025",2009
36,36,"Daniel Chopra",89,15,639,2.3,"Total1Putts2025",2009
36,36,"Chris DiMarco",97,15,619,2.4,"Total1Putts2025",2009
36,36,"Hunter Mahan",94,15,543,2.8,"Total1Putts2025",2009
36,36,"James Nitties",86,15,550,2.7,"Total1Putts2025",2009
36,36,"Tom Pernice Jr",82,15,545,2.8,"Total1Putts2025",2009
36,36,"Brandt Snedeker",81,15,503,3,"Total1Putts2025",2009
36,36,"Brendon Todd",53,15,309,4.9,"Total1Putts2025",2009
36,36,"Scott Verplank",88,15,559,2.7,"Total1Putts2025",2009
44,44,"Cameron Beckman",87,14,512,2.7,"Total1Putts2025",2009
44,44,"Ben Crane",93,14,596,2.3,"Total1Putts2025",2009
44,44,"Brian Davis",103,14,691,2,"Total1Putts2025",2009
44,44,"JJ Henry",97,14,528,2.7,"Total1Putts2025",2009
44,44,"Tim Herron",87,14,576,2.4,"Total1Putts2025",2009
44,44,"Cliff Kresge",78,14,490,2.9,"Total1Putts2025",2009
44,44,"Martin Laird",72,14,427,3.3,"Total1Putts2025",2009
44,44,"Jeff Maggert",79,14,476,2.9,"Total1Putts2025",2009
44,44,"George McNeill",82,14,569,2.5,"Total1Putts2025",2009
44,44,"Sean OHair",80,14,420,3.3,"Total1Putts2025",2009
44,44,"Greg Owen",97,14,518,2.7,"Total1Putts2025",2009
44,44,"John Rollins",92,14,565,2.5,"Total1Putts2025",2009
44,44,"Justin Rose",71,14,418,3.3,"Total1Putts2025",2009
44,44,"DJ Trahan",96,14,517,2.7,"Total1Putts2025",2009
44,44,"Dean Wilson",81,14,511,2.7,"Total1Putts2025",2009
59,59,"Aaron Baddeley",66,13,461,2.8,"Total1Putts2025",2009
59,59,"Briny Baird",89,13,469,2.8,"Total1Putts2025",2009
59,59,"Mark Calcavecchia",72,13,441,2.9,"Total1Putts2025",2009
59,59,"Bob Heintz",59,13,393,3.3,"Total1Putts2025",2009
59,59,"Charley Hoffman",97,13,640,2,"Total1Putts2025",2009
