"DrivingPct240260Measured_RANKTHISWEEK_2005","DrivingPct240260Measured_RANKLASTWEEK_2005","DrivingPct240260Measured_PLAYERNAME_2005","DrivingPct240260Measured_ROUNDS_2005","DrivingPct240260Measured_Pct_2005","DrivingPct240260Measured_TOTALDRIVESFOR240260_2005","DrivingPct240260Measured_TOTALDRVSOVERALL_2005","DrivingPct240260Measured_RELATIVETOPAR_2005","stat_name","year"
1,1,"Jeff Hart",63,39.34,48,122,0.08,"DrivingPct240260Measured",2005
2,2,"Corey Pavin",77,37.68,52,138,-0.06,"DrivingPct240260Measured",2005
3,3,"Fred Funk",102,31.46,56,178,-0.07,"DrivingPct240260Measured",2005
4,4,"Gavin Coles",70,28.57,40,140,-0.05,"DrivingPct240260Measured",2005
5,5,"Mark Brooks",72,27.14,38,140,0.03,"DrivingPct240260Measured",2005
6,6,"Omar Uresti",84,23.75,38,160,0.03,"DrivingPct240260Measured",2005
7,7,"Tom Byrum",83,23.46,38,162,-0.08,"DrivingPct240260Measured",2005
8,8,"Loren Roberts",54,21.57,22,102,-0.05,"DrivingPct240260Measured",2005
9,9,"Jim Carter",62,20.83,25,120,0.2,"DrivingPct240260Measured",2005
10,10,"Brad Faxon",75,20.77,27,130,0,"DrivingPct240260Measured",2005
11,11,"Rob Rashell",65,20.49,25,122,0,"DrivingPct240260Measured",2005
12,12,"Stephen Leaney",89,18.45,31,168,0.1,"DrivingPct240260Measured",2005
13,13,"Bill Glasson",54,17.71,17,96,0.35,"DrivingPct240260Measured",2005
14,14,"Brian Gay",101,17.68,35,198,-0.09,"DrivingPct240260Measured",2005
15,15,"Danny Briggs",70,17.65,24,136,0.13,"DrivingPct240260Measured",2005
16,16,"Skip Kendall",80,16.67,26,156,0.12,"DrivingPct240260Measured",2005
17,17,"Dean Wilson",86,16.28,28,172,0.04,"DrivingPct240260Measured",2005
18,18,"Steve Stricker",62,16.13,20,124,-0.1,"DrivingPct240260Measured",2005
19,19,"Kirk Triplett",55,15.63,15,96,0.13,"DrivingPct240260Measured",2005
20,20,"Olin Browne",99,15.38,28,182,-0.07,"DrivingPct240260Measured",2005
21,21,"Paul Claxton",79,15.33,23,150,0.17,"DrivingPct240260Measured",2005
22,22,"Robert Damron",89,15.17,27,178,0.07,"DrivingPct240260Measured",2005
23,23,"John Cook",72,15.15,20,132,0,"DrivingPct240260Measured",2005
24,24,"Ian Poulter",62,15,12,80,-0.08,"DrivingPct240260Measured",2005
25,25,"Jeff Sluman",94,14.67,27,184,-0.07,"DrivingPct240260Measured",2005
26,26,"Matt Gogel",78,14.47,22,152,0.05,"DrivingPct240260Measured",2005
27,27,"Chris Riley",67,14.42,15,104,-0.2,"DrivingPct240260Measured",2005
28,28,"Thomas Levet",54,14.1,11,78,0.27,"DrivingPct240260Measured",2005
29,29,"Jay Haas",54,13.95,12,86,0.17,"DrivingPct240260Measured",2005
30,30,"Jose Coceres",56,13.89,15,108,0.07,"DrivingPct240260Measured",2005
31,31,"Heath Slocum",103,13.68,26,190,0.04,"DrivingPct240260Measured",2005
32,32,"Tom Lehman",69,13.64,15,110,-0.13,"DrivingPct240260Measured",2005
32,32,"Arron Oberholser",65,13.64,15,110,0.27,"DrivingPct240260Measured",2005
34,34,"Doug Barron",70,13.57,19,140,-0.26,"DrivingPct240260Measured",2005
35,35,"Larry Mize",54,13.54,13,96,-0.15,"DrivingPct240260Measured",2005
36,36,"Franklin Langham",91,13.53,23,170,0.13,"DrivingPct240260Measured",2005
36,36,"Joe Ogilvie",103,13.53,23,170,-0.09,"DrivingPct240260Measured",2005
38,38,"Paul Gow",78,13.51,20,148,0.1,"DrivingPct240260Measured",2005
39,39,"Mike Weir",71,13.46,14,104,0,"DrivingPct240260Measured",2005
40,40,"Todd Fischer",99,13.4,26,194,0.15,"DrivingPct240260Measured",2005
41,41,"Jay Williamson",53,13.21,14,106,0.29,"DrivingPct240260Measured",2005
42,42,"Kevin Na",88,13.1,22,168,0.05,"DrivingPct240260Measured",2005
43,43,"Steve Jones",56,13,13,100,0.31,"DrivingPct240260Measured",2005
44,44,"Paul Azinger",66,12.5,16,128,0.31,"DrivingPct240260Measured",2005
44,44,"Mark OMeara",66,12.5,15,120,-0.2,"DrivingPct240260Measured",2005
46,46,"Robert Gamez",91,12.36,22,178,-0.05,"DrivingPct240260Measured",2005
47,47,"Jerry Kelly",101,12.35,21,170,0.05,"DrivingPct240260Measured",2005
48,48,"Len Mattiace",86,12.2,20,164,0.5,"DrivingPct240260Measured",2005
49,49,"Mark Wilson",74,12.14,17,140,0,"DrivingPct240260Measured",2005
50,50,"Chris Anderson",66,12.1,15,124,0.27,"DrivingPct240260Measured",2005
51,51,"Matt Kuchar",60,12.07,14,116,0.07,"DrivingPct240260Measured",2005
52,52,"Chris DiMarco",83,11.9,15,126,-0.4,"DrivingPct240260Measured",2005
53,53,"JP Hayes",63,11.86,14,118,0.07,"DrivingPct240260Measured",2005
54,54,"Duffy Waldorf",86,11.54,18,156,0.17,"DrivingPct240260Measured",2005
55,55,"Hideto Tanihara",50,11.46,11,96,0.09,"DrivingPct240260Measured",2005
56,56,"Kevin Sutherland",89,10.84,18,166,-0.22,"DrivingPct240260Measured",2005
57,57,"Jim Furyk",94,10.76,17,158,-0.06,"DrivingPct240260Measured",2005
58,58,"Bob Estes",92,10.71,18,168,-0.06,"DrivingPct240260Measured",2005
