"FairwayProximity_RANKTHISWEEK_2010","FairwayProximity_RANKLASTWEEK_2010","FairwayProximity_PLAYERNAME_2010","FairwayProximity_ROUNDS_2010","FairwayProximity_AVG_2010","FairwayProximity_ATTEMPTS_2010","FairwayProximity_TOTALDISTANCEFEET_2010","FairwayProximity_RELATIVETOPAR_2010","stat_name","year"
42,42,"Geoff Ogilvy",62,NA,636,19163.333,-72,"FairwayProximity",2010
44,44,"Michael Bradley",77,NA,891,26942.917,-71,"FairwayProximity",2010
44,44,"Mark Calcavecchia",50,NA,424,12840.333,-9,"FairwayProximity",2010
44,44,"Brent Delahoussaye",57,NA,659,19950.833,-29,"FairwayProximity",2010
44,44,"Lee Janzen",77,NA,912,27601.25,-58,"FairwayProximity",2010
44,44,"Jerry Kelly",99,NA,1154,34871.833,-94,"FairwayProximity",2010
44,44,"Davis Love III",79,NA,894,27021.167,-60,"FairwayProximity",2010
44,44,"Vaughn Taylor",87,NA,1095,33121.167,-97,"FairwayProximity",2010
44,44,"DJ Trahan",92,NA,1037,31374.25,-88,"FairwayProximity",2010
52,52,"Robert Allenby",76,NA,824,24985.333,-93,"FairwayProximity",2010
52,52,"Ricky Barnes",103,NA,1061,32172.333,-110,"FairwayProximity",2010
52,52,"Matt Kuchar",97,NA,1021,30947.583,-164,"FairwayProximity",2010
52,52,"Jeff Overton",89,NA,855,25966.667,-94,"FairwayProximity",2010
52,52,"Ryan Palmer",84,NA,876,26596.333,-86,"FairwayProximity",2010
52,52,"Carl Pettersson",99,NA,1109,33593.917,-98,"FairwayProximity",2010
58,58,"Luke Donald",71,NA,713,21658,-84,"FairwayProximity",2010
58,58,"Jim Furyk",76,NA,860,26148.167,-108,"FairwayProximity",2010
58,58,"Brett Quigley",96,NA,1158,35254.333,-96,"FairwayProximity",2010
58,58,"Jeff Quinney",91,NA,1141,34709.25,-83,"FairwayProximity",2010
58,58,"Charlie Wi",95,NA,1218,37047.917,-113,"FairwayProximity",2010
63,63,"Freddie Jacobson",83,NA,1010,30803.25,-118,"FairwayProximity",2010
63,63,"John Mallinger",78,NA,928,28267.833,-70,"FairwayProximity",2010
63,63,"Josh Teater",101,NA,1240,37839.583,-107,"FairwayProximity",2010
66,66,"Alex Cejka",81,NA,964,29468.667,-48,"FairwayProximity",2010
66,66,"Jeff Gove",57,NA,606,18539.167,3,"FairwayProximity",2010
66,66,"Zach Johnson",93,NA,1055,32253.833,-132,"FairwayProximity",2010
66,66,"Jeff Maggert",76,NA,864,26430.75,-26,"FairwayProximity",2010
66,66,"Greg Owen",69,NA,816,24948.75,-49,"FairwayProximity",2010
66,66,"Brenden Pappas",66,NA,678,20740.333,-44,"FairwayProximity",2010
66,66,"Adam Scott",70,NA,678,20749,-60,"FairwayProximity",2010
66,66,"Jeev Milkha Singh",59,NA,691,21129.583,-47,"FairwayProximity",2010
74,74,"Cameron Beckman",68,NA,784,24012.583,-43,"FairwayProximity",2010
74,74,"Martin Laird",91,NA,1005,30780.167,-72,"FairwayProximity",2010
74,74,"Chris Riley",73,NA,877,26913.25,-105,"FairwayProximity",2010
74,74,"John Senden",103,NA,1194,36656.333,-132,"FairwayProximity",2010
78,78,"Woody Austin",93,NA,1127,34647.167,-91,"FairwayProximity",2010
79,79,"Justin Leonard",89,NA,1042,32105.917,-59,"FairwayProximity",2010
79,79,"Kevin Stadler",86,NA,946,29193.333,-69,"FairwayProximity",2010
79,79,"Kevin Streelman",90,NA,1086,33503.5,-75,"FairwayProximity",2010
79,79,"Camilo Villegas",78,NA,724,22308.667,-57,"FairwayProximity",2010
83,83,"Stewart Cink",84,NA,848,26244.417,-86,"FairwayProximity",2010
83,83,"Greg Kraft",52,NA,524,16184.667,11,"FairwayProximity",2010
83,83,"Ryan Moore",80,NA,830,25676.167,-89,"FairwayProximity",2010
83,83,"Nick Watney",91,NA,904,27935.583,-97,"FairwayProximity",2010
87,87,"Trevor Immelman",55,NA,587,18200.667,-24,"FairwayProximity",2010
87,87,"Billy Mayfair",78,NA,921,28527.833,-21,"FairwayProximity",2010
87,87,"DA Points",90,NA,1048,32447.25,-64,"FairwayProximity",2010
87,87,"Webb Simpson",98,NA,1201,37224.25,-103,"FairwayProximity",2010
87,87,"Chris Stroud",90,NA,971,30102.083,-65,"FairwayProximity",2010
87,87,"Scott Verplank",74,NA,779,24177.5,-45,"FairwayProximity",2010
87,87,"Jimmy Walker",82,NA,830,25758.417,-44,"FairwayProximity",2010
94,94,"Kris Blanks",91,NA,1025,31869.167,-55,"FairwayProximity",2010
94,94,"Justin Bolli",55,NA,583,18130.833,24,"FairwayProximity",2010
94,94,"Graham DeLaet",88,NA,1007,31284.417,-84,"FairwayProximity",2010
94,94,"Sergio Garcia",58,NA,465,14449.667,-26,"FairwayProximity",2010
94,94,"JP Hayes",79,NA,930,28930.583,-65,"FairwayProximity",2010
99,99,"Ben Curtis",78,NA,942,29373.833,-71,"FairwayProximity",2010
99,99,"Bryce Molder",84,NA,987,30766.417,-71,"FairwayProximity",2010
99,99,"Justin Rose",78,NA,940,29281.583,-80,"FairwayProximity",2010
99,99,"YE Yang",72,NA,750,23364,-61,"FairwayProximity",2010
103,103,"Lucas Glover",75,NA,779,24362.833,-84,"FairwayProximity",2010
103,103,"Richard Johnson",90,NA,1058,33029.917,-77,"FairwayProximity",2010
103,103,"Brian Stuard",81,NA,972,30382,-31,"FairwayProximity",2010
106,106,"Ben Crane",85,NA,927,29067.583,-90,"FairwayProximity",2010
106,106,"Bo Van Pelt",104,NA,1159,36347.417,-145,"FairwayProximity",2010
108,108,"Rich Barcelo",70,NA,719,22596.667,-41,"FairwayProximity",2010
108,108,"Andrew McLardy",52,NA,584,18336.833,0,"FairwayProximity",2010
110,110,"Jonathan Byrd",85,NA,1087,34251.5,-96,"FairwayProximity",2010
110,110,"Dustin Johnson",83,NA,753,23736.833,-91,"FairwayProximity",2010
110,110,"Will Ma Kenzie",72,NA,923,29062.75,-74,"FairwayProximity",2010
110,110,"James Nitties",92,NA,1102,34737.333,-84,"FairwayProximity",2010
110,110,"Andres Romero",73,NA,878,27651.583,-77,"FairwayProximity",2010
110,110,"Cameron Tringale",55,NA,568,17886,-35,"FairwayProximity",2010
110,110,"Johnson Wagner",85,NA,1002,31526.583,-47,"FairwayProximity",2010
117,117,"Stephen Ames",75,NA,955,30166.667,-98,"FairwayProximity",2010
117,117,"Chris DiMarco",88,NA,1093,34560.5,-73,"FairwayProximity",2010
117,117,"Shaun Micheel",70,NA,706,22309.583,-72,"FairwayProximity",2010
117,117,"Alex Prugh",88,NA,1004,31710.417,-81,"FairwayProximity",2010
117,117,"Bubba Watson",77,NA,821,25929.75,-40,"FairwayProximity",2010
122,122,"Greg Chalmers",93,NA,1107,35095.167,-112,"FairwayProximity",2010
122,122,"Jason Dufner",87,NA,958,30315.667,-44,"FairwayProximity",2010
122,122,"Mathew Goggin",85,NA,1016,32153.417,-65,"FairwayProximity",2010
122,122,"Retief Goosen",75,NA,721,22828.417,-99,"FairwayProximity",2010
122,122,"Rory McIlroy",54,NA,511,16186.417,-28,"FairwayProximity",2010
122,122,"John Merrick",109,NA,1265,40006.833,-108,"FairwayProximity",2010
122,122,"Troy Merritt",86,NA,981,31053.167,-69,"FairwayProximity",2010
122,122,"Garrett Willis",82,NA,995,31482.583,-74,"FairwayProximity",2010
130,130,"Brian Davis",101,NA,1224,38878.25,-68,"FairwayProximity",2010
130,130,"Bill Haas",87,NA,1019,32355.917,-103,"FairwayProximity",2010
130,130,"Ryuji Imada",90,NA,1115,35419.917,-98,"FairwayProximity",2010
130,130,"Roger Tambellini",77,NA,827,26228.75,-25,"FairwayProximity",2010
134,134,"Chad Collins",87,NA,997,31747,-91,"FairwayProximity",2010
134,134,"Matt Every",60,NA,655,20839.667,-50,"FairwayProximity",2010
134,134,"Tom Gillis",97,NA,1257,40024.417,-122,"FairwayProximity",2010
134,134,"Padraig Harrington",57,NA,544,17301.083,-50,"FairwayProximity",2010
134,134,"Steve Marino",81,NA,817,26028.5,-97,"FairwayProximity",2010
134,134,"Sean OHair",84,NA,852,27130.417,-63,"FairwayProximity",2010
140,140,"Steve Lowery",67,NA,736,23485.417,0,"FairwayProximity",2010
140,140,"Tim Petrovic",105,NA,1289,41110.083,-92,"FairwayProximity",2010
140,140,"Scott Piercy",88,NA,967,30840.667,-108,"FairwayProximity",2010
140,140,"Mike Weir",59,NA,483,15427.75,-44,"FairwayProximity",2010
144,144,"Tim Herron",79,NA,851,27259.583,-67,"FairwayProximity",2010
144,144,"Roland Thatcher",72,NA,875,27989.833,-27,"FairwayProximity",2010
146,146,"Jason Day",82,NA,887,28450.25,-85,"FairwayProximity",2010
146,146,"George McNeill",79,NA,849,27237.833,-52,"FairwayProximity",2010
146,146,"John Rollins",81,NA,997,31996.333,-99,"FairwayProximity",2010
146,146,"Michael Sim",64,NA,702,22530.667,-60,"FairwayProximity",2010
146,146,"Kevin Sutherland",86,NA,1090,34972.75,-90,"FairwayProximity",2010
146,146,"Vance Veazey",58,NA,621,19901.917,2,"FairwayProximity",2010
152,152,"Henrik Bjornstad",72,NA,801,25755.5,-22,"FairwayProximity",2010
152,152,"Hunter Mahan",85,NA,891,28634.583,-86,"FairwayProximity",2010
154,154,"JJ Henry",92,NA,1074,34626.25,-85,"FairwayProximity",2010
154,154,"Charles Howell III",103,NA,1096,35346.083,-122,"FairwayProximity",2010
154,154,"Bill Lunde",79,NA,889,28638.75,-27,"FairwayProximity",2010
154,154,"Ian Poulter",55,NA,436,14054.583,-49,"FairwayProximity",2010
158,158,"Ernie Els",72,NA,681,22044.583,-81,"FairwayProximity",2010
158,158,"Brad Faxon",58,NA,626,20256.5,-5,"FairwayProximity",2010
158,158,"Mathias Gronberg",61,NA,656,21189.167,-58,"FairwayProximity",2010
161,161,"Garth Mulroy",53,NA,553,17972.917,-23,"FairwayProximity",2010
162,162,"Craig Bowden",56,NA,686,22325.5,5,"FairwayProximity",2010
162,162,"Nathan Green",86,NA,1064,34670.917,-67,"FairwayProximity",2010
164,164,"Blake Adams",84,NA,1040,33995.25,-60,"FairwayProximity",2010
164,164,"JB Holmes",100,NA,1053,34406.75,-100,"FairwayProximity",2010
166,166,"Angel Cabrera",64,NA,581,19051.75,-40,"FairwayProximity",2010
166,166,"Mark Wilson",87,NA,1109,36339.75,-92,"FairwayProximity",2010
168,168,"Steve Flesch",78,NA,891,29274.417,-32,"FairwayProximity",2010
168,168,"Martin Flores",75,NA,726,23864.833,-30,"FairwayProximity",2010
168,168,"Rory Sabbatini",79,NA,843,27676.833,-64,"FairwayProximity",2010
171,171,"Stuart Appleby",101,NA,1133,37274.833,-70,"FairwayProximity",2010
171,171,"Skip Kendall",58,NA,704,23186.667,-23,"FairwayProximity",2010
173,173,"Kevin Johnson",62,NA,649,21434.167,19,"FairwayProximity",2010
174,174,"Joe Ogilvie",99,NA,1097,36402.417,-58,"FairwayProximity",2010
175,175,"Jarrod Lyle",54,NA,620,20663.5,-27,"FairwayProximity",2010
175,175,"Nicholas Thompson",88,NA,1016,33872.5,-20,"FairwayProximity",2010
177,177,"Aaron Baddeley",94,NA,1068,35710.417,-82,"FairwayProximity",2010
177,177,"David Lutterus",69,NA,702,23464.417,1,"FairwayProximity",2010
177,177,"Steve Wheatcroft",74,NA,779,26041.917,-30,"FairwayProximity",2010
177,177,"Chris Wilson",65,NA,657,21940.667,5,"FairwayProximity",2010
181,181,"Ted Purdy",86,NA,963,32269.833,-21,"FairwayProximity",2010
182,182,"Jerod Turner",54,NA,509,17073.083,6,"FairwayProximity",2010
183,183,"Matt Bettencourt",91,NA,858,28880.917,-69,"FairwayProximity",2010
183,183,"Steve Elkington",74,NA,807,27152.083,-71,"FairwayProximity",2010
183,183,"Matt Jones",89,NA,994,33449.333,-96,"FairwayProximity",2010
186,186,"Scott McCarron",90,NA,1140,38467.75,-71,"FairwayProximity",2010
186,186,"Chris Tidland",77,NA,897,30257.417,-49,"FairwayProximity",2010
188,188,"James Driscoll",78,NA,897,30320.417,-75,"FairwayProximity",2010
189,189,"Chris Couch",66,NA,793,26868.25,-75,"FairwayProximity",2010
190,190,"Derek Lamely",81,NA,787,26949.917,-30,"FairwayProximity",2010
191,191,"Rod Pampling",77,NA,941,32549.333,-41,"FairwayProximity",2010
192,192,"Daniel Chopra",74,NA,775,27757.083,-8,"FairwayProximity",2010
