"AccuracyRating_RANKTHISWEEK_2009","AccuracyRating_RANKLASTWEEK_2009","AccuracyRating_PLAYERNAME_2009","AccuracyRating_EVENTS_2009","AccuracyRating_RATING_2009","stat_name","year"
1,1,"Graham DeLaet",1,8.4,"AccuracyRating",2009
2,2,"Scott Hoch",1,8.2,"AccuracyRating",2009
2,2,"Tom Lehman",7,8.2,"AccuracyRating",2009
4,4,"Tim Clark",14,8.1,"AccuracyRating",2009
5,5,"Jason Bohn",18,8,"AccuracyRating",2009
6,6,"Jim Furyk",15,7.9,"AccuracyRating",2009
6,6,"Ernie Gonzalez",1,7.9,"AccuracyRating",2009
8,8,"Soren Hansen",3,7.8,"AccuracyRating",2009
8,8,"Steve Pate",1,7.8,"AccuracyRating",2009
8,8,"Jay Williamson",9,7.8,"AccuracyRating",2009
11,11,"Joe Durant",8,7.7,"AccuracyRating",2009
11,11,"Zach Johnson",19,7.7,"AccuracyRating",2009
11,11,"Francesco Molinari",1,7.7,"AccuracyRating",2009
11,11,"Heath Slocum",16,7.7,"AccuracyRating",2009
11,11,"Scott Sterling",7,7.7,"AccuracyRating",2009
11,11,"David Toms",19,7.7,"AccuracyRating",2009
11,11,"Tiger Woods",12,7.7,"AccuracyRating",2009
18,18,"Michael Allen",11,7.6,"AccuracyRating",2009
18,18,"Robert Allenby",12,7.6,"AccuracyRating",2009
20,20,"Thomas Aiken",1,7.5,"AccuracyRating",2009
20,20,"Tommy Armour III",10,7.5,"AccuracyRating",2009
20,20,"Chad Campbell",16,7.5,"AccuracyRating",2009
20,20,"Anders Hansen",1,7.5,"AccuracyRating",2009
20,20,"Arron Oberholser",2,7.5,"AccuracyRating",2009
20,20,"Darron Stiles",6,7.5,"AccuracyRating",2009
20,20,"Steve Stricker",15,7.5,"AccuracyRating",2009
27,27,"Kris Blanks",7,7.4,"AccuracyRating",2009
27,27,"Fred Couples",9,7.4,"AccuracyRating",2009
27,27,"Ernie Els",13,7.4,"AccuracyRating",2009
27,27,"Miguel Angel Jimenez",3,7.4,"AccuracyRating",2009
27,27,"Greg Kraft",3,7.4,"AccuracyRating",2009
27,27,"Justin Leonard",18,7.4,"AccuracyRating",2009
27,27,"Will Ma Kenzie",9,7.4,"AccuracyRating",2009
27,27,"Bryce Molder",10,7.4,"AccuracyRating",2009
27,27,"Jack Newman",1,7.4,"AccuracyRating",2009
27,27,"Leif Olson",4,7.4,"AccuracyRating",2009
27,27,"John Senden",20,7.4,"AccuracyRating",2009
27,27,"Patrick Sheehan",8,7.4,"AccuracyRating",2009
27,27,"Peter Tomasulo",3,7.4,"AccuracyRating",2009
40,40,"Briny Baird",15,7.3,"AccuracyRating",2009
40,40,"Ross Fisher",3,7.3,"AccuracyRating",2009
40,40,"Tommy Gainey",6,7.3,"AccuracyRating",2009
40,40,"Brian Gay",20,7.3,"AccuracyRating",2009
40,40,"Skip Kendall",2,7.3,"AccuracyRating",2009
40,40,"Hunter Mahan",18,7.3,"AccuracyRating",2009
40,40,"Billy Mayfair",10,7.3,"AccuracyRating",2009
40,40,"Rod Pampling",13,7.3,"AccuracyRating",2009
40,40,"Kevin Stadler",10,7.3,"AccuracyRating",2009
40,40,"Kirk Triplett",9,7.3,"AccuracyRating",2009
40,40,"Omar Uresti",2,7.3,"AccuracyRating",2009
40,40,"Boo Weekley",15,7.3,"AccuracyRating",2009
52,52,"Rich Barcelo",1,7.2,"AccuracyRating",2009
52,52,"David Berganio Jr",5,7.2,"AccuracyRating",2009
52,52,"Bart Bryant",11,7.2,"AccuracyRating",2009
52,52,"KJ Choi",8,7.2,"AccuracyRating",2009
52,52,"Jason Dufner",17,7.2,"AccuracyRating",2009
52,52,"Richard Finch",1,7.2,"AccuracyRating",2009
52,52,"Steve Flesch",10,7.2,"AccuracyRating",2009
52,52,"Shigeki Maruyama",1,7.2,"AccuracyRating",2009
52,52,"Fernando Mechereffe",1,7.2,"AccuracyRating",2009
52,52,"Nick OHern",17,7.2,"AccuracyRating",2009
52,52,"Greg Owen",15,7.2,"AccuracyRating",2009
52,52,"Kenny Perry",18,7.2,"AccuracyRating",2009
52,52,"Rick Price",4,7.2,"AccuracyRating",2009
52,52,"Chris Stroud",14,7.2,"AccuracyRating",2009
52,52,"DJ Trahan",16,7.2,"AccuracyRating",2009
52,52,"Scott Verplank",18,7.2,"AccuracyRating",2009
52,52,"Camilo Villegas",13,7.2,"AccuracyRating",2009
52,52,"Dean Wilson",11,7.2,"AccuracyRating",2009
70,70,"Stephen Ames",12,7.1,"AccuracyRating",2009
70,70,"Cameron Beckman",16,7.1,"AccuracyRating",2009
70,70,"Mark Calcavecchia",9,7.1,"AccuracyRating",2009
70,70,"Paul Casey",6,7.1,"AccuracyRating",2009
70,70,"Alex Cejka",14,7.1,"AccuracyRating",2009
70,70,"Glen Day",11,7.1,"AccuracyRating",2009
70,70,"Steve Elkington",11,7.1,"AccuracyRating",2009
70,70,"Lucas Glover",18,7.1,"AccuracyRating",2009
70,70,"Paul Goydos",12,7.1,"AccuracyRating",2009
70,70,"JP Hayes",4,7.1,"AccuracyRating",2009
70,70,"John Huston",5,7.1,"AccuracyRating",2009
70,70,"Dustin Johnson",14,7.1,"AccuracyRating",2009
70,70,"Peter Lonard",11,7.1,"AccuracyRating",2009
70,70,"Steve Marino",17,7.1,"AccuracyRating",2009
70,70,"Rocco Mediate",14,7.1,"AccuracyRating",2009
70,70,"Shaun Micheel",7,7.1,"AccuracyRating",2009
70,70,"Kevin Na",17,7.1,"AccuracyRating",2009
70,70,"Greg Norman",1,7.1,"AccuracyRating",2009
70,70,"Sean OHair",12,7.1,"AccuracyRating",2009
70,70,"Ian Poulter",9,7.1,"AccuracyRating",2009
70,70,"Mike Weir",16,7.1,"AccuracyRating",2009
70,70,"Lee Westwood",3,7.1,"AccuracyRating",2009
70,70,"Garrett Willis",3,7.1,"AccuracyRating",2009
93,93,"Woody Austin",16,7,"AccuracyRating",2009
93,93,"Angel Cabrera",7,7,"AccuracyRating",2009
93,93,"John Daly",1,7,"AccuracyRating",2009
93,93,"Chris DiMarco",17,7,"AccuracyRating",2009
93,93,"Luke Donald",15,7,"AccuracyRating",2009
93,93,"Bob Estes",14,7,"AccuracyRating",2009
93,93,"Sergio Garcia",10,7,"AccuracyRating",2009
93,93,"David Gossett",1,7,"AccuracyRating",2009
93,93,"Scott Gutschewski",3,7,"AccuracyRating",2009
93,93,"Kent Jones",10,7,"AccuracyRating",2009
93,93,"Jonathan Kaye",8,7,"AccuracyRating",2009
93,93,"Colt Knost",8,7,"AccuracyRating",2009
93,93,"Bill Lunde",14,7,"AccuracyRating",2009
93,93,"Jeff Maggert",11,7,"AccuracyRating",2009
93,93,"John Mallinger",14,7,"AccuracyRating",2009
93,93,"Louis Oosthuizen",2,7,"AccuracyRating",2009
93,93,"David Peoples",3,7,"AccuracyRating",2009
93,93,"DA Points",18,7,"AccuracyRating",2009
93,93,"Jeff Quinney",12,7,"AccuracyRating",2009
93,93,"Rory Sabbatini",14,7,"AccuracyRating",2009
93,93,"Michael Sim",1,7,"AccuracyRating",2009
93,93,"Brandt Snedeker",13,7,"AccuracyRating",2009
93,93,"Kyle Stanley",4,7,"AccuracyRating",2009
116,116,"Rich Beem",9,6.9,"AccuracyRating",2009
116,116,"Ben Crane",18,6.9,"AccuracyRating",2009
116,116,"Rickie Fowler",4,6.9,"AccuracyRating",2009
116,116,"Robert Garrigus",15,6.9,"AccuracyRating",2009
116,116,"Mathew Goggin",11,6.9,"AccuracyRating",2009
116,116,"Mark Hensby",2,6.9,"AccuracyRating",2009
116,116,"Brandt Jobe",6,6.9,"AccuracyRating",2009
116,116,"Jerry Kelly",17,6.9,"AccuracyRating",2009
116,116,"Matt Kuchar",16,6.9,"AccuracyRating",2009
116,116,"Marc Leishman",17,6.9,"AccuracyRating",2009
116,116,"Davis Love III",16,6.9,"AccuracyRating",2009
116,116,"Troy Matteson",15,6.9,"AccuracyRating",2009
116,116,"George McNeill",15,6.9,"AccuracyRating",2009
116,116,"Rod Perry",1,6.9,"AccuracyRating",2009
116,116,"Tim Petrovic",16,6.9,"AccuracyRating",2009
116,116,"Aron Price",15,6.9,"AccuracyRating",2009
116,116,"Chez Reavie",12,6.9,"AccuracyRating",2009
116,116,"Jeff Sluman",1,6.9,"AccuracyRating",2009
116,116,"Charles Warren",10,6.9,"AccuracyRating",2009
116,116,"Charlie Wi",16,6.9,"AccuracyRating",2009
116,116,"YE Yang",16,6.9,"AccuracyRating",2009
137,137,"Stuart Appleby",13,6.8,"AccuracyRating",2009
137,137,"Ricky Barnes",7,6.8,"AccuracyRating",2009
137,137,"Jonathan Byrd",17,6.8,"AccuracyRating",2009
137,137,"Stewart Cink",12,6.8,"AccuracyRating",2009
137,137,"Darren Clarke",3,6.8,"AccuracyRating",2009
137,137,"Brian Davis",18,6.8,"AccuracyRating",2009
137,137,"Retief Goosen",14,6.8,"AccuracyRating",2009
137,137,"Bob Heintz",9,6.8,"AccuracyRating",2009
137,137,"JJ Henry",17,6.8,"AccuracyRating",2009
137,137,"Lee Janzen",11,6.8,"AccuracyRating",2009
137,137,"Richard Johnson",15,6.8,"AccuracyRating",2009
137,137,"Jeff Klauk",19,6.8,"AccuracyRating",2009
137,137,"Cliff Kresge",9,6.8,"AccuracyRating",2009
137,137,"Graeme McDowell",5,6.8,"AccuracyRating",2009
137,137,"Spike McRoy",1,6.8,"AccuracyRating",2009
137,137,"Corey Pavin",9,6.8,"AccuracyRating",2009
137,137,"Ted Purdy",18,6.8,"AccuracyRating",2009
137,137,"Charl Schwartzel",2,6.8,"AccuracyRating",2009
137,137,"Vijay Singh",10,6.8,"AccuracyRating",2009
137,137,"Henrik Stenson",4,6.8,"AccuracyRating",2009
137,137,"Vaughn Taylor",14,6.8,"AccuracyRating",2009
137,137,"Nicholas Thompson",16,6.8,"AccuracyRating",2009
137,137,"Grant Waite",1,6.8,"AccuracyRating",2009
137,137,"Nick Watney",16,6.8,"AccuracyRating",2009
137,137,"Bubba Watson",11,6.8,"AccuracyRating",2009
137,137,"Matt Weibring",9,6.8,"AccuracyRating",2009
137,137,"Mark Wilson",19,6.8,"AccuracyRating",2009
164,164,"Guy Boros",3,6.7,"AccuracyRating",2009
164,164,"Ken Duke",12,6.7,"AccuracyRating",2009
164,164,"Jason Gore",11,6.7,"AccuracyRating",2009
164,164,"Bill Haas",15,6.7,"AccuracyRating",2009
164,164,"Charley Hoffman",20,6.7,"AccuracyRating",2009
164,164,"Shingo Katayama",2,6.7,"AccuracyRating",2009
164,164,"Ryan Moore",14,6.7,"AccuracyRating",2009
164,164,"Geoff Ogilvy",14,6.7,"AccuracyRating",2009
164,164,"Pat Perez",14,6.7,"AccuracyRating",2009
164,164,"Tom Pernice Jr",14,6.7,"AccuracyRating",2009
164,164,"Justin Rose",12,6.7,"AccuracyRating",2009
164,164,"Jeev Milkha Singh",9,6.7,"AccuracyRating",2009
164,164,"Kevin Streelman",18,6.7,"AccuracyRating",2009
164,164,"Roland Thatcher",6,6.7,"AccuracyRating",2009
164,164,"Bo Van Pelt",17,6.7,"AccuracyRating",2009
164,164,"Oliver Wilson",3,6.7,"AccuracyRating",2009
