"AccuracyRating_RANKTHISWEEK_2010","AccuracyRating_RANKLASTWEEK_2010","AccuracyRating_PLAYERNAME_2010","AccuracyRating_EVENTS_2010","AccuracyRating_RATING_2010","stat_name","year"
62,62,"Michael Allen",8,7.2,"AccuracyRating",2010
62,62,"Jason Bohn",16,7.2,"AccuracyRating",2010
62,62,"Fred Couples",3,7.2,"AccuracyRating",2010
62,62,"Fred Funk",3,7.2,"AccuracyRating",2010
62,62,"Brian Gay",18,7.2,"AccuracyRating",2010
62,62,"Peter Hanson",3,7.2,"AccuracyRating",2010
62,62,"Freddie Jacobson",16,7.2,"AccuracyRating",2010
62,62,"Zach Johnson",17,7.2,"AccuracyRating",2010
62,62,"Davis Love III",13,7.2,"AccuracyRating",2010
62,62,"Troy Matteson",13,7.2,"AccuracyRating",2010
62,62,"Billy Mayfair",11,7.2,"AccuracyRating",2010
62,62,"Edoardo Molinari",3,7.2,"AccuracyRating",2010
62,62,"Jeff Quinney",15,7.2,"AccuracyRating",2010
62,62,"Kyle Stanley",1,7.2,"AccuracyRating",2010
62,62,"Vaughn Taylor",17,7.2,"AccuracyRating",2010
62,62,"Josh Teater",19,7.2,"AccuracyRating",2010
62,62,"Charles Warren",10,7.2,"AccuracyRating",2010
62,62,"Boo Weekley",14,7.2,"AccuracyRating",2010
80,80,"Steve Allan",1,7.1,"AccuracyRating",2010
80,80,"Cameron Beckman",6,7.1,"AccuracyRating",2010
80,80,"Paul Casey",10,7.1,"AccuracyRating",2010
80,80,"Ross Fisher",4,7.1,"AccuracyRating",2010
80,80,"Bill Haas",17,7.1,"AccuracyRating",2010
80,80,"Mark Hensby",7,7.1,"AccuracyRating",2010
80,80,"Miguel Angel Jimenez",2,7.1,"AccuracyRating",2010
80,80,"Will Ma Kenzie",13,7.1,"AccuracyRating",2010
80,80,"Sean OHair",13,7.1,"AccuracyRating",2010
80,80,"Tom Pernice Jr",11,7.1,"AccuracyRating",2010
80,80,"DA Points",14,7.1,"AccuracyRating",2010
80,80,"Aron Price",12,7.1,"AccuracyRating",2010
80,80,"Chris Riley",11,7.1,"AccuracyRating",2010
80,80,"Justin Rose",16,7.1,"AccuracyRating",2010
80,80,"John Senden",20,7.1,"AccuracyRating",2010
80,80,"Bo Van Pelt",20,7.1,"AccuracyRating",2010
80,80,"Tim Wilkinson",4,7.1,"AccuracyRating",2010
80,80,"Dean Wilson",8,7.1,"AccuracyRating",2010
80,80,"YE Yang",13,7.1,"AccuracyRating",2010
99,99,"Michael Bradley",13,7,"AccuracyRating",2010
99,99,"Mark Brooks",3,7,"AccuracyRating",2010
99,99,"Mark Calcavecchia",5,7,"AccuracyRating",2010
99,99,"Stewart Cink",15,7,"AccuracyRating",2010
99,99,"Michael Connell",17,7,"AccuracyRating",2010
99,99,"Ben Curtis",13,7,"AccuracyRating",2010
99,99,"Luke Donald",13,7,"AccuracyRating",2010
99,99,"Simon Dyson",3,7,"AccuracyRating",2010
99,99,"Gonzalo Fdez Castano",1,7,"AccuracyRating",2010
99,99,"Lucas Glover",12,7,"AccuracyRating",2010
99,99,"Retief Goosen",13,7,"AccuracyRating",2010
99,99,"David Horsey",1,7,"AccuracyRating",2010
99,99,"Matt Kuchar",18,7,"AccuracyRating",2010
99,99,"WC Liang",2,7,"AccuracyRating",2010
99,99,"Hunter Mahan",15,7,"AccuracyRating",2010
99,99,"Bryce Molder",14,7,"AccuracyRating",2010
99,99,"Garth Mulroy",6,7,"AccuracyRating",2010
99,99,"Geoff Ogilvy",11,7,"AccuracyRating",2010
99,99,"Ryan Palmer",13,7,"AccuracyRating",2010
99,99,"Jerry Richardson Jr",1,7,"AccuracyRating",2010
99,99,"Brandt Snedeker",16,7,"AccuracyRating",2010
99,99,"Kevin Streelman",16,7,"AccuracyRating",2010
99,99,"Chris Stroud",13,7,"AccuracyRating",2010
99,99,"DJ Trahan",17,7,"AccuracyRating",2010
99,99,"Kirk Triplett",5,7,"AccuracyRating",2010
99,99,"Scott Verplank",12,7,"AccuracyRating",2010
99,99,"Camilo Villegas",13,7,"AccuracyRating",2010
99,99,"Mark Wilson",14,7,"AccuracyRating",2010
127,127,"Stephen Ames",16,6.9,"AccuracyRating",2010
127,127,"Henrik Bjornstad",8,6.9,"AccuracyRating",2010
127,127,"Brian Davis",17,6.9,"AccuracyRating",2010
127,127,"David Duval",9,6.9,"AccuracyRating",2010
127,127,"Bob Estes",12,6.9,"AccuracyRating",2010
127,127,"Robert Garrigus",13,6.9,"AccuracyRating",2010
127,127,"Adam Hadwin",1,6.9,"AccuracyRating",2010
127,127,"Seungsu Han",1,6.9,"AccuracyRating",2010
127,127,"Charley Hoffman",17,6.9,"AccuracyRating",2010
127,127,"Richard Johnson",14,6.9,"AccuracyRating",2010
127,127,"Martin Laird",17,6.9,"AccuracyRating",2010
127,127,"Marc Leishman",15,6.9,"AccuracyRating",2010
127,127,"Justin Leonard",15,6.9,"AccuracyRating",2010
127,127,"John Merrick",21,6.9,"AccuracyRating",2010
127,127,"Kevin Na",18,6.9,"AccuracyRating",2010
127,127,"Greg Owen",9,6.9,"AccuracyRating",2010
127,127,"Cameron Percy",10,6.9,"AccuracyRating",2010
127,127,"Tim Petrovic",19,6.9,"AccuracyRating",2010
127,127,"Webb Simpson",17,6.9,"AccuracyRating",2010
127,127,"Kevin Sutherland",17,6.9,"AccuracyRating",2010
127,127,"Roland Thatcher",10,6.9,"AccuracyRating",2010
127,127,"Johnson Wagner",12,6.9,"AccuracyRating",2010
127,127,"Drew Weaver",1,6.9,"AccuracyRating",2010
127,127,"Garrett Willis",14,6.9,"AccuracyRating",2010
151,151,"Woody Austin",15,6.8,"AccuracyRating",2010
151,151,"Ricky Barnes",19,6.8,"AccuracyRating",2010
151,151,"Rich Beem",3,6.8,"AccuracyRating",2010
151,151,"Jonathan Byrd",16,6.8,"AccuracyRating",2010
151,151,"Anders Hansen",1,6.8,"AccuracyRating",2010
151,151,"Dustin Johnson",15,6.8,"AccuracyRating",2010
151,151,"Martin Kaymer",3,6.8,"AccuracyRating",2010
151,151,"Michael Letzig",16,6.8,"AccuracyRating",2010
151,151,"Shaun Micheel",10,6.8,"AccuracyRating",2010
151,151,"Phil Mickelson",14,6.8,"AccuracyRating",2010
151,151,"Corey Pavin",5,6.8,"AccuracyRating",2010
151,151,"Pat Perez",18,6.8,"AccuracyRating",2010
151,151,"Carl Pettersson",17,6.8,"AccuracyRating",2010
151,151,"Alistair Presnell",1,6.8,"AccuracyRating",2010
151,151,"Rory Sabbatini",13,6.8,"AccuracyRating",2010
151,151,"Sam Saunders",2,6.8,"AccuracyRating",2010
151,151,"Paul Stankowski",11,6.8,"AccuracyRating",2010
151,151,"Cameron Tringale",4,6.8,"AccuracyRating",2010
151,151,"Danny Wax",1,6.8,"AccuracyRating",2010
151,151,"Tiger Woods",6,6.8,"AccuracyRating",2010
171,171,"Byeong Hun An",1,6.7,"AccuracyRating",2010
171,171,"Tommy Armour III",1,6.7,"AccuracyRating",2010
171,171,"Arjun Atwal",10,6.7,"AccuracyRating",2010
171,171,"Craig Bowden",7,6.7,"AccuracyRating",2010
171,171,"Robert Damron",1,6.7,"AccuracyRating",2010
171,171,"Graham DeLaet",14,6.7,"AccuracyRating",2010
171,171,"Ernie Els",13,6.7,"AccuracyRating",2010
171,171,"Steve Flesch",11,6.7,"AccuracyRating",2010
171,171,"Benjamin Fox",2,6.7,"AccuracyRating",2010
171,171,"Harrison Frazar",4,6.7,"AccuracyRating",2010
171,171,"Sergio Garcia",9,6.7,"AccuracyRating",2010
171,171,"Tom Gillis",21,6.7,"AccuracyRating",2010
171,171,"Mathew Goggin",13,6.7,"AccuracyRating",2010
171,171,"Mathias Gronberg",7,6.7,"AccuracyRating",2010
171,171,"JP Hayes",13,6.7,"AccuracyRating",2010
171,171,"Bob Heintz",3,6.7,"AccuracyRating",2010
171,171,"JJ Henry",16,6.7,"AccuracyRating",2010
171,171,"Matt Hill",1,6.7,"AccuracyRating",2010
171,171,"Yuta Ikeda",3,6.7,"AccuracyRating",2010
171,171,"Ryuji Imada",16,6.7,"AccuracyRating",2010
171,171,"Lee Janzen",11,6.7,"AccuracyRating",2010
171,171,"Brandt Jobe",1,6.7,"AccuracyRating",2010
171,171,"Robert Karlsson",5,6.7,"AccuracyRating",2010
171,171,"Simon Khan",1,6.7,"AccuracyRating",2010
171,171,"Bill Lunde",9,6.7,"AccuracyRating",2010
171,171,"Steve Marino",14,6.7,"AccuracyRating",2010
171,171,"Rory McIlroy",9,6.7,"AccuracyRating",2010
171,171,"Chris Rogers",1,6.7,"AccuracyRating",2010
171,171,"John Rollins",14,6.7,"AccuracyRating",2010
171,171,"Jeev Milkha Singh",9,6.7,"AccuracyRating",2010
171,171,"Kevin Stadler",13,6.7,"AccuracyRating",2010
171,171,"Brian Stuard",10,6.7,"AccuracyRating",2010
171,171,"Roger Tambellini",10,6.7,"AccuracyRating",2010
171,171,"Matt Weibring",3,6.7,"AccuracyRating",2010
171,171,"Brett Wetterich",11,6.7,"AccuracyRating",2010
171,171,"Steve Wheatcroft",6,6.7,"AccuracyRating",2010
171,171,"Charlie Wi",20,6.7,"AccuracyRating",2010
208,208,"Rich Barcelo",8,6.6,"AccuracyRating",2010
208,208,"Brent Delahoussaye",6,6.6,"AccuracyRating",2010
208,208,"Chris DiMarco",18,6.6,"AccuracyRating",2010
208,208,"Ken Duke",3,6.6,"AccuracyRating",2010
208,208,"Thongchai Jaidee",2,6.6,"AccuracyRating",2010
208,208,"Alex Prugh",15,6.6,"AccuracyRating",2010
208,208,"Brett Quigley",19,6.6,"AccuracyRating",2010
208,208,"Bubba Watson",15,6.6,"AccuracyRating",2010
208,208,"Oliver Wilson",4,6.6,"AccuracyRating",2010
217,217,"Blake Adams",15,6.5,"AccuracyRating",2010
217,217,"Chris Baryla",1,6.5,"AccuracyRating",2010
217,217,"Jim Carter",2,6.5,"AccuracyRating",2010
217,217,"Chris Couch",10,6.5,"AccuracyRating",2010
217,217,"Steve Elkington",13,6.5,"AccuracyRating",2010
217,217,"Todd Hamilton",3,6.5,"AccuracyRating",2010
217,217,"Padraig Harrington",10,6.5,"AccuracyRating",2010
217,217,"Jonathan Kaye",1,6.5,"AccuracyRating",2010
217,217,"Steve Lowery",5,6.5,"AccuracyRating",2010
217,217,"Jarrod Lyle",7,6.5,"AccuracyRating",2010
217,217,"Andrew McLardy",5,6.5,"AccuracyRating",2010
217,217,"James Nitties",14,6.5,"AccuracyRating",2010
217,217,"Jeff Overton",15,6.5,"AccuracyRating",2010
217,217,"Andres Romero",15,6.5,"AccuracyRating",2010
217,217,"Nicholas Thompson",12,6.5,"AccuracyRating",2010
217,217,"Chris Tidland",13,6.5,"AccuracyRating",2010
217,217,"Jimmy Walker",11,6.5,"AccuracyRating",2010
234,234,"Greg Chalmers",19,6.4,"AccuracyRating",2010
234,234,"Soren Kjeldsen",2,6.4,"AccuracyRating",2010
234,234,"Jeff Klauk",5,6.4,"AccuracyRating",2010
234,234,"Katsumasa Miyamoto",1,6.4,"AccuracyRating",2010
234,234,"Joe Ogilvie",15,6.4,"AccuracyRating",2010
234,234,"Ian Poulter",7,6.4,"AccuracyRating",2010
234,234,"Charl Schwartzel",4,6.4,"AccuracyRating",2010
234,234,"Michael Sim",12,6.4,"AccuracyRating",2010
234,234,"Vance Veazey",5,6.4,"AccuracyRating",2010
243,243,"Stuart Appleby",17,6.3,"AccuracyRating",2010
243,243,"Angel Cabrera",11,6.3,"AccuracyRating",2010
243,243,"Chad Collins",14,6.3,"AccuracyRating",2010
243,243,"John Daly",7,6.3,"AccuracyRating",2010
243,243,"Marco Dawson",3,6.3,"AccuracyRating",2010
243,243,"Jason Day",16,6.3,"AccuracyRating",2010
243,243,"Todd Fischer",1,6.3,"AccuracyRating",2010
243,243,"Charles Howell III",21,6.3,"AccuracyRating",2010
243,243,"Skip Kendall",9,6.3,"AccuracyRating",2010
243,243,"Anthony Kim",8,6.3,"AccuracyRating",2010
243,243,"Troy Merritt",12,6.3,"AccuracyRating",2010
243,243,"Scott Piercy",15,6.3,"AccuracyRating",2010
243,243,"Ted Purdy",11,6.3,"AccuracyRating",2010
256,256,"Justin Bolli",2,6.2,"AccuracyRating",2010
256,256,"Kevin Chappell",1,6.2,"AccuracyRating",2010
256,256,"Matt Every",11,6.2,"AccuracyRating",2010
256,256,"Brad Faxon",4,6.2,"AccuracyRating",2010
256,256,"Carlos Franco",4,6.2,"AccuracyRating",2010
256,256,"Robin Freeman",1,6.2,"AccuracyRating",2010
256,256,"Nathan Green",15,6.2,"AccuracyRating",2010
256,256,"Billy Hurley III",1,6.2,"AccuracyRating",2010
256,256,"Frank Lickliter II",2,6.2,"AccuracyRating",2010
256,256,"Scott McCarron",15,6.2,"AccuracyRating",2010
256,256,"Ross McGowan",2,6.2,"AccuracyRating",2010
256,256,"Brenden Pappas",8,6.2,"AccuracyRating",2010
268,268,"Soren Hansen",2,6.1,"AccuracyRating",2010
268,268,"Chris Kirk",1,6.1,"AccuracyRating",2010
268,268,"George McNeill",12,6.1,"AccuracyRating",2010
268,268,"Dicky Pride",2,6.1,"AccuracyRating",2010
268,268,"Jordan Spieth",1,6.1,"AccuracyRating",2010
273,273,"Matt Bettencourt",10,6,"AccuracyRating",2010
273,273,"Tim Herron",14,6,"AccuracyRating",2010
273,273,"JB Holmes",22,6,"AccuracyRating",2010
273,273,"Matt Jones",17,6,"AccuracyRating",2010
273,273,"Rod Pampling",12,6,"AccuracyRating",2010
273,273,"Alvaro Quiros",4,6,"AccuracyRating",2010
273,273,"Phil Schmitt",1,6,"AccuracyRating",2010
273,273,"Henrik Stenson",6,6,"AccuracyRating",2010
281,281,"Erik Compton",3,5.9,"AccuracyRating",2010
281,281,"Jason Gore",3,5.9,"AccuracyRating",2010
281,281,"Kevin Johnson",3,5.9,"AccuracyRating",2010
281,281,"David Lutterus",7,5.9,"AccuracyRating",2010
281,281,"Jerod Turner",5,5.9,"AccuracyRating",2010
281,281,"Mike Weir",8,5.9,"AccuracyRating",2010
281,281,"Casey Wittenberg",1,5.9,"AccuracyRating",2010
288,288,"James Driscoll",12,5.8,"AccuracyRating",2010
288,288,"Ryo Ishikawa",3,5.8,"AccuracyRating",2010
290,290,"Brad Adamonis",1,5.7,"AccuracyRating",2010
290,290,"Martin Flores",10,5.7,"AccuracyRating",2010
290,290,"Derek Lamely",11,5.7,"AccuracyRating",2010
290,290,"Chris Wilson",5,5.7,"AccuracyRating",2010
294,294,"Daniel Chopra",8,5.6,"AccuracyRating",2010
294,294,"Michael ONeal",1,5.6,"AccuracyRating",2010
294,294,"Michael Putnam",1,5.6,"AccuracyRating",2010
294,294,"Willie Wood",1,5.6,"AccuracyRating",2010
298,298,"Eric Axley",1,5.5,"AccuracyRating",2010
298,298,"Aaron Baddeley",20,5.5,"AccuracyRating",2010
298,298,"Rhys Davies",1,5.5,"AccuracyRating",2010
298,298,"Braxton Marquez",1,5.5,"AccuracyRating",2010
298,298,"Ryuichi Oda",1,5.5,"AccuracyRating",2010
303,303,"Michael Clark II",1,5.4,"AccuracyRating",2010
303,303,"Marcus Fraser",1,5.4,"AccuracyRating",2010
303,303,"Fran Quinn",1,5.4,"AccuracyRating",2010
303,303,"Marc Turnesa",1,5.4,"AccuracyRating",2010
307,307,"Michael Jonzon",1,5.3,"AccuracyRating",2010
307,307,"Parker McLachlin",3,5.3,"AccuracyRating",2010
309,309,"Jeff Burns",1,5.2,"AccuracyRating",2010
309,309,"Hennie Otto",1,5.2,"AccuracyRating",2010
309,309,"Jesper Parnevik",1,5.2,"AccuracyRating",2010
309,309,"Warren Schutte",1,5.2,"AccuracyRating",2010
309,309,"Mike Small",2,5.2,"AccuracyRating",2010
314,314,"Gregory Bourdy",1,4.9,"AccuracyRating",2010
314,314,"Alexandre Rocha",1,4.9,"AccuracyRating",2010
314,314,"Blake Trimble",1,4.9,"AccuracyRating",2010
317,317,"Alexander Noren",1,4.7,"AccuracyRating",2010
