"EarlyPar4ScoringAverage_RANKTHISWEEK_2012","EarlyPar4ScoringAverage_RANKLASTWEEK_2012","EarlyPar4ScoringAverage_PLAYERNAME_2012","EarlyPar4ScoringAverage_ROUNDS_2012","EarlyPar4ScoringAverage_AVG_2012","EarlyPar4ScoringAverage_TOTALSTROKES_2012","EarlyPar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Carl Pettersson",92,3.96,1851,468,"EarlyPar4ScoringAverage",2012
1,1,"Webb Simpson",77,3.96,1286,325,"EarlyPar4ScoringAverage",2012
3,3,"Jonas Blixt",72,3.97,1532,386,"EarlyPar4ScoringAverage",2012
4,4,"Ken Duke",104,3.98,2131,536,"EarlyPar4ScoringAverage",2012
4,4,"Bill Haas",79,3.98,1545,388,"EarlyPar4ScoringAverage",2012
4,4,"Billy Horschel",63,3.98,1287,323,"EarlyPar4ScoringAverage",2012
4,4,"Matt Kuchar",86,3.98,1493,375,"EarlyPar4ScoringAverage",2012
4,4,"Ian Poulter",57,3.98,1099,276,"EarlyPar4ScoringAverage",2012
4,4,"David Toms",60,3.98,1265,318,"EarlyPar4ScoringAverage",2012
4,4,"Tiger Woods",69,3.98,1078,271,"EarlyPar4ScoringAverage",2012
11,11,"Roberto Castro",92,3.99,2312,579,"EarlyPar4ScoringAverage",2012
11,11,"Matt Every",80,3.99,1527,383,"EarlyPar4ScoringAverage",2012
11,11,"Russell Knox",72,3.99,1609,403,"EarlyPar4ScoringAverage",2012
11,11,"Jeff Overton",101,3.99,2262,567,"EarlyPar4ScoringAverage",2012
11,11,"Ryan Palmer",81,3.99,1537,385,"EarlyPar4ScoringAverage",2012
11,11,"Scott Piercy",95,3.99,1981,496,"EarlyPar4ScoringAverage",2012
11,11,"Charl Schwartzel",56,3.99,1124,282,"EarlyPar4ScoringAverage",2012
18,18,"Will Claxton",99,4,2105,526,"EarlyPar4ScoringAverage",2012
18,18,"Graham DeLaet",79,4,1806,451,"EarlyPar4ScoringAverage",2012
18,18,"Zach Johnson",95,4,1959,490,"EarlyPar4ScoringAverage",2012
18,18,"Chris Kirk",93,4,1870,467,"EarlyPar4ScoringAverage",2012
18,18,"Rory McIlroy",60,4,835,209,"EarlyPar4ScoringAverage",2012
18,18,"Ryan Moore",89,4,1587,397,"EarlyPar4ScoringAverage",2012
18,18,"Kevin Na",80,4,1588,397,"EarlyPar4ScoringAverage",2012
18,18,"Pat Perez",81,4,1642,410,"EarlyPar4ScoringAverage",2012
18,18,"Henrik Stenson",51,4,963,241,"EarlyPar4ScoringAverage",2012
18,18,"Jimmy Walker",101,4,2073,518,"EarlyPar4ScoringAverage",2012
18,18,"Bubba Watson",68,4,1156,289,"EarlyPar4ScoringAverage",2012
29,29,"Brian Davis",91,4.01,1896,473,"EarlyPar4ScoringAverage",2012
