"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2006","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2006","GoingfortheGreenBirdieorBetter_PLAYERNAME_2006","GoingfortheGreenBirdieorBetter_ROUNDS_2006","GoingfortheGreenBirdieorBetter_Pct_2006","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2006","GoingfortheGreenBirdieorBetter_ATTEMPTS_2006","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2006","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2006","stat_name","year"
115,115,"Lee Janzen",79,54.29,57,105,-58,-22,"GoingfortheGreenBirdieorBetter",2006
117,117,"Briny Baird",81,54.26,70,129,-74,-32,"GoingfortheGreenBirdieorBetter",2006
118,118,"Troy Matteson",101,54.11,112,207,-120,-2,"GoingfortheGreenBirdieorBetter",2006
119,119,"Joe Durant",101,53.99,115,213,-123,-19,"GoingfortheGreenBirdieorBetter",2006
120,120,"Brian Bateman",69,53.98,61,113,-65,14,"GoingfortheGreenBirdieorBetter",2006
120,120,"Retief Goosen",68,53.98,61,113,-66,0,"GoingfortheGreenBirdieorBetter",2006
122,122,"Robert Garrigus",85,53.96,109,202,-116,18,"GoingfortheGreenBirdieorBetter",2006
123,123,"Bart Bryant",87,53.92,55,102,-59,-16,"GoingfortheGreenBirdieorBetter",2006
124,124,"Danny Ellis",68,53.85,63,117,-65,-11,"GoingfortheGreenBirdieorBetter",2006
125,125,"Roger Tambellini",64,53.78,64,119,-68,-5,"GoingfortheGreenBirdieorBetter",2006
126,126,"Arjun Atwal",97,53.7,87,162,-94,1,"GoingfortheGreenBirdieorBetter",2006
127,127,"Tom Lehman",70,53.66,44,82,-48,1,"GoingfortheGreenBirdieorBetter",2006
128,128,"Ben Curtis",86,53.57,45,84,-46,-31,"GoingfortheGreenBirdieorBetter",2006
129,129,"Matt Hansen",68,53.54,68,127,-71,2,"GoingfortheGreenBirdieorBetter",2006
130,130,"Greg Owen",79,53.37,87,163,-90,-14,"GoingfortheGreenBirdieorBetter",2006
131,131,"Rory Sabbatini",84,53.33,64,120,-68,-9,"GoingfortheGreenBirdieorBetter",2006
131,131,"Wes Short Jr",96,53.33,96,180,-102,-2,"GoingfortheGreenBirdieorBetter",2006
133,133,"Tjaart van der Walt",60,53.25,41,77,-44,-8,"GoingfortheGreenBirdieorBetter",2006
134,134,"Billy Andrade",78,53.06,52,98,-53,-13,"GoingfortheGreenBirdieorBetter",2006
134,134,"Brad Faxon",78,53.06,52,98,-54,-4,"GoingfortheGreenBirdieorBetter",2006
136,136,"Nicholas Thompson",96,52.84,93,176,-98,11,"GoingfortheGreenBirdieorBetter",2006
137,137,"Carl Pettersson",95,52.78,76,144,-80,0,"GoingfortheGreenBirdieorBetter",2006
138,138,"Scott Gutschewski",53,52.68,59,112,-66,9,"GoingfortheGreenBirdieorBetter",2006
139,139,"Shigeki Maruyama",94,52.63,70,133,-73,-16,"GoingfortheGreenBirdieorBetter",2006
140,140,"Jonathan Kaye",95,52.36,100,191,-104,-7,"GoingfortheGreenBirdieorBetter",2006
141,141,"Mathew Goggin",72,52.23,82,157,-87,7,"GoingfortheGreenBirdieorBetter",2006
142,142,"JL Lewis",57,52.22,47,90,-50,1,"GoingfortheGreenBirdieorBetter",2006
143,143,"Mark Calcavecchia",94,52.15,85,163,-87,-4,"GoingfortheGreenBirdieorBetter",2006
144,144,"Jeff Overton",95,51.89,110,212,-113,-8,"GoingfortheGreenBirdieorBetter",2006
145,145,"Davis Love III",85,51.8,72,139,-78,-5,"GoingfortheGreenBirdieorBetter",2006
146,146,"Billy Mayfair",94,51.72,75,145,-84,-3,"GoingfortheGreenBirdieorBetter",2006
147,147,"Henrik Bjornstad",97,51.37,94,183,-101,5,"GoingfortheGreenBirdieorBetter",2006
148,148,"Patrick Sheehan",104,51.33,77,150,-83,7,"GoingfortheGreenBirdieorBetter",2006
149,149,"Tim Petrovic",95,51.27,81,158,-85,-2,"GoingfortheGreenBirdieorBetter",2006
150,150,"John Huston",74,51.24,62,121,-68,-3,"GoingfortheGreenBirdieorBetter",2006
151,151,"Justin Leonard",83,51.19,43,84,-48,-37,"GoingfortheGreenBirdieorBetter",2006
152,152,"DJ Trahan",92,51.15,89,174,-96,-7,"GoingfortheGreenBirdieorBetter",2006
153,153,"Larry Mize",53,51.06,24,47,-27,-5,"GoingfortheGreenBirdieorBetter",2006
154,154,"Mathias Gronberg",92,50.94,108,212,-112,-5,"GoingfortheGreenBirdieorBetter",2006
154,154,"Bob May",65,50.94,54,106,-54,-11,"GoingfortheGreenBirdieorBetter",2006
156,156,"David McKenzie",82,50.83,61,120,-67,2,"GoingfortheGreenBirdieorBetter",2006
157,157,"Jose Maria Olazabal",62,50.6,42,83,-45,-17,"GoingfortheGreenBirdieorBetter",2006
158,158,"Ian Poulter",53,50.56,45,89,-45,-13,"GoingfortheGreenBirdieorBetter",2006
159,159,"Ron Whittaker",81,50.48,53,105,-54,-23,"GoingfortheGreenBirdieorBetter",2006
160,160,"Kenny Perry",73,50.46,55,109,-59,-8,"GoingfortheGreenBirdieorBetter",2006
161,161,"Daisuke Maruyama",83,50.39,65,129,-73,-17,"GoingfortheGreenBirdieorBetter",2006
161,161,"DA Points",82,50.39,65,129,-69,6,"GoingfortheGreenBirdieorBetter",2006
163,163,"Brent Geiberger",99,50.33,76,151,-80,-11,"GoingfortheGreenBirdieorBetter",2006
164,164,"Chris DiMarco",83,50,48,96,-50,-22,"GoingfortheGreenBirdieorBetter",2006
164,164,"Bob Tway",81,50,58,116,-63,-12,"GoingfortheGreenBirdieorBetter",2006
166,166,"Ryuji Imada",105,49.66,73,147,-79,-30,"GoingfortheGreenBirdieorBetter",2006
167,167,"Paul Stankowski",70,49.61,63,127,-67,6,"GoingfortheGreenBirdieorBetter",2006
168,168,"Bubba Dickerson",98,49.51,102,206,-107,12,"GoingfortheGreenBirdieorBetter",2006
169,169,"Fred Couples",52,49.32,36,73,-39,-2,"GoingfortheGreenBirdieorBetter",2006
169,169,"David Howell",52,49.32,36,73,-36,-5,"GoingfortheGreenBirdieorBetter",2006
169,169,"Ian Leggatt",80,49.32,72,146,-76,1,"GoingfortheGreenBirdieorBetter",2006
172,172,"Corey Pavin",74,49.21,31,63,-33,-21,"GoingfortheGreenBirdieorBetter",2006
173,173,"Bernhard Langer",77,49.18,60,122,-65,-13,"GoingfortheGreenBirdieorBetter",2006
174,174,"Michael Connell",51,49.09,27,55,-29,-16,"GoingfortheGreenBirdieorBetter",2006
175,175,"Chris Couch",75,48.89,88,180,-89,-6,"GoingfortheGreenBirdieorBetter",2006
176,176,"Greg Chalmers",71,48.86,43,88,-44,15,"GoingfortheGreenBirdieorBetter",2006
177,177,"Freddie Jacobson",56,48.6,52,107,-56,-5,"GoingfortheGreenBirdieorBetter",2006
178,178,"John Cook",67,48.44,31,64,-33,-17,"GoingfortheGreenBirdieorBetter",2006
179,179,"Paul Goydos",72,48.31,43,89,-44,-42,"GoingfortheGreenBirdieorBetter",2006
180,180,"John Daly",51,48.25,55,114,-58,1,"GoingfortheGreenBirdieorBetter",2006
181,181,"Hidemichi Tanaka",74,48.15,39,81,-41,7,"GoingfortheGreenBirdieorBetter",2006
182,182,"John Engler Jr",69,48.04,49,102,-52,-5,"GoingfortheGreenBirdieorBetter",2006
183,183,"Eric Axley",91,48.02,85,177,-90,-5,"GoingfortheGreenBirdieorBetter",2006
184,184,"Jerry Smith",94,47.47,47,99,-50,-34,"GoingfortheGreenBirdieorBetter",2006
185,185,"David Branshaw",98,47.34,80,169,-88,-20,"GoingfortheGreenBirdieorBetter",2006
186,186,"Jeff Maggert",81,47.29,61,129,-63,0,"GoingfortheGreenBirdieorBetter",2006
187,187,"Todd Hamilton",72,47.25,43,91,-47,-1,"GoingfortheGreenBirdieorBetter",2006
188,188,"Mark OMeara",52,47.06,16,34,-16,-24,"GoingfortheGreenBirdieorBetter",2006
189,189,"Skip Kendall",72,46.43,39,84,-41,-28,"GoingfortheGreenBirdieorBetter",2006
190,190,"Fred Funk",106,46.23,49,106,-53,-36,"GoingfortheGreenBirdieorBetter",2006
191,191,"Tommy Armour III",65,46.05,35,76,-36,-6,"GoingfortheGreenBirdieorBetter",2006
192,192,"Kirk Triplett",58,45.45,30,66,-33,-21,"GoingfortheGreenBirdieorBetter",2006
193,193,"Brian Davis",92,45.03,77,171,-81,-24,"GoingfortheGreenBirdieorBetter",2006
194,194,"Greg Kraft",79,43.9,36,82,-38,-36,"GoingfortheGreenBirdieorBetter",2006
195,195,"Thomas Levet",53,43.82,39,89,-41,-1,"GoingfortheGreenBirdieorBetter",2006
196,196,"Mark Brooks",90,40.86,38,93,-40,-17,"GoingfortheGreenBirdieorBetter",2006
