"Par3BirdieorBetterLeaders_RANKTHISWEEK_2005","Par3BirdieorBetterLeaders_RANKLASTWEEK_2005","Par3BirdieorBetterLeaders_PLAYERNAME_2005","Par3BirdieorBetterLeaders_ROUNDS_2005","Par3BirdieorBetterLeaders_Pct_2005","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2005","Par3BirdieorBetterLeaders_PAR3HOLES_2005","stat_name","year"
1,1,"Corey Pavin",77,18.24,54,296,"Par3BirdieorBetterLeaders",2005
2,2,"Chad Campbell",95,17.93,66,368,"Par3BirdieorBetterLeaders",2005
3,3,"Bill Glasson",54,17.54,37,211,"Par3BirdieorBetterLeaders",2005
4,4,"Brad Faxon",75,17.38,49,282,"Par3BirdieorBetterLeaders",2005
5,5,"Ben Crane",78,17.32,53,306,"Par3BirdieorBetterLeaders",2005
6,6,"Loren Roberts",54,17.29,37,214,"Par3BirdieorBetterLeaders",2005
7,7,"Jim Furyk",94,16.98,63,371,"Par3BirdieorBetterLeaders",2005
8,8,"Kent Jones",99,16.88,67,397,"Par3BirdieorBetterLeaders",2005
9,9,"Heath Slocum",103,16.71,67,401,"Par3BirdieorBetterLeaders",2005
10,10,"Arjun Atwal",65,16.6,44,265,"Par3BirdieorBetterLeaders",2005
11,11,"John Daly",78,16.55,49,296,"Par3BirdieorBetterLeaders",2005
12,12,"Phil Mickelson",81,16.49,48,291,"Par3BirdieorBetterLeaders",2005
13,13,"Jay Williamson",53,16.28,35,215,"Par3BirdieorBetterLeaders",2005
14,14,"Kirk Triplett",55,16.27,34,209,"Par3BirdieorBetterLeaders",2005
15,15,"Bob Heintz",67,16.24,44,271,"Par3BirdieorBetterLeaders",2005
16,16,"Kenny Perry",82,16.09,51,317,"Par3BirdieorBetterLeaders",2005
17,17,"Rory Sabbatini",81,16.08,50,311,"Par3BirdieorBetterLeaders",2005
18,18,"Mark Wilson",74,16.03,46,287,"Par3BirdieorBetterLeaders",2005
19,19,"Scott Hend",75,15.81,46,291,"Par3BirdieorBetterLeaders",2005
20,20,"Bob Estes",92,15.69,59,376,"Par3BirdieorBetterLeaders",2005
21,21,"Jerry Kelly",101,15.63,63,403,"Par3BirdieorBetterLeaders",2005
22,22,"Stephen Ames",82,15.61,49,314,"Par3BirdieorBetterLeaders",2005
23,23,"Bart Bryant",91,15.56,56,360,"Par3BirdieorBetterLeaders",2005
24,24,"Tim Clark",92,15.36,53,345,"Par3BirdieorBetterLeaders",2005
25,25,"Hideto Tanihara",50,15.23,30,197,"Par3BirdieorBetterLeaders",2005
26,26,"Robert Gamez",91,15.2,57,375,"Par3BirdieorBetterLeaders",2005
26,26,"Scott Verplank",87,15.2,52,342,"Par3BirdieorBetterLeaders",2005
28,28,"Brenden Pappas",51,15.12,31,205,"Par3BirdieorBetterLeaders",2005
29,29,"Stewart Cink",98,15.08,54,358,"Par3BirdieorBetterLeaders",2005
30,30,"Rod Pampling",89,15.03,49,326,"Par3BirdieorBetterLeaders",2005
