"Approachesfrom5075yards_RANKTHISWEEK_2009","Approachesfrom5075yards_RANKLASTWEEK_2009","Approachesfrom5075yards_PLAYERNAME_2009","Approachesfrom5075yards_ROUNDS_2009","Approachesfrom5075yards_AVG_2009","Approachesfrom5075yards_TOTALDISTANCEFEET_2009","Approachesfrom5075yards_OFATTEMPTS_2009","Approachesfrom5075yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Brandt Snedeker",81,NA,219.75,22,-7,"Approachesfrom5075yards",2009
2,2,"Brad Adamonis",70,NA,167.583,16,-9,"Approachesfrom5075yards",2009
3,3,"YE Yang",83,NA,170.5,16,3,"Approachesfrom5075yards",2009
4,4,"Greg Chalmers",85,NA,353.5,32,-7,"Approachesfrom5075yards",2009
5,5,"Padraig Harrington",66,NA,146.417,13,1,"Approachesfrom5075yards",2009
5,5,"Aron Price",89,NA,292.333,26,1,"Approachesfrom5075yards",2009
7,7,"Daniel Chopra",89,NA,358.917,31,-10,"Approachesfrom5075yards",2009
7,7,"Bill Haas",91,NA,404.833,35,-6,"Approachesfrom5075yards",2009
7,7,"Steve Stricker",81,NA,382.583,33,-11,"Approachesfrom5075yards",2009
10,10,"Paul Goydos",79,NA,338.5,29,-1,"Approachesfrom5075yards",2009
11,11,"Tom Pernice Jr",82,NA,239.75,20,1,"Approachesfrom5075yards",2009
11,11,"Chris Stroud",88,NA,348,29,-10,"Approachesfrom5075yards",2009
11,11,"Tiger Woods",64,NA,192,16,-6,"Approachesfrom5075yards",2009
14,14,"Rick Price",54,NA,168.917,14,-3,"Approachesfrom5075yards",2009
15,15,"Luke Donald",79,NA,246.333,20,-6,"Approachesfrom5075yards",2009
15,15,"Davis Love III",89,NA,272,22,0,"Approachesfrom5075yards",2009
17,17,"John Merrick",91,NA,285.083,23,5,"Approachesfrom5075yards",2009
18,18,"Brian Gay",96,NA,463.75,37,-6,"Approachesfrom5075yards",2009
19,19,"Colt Knost",71,NA,264.833,21,-5,"Approachesfrom5075yards",2009
19,19,"Nick OHern",90,NA,339.833,27,-8,"Approachesfrom5075yards",2009
19,19,"Matt Weibring",65,NA,264,21,-5,"Approachesfrom5075yards",2009
22,22,"Charley Hoffman",97,NA,328.583,26,-4,"Approachesfrom5075yards",2009
22,22,"Adam Scott",53,NA,139.083,11,-4,"Approachesfrom5075yards",2009
22,22,"Johnson Wagner",81,NA,177.083,14,0,"Approachesfrom5075yards",2009
25,25,"Todd Hamilton",83,NA,231.5,18,3,"Approachesfrom5075yards",2009
25,25,"Charles Howell III",99,NA,307.667,24,-1,"Approachesfrom5075yards",2009
25,25,"Cliff Kresge",78,NA,282.167,22,0,"Approachesfrom5075yards",2009
28,28,"Brian Davis",103,NA,582.083,45,-16,"Approachesfrom5075yards",2009
29,29,"Justin Leonard",95,NA,507.917,39,-8,"Approachesfrom5075yards",2009
30,30,"Tim Herron",87,NA,393.083,30,-6,"Approachesfrom5075yards",2009
30,30,"Sean OHair",80,NA,313.167,24,-1,"Approachesfrom5075yards",2009
32,32,"Stewart Cink",79,NA,236.583,18,0,"Approachesfrom5075yards",2009
32,32,"Heath Slocum",95,NA,554.333,42,-10,"Approachesfrom5075yards",2009
34,34,"Robert Garrigus",83,NA,119.333,9,0,"Approachesfrom5075yards",2009
34,34,"Rocco Mediate",79,NA,423.583,32,-2,"Approachesfrom5075yards",2009
36,36,"Vaughn Taylor",88,NA,306.5,23,-2,"Approachesfrom5075yards",2009
37,37,"Steve Marino",98,NA,228,17,-4,"Approachesfrom5075yards",2009
38,38,"Stuart Appleby",79,NA,432.5,32,2,"Approachesfrom5075yards",2009
38,38,"John Rollins",92,NA,364.667,27,-7,"Approachesfrom5075yards",2009
40,40,"Ricky Barnes",67,NA,216.667,16,0,"Approachesfrom5075yards",2009
40,40,"John Senden",100,NA,407.833,30,-6,"Approachesfrom5075yards",2009
42,42,"Gary Woodland",53,NA,81.917,6,0,"Approachesfrom5075yards",2009
43,43,"KJ Choi",65,NA,371.083,27,1,"Approachesfrom5075yards",2009
43,43,"Bob Estes",78,NA,399,29,-8,"Approachesfrom5075yards",2009
45,45,"Chez Reavie",81,NA,456,33,-6,"Approachesfrom5075yards",2009
46,46,"Webb Simpson",94,NA,333.917,24,-7,"Approachesfrom5075yards",2009
47,47,"Tim Clark",81,NA,474.833,34,-4,"Approachesfrom5075yards",2009
47,47,"Jason Dufner",90,NA,350.25,25,1,"Approachesfrom5075yards",2009
47,47,"Steve Flesch",77,NA,265.917,19,-4,"Approachesfrom5075yards",2009
50,50,"Nick Watney",86,NA,84.833,6,-2,"Approachesfrom5075yards",2009
51,51,"Bart Bryant",58,NA,257.083,18,-1,"Approachesfrom5075yards",2009
51,51,"Derek Fathauer",63,NA,255.75,18,-3,"Approachesfrom5075yards",2009
51,51,"Anthony Kim",76,NA,327.083,23,-6,"Approachesfrom5075yards",2009
51,51,"Mike Weir",85,NA,441.583,31,1,"Approachesfrom5075yards",2009
51,51,"Mark Wilson",99,NA,427,30,-6,"Approachesfrom5075yards",2009
56,56,"Eric Axley",71,NA,445.167,31,-9,"Approachesfrom5075yards",2009
56,56,"Alex Cejka",82,NA,601.167,42,1,"Approachesfrom5075yards",2009
56,56,"Kent Jones",73,NA,272.917,19,1,"Approachesfrom5075yards",2009
56,56,"Patrick Sheehan",51,NA,85.75,6,-2,"Approachesfrom5075yards",2009
56,56,"Brendon Todd",53,NA,257.667,18,-4,"Approachesfrom5075yards",2009
61,61,"Jim Furyk",86,NA,288.25,20,4,"Approachesfrom5075yards",2009
62,62,"Brendon de Jonge",90,NA,292,20,1,"Approachesfrom5075yards",2009
62,62,"Nathan Green",104,NA,494.5,34,1,"Approachesfrom5075yards",2009
62,62,"Zach Johnson",94,NA,276.75,19,6,"Approachesfrom5075yards",2009
62,62,"Greg Owen",97,NA,510,35,-4,"Approachesfrom5075yards",2009
62,62,"Scott Verplank",88,NA,320.917,22,-6,"Approachesfrom5075yards",2009
67,67,"Fred Couples",54,NA,293.167,20,-2,"Approachesfrom5075yards",2009
67,67,"Ryan Palmer",78,NA,263.917,18,-4,"Approachesfrom5075yards",2009
69,69,"Cameron Beckman",87,NA,368.167,25,0,"Approachesfrom5075yards",2009
69,69,"Jonathan Byrd",89,NA,384.25,26,1,"Approachesfrom5075yards",2009
69,69,"Glen Day",79,NA,324.5,22,-2,"Approachesfrom5075yards",2009
69,69,"Rory Sabbatini",81,NA,325,22,4,"Approachesfrom5075yards",2009
73,73,"Hunter Mahan",94,NA,207.167,14,-2,"Approachesfrom5075yards",2009
74,74,"Lucas Glover",93,NA,432.417,29,1,"Approachesfrom5075yards",2009
74,74,"Charlie Wi",92,NA,357.583,24,-2,"Approachesfrom5075yards",2009
76,76,"John Mallinger",90,NA,434.333,29,-10,"Approachesfrom5075yards",2009
76,76,"Dean Wilson",81,NA,421,28,-4,"Approachesfrom5075yards",2009
78,78,"Ken Duke",87,NA,346,23,-6,"Approachesfrom5075yards",2009
78,78,"Rod Pampling",72,NA,331.083,22,-3,"Approachesfrom5075yards",2009
78,78,"Carl Pettersson",86,NA,513.25,34,-6,"Approachesfrom5075yards",2009
78,78,"Kevin Sutherland",96,NA,361,24,-5,"Approachesfrom5075yards",2009
82,82,"Spencer Levin",75,NA,364.917,24,4,"Approachesfrom5075yards",2009
83,83,"Aaron Baddeley",66,NA,335.333,22,7,"Approachesfrom5075yards",2009
83,83,"Jarrod Lyle",65,NA,335.583,22,0,"Approachesfrom5075yards",2009
85,85,"Kenny Perry",92,NA,506.75,33,-4,"Approachesfrom5075yards",2009
86,86,"Jason Gore",74,NA,338.583,22,-2,"Approachesfrom5075yards",2009
86,86,"Lee Janzen",74,NA,339,22,8,"Approachesfrom5075yards",2009
86,86,"Will Ma Kenzie",69,NA,339.917,22,3,"Approachesfrom5075yards",2009
86,86,"Jeff Maggert",79,NA,462.833,30,-5,"Approachesfrom5075yards",2009
90,90,"Tommy Armour III",58,NA,280.25,18,3,"Approachesfrom5075yards",2009
90,90,"Chris DiMarco",97,NA,435.417,28,-2,"Approachesfrom5075yards",2009
90,90,"Retief Goosen",74,NA,390,25,-5,"Approachesfrom5075yards",2009
90,90,"Ryuji Imada",85,NA,498.167,32,5,"Approachesfrom5075yards",2009
94,94,"Mathew Goggin",76,NA,219.833,14,-1,"Approachesfrom5075yards",2009
94,94,"David Toms",98,NA,579.083,37,-7,"Approachesfrom5075yards",2009
96,96,"Woody Austin",84,NA,345.583,22,-4,"Approachesfrom5075yards",2009
96,96,"Justin Rose",71,NA,331.083,21,-4,"Approachesfrom5075yards",2009
98,98,"Michael Letzig",96,NA,395.75,25,-1,"Approachesfrom5075yards",2009
98,98,"Joe Ogilvie",85,NA,459.833,29,-3,"Approachesfrom5075yards",2009
98,98,"Kevin Stadler",65,NA,269.833,17,-1,"Approachesfrom5075yards",2009
101,101,"Troy Matteson",95,NA,446.25,28,-3,"Approachesfrom5075yards",2009
102,102,"Parker McLachlin",71,NA,495.917,31,5,"Approachesfrom5075yards",2009
102,102,"Geoff Ogilvy",78,NA,415.25,26,-3,"Approachesfrom5075yards",2009
104,104,"Sergio Garcia",59,NA,273.167,17,-3,"Approachesfrom5075yards",2009
105,105,"James Nitties",86,NA,404.167,25,0,"Approachesfrom5075yards",2009
105,105,"Jeff Overton",92,NA,339.667,21,-1,"Approachesfrom5075yards",2009
107,107,"Mark Brooks",55,NA,179.333,11,-1,"Approachesfrom5075yards",2009
107,107,"Bob Heintz",59,NA,261.25,16,-1,"Approachesfrom5075yards",2009
109,109,"Jason Bohn",88,NA,608.833,37,-3,"Approachesfrom5075yards",2009
109,109,"George McNeill",82,NA,328.75,20,3,"Approachesfrom5075yards",2009
109,109,"Peter Tomasulo",61,NA,278.583,17,1,"Approachesfrom5075yards",2009
112,112,"Jimmy Walker",74,NA,148.667,9,-4,"Approachesfrom5075yards",2009
113,113,"Tim Petrovic",97,NA,697,42,-8,"Approachesfrom5075yards",2009
114,114,"Jason Day",61,NA,349.5,21,-1,"Approachesfrom5075yards",2009
115,115,"Phil Mickelson",66,NA,317.5,19,-2,"Approachesfrom5075yards",2009
115,115,"Marc Turnesa",77,NA,284.667,17,1,"Approachesfrom5075yards",2009
117,117,"Brian Bateman",55,NA,235.5,14,-1,"Approachesfrom5075yards",2009
118,118,"Ben Crane",93,NA,406.667,24,-3,"Approachesfrom5075yards",2009
118,118,"Billy Mayfair",83,NA,457.833,27,-3,"Approachesfrom5075yards",2009
118,118,"Jay Williamson",69,NA,338.833,20,2,"Approachesfrom5075yards",2009
121,121,"Chris Riley",77,NA,459.667,27,-5,"Approachesfrom5075yards",2009
122,122,"Bill Lunde",83,NA,307.583,18,0,"Approachesfrom5075yards",2009
123,123,"Briny Baird",89,NA,344.083,20,-3,"Approachesfrom5075yards",2009
124,124,"Brett Quigley",92,NA,483.75,28,-4,"Approachesfrom5075yards",2009
125,125,"Darron Stiles",52,NA,590.083,34,-4,"Approachesfrom5075yards",2009
125,125,"Nicholas Thompson",96,NA,640.917,37,-3,"Approachesfrom5075yards",2009
127,127,"Ted Purdy",101,NA,488.667,28,-3,"Approachesfrom5075yards",2009
128,128,"Matt Jones",56,NA,367.667,21,1,"Approachesfrom5075yards",2009
129,129,"Kirk Triplett",60,NA,494.25,28,-3,"Approachesfrom5075yards",2009
130,130,"Marc Leishman",91,NA,515.917,29,-1,"Approachesfrom5075yards",2009
130,130,"David Mathis",82,NA,426.333,24,-3,"Approachesfrom5075yards",2009
130,130,"Vijay Singh",71,NA,478.75,27,-5,"Approachesfrom5075yards",2009
133,133,"DA Points",99,NA,482.417,27,-1,"Approachesfrom5075yards",2009
134,134,"Matt Kuchar",82,NA,465,26,2,"Approachesfrom5075yards",2009
