"ProximitytoHoleARG_RANKTHISWEEK_2015","ProximitytoHoleARG_RANKLASTWEEK_2015","ProximitytoHoleARG_PLAYERNAME_2015","ProximitytoHoleARG_ROUNDS_2015","ProximitytoHoleARG_AVGDTP_2015","ProximitytoHoleARG_TOTALDISTANCEFEET_2015","ProximitytoHoleARG_OFSHOTS_2015","ProximitytoHoleARG_SCRAMBLINGRANK_2015","stat_name","year"
1,1,"Webb Simpson",81,NA,2645.75,435,9,"ProximitytoHoleARG",2015
2,2,"Steven Alker",62,NA,2064.833,335,39,"ProximitytoHoleARG",2015
2,2,"Kevin Na",98,NA,3191.417,520,19,"ProximitytoHoleARG",2015
2,2,"Jordan Spieth",91,NA,2900,473,4,"ProximitytoHoleARG",2015
5,5,"Jim Furyk",71,NA,1893.25,299,18,"ProximitytoHoleARG",2015
5,5,"Brendon Todd",96,NA,3299,518,22,"ProximitytoHoleARG",2015
5,5,"Tim Wilkinson",73,NA,2678.333,421,111,"ProximitytoHoleARG",2015
8,8,"Roberto Castro",54,NA,1534.75,237,169,"ProximitytoHoleARG",2015
8,8,"Chad Collins",79,NA,2804.333,433,1,"ProximitytoHoleARG",2015
8,8,"Padraig Harrington",60,NA,2425.5,375,137,"ProximitytoHoleARG",2015
8,8,"Jerry Kelly",79,NA,2928.167,449,7,"ProximitytoHoleARG",2015
8,8,"Scott Langley",94,NA,3426.667,525,93,"ProximitytoHoleARG",2015
8,8,"Hideki Matsuyama",95,NA,3136.333,481,30,"ProximitytoHoleARG",2015
8,8,"Justin Thomas",106,NA,4137.833,633,37,"ProximitytoHoleARG",2015
15,15,"Scott Brown",97,NA,3869.75,585,55,"ProximitytoHoleARG",2015
15,15,"Jonathan Byrd",69,NA,2196.5,332,5,"ProximitytoHoleARG",2015
15,15,"Jason Dufner",76,NA,2050,313,162,"ProximitytoHoleARG",2015
15,15,"Rory Sabbatini",81,NA,3005.25,454,17,"ProximitytoHoleARG",2015
15,15,"Brandt Snedeker",98,NA,3549.333,536,15,"ProximitytoHoleARG",2015
20,20,"Steven Bowditch",103,NA,4381,659,3,"ProximitytoHoleARG",2015
20,20,"Kevin Chappell",86,NA,3479.167,520,87,"ProximitytoHoleARG",2015
20,20,"Luke Donald",71,NA,2400.583,358,46,"ProximitytoHoleARG",2015
20,20,"Matt Kuchar",97,NA,3683.583,556,13,"ProximitytoHoleARG",2015
20,20,"Justin Leonard",61,NA,2451.25,367,34,"ProximitytoHoleARG",2015
20,20,"Cameron Tringale",96,NA,3738.833,564,27,"ProximitytoHoleARG",2015
20,20,"Mark Wilson",89,NA,3327.75,498,63,"ProximitytoHoleARG",2015
27,27,"Chris Kirk",76,NA,2593.917,385,64,"ProximitytoHoleARG",2015
27,27,"Bryce Molder",91,NA,3316.667,489,20,"ProximitytoHoleARG",2015
27,27,"Ian Poulter",68,NA,2340.583,348,54,"ProximitytoHoleARG",2015
27,27,"Heath Slocum",57,NA,1927,285,138,"ProximitytoHoleARG",2015
31,31,"Jonas Blixt",78,NA,2472.417,360,107,"ProximitytoHoleARG",2015
31,31,"Erik Compton",86,NA,3494.917,509,61,"ProximitytoHoleARG",2015
31,31,"Rickie Fowler",76,NA,2762.167,404,47,"ProximitytoHoleARG",2015
31,31,"Luke Guthrie",84,NA,3208.917,470,127,"ProximitytoHoleARG",2015
31,31,"JB Holmes",89,NA,3442.25,504,85,"ProximitytoHoleARG",2015
31,31,"Louis Oosthuizen",68,NA,2163.167,318,41,"ProximitytoHoleARG",2015
31,31,"Patrick Reed",103,NA,3893.25,572,28,"ProximitytoHoleARG",2015
31,31,"Vijay Singh",78,NA,3419.833,498,50,"ProximitytoHoleARG",2015
31,31,"Chris Stroud",84,NA,3113.917,454,71,"ProximitytoHoleARG",2015
31,31,"Camilo Villegas",83,NA,3559.333,518,96,"ProximitytoHoleARG",2015
41,41,"Zac Blair",108,NA,4011.417,578,6,"ProximitytoHoleARG",2015
41,41,"KJ Choi",66,NA,2734.333,394,16,"ProximitytoHoleARG",2015
41,41,"Ben Crane",62,NA,2451.417,355,29,"ProximitytoHoleARG",2015
41,41,"Billy Hurley III",83,NA,2999.5,432,10,"ProximitytoHoleARG",2015
41,41,"Zach Johnson",90,NA,3199.5,461,49,"ProximitytoHoleARG",2015
41,41,"Kevin Kisner",104,NA,4496.833,649,21,"ProximitytoHoleARG",2015
41,41,"Phil Mickelson",70,NA,3163.833,456,84,"ProximitytoHoleARG",2015
41,41,"Chez Reavie",56,NA,2100.167,303,152,"ProximitytoHoleARG",2015
41,41,"Justin Rose",69,NA,2179.917,316,94,"ProximitytoHoleARG",2015
41,41,"David Toms",62,NA,2578.583,373,12,"ProximitytoHoleARG",2015
41,41,"Boo Weekley",79,NA,3149.167,454,73,"ProximitytoHoleARG",2015
52,52,"Danny Lee",120,NA,4900.75,704,52,"ProximitytoHoleARG",2015
52,52,"David Lingmerth",90,NA,3786.75,538,42,"ProximitytoHoleARG",2015
52,52,"SJ Park",79,NA,3060.917,439,8,"ProximitytoHoleARG",2015
52,52,"DA Points",72,NA,2820.25,401,75,"ProximitytoHoleARG",2015
52,52,"Andrew Putnam",68,NA,2795.083,401,139,"ProximitytoHoleARG",2015
57,57,"Alex Cejka",94,NA,3831.333,544,62,"ProximitytoHoleARG",2015
57,57,"Ernie Els",57,NA,1979.917,280,144,"ProximitytoHoleARG",2015
57,57,"Derek Ernst",75,NA,3233.75,454,135,"ProximitytoHoleARG",2015
57,57,"Colt Knost",90,NA,3291.75,465,97,"ProximitytoHoleARG",2015
57,57,"John Merrick",78,NA,2759.583,390,134,"ProximitytoHoleARG",2015
57,57,"Pat Perez",96,NA,3842.083,545,69,"ProximitytoHoleARG",2015
57,57,"Carl Pettersson",106,NA,4927.917,695,26,"ProximitytoHoleARG",2015
57,57,"Patrick Rodgers",57,NA,2206.083,310,145,"ProximitytoHoleARG",2015
