"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2014","FirstTeeEarlyPar5ScoringAverage_AVG_2014","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Ryo Ishikawa",75,4.44,271,61,"FirstTeeEarlyPar5ScoringAverage",2014
2,2,"Martin Laird",66,4.46,388,87,"FirstTeeEarlyPar5ScoringAverage",2014
3,3,"Bud Cauley",56,4.48,206,46,"FirstTeeEarlyPar5ScoringAverage",2014
4,4,"Aaron Baddeley",74,4.49,328,73,"FirstTeeEarlyPar5ScoringAverage",2014
5,5,"Adam Scott",68,4.5,108,24,"FirstTeeEarlyPar5ScoringAverage",2014
5,5,"Jhonattan Vegas",77,4.5,324,72,"FirstTeeEarlyPar5ScoringAverage",2014
7,7,"Jason Day",54,4.52,104,23,"FirstTeeEarlyPar5ScoringAverage",2014
8,8,"Brad Fritsch",50,4.53,181,40,"FirstTeeEarlyPar5ScoringAverage",2014
8,8,"Bill Haas",107,4.53,557,123,"FirstTeeEarlyPar5ScoringAverage",2014
8,8,"Chris Kirk",105,4.53,471,104,"FirstTeeEarlyPar5ScoringAverage",2014
8,8,"Rory McIlroy",66,4.53,163,36,"FirstTeeEarlyPar5ScoringAverage",2014
12,12,"Hideki Matsuyama",82,4.54,363,80,"FirstTeeEarlyPar5ScoringAverage",2014
12,12,"Charl Schwartzel",64,4.54,254,56,"FirstTeeEarlyPar5ScoringAverage",2014
14,14,"Paul Casey",56,4.55,337,74,"FirstTeeEarlyPar5ScoringAverage",2014
14,14,"Henrik Stenson",56,4.55,141,31,"FirstTeeEarlyPar5ScoringAverage",2014
14,14,"Hudson Swafford",75,4.55,305,67,"FirstTeeEarlyPar5ScoringAverage",2014
17,17,"Steven Bowditch",93,4.56,461,101,"FirstTeeEarlyPar5ScoringAverage",2014
17,17,"Matt Kuchar",91,4.56,155,34,"FirstTeeEarlyPar5ScoringAverage",2014
17,17,"Will Wilcox",51,4.56,196,43,"FirstTeeEarlyPar5ScoringAverage",2014
20,20,"Jonathan Byrd",76,4.57,247,54,"FirstTeeEarlyPar5ScoringAverage",2014
20,20,"Jamie Lovemark",64,4.57,210,46,"FirstTeeEarlyPar5ScoringAverage",2014
20,20,"Justin Rose",70,4.57,201,44,"FirstTeeEarlyPar5ScoringAverage",2014
23,23,"KJ Choi",80,4.58,435,95,"FirstTeeEarlyPar5ScoringAverage",2014
23,23,"Dustin Johnson",58,4.58,174,38,"FirstTeeEarlyPar5ScoringAverage",2014
23,23,"Danny Lee",84,4.58,325,71,"FirstTeeEarlyPar5ScoringAverage",2014
23,23,"Justin Leonard",75,4.58,307,67,"FirstTeeEarlyPar5ScoringAverage",2014
27,27,"Kevin Chappell",100,4.59,445,97,"FirstTeeEarlyPar5ScoringAverage",2014
27,27,"Charles Howell III",106,4.59,578,126,"FirstTeeEarlyPar5ScoringAverage",2014
27,27,"Marc Leishman",81,4.59,418,91,"FirstTeeEarlyPar5ScoringAverage",2014
27,27,"Charlie Wi",72,4.59,234,51,"FirstTeeEarlyPar5ScoringAverage",2014
31,31,"Jim Furyk",84,4.6,184,40,"FirstTeeEarlyPar5ScoringAverage",2014
31,31,"Tommy Gainey",73,4.6,216,47,"FirstTeeEarlyPar5ScoringAverage",2014
31,31,"Brendon Todd",108,4.6,396,86,"FirstTeeEarlyPar5ScoringAverage",2014
34,34,"Brian Davis",93,4.61,498,108,"FirstTeeEarlyPar5ScoringAverage",2014
34,34,"Graeme McDowell",66,4.61,235,51,"FirstTeeEarlyPar5ScoringAverage",2014
34,34,"Kevin Na",94,4.61,383,83,"FirstTeeEarlyPar5ScoringAverage",2014
34,34,"John Senden",99,4.61,401,87,"FirstTeeEarlyPar5ScoringAverage",2014
34,34,"Cameron Tringale",111,4.61,567,123,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Rickie Fowler",91,4.62,351,76,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Brice Garnett",92,4.62,374,81,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Matt Jones",83,4.62,420,91,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Scott Langley",95,4.62,365,79,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Ian Poulter",57,4.62,300,65,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Brandt Snedeker",89,4.62,314,68,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Brendan Steele",89,4.62,485,105,"FirstTeeEarlyPar5ScoringAverage",2014
39,39,"Michael Thompson",74,4.62,397,86,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Woody Austin",63,4.63,315,68,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Stewart Cink",91,4.63,491,106,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Lucas Glover",68,4.63,315,68,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Luke Guthrie",85,4.63,333,72,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"JJ Henry",91,4.63,407,88,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Brooks Koepka",56,4.63,278,60,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Jason Kokrak",65,4.63,273,59,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Phil Mickelson",71,4.63,292,63,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Seung Yul Noh",92,4.63,458,99,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Carl Pettersson",91,4.63,426,92,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Heath Slocum",71,4.63,338,73,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Tyrone Van Aswegen",79,4.63,333,72,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Jimmy Walker",98,4.63,329,71,"FirstTeeEarlyPar5ScoringAverage",2014
47,47,"Gary Woodland",93,4.63,546,118,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Chad Collins",78,4.64,306,66,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Ken Duke",80,4.64,441,95,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Billy Horschel",92,4.64,534,115,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Trevor Immelman",84,4.64,459,99,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Russell Knox",92,4.64,501,108,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Andres Romero",81,4.64,343,74,"FirstTeeEarlyPar5ScoringAverage",2014
61,61,"Kevin Tway",64,4.64,283,61,"FirstTeeEarlyPar5ScoringAverage",2014
68,68,"Harris English",95,4.65,400,86,"FirstTeeEarlyPar5ScoringAverage",2014
68,68,"Ted Potter Jr",68,4.65,344,74,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Stuart Appleby",92,4.66,415,89,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Sangmoon Bae",76,4.66,475,102,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Luke Donald",57,4.66,359,77,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Will Ma Kenzie",82,4.66,382,82,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Bryce Molder",77,4.66,345,74,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Geoff Ogilvy",84,4.66,419,90,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Michael Putnam",106,4.66,443,95,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Patrick Reed",92,4.66,312,67,"FirstTeeEarlyPar5ScoringAverage",2014
70,70,"Vijay Singh",83,4.66,443,95,"FirstTeeEarlyPar5ScoringAverage",2014
79,79,"Russell Henley",92,4.67,532,114,"FirstTeeEarlyPar5ScoringAverage",2014
79,79,"George McNeill",79,4.67,388,83,"FirstTeeEarlyPar5ScoringAverage",2014
79,79,"Sean OHair",77,4.67,402,86,"FirstTeeEarlyPar5ScoringAverage",2014
79,79,"Daniel Summerhays",98,4.67,481,103,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Chad Campbell",57,4.68,173,37,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Matt Every",85,4.68,421,90,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Jim Herman",62,4.68,295,63,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Andrew Loupe",65,4.68,248,53,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Troy Merritt",62,4.68,234,50,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Pat Perez",84,4.68,374,80,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Kevin Stadler",90,4.68,561,120,"FirstTeeEarlyPar5ScoringAverage",2014
83,83,"Tim Wilkinson",86,4.68,290,62,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"Briny Baird",50,4.69,291,62,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"Brendon de Jonge",109,4.69,614,131,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"Hunter Mahan",88,4.69,450,96,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"Ryan Moore",86,4.69,361,77,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"Lee Westwood",57,4.69,277,59,"FirstTeeEarlyPar5ScoringAverage",2014
91,91,"YE Yang",79,4.69,422,90,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"James Driscoll",71,4.7,324,69,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Martin Flores",85,4.7,437,93,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Chesson Hadley",84,4.7,362,77,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"David Hearn",97,4.7,540,115,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Charley Hoffman",93,4.7,536,114,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Kevin Kisner",85,4.7,310,66,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Jeff Overton",80,4.7,409,87,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Scott Stallings",77,4.7,409,87,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Andrew Svoboda",77,4.7,395,84,"FirstTeeEarlyPar5ScoringAverage",2014
97,97,"Bubba Watson",76,4.7,202,43,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Keegan Bradley",89,4.71,297,63,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Sergio Garcia",61,4.71,198,42,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Justin Hicks",103,4.71,650,138,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Troy Matteson",62,4.71,264,56,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"John Merrick",87,4.71,466,99,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"John Rollins",84,4.71,419,89,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Camilo Villegas",95,4.71,560,119,"FirstTeeEarlyPar5ScoringAverage",2014
107,107,"Mark Wilson",69,4.71,245,52,"FirstTeeEarlyPar5ScoringAverage",2014
115,115,"Richard Lee",80,4.72,349,74,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Angel Cabrera",69,4.73,279,59,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Jason Dufner",57,4.73,246,52,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Derek Ernst",80,4.73,397,84,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Brian Gay",81,4.73,421,89,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Morgan Hoffmann",103,4.73,312,66,"FirstTeeEarlyPar5ScoringAverage",2014
116,116,"Zach Johnson",97,4.73,303,64,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Jonas Blixt",64,4.74,370,78,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Jason Bohn",81,4.74,360,76,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Roberto Castro",76,4.74,370,78,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Tim Clark",75,4.74,346,73,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Ernie Els",85,4.74,412,87,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Martin Kaymer",65,4.74,251,53,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Jerry Kelly",80,4.74,441,93,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Spencer Levin",59,4.74,294,62,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Ryan Palmer",85,4.74,322,68,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Rory Sabbatini",82,4.74,403,85,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Webb Simpson",87,4.74,351,74,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Josh Teater",90,4.74,398,84,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Bo Van Pelt",83,4.74,427,90,"FirstTeeEarlyPar5ScoringAverage",2014
122,122,"Johnson Wagner",69,4.74,237,50,"FirstTeeEarlyPar5ScoringAverage",2014
136,136,"Graham DeLaet",80,4.75,347,73,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Ricky Barnes",92,4.76,424,89,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Brian Harman",111,4.76,528,111,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Bronson La Cassie",51,4.76,262,55,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Jeff Maggert",54,4.76,200,42,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Ben Martin",80,4.76,324,68,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Jordan Spieth",102,4.76,195,41,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Kevin Streelman",79,4.76,338,71,"FirstTeeEarlyPar5ScoringAverage",2014
137,137,"Nick Watney",80,4.76,405,85,"FirstTeeEarlyPar5ScoringAverage",2014
145,145,"Charlie Beljan",76,4.77,229,48,"FirstTeeEarlyPar5ScoringAverage",2014
145,145,"Ben Curtis",77,4.77,339,71,"FirstTeeEarlyPar5ScoringAverage",2014
145,145,"Billy Hurley III",86,4.77,334,70,"FirstTeeEarlyPar5ScoringAverage",2014
145,145,"Freddie Jacobson",91,4.77,434,91,"FirstTeeEarlyPar5ScoringAverage",2014
145,145,"Shawn Stefani",60,4.77,348,73,"FirstTeeEarlyPar5ScoringAverage",2014
150,150,"DA Points",75,4.78,440,92,"FirstTeeEarlyPar5ScoringAverage",2014
150,150,"Kyle Stanley",87,4.78,454,95,"FirstTeeEarlyPar5ScoringAverage",2014
150,150,"Boo Weekley",73,4.78,464,97,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"Retief Goosen",94,4.79,431,90,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"Davis Love III",74,4.79,374,78,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"William McGirt",96,4.79,402,84,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"John Peterson",62,4.79,254,53,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"Wes Roach",67,4.79,335,70,"FirstTeeEarlyPar5ScoringAverage",2014
153,153,"David Toms",64,4.79,201,42,"FirstTeeEarlyPar5ScoringAverage",2014
159,159,"Gonzalo Fdez Castano",83,4.8,422,88,"FirstTeeEarlyPar5ScoringAverage",2014
159,159,"John Huh",87,4.8,509,106,"FirstTeeEarlyPar5ScoringAverage",2014
161,161,"Robert Garrigus",80,4.81,370,77,"FirstTeeEarlyPar5ScoringAverage",2014
161,161,"Mike Weir",69,4.81,231,48,"FirstTeeEarlyPar5ScoringAverage",2014
163,163,"David Lingmerth",80,4.82,419,87,"FirstTeeEarlyPar5ScoringAverage",2014
163,163,"Chris Stroud",88,4.82,429,89,"FirstTeeEarlyPar5ScoringAverage",2014
163,163,"Brian Stuard",91,4.82,366,76,"FirstTeeEarlyPar5ScoringAverage",2014
166,166,"Robert Allenby",83,4.83,406,84,"FirstTeeEarlyPar5ScoringAverage",2014
166,166,"Greg Chalmers",85,4.83,319,66,"FirstTeeEarlyPar5ScoringAverage",2014
166,166,"DH Lee",54,4.83,285,59,"FirstTeeEarlyPar5ScoringAverage",2014
166,166,"Nicholas Thompson",85,4.83,338,70,"FirstTeeEarlyPar5ScoringAverage",2014
170,170,"JB Holmes",86,4.84,295,61,"FirstTeeEarlyPar5ScoringAverage",2014
170,170,"Jim Renner",61,4.84,242,50,"FirstTeeEarlyPar5ScoringAverage",2014
172,172,"Scott Brown",100,4.86,603,124,"FirstTeeEarlyPar5ScoringAverage",2014
172,172,"Erik Compton",88,4.86,335,69,"FirstTeeEarlyPar5ScoringAverage",2014
174,174,"Louis Oosthuizen",50,4.87,268,55,"FirstTeeEarlyPar5ScoringAverage",2014
175,175,"James Hahn",82,4.88,239,49,"FirstTeeEarlyPar5ScoringAverage",2014
175,175,"Robert Streb",75,4.88,254,52,"FirstTeeEarlyPar5ScoringAverage",2014
177,177,"Ben Crane",81,4.89,313,64,"FirstTeeEarlyPar5ScoringAverage",2014
